0fa575a 0f9ddd2 0fa42a3 0fcb6ce 0faa869 0fa08f0 
0f93cda 0f8c572 0f927d7 0fc9845 0f94624 0f8ef28 
0f99743 0f91f9b 0f981d7 0fc9775 0f99f15 0f947df 
0f97891 0f9016f 0f96384 0fc96ed 0f982c0 0f92c73 
0f98b6a 0f913a8 0f975b5 0fc9585 0f992be 0f93b6e 
0f9cd7a 0f95628 0f9b861 0fc95c6 0f9d6e9 0f98025 
0f995dd 0f91e5a 0f97fe7 0fc92ae 0f99e6f 0f94782 
0f9f871 0f980b7 0f9e2d7 0fc941e 0fa001d 0f9a8d4 
0f9e0fa 0f969cc 0f9cc0e 0fc94ae 0f9eb4c 0f9950b 
0f9f6e1 0f97f1d 0f9e11d 0fc93a6 0f9fdff 0f9a755 
0fa3a4a 0f9c32c 0fa24b3 0fc923d 0fa4316 0f9ed42 
0fa0315 0f98be0 0f9eda8 0fc931e 0fa0bc1 0f9b60c 
0fa5e29 0f9e6e4 0fa4885 0fc9280 0fa657a 0fa0f63 
0fa3f61 0f9c8c5 0fa2a38 0fc91f0 0fa493b 0f9f42b 
0fa4bae 0f9d492 0fa361d 0fc91d7 0fa530c 0f9fcfe 
0f97a5b 0f90344 0f9642a 0fc9d9b 0f97e6b 0f92db5 
0f9c9e7 0f952b5 0f9b39f 0fc9d86 0f9cd30 0f97c54 
0f99310 0f91c48 0f97d51 0fc9dfa 0f99894 0f94873 
0f9a665 0f92f0b 0f99098 0fc9f30 0f9a992 0f9587d 
0f9c77f 0f950b7 0f9b17c 0fc9cb6 0f9cc63 0f97c0c 
0f98660 0f90f4c 0f97009 0fc9c61 0f98a4d 0f939bc 
0f9d6a9 0f95f79 0f9c0d8 0fc9e32 0f9da3f 0f9896c 
0f99eff 0f9283c 0f989b8 0fc9dcd 0f9a4ce 0f954b2 
0f9adf8 0f93698 0f99790 0fc9bb7 0f9b0af 0f95f9e 
0f9cfcf 0f95909 0f9ba15 0fc9bfe 0f9d4d8 0f9846d 
0f98c0b 0f914ec 0f9762f 0fc9bf8 0f99052 0f93fa8 
0f9d8b3 0f96180 0f9c2da 0fc9b8f 0f9dc40 0f98b47 
0f9a0a8 0f929e6 0f98afd 0fc9af9 0f9a62f 0f955fd 
0f9ae60 0f93705 0f99824 0fc9a68 0f9b138 0f9601a 
0f9d021 0f95946 0f9ba29 0fc99e1 0f9d4f9 0f98499 
0f98b83 0f9145b 0f97531 0fc996d 0f98f7d 0f93ee6 
0f9d840 0f9610c 0f9c218 0fc9990 0f9db80 0f98a9d 
0f99fb7 0f92904 0f989c6 0fc984d 0f9a50c 0f954e2 
0f9ac1e 0f934d1 0f995b8 0fc978b 0f9aecc 0f95db9 
0f9cf70 0f958b0 0f9b9ce 0fc9874 0f9d470 0f9841e 
0f98960 0f9125c 0f9733d 0fc971b 0f98d64 0f93cdc 
0f9d7f4 0f960d1 0f9c22c 0fc9909 0f9db6f 0f98aa0 
0f9a086 0f929dc 0f98b18 0fc9930 0f9a635 0f9562e 
0f9ae2a 0f936e5 0f998df 0fc9bdb 0f9b1bc 0f960bc 
0f9d0a8 0f959eb 0f9bbb1 0fc9be6 0f9d637 0f985f2 
0f987e9 0f910e2 0f9727c 0fc9a7c 0f98c82 0f93c05 
0f9d08a 0f9595e 0f9ba4e 0fc97d0 0f9d3ae 0f982e6 
0f99a20 0f9235b 0f98521 0fc9a2e 0f9a01b 0f9501a 
0f9a2a5 0f92b4b 0f98cec 0fc9917 0f9a5c3 0f954dd 
0f9c4fb 0f94e1e 0f9af8c 0fc9887 0f9ca13 0f979eb 
0f97c74 0f9055b 0f96685 0fc96f7 0f9809f 0f93040 
0f9c9bb 0f95288 0f9b450 0fc99e4 0f9cd72 0f97cc7 
0f9935d 0f91c97 0f97e50 0fc99cc 0f99946 0f9495c 
0f99cdf 0f9257e 0f98757 0fc99e0 0f9a017 0f94f5f 
0f9c179 0f94aa8 0f9ac99 0fc9a1f 0f9c6f2 0f976e1 
0f979e1 0f902d6 0f964c7 0fc9963 0f97eb1 0f92e64 
0f9c14d 0f94a25 0f9ab4d 0fc952a 0f9c484 0f973ec 
0f98b2e 0f91481 0f9755d 0fc9480 0f9907a 0f940b0 
0f99522 0f91ddb 0f97f73 0fc96b7 0f99837 0f94797 
0f9baff 0f94446 0f9a5f3 0fc977e 0f9c03a 0f97032 
0f97205 0f8fb10 0f95c83 0fc9592 0f97661 0f92633 
0f9bd65 0f94640 0f9a7b4 0fc9570 0f9c0b0 0f97045 
0f98b31 0f9148e 0f9761f 0fc966c 0f990e8 0f94155 
0f994c5 0f91d7a 0f97f24 0fc95fd 0f997b8 0f94731 
0f9bee7 0f9481f 0f9a9b2 0fc95b6 0f9c3dc 0f973e6 
0f97cc7 0f905c4 0f96767 0fc9603 0f98135 0f93101 
0f9cc7f 0f95550 0f9b6cb 0fc94bf 0f9cfc5 0f97f35 
0f99f61 0f928b3 0f98a04 0fc93f3 0f9a4d4 0f95521 
0f9ad6b 0f93627 0f9971f 0fc92c7 0f9afc9 0f95f3a 
0f9de45 0f9678d 0f9c889 0fc92da 0f9e293 0f992cd 
0f99fca 0f928d7 0f9898f 0fc9148 0f9a335 0f95361 
0f9f60a 0f97ee7 0f9dfe3 0fc9196 0f9f878 0f9a85a 
0f9ce57 0f957b0 0f9b85b 0fc9063 0f9d2e9 0f98373 
0f9e180 0f96a36 0f9cb37 0fc915c 0f9e392 0f9931c 
0fa1940 0f9a271 0fa0443 0fc951e 0fa1df6 0f9ce10 
0f9dd96 0f9667c 0f9c843 0fc947f 0f9e19d 0f99163 
0fa3645 0f9bf0a 0fa20fd 0fc955c 0fa3970 0f9e8a7 
0fa0e9a 0f997d8 0f9f942 0fc920a 0fa1394 0f9c398 
0fa2043 0f9a8cd 0fa0a58 0fc9196 0fa2273 0f9d1b6 
0fa55e2 0f9dee1 0fa4041 0fc9166 0fa59d5 0fa09e1 
0fa1a3b 0f9a2ed 0fa04ad 0fc92b6 0fa1dc6 0f9cddd 
0fa70e4 0f9f974 0fa5b8b 0fc9489 0fa7396 0fa2358 
0fa4791 0f9d095 0fa328b 0fc9396 0fa4c85 0f9fd30 
0fa521b 0f9da7a 0fa3c48 0fc9203 0fa5432 0fa03e2 
0fa81ce 0fa0ab4 0fa6c33 0fc918c 0fa859f 0fa3613 
0fa3cf4 0f9c5a3 0fa26cd 0fc9073 0fa4006 0f9f058 
0fa8bfd 0fa148a 0fa7607 0fc91ee 0fa8e25 0fa3e07 
0fa5d43 0f9e64b 0fa47f4 0fc92f5 0fa61e8 0fa12a0 
0fa6061 0f9e8cb 0fa4aa0 0fc9302 0fa625c 0fa1247 
0fa8a79 0fa1369 0fa7562 0fc93b6 0fa8e6e 0fa3f3b 
0fa40ba 0f9c96c 0fa2b6b 0fc93d0 0fa4410 0f9f518 
0fa8d85 0fa1602 0fa7882 0fc9603 0fa8fec 0fa40c9 
0fa5c3f 0f9e547 0fa46eb 0fc92f1 0fa6063 0fa122c 
0fa642d 0f9ec89 0fa4ee3 0fc95fc 0fa660b 0fa16fa 
0fa93b1 0fa1c99 0fa7ee2 0fc9693 0fa9760 0fa4922 
0fa4daf 0f9d651 0fa389e 0fc959a 0fa50cc 0fa027d 
0fa9c3f 0fa249b 0fa8667 0fc9465 0fa9d94 0fa4ede 
0fa70c3 0f9f9a1 0fa5b1f 0fc93ff 0fa7451 0fa268e 
0fa76f1 0f9ff0f 0fa6093 0fc9357 0fa779e 0fa28e7 
0faa88e 0fa3125 0fa932e 0fc95c9 0faab7e 0fa5d69 
0fa5fd4 0f9e835 0fa4a01 0fc94c2 0fa6215 0fa13e0 
0faaa9f 0fa32db 0fa9462 0fc941a 0faab8d 0fa5cc7 
0fa7afa 0fa03bd 0fa6521 0fc947b 0fa7e6d 0fa3054 
0fa7c13 0fa044b 0fa6605 0fc964c 0fa7d1c 0fa2dee 
0faa66b 0fa2f25 0fa909b 0fc9562 0faa957 0fa5a89 
0fa5b27 0f9e3b7 0fa452d 0fc95c5 0fa5db3 0fa0e95 
0faa5a1 0fa2df7 0fa8fa6 0fc9600 0faa6f7 0fa577d 
0fa7765 0fa0040 0fa61b5 0fc962d 0fa7afd 0fa2c65 
0fa7938 0fa0182 0fa6306 0fc9696 0fa7a30 0fa2a85 
0faa7f0 0fa30bf 0fa91fe 0fc96f0 0faaaca 0fa5ba4 
0fa5cc3 0f9e572 0fa46b2 0fc9743 0fa5f37 0fa1000 
0faa483 0fa2cee 0fa8df1 0fc96d1 0faa58b 0fa55f4 
0fa721c 0f9fb27 0fa5c91 0fc98ea 0fa75f3 0fa274b 
0fa6914 0f9f15d 0fa52be 0fc985c 0fa6a39 0fa1a77 
0fa8a08 0fa12cf 0fa7413 0fc98f8 0fa8cfe 0fa3e02 
0fa297c 0f9b211 0fa132e 0fc9832 0fa2c00 0f9dd22 
0fa5828 0f9e095 0fa418e 0fc98ec 0fa597d 0fa0a2c 
0fa038a 0f98ca5 0f9ed5a 0fc98c5 0fa07ab 0f9b922 
0f9d1b6 0f95a3c 0f9bc18 0fc9c5b 0f9d450 0f984ca 
0f9bc4d 0f94568 0f9a6e5 0fc9c01 0f9c0bd 0f97233 
0f911bf 0f89ac3 0f8fcd7 0fc9e1f 0f916c2 0f8c842 
0f8f24b 0f87ab4 0f8dcd4 0fc9d44 0f8f52c 0f8a5c1 
0f8d459 0f85d03 0f8bf1d 0fc9cae 0f8d8b5 0f889a5 
0f8e94c 0f87152 0f8d36a 0fc9bff 0f8eb09 0f89ae8 
0f92a92 0f8b319 0f91527 0fc9b9d 0f92e45 0f8deb9 
0f8e471 0f86cdd 0f8ced9 0fc9a79 0f8e7b0 0f8984e 
0f933ef 0f8bc0b 0f91d57 0fc988c 0f9351b 0f8e584 
0f9116f 0f89a09 0f8fbb8 0fc99a5 0f91543 0f8c664 
0f917f9 0f89ff6 0f901b9 0fc98b9 0f91973 0f8c908 
0f94e4b 0f8d6eb 0f938c1 0fc98dd 0f9520d 0f90235 
0f901e8 0f88a79 0f8ec44 0fc98a8 0f90591 0f8b661 
0f94588 0f8cdca 0f92f67 0fc977c 0f947f2 0f8f83b 
0f90d19 0f895d9 0f8f736 0fc972e 0f91240 0f8c2e9 
0f8f7e5 0f87ff1 0f8e154 0fc9707 0f8fa76 0f8aa18 
0f918e5 0f8a149 0f902ec 0fc969b 0f91d5f 0f8cd88 
0f8c0d9 0f848e0 0f8aaea 0fc95ee 0f8c4e9 0f87578 
0f8fd7e 0f885f3 0f8e720 0fc9480 0f8ffc6 0f8b03f 
0f8c794 0f85072 0f8b1eb 0fc94cd 0f8cc7d 0f87d70 
0f8ba3e 0f8429c 0f8a3ca 0fc9394 0f8bc50 0f86c41 
0f8e345 0f86c35 0f8cd28 0fc927c 0f8e702 0f897c4 
0f88f26 0f8181c 0f87a9d 0fd17a9 0f892ab 0f84354 
0f8cc6b 0f85533 0f8b6f9 0fcbeed 0f8ce3f 0f87e49 
0f893c4 0f81d2d 0f87fee 0fd7004 0f8986e 0f8494b 
0f87d29 0f805d3 0f86979 0fe6b22 0f87f26 0f82f45 
0f89a22 0f82336 0f886ac 0fe1bcc 0f89dff 0f84e86 
0f839a4 0f7c294 0f8275e 0ffe686 0f83e0f 0f7ee70 
0f86c35 0f7f4c4 0f85971 0ffb753 0f86f1e 0f81ef2 
0f82d07 0f7b622 0f81ac7 000b401 0f83277 0f7e31f 
0f81418 0f79c8f 0f800fa 001c646 0f81696 0f7c619 
0f83590 0f7be69 0f822e8 0017f3a 0f83a04 0f7e9c3 
0f7d744 0f75ff2 0f7c2f5 0033fb6 0f7daf3 0f78a8b 
0f8123c 0f79aaf 0f7fe2b 003053b 0f814c9 0f7c3ca 
0f7db0e 0f76410 0f7c6d6 003925a 0f7e049 0f79004 
0f7c828 0f7507b 0f7b289 003cfd7 0f7cabe 0f779cd 
0f7ee69 0f7773b 0f7d8cb 003c977 0f7f267 0f7a297 
0f793ad 0f71c66 0f77ddf 003ecd2 0f79748 0f747e3 
0f7ce6e 0f756f9 0f7b876 003e733 0f7d08e 0f780e8 
0f796c5 0f71fea 0f780e9 003fa08 0f79b19 0f74c75 
0f78197 0f70a2b 0f76b30 0040ecd 0f7834d 0f733c9 
0f7aa44 0f73361 0f79468 0040630 0f7adb6 0f75ee2 
0f753d4 0f6dce2 0f73e3d 004274f 0f7573a 0f7089d 
0f794bb 0f71d88 0f77eb4 0041fde 0f7966b 0f7475a 
0f769af 0f6f30a 0f75495 0042c03 0f76e31 0f71fdf 
0f7603f 0f6e8fe 0f74ae6 0043ac9 0f7626b 0f71312 
0f7924a 0f71b8c 0f77cf8 0042f4b 0f795cb 0f746ed 
0f743f2 0f6cd18 0f72e1b 0044cfe 0f74713 0f6f7c9 
0f78bd0 0f714c1 0f77547 00441bb 0f78d1e 0f73cdc 
0f76696 0f6f00a 0f7509d 0044aee 0f76a90 0f71ab0 
0f760d6 0f6e99c 0f74aab 004569c 0f76257 0f71192 
0f798c6 0f721fc 0f782a7 004477c 0f79b9e 0f74b6f 
0f75022 0f6d92b 0f739bc 0046134 0f75297 0f7029b 
0f79fb2 0f7286c 0f789b9 0044ee5 0f7a109 0f750a7 
0f781e4 0f70b49 0f76c73 0045377 0f785f9 0f7364a 
0f78103 0f709cc 0f76a91 0045d0b 0f78231 0f73197 
0f7c20e 0f74b5a 0f7ac65 0044666 0f7c512 0f77506 
0f77f3b 0f70854 0f7694b 0045ba9 0f7821b 0f731e9 
0f7d3b1 0f75c4d 0f7bd4b 0044689 0f7d4df 0f78412 
0f7bc1d 0f74526 0f7a5c7 0044754 0f7bf8b 0f76f77 
0f7c1e6 0f74a61 0f7ab18 0044aaf 0f7c2b0 0f771a1 
0f8098d 0f7924e 0f7f31f 00430ea 0f80be2 0f7bb6b 
0f7cfeb 0f75877 0f7b93e 0043fed 0f7d20d 0f781c4 
0f82d22 0f7b55f 0f8165c 0042500 0f82da3 0f7dca2 
0f8218a 0f7aa4f 0f80b64 0041cef 0f824a6 0f7d462 
0f83079 0f7b8a3 0f8197e 00419e2 0f830cd 0f7df68 
0f8863e 0f80eed 0f87061 003f46c 0f888a5 0f83777 
0f85582 0f7de3d 0f83f63 003fc18 0f857af 0f80691 
0f8b7ae 0f84034 0f8a029 003de6b 0f8b736 0f86598 
0f8b475 0f83d9a 0f89df5 003cfc3 0f8b6b8 0f86679 
0f8c8f5 0f8516a 0f8b2d8 0039ffb 0f8c89d 0f87826 
0f91f2d 0f8a81a 0f90b28 001da73 0f92034 0f8d123 
0f8eb13 0f873ef 0f8d70e 00212ba 0f8ec4a 0f89d8a 
0f9482c 0f8d0e1 0f93481 0006ca0 0f9481e 0f8f88d 
0f9392c 0f8c287 0f92616 0ffd2d1 0f93bb5 0f8ecdd 
0f93eb0 0f8c77b 0f92b28 0ff9005 0f93ecc 0f8ef35 
0f98689 0f90fc4 0f97229 0fdd858 0f98800 0f938c3 
0f94757 0f8d0b2 0f93412 0fe4dcb 0f9496d 0f8fa6b 
0f99906 0f9221d 0f9844b 0fcfa0c 0f99971 0f949f0 
0f97fe6 0f90981 0f96a77 0fc96e1 0f982eb 0f933f6 
0f97a6d 0f90386 0f9658f 0fcc127 0f97b81 0f92b16 
0f9b916 0f942af 0f9a2c7 0fc7c39 0f9bb91 0f96afc 
0f96eee 0f8f867 0f9587a 0fc7a70 0f97151 0f92117 
0f9b9a0 0f942c4 0f9a33a 0fc7a17 0f9ba7b 0f969f3 
0f99d49 0f926e1 0f987f2 0fc7b16 0f9a10a 0f951e8 
0f98fdc 0f918bc 0f97a26 0fc7a46 0f9912c 0f9417b 
0f9cb38 0f954c4 0f9b5fa 0fc79d7 0f9ce1d 0f97ef5 
0f97dcb 0f9074b 0f96845 0fc78b4 0f980c4 0f9315d 
0f9c356 0f94c98 0f9adde 0fc7969 0f9c501 0f97483 
0f9a1c0 0f92ba9 0f98c6c 0fc7845 0f9a5fd 0f95614 
0f98ee0 0f91845 0f9791b 0fc7834 0f990d9 0f93fa0 
0f9c4a2 0f94e7d 0f9af8d 0fc787f 0f9c841 0f97765 
0f96ee3 0f8f89c 0f9592f 0fc76f5 0f9721f 0f92195 
0f9ace1 0f93651 0f99694 0fc75fd 0f9ae13 0f95cfd 
0f98836 0f91227 0f9724d 0fc755a 0f98bf2 0f93bb0 
0f972c5 0f8fc20 0f95c9a 0fc7599 0f97417 0f92332 
0f9aa22 0f933eb 0f99479 0fc750b 0f9accb 0f95c87 
0f95870 0f8e223 0f94289 0fc745b 0f95b3c 0f90b08 
0f99a4a 0f923a2 0f9843b 0fc7477 0f99b4e 0f94a8d 
0f97926 0f902ec 0f9632c 0fc731c 0f97c86 0f92ce7 
0f965e3 0f8eefc 0f94ff6 0fc745a 0f9672a 0f916d9 
0f9a14b 0f92ac6 0f98c05 0fc7591 0f9a427 0f95427 
0f95184 0f8dada 0f93c34 0fc75dc 0f954b0 0f904b0 
0f99281 0f91b6e 0f97ce3 0fc75c3 0f993e9 0f942db 
0f97332 0f8fcaf 0f95e36 0fc75f9 0f97759 0f92676 
0f95d75 0f8e652 0f947f3 0fc754d 0f95f01 0f90ec7 
0f99739 0f92080 0f98226 0fc743c 0f99a39 0f94a85 
0f94748 0f8d08d 0f9322d 0fc7452 0f94a97 0f8fb20 
0f98875 0f91153 0f97324 0fc7461 0f98a03 0f939c8 
0f96ac3 0f8f42e 0f95593 0fc72b3 0f96eaf 0f91f3c 
0f95841 0f8e10c 0f942fa 0fc7477 0f95a1b 0f909cc 
0f99538 0f91e73 0f98055 0fc73f0 0f9986d 0f948bd 
0f946a9 0f8cfd9 0f931a5 0fc73bb 0f94a1f 0f8fad7 
0f987d3 0f910a9 0f972b6 0fc7410 0f9898e 0f93995 
0f96a4f 0f8f3ba 0f95594 0fc730b 0f96eb5 0f91f86 
0f94fbc 0f8d8a1 0f93984 0fc6e82 0f9510a 0f900f6 
0f989d8 0f91320 0f973bf 0fc6d68 0f98c3e 0f93c8c 
0f938b2 0f8c204 0f9232d 0fc6e35 0f93bd4 0f8ec44 
0f97452 0f8fd44 0f95e56 0fc6d1e 0f9757c 0f92536 
0f95503 0f8de8e 0f93f62 0fc6c84 0f958cf 0f90977 
0f93b13 0f8c414 0f9250e 0fc6d09 0f93c8d 0f8ec67 
0f9734f 0f8fcb9 0f95d6b 0fc6ba2 0f975e9 0f92637 
0f91fbe 0f8a944 0f9098d 0fc6a43 0f922a2 0f8d319 
0f95adb 0f8e406 0f944ce 0fc6b9f 0f95c34 0f90c24 
0f93a60 0f8c414 0f92495 0fc6a7e 0f93e21 0f8ef62 
0f91bcf 0f8a4e7 0f90585 0fc698a 0f91d06 0f8cd60 
0f95276 0f8dbdc 0f93ca7 0fc69b7 0f954d3 0f905bf 
0f8fd1b 0f8867d 0f8e735 0fc691f 0f8ffca 0f8b100 
0f9345e 0f8bd58 0f91df7 0fc67c4 0f93502 0f8e589 
0f91457 0f89df0 0f8fe1e 0fc6709 0f91782 0f8c8ed 
0f8f761 0f8807c 0f8e170 0fc68d3 0f8f8ad 0f8a96c 
0f930ba 0f8ba2e 0f91a91 0fc6772 0f932dd 0f8e40b 
0f8e0b3 0f86a37 0f8cab1 0fc6748 0f8e374 0f894cc 
0f91e0a 0f8a748 0f907ef 0fc67e1 0f91f04 0f8cf99 
0f9041f 0f88e29 0f8eea4 0fc67d9 0f907d8 0f8b96a 
0f8eab6 0f8744b 0f8d476 0fc674f 0f8ebf1 0f89cd8 
0f92954 0f8b33d 0f9130d 0fc65f4 0f92b5c 0f8dcba 
0f8e0e4 0f86adf 0f8cb29 0fc6773 0f8e3aa 0f8955d 
0f92635 0f8afba 0f9107a 0fc686f 0f9274e 0f8d84c 
0f91223 0f89c32 0f8fb38 0fc6284 0f91497 0f8c675 
0f90078 0f889de 0f8e8ff 0fc6188 0f9008e 0f8b198 
0f94a43 0f8d3f1 0f93352 0fc621e 0f94ba4 0f8fd16 
0f905fa 0f88f99 0f8ef14 0fc613d 0f907cd 0f8b99f 
0f94bc0 0f8d4f2 0f93499 0fc60ed 0f94b9b 0f8fcdf 
0f93a3b 0f8c3ec 0f9237b 0fc6074 0f93c97 0f8eee6 
0f9226f 0f8ab7b 0f90b31 0fc60ac 0f92281 0f8d40f 
0f96108 0f8ea49 0f949fe 0fc5fca 0f961f9 0f913fa 
0f912f0 0f89c21 0f8fc02 0fc5ffa 0f91470 0f8c6ae 
0f94f45 0f8d7ed 0f937cc 0fc5f2c 0f94e75 0f90010 
0f93b3b 0f8c45f 0f924c0 0fc5fec 0f93d54 0f8efce 
0f92247 0f8aab6 0f90ae3 0fc5e5c 0f921b0 0f8d33f 
0f966e9 0f8efaf 0f94fd2 0fc5e21 0f96762 0f91958 
0f91fd9 0f8a8a3 0f908ce 0fc5dc1 0f920da 0f8d348 
0f9647b 0f8ecd8 0f94d3a 0fc5d86 0f96392 0f91564 
0f9586e 0f8e164 0f94207 0fc5d8e 0f95a67 0f90cfd 
0f946a9 0f8ceeb 0f92ff9 0fc5e01 0f9465a 0f8f80d 
0f98d7f 0f915f5 0f97661 0fc5b0a 0f98d9f 0f93f8f 
0f94482 0f8ccec 0f92ac9 0fc558c 0f9432c 0f8f54a 
0f9865a 0f90e72 0f96ba7 0fc53ec 0f9829a 0f93420 
0f97828 0f900e2 0f95e0b 0fc53f0 0f9772d 0f929a8 
0f96200 0f8ea1f 0f94749 0fc53ab 0f95ea6 0f91057 
0f9a88c 0f93112 0f98e3a 0fc5364 0f9a64a 0f95850 
0f96707 0f8efa6 0f9515e 0fc5d44 0f968c5 0f91b2d 
0f9a77e 0f92fab 0f9911f 0fc5b73 0f9a6f5 0f95890 
0f9994e 0f92221 0f98395 0fc5b7d 0f99b66 0f94e08 
0f9820c 0f90a3f 0f96be2 0fc5bca 0f981bb 0f933cc 
0f9c80b 0f95079 0f9b258 0fc5bdd 0f9c8c8 0f97b57 
0f97e1e 0f90695 0f967fd 0fc5a57 0f97f19 0f931f2 
0f9be0f 0f94612 0f9a7b5 0fc5ab3 0f9bd10 0f96f2a 
0f9aebd 0f93752 0f998ae 0fc5977 0f9b034 0f9633d 
0f996bc 0f91eae 0f98084 0fc5abc 0f99628 0f9484b 
0f9dc81 0f964b0 0f9c686 0fc5a5c 0f9dcf5 0f98f53 
0f99367 0f91ba7 0f97da8 0fc5aa3 0f9948a 0f94738 
0f9d151 0f9593e 0f9bb3b 0fc59c0 0f9d06f 0f9823e 
0f9c2ba 0f94b49 0f9ad35 0fc591a 0f9c47b 0f97732 
0f9a7fb 0f92ff9 0f991ba 0fc582e 0f9a73b 0f95932 
0f9eead 0f976fb 0f9d8db 0fc58bc 0f9eef8 0f9a13f 
0f9a571 0f92dd0 0f98ffc 0fc58f8 0f9a68b 0f95968 
0f9e3b6 0f96b9e 0f9cd96 0fc588e 0f9e27b 0f994aa 
0f9d614 0f95e8e 0f9c059 0fc57d8 0f9d767 0f98aaa 
0f9bb3b 0f94316 0f9a515 0fc57f8 0f9ba51 0f96d0d 
0fa0234 0f98a5f 0f9ec81 0fc58af 0fa0266 0f9b583 
0f9b883 0f940d3 0f9a2d8 0fc5866 0f9b97d 0f96cc1 
0f9f62c 0f97e1b 0f9e020 0fc582a 0f9f523 0f9a79a 
0f9e8ae 0f9713f 0f9d2ea 0fc573c 0f9ea3b 0f99d82 
0f9cdc8 0f955c9 0f9b799 0fc5801 0f9cd15 0f97fa4 
0fa127c 0f99aca 0f9fbaa 0fc551c 0fa11eb 0f9c4b4 
0f9c99f 0f9520d 0f9b34a 0fc5654 0f9ca1e 0f97d3b 
0fa0707 0f98f14 0f9f067 0fc566e 0fa0582 0f9b7dc 
0f9fc59 0f98512 0f9e6b7 0fc57f6 0f9fde3 0f9b10f 
0f9e08d 0f968ba 0f9ca59 0fc57fd 0f9dfae 0f99222 
0fa27f5 0f9b073 0fa11e6 0fc579a 0fa27d0 0f9daae 
0f9de8d 0f96712 0f9c89d 0fc578d 0f9df1b 0f9924e 
0fa1b3d 0f9a34f 0fa049c 0fc56b0 0fa1969 0f9cbde 
0fa104c 0f998f8 0f9fa11 0fc5628 0fa110c 0f9c45a 
0f9f32e 0f97b46 0f9dbef 0fc5498 0f9f158 0f9a3ac 
0fa3c7b 0f9c4cf 0fa2578 0fc54c9 0fa3b76 0f9ee0c 
0f9f4b9 0f97d21 0f9ddaf 0fc5576 0f9f456 0f9a760 
0fa3104 0f9b8fe 0fa1871 0fc52b6 0fa2d78 0f9dfeb 
0fa25ec 0f9ae73 0fa0bd7 0fc4ef7 0fa2390 0f9d6ff 
0fa09af 0f991aa 0f9ef39 0fc4f11 0fa04e9 0f9b7c8 
0fa5342 0f9db89 0fa3920 0fc4e97 0fa4f40 0fa0286 
0fa0c2e 0f99475 0f9f223 0fc4f86 0fa091d 0f9bc69 
0fa47c8 0f9cfbe 0fa2d65 0fc4f3b 0fa429e 0f9f52c 
0fa3d7d 0f9c644 0fa23bf 0fc4f29 0fa3b1c 0f9ee9c 
0fa1f02 0f9a760 0fa04e1 0fc4ed8 0fa1aa1 0f9cd4e 
0fa68ef 0f9f1b8 0fa4f88 0fc4f9a 0fa65c9 0fa18a6 
0fa26ea 0f9afa8 0fa1221 0fc59f3 0fa2816 0f9db48 
0fa63df 0f9ec0a 0fa4db4 0fc5779 0fa6214 0fa1499 
0fa5c96 0f9e531 0fa46be 0fc5746 0fa5d5c 0fa10ba 
0fa41ab 0f9c9a0 0fa2bf1 0fc5967 0fa40b7 0f9f325 
0fa8d15 0fa1554 0fa771d 0fc584e 0fa8ccd 0fa3f2d 
0fa4850 0f9d0cb 0fa331a 0fc5af1 0fa495c 0f9fc33 
0fa8602 0fa0e31 0fa6ff2 0fc598b 0fa8481 0fa36aa 
0fa80d9 0fa09b6 0fa6bc6 0fc5b85 0fa8264 0fa3583 
0fa626f 0f9eaba 0fa4d08 0fc5bde 0fa61d1 0fa143f 
0faad42 0fa35ce 0fa986e 0fc5d59 0faadae 0fa6047 
0fa61c3 0f9ea77 0fa4d12 0fc5db1 0fa631a 0fa1648 
0fa99cb 0fa2208 0fa84d5 0fc5e89 0fa9933 0fa4ba9 
0fa8da9 0fa16b4 0fa7960 0fc6057 0fa8fef 0fa435f 
0fa64b4 0f9ed54 0fa4f62 0fc5e49 0fa6487 0fa1736 
0faa697 0fa2fb1 0fa9110 0fc5d22 0faa6fe 0fa59af 
0fa5523 0f9de56 0fa4025 0fc5e37 0fa56d8 0fa09b0 
0fa85ab 0fa0e6f 0fa6fce 0fc5cb5 0fa849d 0fa36f6 
0fa7461 0f9fdca 0fa5f19 0fc5cf6 0fa75dd 0fa2989 
0fa4972 0f9d223 0fa3390 0fc5d3b 0fa48b6 0f9fbbf 
0fa8957 0fa1264 0fa7419 0fc5ec9 0fa89d2 0fa3cea 
0fa32b5 0f9bbe2 0fa1d98 0fc5fb7 0fa346d 0f9e78e 
0fa5d60 0f9e60a 0fa4771 0fc5e48 0fa5cdb 0fa0ecb 
0fa477c 0f9d0d0 0fa31d7 0fc5e31 0fa49af 0f9fc34 
0fa15e6 0f99e7f 0f9ffdc 0fc5e71 0fa160e 0f9c7e9 
0fa4ed0 0f9d791 0fa390a 0fc5f34 0fa4fa5 0fa020e 
0f9f133 0f979fd 0f9dba3 0fc5ff8 0f9f305 0f9a63f 
0fa1722 0f99fcf 0fa013c 0fc6080 0fa16c5 0f9c958 
0f9fdd1 0f98735 0f9e86a 0fc609a 0fa0051 0f9b374 
0f9c7d6 0f950b4 0f9b1e9 0fc5fee 0f9c839 0f97a40 
0f9ffd8 0f9890e 0f9e99f 0fc5ed8 0fa00a2 0f9b320 
0f9a532 0f92e73 0f98f99 0fc6142 0f9a759 0f95a52 
0f9ca7b 0f9533d 0f9b426 0fc6094 0f9ca47 0f97c27 
