0f10b8a 0f0684b 0f14b36 0f1e853 0f0d3a6 
0fb8dec 0fae6aa 0fbcb2c 0fc80bf 0fb59b4 
0fb5912 0fab2f4 0fb9705 0fc2cce 0fb20fb 
0fbdeb6 0fb38e3 0fc1c48 0fcb7fd 0fba8ce 
0fb426b 0fa9af0 0fb7fcd 0fc3203 0fb0ce4 
0fbbfaf 0fb1aa0 0fbfdc7 0fc8629 0fb876e 
0fb97e1 0faf0b3 0fbd51a 0fc8a92 0fb63a9 
0fb602d 0faba2e 0fb9e3a 0fc346a 0fb2820 
0fbe6f1 0fb4142 0fc24ab 0fcc03e 0fbb119 
0fb4a3b 0faa2e4 0fb87d0 0fc3a69 0fb14db 
0fbc55f 0fb206a 0fc03a1 0fc8c03 0fb8d35 
0fba003 0faf8e7 0fbdd52 0fc92a4 0fb6be6 
0fb6684 0fac07f 0fba493 0fc3b00 0fb2e96 
0fbed96 0fb47ee 0fc2b50 0fcc67a 0fbb7bf 
0fb50a4 0faa944 0fb8e0b 0fc40bf 0fb1b46 
0fbcaa3 0fb25a5 0fc08b4 0fc90fe 0fb926e 
0fba6c0 0faffa8 0fbe3ec 0fc98e6 0fb7290 
0fb6adf 0fac4cc 0fba8b9 0fc3f36 0fb32da 
0fbf336 0fb4d9a 0fc30dd 0fccb4b 0fbbd3e 
0fb5662 0faaf14 0fb93d7 0fc4673 0fb210b 
0fbcf1b 0fb2a31 0fc0d46 0fc953d 0fb96d6 
0fbacd7 0fb05cd 0fbea18 0fc9eb5 0fb78a6 
0fb6fbb 0fac9b0 0fbad9a 0fc444f 0fb37b3 
0fbf88c 0fb52f9 0fc3623 0fcd06e 0fbc282 
0fb5b4d 0fab3fd 0fb98a2 0fc4bd3 0fb25e5 
0fbd20c 0fb2d2c 0fc102c 0fc9880 0fb99c1 
0fbb2da 0fb0bd9 0fbf008 0fca4e4 0fb7e9d 
0fb72e7 0facce2 0fbb0c2 0fc4814 0fb3ae0 
0fbfd42 0fb57c2 0fc3af7 0fcd4fb 0fbc73b 
0fb5ff7 0fab8b0 0fb9d55 0fc5098 0fb2a91 
0fbd53a 0fb3067 0fc136c 0fc9b80 0fb9cf2 
0fbb7ba 0fb10cc 0fbf506 0fca992 0fb8380 
0fb7609 0fad00c 0fbb400 0fc4b8c 0fb3e17 
0fc026f 0fb5d00 0fc4034 0fcd9d8 0fbcc69 
0fb656c 0fabe27 0fba2e0 0fc561b 0fb3010 
0fbda86 0fb35aa 0fc18c1 0fca071 0fba22c 
0fbbe7e 0fb1783 0fbfbd4 0fcafda 0fb8a33 
0fb7b1f 0fad511 0fbb90c 0fc508b 0fb4319 
0fc076a 0fb61e6 0fc4514 0fcde01 0fbd13c 
0fb6aa8 0fac360 0fba80e 0fc5b1c 0fb3548 
0fbddae 0fb38c8 0fc1bce 0fca333 0fba541 
0fbc396 0fb1cb0 0fc00db 0fcb450 0fb8f3f 
0fb7e30 0fad83b 0fbbc3a 0fc535d 0fb4636 
0fc0b9b 0fb663e 0fc4974 0fce18b 0fbd589 
0fb6f41 0fac805 0fbacab 0fc5fb2 0fb39f6 
0fbe19c 0fb3cc1 0fc1fcb 0fca719 0fba93b 
0fbc9ce 0fb22e6 0fc0715 0fcbabb 0fb957d 
0fb81d2 0fadbc2 0fbbfbf 0fc57f6 0fb49d2 
0fc11b4 0fb6c3f 0fc4f5c 0fce7fe 0fbdb82 
0fb7598 0face51 0fbb2e4 0fc6722 0fb4044 
0fbe59f 0fb40be 0fc23b8 0fcabbb 0fbad2a 
0fbd023 0fb2943 0fc0d56 0fcc187 0fb9bd4 
0fb858a 0fadf82 0fbc36d 0fc5c86 0fb4d9d 
0fc164b 0fb70f2 0fc541c 0fcec98 0fbe015 
0fb7a34 0fad2e6 0fbb790 0fc6be9 0fb44ef 
0fbe92d 0fb4444 0fc275c 0fcaef9 0fbb0b6 
0fbd57b 0fb2e87 0fc12c2 0fcc628 0fba13f 
0fb88d7 0fae2a3 0fbc6cf 0fc5f5d 0fb5116 
0fc1ae8 0fb755c 0fc58c4 0fcefec 0fbe4c8 
0fb7dae 0fad62e 0fbbb1b 0fc6ecf 0fb488e 
0fbeb44 0fb4618 0fc2972 0fcb0e6 0fbb307 
0fbd9af 0fb3273 0fc16ee 0fcca26 0fba595 
0fb8b46 0fae4d3 0fbc92b 0fc6288 0fb539e 
0fc1d2c 0fb776d 0fc5af8 0fcf2c9 0fbe720 
0fb81dc 0fada2e 0fbbf4a 0fc742f 0fb4ce8 
0fbedf6 0fb48aa 0fc2c26 0fcb4a1 0fbb5cc 
0fbdfa0 0fb3855 0fc1cea 0fcd09f 0fbab91 
0fb8f3d 0fae8a8 0fbcd0d 0fc6757 0fb579b 
0fc22d5 0fb7d03 0fc6080 0fcf8af 0fbecac 
0fb87f8 0fae02e 0fbc529 0fc7a82 0fb52e5 
0fbf2c9 0fb4d5e 0fc30b1 0fcb956 0fbba73 
0fbe5f3 0fb3e9c 0fc22f9 0fcd655 0fbb1bf 
0fb9483 0faede1 0fbd21d 0fc6c61 0fb5cbf 
0fc28ee 0fb830e 0fc664d 0fcfd76 0fbf29f 
0fb8dd0 0fae604 0fbcad9 0fc7fd0 0fb58b7 
0fbf5c7 0fb506c 0fc33c2 0fcbbad 0fbbd72 
0fbebfd 0fb44b7 0fc291e 0fcdbbb 0fbb7db 
0fb96b2 0faf024 0fbd479 0fc6eb9 0fb5f11 
0fc2d08 0fb8745 0fc6aac 0fd00ea 0fbf6c8 
0fb9282 0faeab4 0fbcf9f 0fc8469 0fb5d88 
0fbf8bc 0fb533d 0fc368d 0fcbe6c 0fbc062 
0fbf13f 0fb49c7 0fc2e29 0fce08f 0fbbd0e 
0fb99e0 0faf311 0fbd779 0fc726d 0fb623f 
0fc3113 0fb8b35 0fc6eb6 0fd0513 0fbface 
0fb9726 0faef4e 0fbd45e 0fc89c4 0fb6238 
0fbfaf5 0fb5581 0fc3900 0fcc127 0fbc29b 
0fbf59f 0fb4e55 0fc32cf 0fce551 0fbc16f 
0fb9cab 0faf5f5 0fbda58 0fc75e5 0fb650f 
0fc349c 0fb8ece 0fc7236 0fd0875 0fbfe4d 
0fb9b8c 0faf3b5 0fbd8b1 0fc8dee 0fb6694 
0fbfd7e 0fb580f 0fc3b86 0fcc367 0fbc526 
0fbfa33 0fb52ed 0fc3755 0fce8d7 0fbc600 
0fba008 0faf95f 0fbddbb 0fc789b 0fb6875 
0fc372f 0fb9173 0fc74e4 0fd0a05 0fc00ee 
0fb9e32 0faf672 0fbdb77 0fc9047 0fb6962 
0fbfd99 0fb5838 0fc3bb6 0fcc30d 0fbc55b 
0fbfd38 0fb55f2 0fc3a5c 0fceb60 0fbc91a 
0fb9ed3 0faf813 0fbdc8a 0fc77fd 0fb6767 
0fc38f2 0fb9324 0fc769b 0fd0b73 0fc029b 
0fba080 0faf8a7 0fbdda5 0fc933f 0fb6baa 
0fbfd75 0fb5807 0fc3b7b 0fcc391 0fbc524 
0fbfea9 0fb5762 0fc3bc2 0fced32 0fbca78 
0fb9e48 0faf78c 0fbdc02 0fc780f 0fb66b8 
0fc364c 0fb9098 0fc7303 0fd07ba 0fbfeeb 
0fb9d79 0faf5b0 0fbd9bb 0fc8f36 0fb67a3 
0fbfa31 0fb54cc 0fc3746 0fcbf02 0fbc0d1 
0fbfd49 0fb5614 0fc397d 0fcea36 0fbc80d 
0fb9a7d 0faf3ca 0fbd73f 0fc732c 0fb61fd 
0fc34b9 0fb8f12 0fc716d 0fd0563 0fbfd4b 
0fb9c3d 0faf487 0fbd86d 0fc8ddd 0fb6670 
0fbf5d0 0fb5079 0fc32df 0fcba44 0fbbc73 
0fbfb4d 0fb5433 0fc378c 0fce7c2 0fbc62d 
0fb9802 0faf162 0fbd4d1 0fc7102 0fb5fb0 
0fc329d 0fb8d04 0fc6f54 0fd0304 0fbfb3e 
0fb9c15 0faf45a 0fbd825 0fc8ded 0fb663a 
0fbf323 0fb4dcc 0fc300a 0fcb7eb 0fbb9a5 
0fbfb2e 0fb5420 0fc373f 0fce7a6 0fbc5e6 
0fb9611 0faef70 0fbd2b3 0fc6f70 0fb5d9e 
0fc3096 0fb8aff 0fc6d3a 0fd00d4 0fbf903 
0fb9ae6 0faf32f 0fbd71d 0fc8c8f 0fb6502 
0fbf2bf 0fb4d66 0fc2fb7 0fcb740 0fbb940 
0fbfb9e 0fb5484 0fc37a3 0fce762 0fbc63f 
0fb95bd 0faef05 0fbd26b 0fc6ecd 0fb5d53 
0fc313a 0fb8b8e 0fc6dc1 0fd00e0 0fbf9a4 
0fb9c94 0faf4c0 0fbd8ae 0fc8e0c 0fb66c3 
0fbf207 0fb4c93 0fc2f10 0fcb687 0fbb89b 
0fbfc4d 0fb5528 0fc3875 0fce7f9 0fbc6f3 
0fb95ba 0faeefb 0fbd281 0fc6f40 0fb5d3f 
0fc31a0 0fb8c05 0fc6e61 0fd0186 0fbf9fd 
0fb9db2 0faf5f2 0fbd9e2 0fc8fd5 0fb67d4 
0fbf29c 0fb4d3d 0fc2f9b 0fcb7af 0fbb919 
0fbfe89 0fb5781 0fc3aca 0fcea92 0fbc939 
0fb98b3 0faf203 0fbd5ef 0fc733f 0fb60c6 
0fc359d 0fb8ffa 0fc730a 0fd0603 0fbfee3 
0fba2cc 0fafb06 0fbdfab 0fc9543 0fb6ddc 
0fbf5fe 0fb50a9 0fc33ba 0fcbafe 0fbbd63 
0fc04be 0fb5dc4 0fc41a8 0fcf039 0fbd053 
0fb9c01 0faf560 0fbd968 0fc7602 0fb648d 
0fc3877 0fb92f9 0fc75fb 0fd07a3 0fc01c2 
0fba694 0fafeeb 0fbe39c 0fc98d8 0fb71bf 
0fbf781 0fb523e 0fc3573 0fcbcd4 0fbbef9 
0fc087f 0fb6196 0fc459d 0fcf451 0fbd40e 
0fb9df7 0faf75a 0fbdb90 0fc7931 0fb667f 
0fc3b82 0fb960b 0fc7919 0fd0b15 0fc04ad 
0fbaa5f 0fb02b5 0fbe76e 0fc9d4b 0fb756c 
0fbf8b9 0fb5366 0fc36a8 0fcbe45 0fbc00a 
0fc0bae 0fb64b1 0fc48c3 0fcf6fb 0fbd718 
0fb9f07 0faf840 0fbdc88 0fc7a30 0fb6776 
0fc3d2b 0fb979b 0fc7ab7 0fd0be9 0fc063d 
0fbacf4 0fb052c 0fbe9df 0fc9f4f 0fb77f8 
0fbfa4a 0fb54de 0fc3813 0fcbf2c 0fbc186 
0fc0fd2 0fb68cd 0fc4ce0 0fcfa53 0fbdb3c 
0fba16f 0fafaa7 0fbdf03 0fc7c97 0fb69e7 
0fc3e2d 0fb98b5 0fc7afa 0fd0b67 0fc0660 
0fbaec0 0fb070f 0fbead2 0fc9fcf 0fb78d7 
0fbf9cc 0fb547f 0fc36c1 0fcbd57 0fbc007 
0fc1136 0fb6a58 0fc4d6f 0fcf9f2 0fbdb94 
0fba13f 0fafa93 0fbddf8 0fc7b0b 0fb68b6 
0fc417c 0fb9c09 0fc7f2a 0fd0f0d 0fc0a66 
0fbb2e0 0fb0b2f 0fbeff6 0fca4fa 0fb7de4 
0fbfc40 0fb56e3 0fc3a27 0fcc0fa 0fbc36f 
0fc157d 0fb6e93 0fc5280 0fcff31 0fbe0bf 
0fba486 0fafdc0 0fbe1ea 0fc7fdc 0fb6cea 
0fc4317 0fb9d9f 0fc80a2 0fd106f 0fc0bf9 
0fbb57d 0fb0dcc 0fbf26a 0fca793 0fb8082 
0fbfcc4 0fb576a 0fc3aad 0fcc17a 0fbc3f3 
0fc1715 0fb7036 0fc5413 0fd0089 0fbe255 
0fba530 0fafe67 0fbe28a 0fc80ff 0fb6d99 
0fc44ef 0fb9f7d 0fc8269 0fd1233 0fc0dbb 
0fbb8c8 0fb1118 0fbf597 0fcab31 0fb83ab 
0fbfe59 0fb58f0 0fc3c08 0fcc361 0fbc563 
0fc1c60 0fb7575 0fc5944 0fd05d4 0fbe789 
0fba81a 0fb0147 0fbe572 0fc8478 0fb7088 
0fc4702 0fba194 0fc8474 0fd140d 0fc0fc8 
0fbbb98 0fb13eb 0fbf878 0fcae38 0fb8697 
0fbfefe 0fb5993 0fc3caf 0fcc413 0fbc61b 
0fc1efc 0fb781d 0fc5bd6 0fd07f7 0fbea2b 
0fba8a0 0fb01db 0fbe5ea 0fc851f 0fb7114 
0fc4795 0fba225 0fc8500 0fd142f 0fc104f 
0fbbd62 0fb15ac 0fbfa44 0fcb007 0fb8876 
0fbfe6b 0fb5900 0fc3c38 0fcc377 0fbc595 
0fc203f 0fb795f 0fc5d4c 0fd08d3 0fbeb7a 
0fba939 0fb025e 0fbe6b7 0fc85ce 0fb71b7 
0fc4828 0fba2b0 0fc85bc 0fd144a 0fc10ea 
0fbbef8 0fb1740 0fbfbda 0fcb15c 0fb89fa 
0fbfdf7 0fb588d 0fc3bcc 0fcc2f9 0fbc50e 
0fc21c2 0fb7afb 0fc5ebf 0fd0a1f 0fbecf0 
0fba83f 0fb017a 0fbe5a6 0fc8577 0fb70da 
0fc4842 0fba2e7 0fc85e1 0fd148c 0fc1115 
0fbc089 0fb18e6 0fbfd52 0fcb37b 0fb8ba5 
0fbfdd7 0fb5872 0fc3b72 0fcc32f 0fbc4ed 
0fc23b4 0fb7cf0 0fc6095 0fd0bff 0fbeed1 
0fba91b 0fb0250 0fbe65f 0fc86bc 0fb7195 
0fc49b6 0fba45f 0fc8738 0fd1596 0fc1249 
0fbc306 0fb1b56 0fbffcf 0fcb5e8 0fb8df9 
0fbfdda 0fb586a 0fc3b7a 0fcc32b 0fbc4cb 
0fc26d2 0fb8008 0fc63a6 0fd0e99 0fbf1d0 
0fbab69 0fb0495 0fbe8a6 0fc8926 0fb73d5 
0fc4b66 0fba60d 0fc88ef 0fd16ec 0fc13e6 
0fbc608 0fb1e4e 0fc02e1 0fcb8a5 0fb9104 
0fbffdd 0fb5a56 0fc3d96 0fcc535 0fbc6f4 
0fc2981 0fb82a3 0fc667e 0fd10ca 0fbf4ac 
0fbac49 0fb0549 0fbe9b8 0fc8a5e 0fb7502 
0fc4bb6 0fba630 0fc896e 0fd175f 0fc1485 
0fbc757 0fb1f6c 0fc0463 0fcbaae 0fb929e 
0fbfdd4 0fb581e 0fc3bb1 0fcc41c 0fbc516 
0fc2acb 0fb83bc 0fc67de 0fd1294 0fbf60f 
0fbac25 0fb04dc 0fbe97d 0fc8b2f 0fb74f6 
0fc4d43 0fba784 0fc8ac1 0fd191f 0fc160a 
0fbca70 0fb2259 0fc073b 0fcbdbc 0fb95ba 
0fbff0c 0fb5943 0fc3cd6 0fcc555 0fbc660 
0fc2ecc 0fb87d3 0fc6be6 0fd15d2 0fbfa20 
0fbae42 0fb072c 0fbebc4 0fc8d05 0fb773c 
0fc50cb 0fbab49 0fc8e85 0fd1b9d 0fc19aa 
0fbcee3 0fb26f6 0fc0bd7 0fcc1bd 0fb9a4a 
0fc011a 0fb5b57 0fc3ece 0fcc6fa 0fbc85f 
0fc3326 0fb8c13 0fc701d 0fd1996 0fbfe52 
0fbb09d 0fb0950 0fbede3 0fc8fa6 0fb7965 
0fc51f5 0fbac2d 0fc8f69 0fd1c8a 0fc1a84 
0fbd1eb 0fb29d5 0fc0ec1 0fcc501 0fb9d2a 
0fc0157 0fb5b81 0fc3f25 0fcc797 0fbc892 
0fc3694 0fb8f84 0fc7397 0fd1c9d 0fc01c7 
0fbb2b5 0fb0b69 0fbeff0 0fc91c6 0fb7b9e 
0fc53a5 0fbadff 0fc912f 0fd1db4 0fc1c65 
0fbd4b6 0fb2caa 0fc1186 0fcc768 0fba027 
0fc03a1 0fb5dc9 0fc415c 0fcc9e1 0fbcaf5 
0fc3991 0fb927d 0fc767c 0fd1f3d 0fc04b7 
0fbb5a0 0fb0e48 0fbf2c2 0fc94b4 0fb7e7c 
0fc5614 0fbb058 0fc937d 0fd2000 0fc1ea0 
0fbd81d 0fb3003 0fc14db 0fccaf8 0fba35c 
0fc0560 0fb5f78 0fc42f1 0fccbcf 0fbcc7c 
0fc3cc1 0fb95a8 0fc7995 0fd2226 0fc07bd 
0fbb6c3 0fb0f67 0fbf405 0fc9645 0fb7f9c 
0fc57e3 0fbb23a 0fc957b 0fd214e 0fc206b 
0fbdb09 0fb3307 0fc17d9 0fccd81 0fba65a 
0fc051f 0fb5f3e 0fc42d0 0fccb37 0fbcc51 
0fc3ff9 0fb98fe 0fc7cf7 0fd2476 0fc0b13 
0fbb76f 0fb1016 0fbf4b5 0fc96fb 0fb807b 
0fc596d 0fbb3b7 0fc96e6 0fd21e9 0fc21fe 
0fbde66 0fb3653 0fc1b23 0fcd055 0fba9c5 
0fc05d1 0fb5fe9 0fc437e 0fccb72 0fbcd11 
0fc4312 0fb9c0c 0fc8002 0fd26e4 0fc0e1f 
0fbba17 0fb12ba 0fbf74a 0fc99b5 0fb8310 
0fc5af3 0fbb54d 0fc9896 0fd2363 0fc2387 
0fbe261 0fb3a58 0fc1f20 0fcd471 0fbadbe 
0fc07b4 0fb61d6 0fc4561 0fccd98 0fbcef7 
0fc4632 0fb9f45 0fc8338 0fd29be 0fc1142 
0fbbbd0 0fb1481 0fbf90a 0fc9b7d 0fb84db 
0fc5bb1 0fbb620 0fc9939 0fd23e2 0fc243b 
0fbe1b3 0fb39c8 0fc1d9f 0fcd250 0fbac2f 
0fc05e5 0fb601a 0fc42a1 0fcca7d 0fbcc32 
0fc436d 0fb9c91 0fc7f76 0fd257d 0fc0d86 
0fbba23 0fb12dc 0fbf664 0fc98ce 0fb8223 
0fc5903 0fbb378 0fc958f 0fd1fdf 0fc2076 
0fbe18b 0fb39a9 0fc1d69 0fcd219 0fbabe7 
0fc049d 0fb5ed2 0fc41cc 0fcc9de 0fbcb4e 
0fc45ee 0fb9f13 0fc82e4 0fd28d3 0fc10e7 
0fbba05 0fb12af 0fbf731 0fc9a45 0fb8314 
0fc5940 0fbb3b1 0fc96cf 0fd20e6 0fc21b1 
0fbe362 0fb3b68 0fc2027 0fcd571 0fbaeca 
0fc0186 0fb5ba3 0fc3f28 0fcc7d9 0fbc8c2 
0fc4649 0fb9f6d 0fc832e 0fd2916 0fc114a 
0fbb848 0fb10f8 0fbf56d 0fc999a 0fb8163 
0fc5820 0fbb295 0fc95a8 0fd2025 0fc2080 
0fbe381 0fb3b8f 0fc2046 0fcd658 0fbaede 
0fbffd2 0fb59f8 0fc3d79 0fcc702 0fbc703 
0fc4644 0fb9f84 0fc835b 0fd2911 0fc1126 
0fbb767 0fb102c 0fbf4ac 0fc9905 0fb8073 
0fc571d 0fbb1b0 0fc94c8 0fd1ec7 0fc1f6f 
0fbe45d 0fb3c89 0fc213d 0fcd6ba 0fbafc1 
0fbfe96 0fb58d8 0fc3c50 0fcc55f 0fbc5d1 
0fc4694 0fb9fd8 0fc8392 0fd2875 0fc1164 
0fbb749 0fb0ff1 0fbf464 0fc9879 0fb805c 
0fc56ed 0fbb156 0fc9463 0fd1dae 0fc1f26 
0fbe68f 0fb3e8b 0fc2326 0fcd81d 0fbb1d5 
0fbff0b 0fb5911 0fc3c81 0fcc523 0fbc624 
0fc488d 0fba1ba 0fc8578 0fd29d1 0fc1367 
0fbb82c 0fb10de 0fbf55c 0fc998b 0fb8150 
0fc57f3 0fbb283 0fc9579 0fd1e8f 0fc203c 
0fbe7f2 0fb401f 0fc24c9 0fcd9a6 0fbb35b 
0fbffac 0fb59e9 0fc3d77 0fcc634 0fbc6ed 
0fc49b0 0fba30b 0fc8660 0fd2a52 0fc1428 
0fbb8e3 0fb11b1 0fbf534 0fc98ee 0fb8114 
0fc57f8 0fbb297 0fc9494 0fd1cfa 0fc1f41 
0fbe8f9 0fb412a 0fc24c4 0fcd8fb 0fbb369 
0fbff86 0fb59af 0fc3c25 0fcc46f 0fbc5bf 
0fc4bb4 0fba4fa 0fc8793 0fd2ac0 0fc1591 
0fbbb2f 0fb13d4 0fbf73a 0fc9ada 0fb8357 
0fc59e7 0fbb46b 0fc964a 0fd1e1f 0fc2113 
0fbec5d 0fb448a 0fc2814 0fcdbb7 0fbb6b3 
0fc01e2 0fb5c20 0fc3e8f 0fcc692 0fbc810 
0fc4e8e 0fba7fa 0fc8a97 0fd2d47 0fc185d 
0fbbe54 0fb171d 0fbfa9d 0fc9e0c 0fb867f 
0fc5dea 0fbb893 0fc9b7a 0fd234f 0fc2612 
0fbf1bf 0fb49f0 0fc2e6d 0fce255 0fbbd18 
0fc0518 0fb5f4a 0fc42b3 0fccb1f 0fbcc46 
0fc5478 0fbadc8 0fc9144 0fd3411 0fc1f2f 
0fbc2b6 0fb1b49 0fbff8d 0fca419 0fb8bc8 
0fc6015 0fbba93 0fc9d58 0fd2571 0fc2822 
0fbf4ed 0fb4cfc 0fc3156 0fce5d3 0fbc031 
0fc05b7 0fb5fd6 0fc4319 0fccc3a 0fbcccd 
0fc5653 0fbafaa 0fc9326 0fd35ed 0fc20fb 
0fbc39c 0fb1c4c 0fc008f 0fca57b 0fb8cc3 
0fc609b 0fbbb45 0fc9e19 0fd25e6 0fc2899 
0fbf7b3 0fb4ffa 0fc3469 0fce8ad 0fbc2f9 
0fc068b 0fb60c0 0fc4417 0fccd32 0fbcd8a 
0fc590a 0fbb271 0fc9603 0fd384c 0fc23a1 
0fbc55e 0fb1dff 0fc025a 0fca75d 0fb8e73 
0fc617b 0fbbc18 0fc9ef9 0fd269f 0fc297c 
0fbfa1e 0fb5242 0fc36ae 0fceac4 0fbc554 
0fc0762 0fb616a 0fc44df 0fccdfc 0fbce6f 
0fc599c 0fbb2f4 0fc96a5 0fd38b2 0fc2438 
0fbc571 0fb1e16 0fc0284 0fca797 0fb8e9a 
0fc604f 0fbbaf7 0fc9dec 0fd2550 0fc285a 
0fbf9df 0fb5225 0fc3695 0fcea76 0fbc529 
0fc0599 0fb5fd3 0fc4337 0fccc48 0fbccb0 
0fc5a39 0fbb3c6 0fc9748 0fd3892 0fc24cd 
0fbc5f6 0fb1ea7 0fc02f0 0fca80a 0fb8f1c 
0fc6042 0fbbae8 0fc9da4 0fd24a5 0fc2823 
0fbfbca 0fb53fb 0fc383d 0fcec1d 0fbc6fa 
0fc04e5 0fb5f04 0fc4238 0fccba1 0fbcbde 
0fc5b1f 0fbb499 0fc97f8 0fd392d 0fc2589 
0fbc566 0fb1dfd 0fc0238 0fca809 0fb8e77 
0fc5f10 0fbb9ab 0fc9c59 0fd233d 0fc26d4 
0fbfd3a 0fb5570 0fc39b0 0fcedb2 0fbc874 
0fc0222 0fb5c47 0fc3f94 0fcc947 0fbc91a 
0fc5dc9 0fbb74e 0fc9acb 0fd3b7c 0fc2825 
0fbc5cc 0fb1e74 0fc02a6 0fca93a 0fb8eff 
0fc4ed1 0fba760 0fc8a8e 0fd2d24 0fc18cd 
0fbd165 0fb29f5 0fc0dd9 0fca6e3 0fb99aa 
0fc7190 0fbcbba 0fcaec2 0fd3535 0fc3a05 
0fbed22 0fb450f 0fc2982 0fcd716 0fbb81b 
0fc2336 0fb7d66 0fc607c 0fce0f1 0fbea23 
0fc5099 0fba946 0fc8d26 0fd2f64 0fc1b81 
0fbd0ef 0fb2997 0fc0d87 0fca67e 0fb996e 
0fc7219 0fbcc26 0fcaf08 0fd3569 0fc3a83 
0fbee0b 0fb45c8 0fc2a03 0fcd7cb 0fbb8f5 
0fc22d4 0fb7ccb 0fc5fad 0fce054 0fbe9b4 
0fc52f7 0fbab98 0fc8f68 0fd312c 0fc1dcc 
0fbd1dc 0fb2a80 0fc0e65 0fca77b 0fb9a69 
0fc728f 0fbccb9 0fcafb6 0fd3577 0fc3afd 
0fbf0e7 0fb48d0 0fc2d00 0fcdaa0 0fbbbde 
0fc22b2 0fb7ce1 0fc5fb1 0fce075 0fbe9ac 
0fc546d 0fbad4c 0fc9125 0fd32d9 0fc1f5d 
0fbd26a 0fb2b3c 0fc0f17 0fca8af 0fb9b01 
0fc7353 0fbcd92 0fcb05d 0fd3676 0fc3ba1 
0fbf0aa 0fb4886 0fc2c9c 0fcda73 0fbbb79 
0fc240d 0fb7e28 0fc60f4 0fce1b4 0fbeaeb 
0fc5348 0fbac09 0fc8fdc 0fd31d4 0fc1e16 
0fbd218 0fb2ac0 0fc0e98 0fca7dd 0fb9a8d 
0fc721c 0fbcc41 0fcaf1e 0fd3522 0fc3a71 
0fbf015 0fb47ed 0fc2c24 0fcd9cd 0fbbb09 
0fc22ad 0fb7cd9 0fc5fc2 0fce073 0fbe9a1 
0fc5313 0fbabe9 0fc8faa 0fd3117 0fc1de0 
0fbd02b 0fb28da 0fc0cbd 0fca627 0fb989d 
0fc70e1 0fbcb2a 0fcade6 0fd332c 0fc391d 
0fbf166 0fb495f 0fc2d81 0fcdb22 0fbbc49 
0fc1eeb 0fb7927 0fc5bf7 0fcdceb 0fbe5c7 
0fc54c2 0fbadb0 0fc915e 0fd3209 0fc1f8a 
0fbcfac 0fb2871 0fc0c55 0fca66f 0fb984c 
0fc6fc6 0fbc9fd 0fcacba 0fd31b7 0fc3801 
0fbf193 0fb4967 0fc2da0 0fcdb23 0fbbc70 
0fc1e5a 0fb7866 0fc5b4d 0fcdbf2 0fbe535 
0fc5624 0fbaef7 0fc9295 0fd32d6 0fc20ca 
0fbcee1 0fb2792 0fc0b6b 0fca53a 0fb9767 
0fc6fd1 0fbca1e 0fcacd6 0fd3157 0fc37f8 
0fbf2b4 0fb4aa9 0fc2ed8 0fcdc2a 0fbbd95 
0fc1db3 0fb77e5 0fc5abe 0fcdb51 0fbe480 
0fc573d 0fbb032 0fc93f0 0fd33e9 0fc21df 
0fbcf9b 0fb285c 0fc0c51 0fca663 0fb981d 
0fc709e 0fbcaf2 0fcadac 0fd3210 0fc38aa 
0fbf3fb 0fb4be7 0fc2ff6 0fcdd61 0fbbec4 
0fc1cbb 0fb76c5 0fc597b 0fcda68 0fbe36f 
0fc57c8 0fbb0a3 0fc9414 0fd3405 0fc224f 
0fbd00c 0fb28a3 0fc0c56 0fca708 0fb9876 
0fc7087 0fbcac7 0fcad5c 0fd31d1 0fc388b 
0fbf596 0fb4d89 0fc317c 0fcdf1d 0fbc072 
0fc1c2d 0fb764e 0fc58f5 0fcda04 0fbe2f1 
0fc5844 0fbb133 0fc949b 0fd342d 0fc22d3 
0fbd003 0fb28a9 0fc0c5f 0fca708 0fb9884 
0fc7000 0fbca56 0fcacec 0fd30c8 0fc3808 
0fbf5ca 0fb4dc3 0fc31d5 0fcdeef 0fbc0a4 
0fc1c05 0fb7629 0fc58f7 0fcd99a 0fbe2c2 
0fc59b5 0fbb2ab 0fc962a 0fd350a 0fc2437 
0fbcfb6 0fb285e 0fc0c17 0fca6be 0fb983e 
0fc7077 0fbcac9 0fcad6d 0fd30d6 0fc387a 
0fbf8fc 0fb50eb 0fc34dd 0fce21d 0fbc3dd 
0fc1c08 0fb7628 0fc58b3 0fcd9af 0fbe2bd 
0fc5c35 0fbb531 0fc98b9 0fd3791 0fc26b8 
0fbd05a 0fb2905 0fc0ca8 0fca7eb 0fb98e6 
0fc7097 0fbcaf2 0fcad91 0fd30fc 0fc387c 
0fbfa5e 0fb524f 0fc365b 0fce3ad 0fbc521 
0fc1b32 0fb7556 0fc5819 0fcd90b 0fbe1d4 
0fc5d21 0fbb633 0fc99d7 0fd382b 0fc2780 
0fbd0c3 0fb297a 0fc0d4f 0fca8c8 0fb9951 
0fc7032 0fbca96 0fcad4a 0fd306b 0fc380a 
0fbf9b7 0fb51b5 0fc35b8 0fce319 0fbc498 
0fc1921 0fb733d 0fc55e4 0fcd6ff 0fbdfcd 
0fc5c65 0fbb560 0fc98d5 0fd36de 0fc26db 
0fbcf9c 0fb282e 0fc0bf7 0fca77d 0fb9821 
0fc6f0b 0fbc962 0fcac0b 0fd2ea3 0fc36df 
0fbfa60 0fb5252 0fc3654 0fce374 0fbc53d 
