0fb0986 0fa75b1 0fc47ae 0fb8b99 0fb42dc 
0fa87c8 0f9f21f 0fbc833 0fb080a 0fab74c 
0fb10c1 0fa7f2b 0fc4f53 0fb93b6 0fb46d1 
0facfed 0fa382d 0fc10a6 0fb4e7b 0fafc8a 
0fab182 0fa1fbd 0fbf0b9 0fb3489 0fae70f 
0fb24a1 0fa8f38 0fc6429 0fba4af 0fb551a 
0fa89a4 0f9f3e5 0fbca3c 0fb09d2 0fab917 
0fb1239 0fa80b1 0fc510c 0fb9530 0fb4859 
0fad2ac 0fa3ae8 0fc1371 0fb5120 0faff38 
0fab326 0fa216d 0fbf266 0fb3619 0fae8ae 
0fb279a 0fa9246 0fc6718 0fba7a2 0fb5829 
0fa8bcf 0f9f61e 0fbcc4f 0fb0bdc 0fabb39 
0fb13f8 0fa8279 0fc52ae 0fb96de 0fb4a13 
0fad488 0fa3cdb 0fc1532 0fb52f5 0fb010d 
0fab4e2 0fa2341 0fbf436 0fb37d3 0faea5e 
0fb291d 0fa93ed 0fc68d6 0fba92d 0fb59b0 
0fa8d6d 0f9f7b7 0fbcdf6 0fb0d50 0fabcb5 
0fb14d8 0fa8341 0fc5384 0fb9786 0fb4ad9 
0fad632 0fa3e5f 0fc16d6 0fb546a 0fb029c 
0fab55d 0fa2391 0fbf48e 0fb37fd 0faeaa6 
0fb2a25 0fa94ea 0fc69a8 0fba9f5 0fb5a9e 
0fa8ea9 0f9f8ea 0fbcf11 0fb0e45 0fabdc9 
0fb14bb 0fa8326 0fc532f 0fb971d 0fb4a9d 
0fad757 0fa3fa1 0fc17ed 0fb5557 0fb03b7 
0fab44e 0fa229a 0fbf379 0fb36c4 0fae97f 
0fb2a03 0fa94db 0fc6965 0fba9a8 0fb5a70 
0fa8ec6 0f9f8fd 0fbcf17 0fb0e48 0fabdd2 
0fb145b 0fa82cd 0fc52dc 0fb96b8 0fb4a32 
0fad77b 0fa3fb3 0fc183c 0fb5573 0fb03ba 
0fab38f 0fa21bc 0fbf2fe 0fb3611 0fae8aa 
0fb29ed 0fa94a6 0fc6943 0fba9bd 0fb5a65 
0fa8dd5 0f9f7d3 0fbcdd8 0fb0d88 0fabce7 
0fb1347 0fa8174 0fc5177 0fb95f0 0fb4936 
0fad7f4 0fa3fdb 0fc1843 0fb5632 0fb044b 
0fab28e 0fa2069 0fbf169 0fb3567 0fae7cd 
0fb2a3f 0fa94b3 0fc695a 0fbaa6b 0fb5acc 
0fa8e74 0f9f842 0fbce57 0fb0e95 0fabd97 
0fb1361 0fa8188 0fc51a5 0fb966c 0fb4962 
0fada69 0fa4251 0fc1a8c 0fb58e6 0fb06d3 
0fab54e 0fa2310 0fbf410 0fb3842 0faea73 
0fb2d9f 0fa9812 0fc6c95 0fbade5 0fb5e2c 
0fa9201 0f9fbbf 0fbd203 0fb1213 0fac0f6 
0fb15a0 0fa83c6 0fc53c6 0fb98b1 0fb4b93 
0fadc4c 0fa443e 0fc1c8a 0fb5af6 0fb08b5 
0fab598 0fa2366 0fbf48d 0fb38bf 0faeab5 
0fb2eb2 0fa9934 0fc6de8 0fbaf30 0fb5f4f 
0fa92e0 0f9fc94 0fbd31b 0fb131e 0fac1d5 
0fb1675 0fa8478 0fc54b8 0fb99a7 0fb4c6c 
0fade16 0fa45cc 0fc1e50 0fb5caf 0fb0a6c 
0fab65b 0fa23f5 0fbf516 0fb3959 0faeb59 
0fb2eee 0fa994d 0fc6de0 0fbaf58 0fb5f8d 
0fa9272 0f9fbfa 0fbd26c 0fb129b 0fac15b 
0fb14ce 0fa82b6 0fc52dd 0fb97f0 0fb4ac2 
0fadda4 0fa4550 0fc1da1 0fb5c37 0fb09f0 
0fab3f1 0fa2175 0fbf283 0fb36eb 0fae8e8 
0fb2de5 0fa9844 0fc6c96 0fbae43 0fb5e7f 
0fa91c7 0f9fb6c 0fbd1be 0fb11ed 0fac09f 
0fb1365 0fa8196 0fc5188 0fb9699 0fb494b 
0fade08 0fa45df 0fc1e14 0fb5c93 0fb0a39 
0fab3e0 0fa218a 0fbf29a 0fb36cc 0fae8ae 
0fb2ee8 0fa996b 0fc6dc9 0fbaf33 0fb5f5e 
0fa9359 0f9fcff 0fbd375 0fb1364 0fac202 
0fb14b8 0fa82d7 0fc52df 0fb97bc 0fb4a72 
0fadfb2 0fa478f 0fc2011 0fb5e4b 0fb0bd2 
0fab3f5 0fa21b5 0fbf339 0fb370e 0fae8b0 
0fb2fff 0fa9aad 0fc6f42 0fbb08f 0fb6084 
0fa9415 0f9fdd1 0fbd452 0fb142e 0fac2a0 
0fb14ba 0fa82f0 0fc530a 0fb97d8 0fb4a69 
0fae1e1 0fa49ce 0fc222f 0fb6082 0fb0dff 
0fab505 0fa22bb 0fbf3f8 0fb3804 0fae9ac 
0fb31f3 0fa9ca3 0fc7111 0fbb268 0fb6262 
0fa95f1 0f9ffa6 0fbd640 0fb15fa 0fac459 
0fb15b6 0fa8402 0fc541a 0fb98e1 0fb4b71 
0fae32f 0fa4b3d 0fc239e 0fb61e5 0fb0f54 
0fab4c5 0fa22a2 0fbf3dd 0fb37c3 0fae961 
0fb31b6 0fa9c88 0fc70f4 0fbb238 0fb623c 
0fa9440 0f9fe0f 0fbd48f 0fb1453 0fac2ab 
0fb136d 0fa81d0 0fc51ab 0fb9690 0fb4924 
0fae0c9 0fa48e6 0fc211c 0fb5f67 0fb0ccf 
0fab0f4 0fa1ed2 0fbf018 0fb33f3 0fae577 
0fb2df6 0fa98d6 0fc6d15 0fbae6f 0fb5e6b 
0fa915e 0f9fb31 0fbd195 0fb115c 0fabfb4 
0fb0f0a 0fa7d86 0fc4d4c 0fb9220 0fb44ba 
0fadcf7 0fa4528 0fc1d33 0fb5b78 0fb0908 
0faacc2 0fa1aab 0fbeb98 0fb2f8a 0fae14a 
0fb2a66 0fa954f 0fc693a 0fbaa9c 0fb5ada 
0fa8dbd 0f9f78d 0fbcdd0 0fb0d76 0fabbff 
0fb0b03 0fa7979 0fc492d 0fb8de8 0fb40aa 
0fadbd3 0fa4404 0fc1bea 0fb5a2c 0fb07de 
0faaa33 0fa182a 0fbe914 0fb2ceb 0fadeb3 
0fb2904 0fa9418 0fc6803 0fba955 0fb5995 
0fa8caa 0f9f686 0fbccd3 0fb0c51 0fabadd 
0fb09fa 0fa788c 0fc4820 0fb8cd6 0fb3fa2 
0fadb6c 0fa43b1 0fc1b96 0fb59b9 0fb076b 
0faa8d0 0fa16c1 0fbe7ac 0fb2b60 0fadd34 
0fb28ab 0fa93bc 0fc67a5 0fba8eb 0fb5933 
0fa8c3d 0f9f626 0fbcc73 0fb0be5 0faba63 
0fb090f 0fa77b7 0fc474e 0fb8beb 0fb3ebf 
0fadbc3 0fa4423 0fc1bfb 0fb5a09 0fb07c9 
0faa9cc 0fa17de 0fbe8c2 0fb2c58 0fade24 
0fb2921 0fa9460 0fc683b 0fba955 0fb59aa 
0fa8d3b 0f9f735 0fbcd7a 0fb0cbc 0fabb49 
0fb08f5 0fa7798 0fc4731 0fb8b8e 0fb3e79 
0fadc62 0fa44ad 0fc1c9c 0fb5a6c 0fb0835 
0faa93b 0fa1736 0fbe848 0fb2b94 0fadd6a 
0fb2a1c 0fa9556 0fc6923 0fbaa22 0fb5a88 
0fa8dcb 0f9f7c2 0fbce0f 0fb0d33 0fabbc0 
0fb090d 0fa77c5 0fc4763 0fb8bbf 0fb3e9a 
0fadd36 0fa4596 0fc1d76 0fb5b55 0fb0921 
0faa7b8 0fa15b6 0fbe68c 0fb29f0 0fadbcd 
0fb2879 0fa93be 0fc6767 0fba878 0fb58e9 
0fa8c5c 0f9f64c 0fbcca3 0fb0bb5 0faba38 
0fb05c7 0fa7495 0fc444f 0fb888c 0fb3b4c 
0fadaa5 0fa4326 0fc1b21 0fb58e1 0fb068d 
0faa38b 0fa11a0 0fbe2ae 0fb25df 0fad79f 
0fb2482 0fa8fe7 0fc636c 0fba490 0fb5503 
0fa88c7 0f9f2bc 0fbc8fd 0fb07f2 0fab685 
0fb024f 0fa710e 0fc40c1 0fb84cc 0fb37c3 
0fad7d1 0fa4042 0fc1822 0fb55c2 0fb03a5 
0faa10b 0fa0f11 0fbdffb 0fb2327 0fad515 
0fb2364 0fa8ec0 0fc6281 0fba343 0fb53d3 
0fa87b9 0f9f1b6 0fbc833 0fb06ec 0fab587 
0fb0099 0fa6f68 0fc3edc 0fb8311 0fb3618 
0fad7de 0fa4065 0fc17ee 0fb55b1 0fb03ab 
0fa9fdf 0fa0e01 0fbdec4 0fb21e8 0fad3d6 
0fb22e0 0fa8e6c 0fc61b0 0fba2b9 0fb5363 
0fa879b 0f9f1b6 0fbc7af 0fb06b2 0fab566 
0faffc3 0fa6eb9 0fc3dd1 0fb821d 0fb3538 
0fad840 0fa40da 0fc185b 0fb5612 0fb040a 
0fa9fbc 0fa0dc9 0fbde91 0fb2199 0fad385 
0fb23e1 0fa8f63 0fc62c2 0fba39b 0fb5443 
0fa88e7 0f9f2fd 0fbc935 0fb07ef 0fab697 
0fb0079 0fa6f79 0fc3edc 0fb82e2 0fb35f0 
0fada42 0fa42e4 0fc1a84 0fb580a 0fb0602 
0faa05c 0fa0e74 0fbdf44 0fb222a 0fad41e 
0fb258f 0fa9114 0fc6467 0fba529 0fb55f3 
0fa89b1 0f9f3a8 0fbc9d6 0fb086c 0fab73d 
0fb0111 0fa6ff8 0fc3f25 0fb8315 0fb3661 
0fadc75 0fa4505 0fc1c7b 0fb59ea 0fb081a 
0faa1a6 0fa0fc7 0fbe0ac 0fb2357 0fad559 
0fb26e1 0fa92aa 0fc65eb 0fba695 0fb5767 
0fa8c75 0f9f69a 0fbccee 0fb0b48 0fab9f8 
0fb024d 0fa7162 0fc40ad 0fb848b 0fb37ae 
0fade65 0fa4708 0fc1e6a 0fb5beb 0fb0a0e 
0faa220 0fa1027 0fbe0e2 0fb23c4 0fad5ce 
0fb27e1 0fa9361 0fc6667 0fba76d 0fb584d 
0fa8c7e 0f9f63f 0fbcc21 0fb0b28 0fab9ec 
0fb01b9 0fa705f 0fc3f48 0fb83e1 0fb3707 
0fadf14 0fa473f 0fc1ead 0fb5cc4 0fb0abd 
0faa109 0fa0eab 0fbdfa3 0fb22fd 0fad4a3 
0fb26cd 0fa922c 0fc658b 0fba6fc 0fb5760 
0fa8b14 0f9f4b9 0fbcb42 0fb0a6d 0fab891 
0fafea0 0fa6d41 0fc3caf 0fb8180 0fb3413 
0fadc85 0fa44b8 0fc1c5c 0fb5ab3 0fb083d 
0fa9cfa 0fa0a8c 0fbdb9a 0fb1f3a 0fad088 
0fb237a 0fa8ec1 0fc61ec 0fba3bc 0fb5403 
0fa883f 0f9f1b1 0fbc803 0fb077c 0fab595 
0fafa9d 0fa690f 0fc3857 0fb7d62 0fb2ff6 
0fada46 0fa425a 0fc19f7 0fb5878 0fb05ef 
0fa99bf 0fa073c 0fbd86e 0fb1c1c 0facd45 
0fb2118 0fa8c57 0fc5fb1 0fba18c 0fb51af 
0fa869a 0f9eff1 0fbc688 0fb0601 0fab3ef 
0faf8f6 0fa6759 0fc36e2 0fb7be5 0fb2e4b 
0fad99b 0fa4192 0fc1970 0fb57f0 0fb0545 
0fa97f5 0fa0547 0fbd6ae 0fb1a61 0facb6a 
0fb2030 0fa8b53 0fc5eb0 0fba0ba 0fb50ce 
0fa863c 0f9ef65 0fbc5ec 0fb05a3 0fab376 
0faf7a8 0fa6600 0fc3567 0fb7aae 0fb2cf0 
0fada2d 0fa4249 0fc19ed 0fb58ac 0fb05db 
0fa9927 0fa06a1 0fbd7f0 0fb1bd1 0facc9e 
0fb2249 0fa8d8e 0fc60e3 0fba30f 0fb52ef 
0fa8874 0f9f1da 0fbc8c0 0fb083b 0fab5be 
0fafa92 0fa6911 0fc38bd 0fb7dcf 0fb2fe4 
0fade98 0fa46a3 0fc1e79 0fb5d05 0fb0a28 
0fa9c42 0fa0993 0fbdb0c 0fb1ea7 0facf7d 
0fb268e 0fa91c0 0fc650d 0fba6fa 0fb5707 
0fa8cde 0f9f62b 0fbccd7 0fb0c36 0fab9f5 
0fafd0f 0fa6b89 0fc3af3 0fb7fff 0fb324f 
0fae239 0fa4a4e 0fc2201 0fb6081 0fb0dc4 
0fa9e42 0fa0b9a 0fbdcf8 0fb2088 0fad16e 
0fb287c 0fa93cd 0fc6702 0fba90c 0fb5918 
0fa8e70 0f9f7b7 0fbce52 0fb0dcb 0fabb83 
0fafde2 0fa6c5d 0fc3bc2 0fb80d5 0fb3320 
0fae4a6 0fa4cb1 0fc2477 0fb62f5 0fb1030 
0fa9fb3 0fa0d03 0fbde70 0fb21f3 0fad2c8 
0fb2a1e 0fa957a 0fc68b4 0fbaaa0 0fb5aab 
0fa905e 0f9f9b9 0fbd07b 0fb0fbb 0fabd5d 
0fafe6a 0fa6cfe 0fc3c76 0fb816f 0fb33aa 
0fae567 0fa4da4 0fc2546 0fb63d4 0fb1104 
0fa9eb3 0fa0c23 0fbdd81 0fb211a 0fad1e7 
0fb295d 0fa94ca 0fc67f4 0fbaa0d 0fb5a15 
0fa8f07 0f9f860 0fbcefc 0fb0e72 0fabc10 
0fafc00 0fa6a8f 0fc39a9 0fb7eeb 0fb3133 
0fae33b 0fa4b66 0fc22bd 0fb6189 0fb0ed2 
0fa9b4d 0fa08a4 0fbd9d8 0fb1d86 0face66 
0fb2640 0fa91c6 0fc64b6 0fba6d0 0fb56f8 
0fa8c98 0f9f5fd 0fbcc82 0fb0be4 0fab99a 
0faf8ca 0fa6780 0fc3695 0fb7bb5 0fb2e17 
0fae1c5 0fa4a1a 0fc217d 0fb600f 0fb0d75 
0fa9918 0fa0688 0fbd7ea 0fb1b4e 0facc3c 
0fb255f 0fa90fb 0fc6405 0fba5fd 0fb563a 
0fa8b80 0f9f4ea 0fbcb9f 0fb0ace 0fab889 
0faf7c3 0fa6678 0fc35a9 0fb7aa5 0fb2d20 
0fae27e 0fa4ad8 0fc2253 0fb60c4 0fb0e38 
0fa99cf 0fa074a 0fbd89e 0fb1bee 0facce7 
0fb26b4 0fa925b 0fc6536 0fba72c 0fb578a 
0fa8dd0 0f9f733 0fbcdc7 0fb0ce6 0fabac2 
0faf9c6 0fa687e 0fc37b7 0fb7c9e 0fb2f20 
0fae5e9 0fa4e52 0fc25da 0fb6434 0fb11a0 
0fa9bcc 0fa095c 0fbdada 0fb1e01 0facee1 
0fb28c9 0fa9490 0fc6770 0fba94e 0fb599b 
0fa90c3 0f9fa3d 0fbd0d5 0fb0fdb 0fabda2 
0fafb0d 0fa69ea 0fc390d 0fb7de5 0fb3066 
0fae8c5 0fa5144 0fc28bd 0fb6710 0fb1486 
0fa9dfc 0fa0b90 0fbdd01 0fb201d 0fad10a 
0fb2b3f 0fa971f 0fc69ee 0fbabcf 0fb5c31 
0fa92ce 0f9fc53 0fbd307 0fb11f9 0fabfc7 
0fafc6a 0fa6b51 0fc3a90 0fb7f59 0fb31e1 
0faeb46 0fa53c3 0fc2b3d 0fb6985 0fb170d 
0fa9f8f 0fa0d13 0fbde66 0fb2182 0fad295 
0fb2e66 0fa9a31 0fc6ce5 0fbaec2 0fb5f55 
0fa95fd 0f9ff6c 0fbd61b 0fb14e2 0fac2cb 
0fafeaf 0fa6d7e 0fc3cae 0fb8156 0fb33f6 
0faeef8 0fa5778 0fc2ea7 0fb6d00 0fb1ab6 
0faa0f9 0fa0e7a 0fbdfbd 0fb22c5 0fad3dd 
0fb2fc0 0fa9bb0 0fc6e6e 0fbb026 0fb60ac 
0fa9735 0fa009b 0fbd762 0fb1624 0fac404 
0faff17 0fa6df6 0fc3cf6 0fb81c5 0fb346b 
0faef32 0fa57b7 0fc2eea 0fb6d2c 0fb1ae8 
0faa0aa 0fa0e33 0fbdf8e 0fb226f 0fad380 
0fb2efd 0fa9af9 0fc6d93 0fbaf54 0fb5fef 
0fa96a7 0fa0026 0fbd6b7 0fb157b 0fac363 
0fafbf1 0fa6ae6 0fc3a07 0fb7eaa 0fb314f 
0faed02 0fa559d 0fc2d00 0fb6b1b 0fb18ca 
0fa9d0f 0fa0aa3 0fbdc26 0fb1eef 0facff8 
0fb2c3b 0fa984f 0fc6afb 0fbacc2 0fb5d67 
0fa94ae 0f9fe3e 0fbd506 0fb13a9 0fac18f 
0fafa13 0fa6910 0fc383d 0fb7cc2 0fb2f7c 
0faec88 0fa5521 0fc2c6f 0fb6a8c 0fb1857 
0fa9bdc 0fa0963 0fbdae1 0fb1d9a 0facebc 
0fb2c98 0fa98a1 0fc6b3e 0fbace4 0fb5da6 
0fa95a5 0f9ff38 0fbd5fe 0fb1479 0fac26e 
0fafad8 0fa69f4 0fc391b 0fb7d95 0fb3051 
0faeee4 0fa57a3 0fc2ef1 0fb6cfc 0fb1aca 
0fa9dcf 0fa0b71 0fbdceb 0fb1f9b 0fad0bf 
0fb2ee8 0fa9b19 0fc6da1 0fbaf51 0fb6021 
0fa9951 0fa02f2 0fbd986 0fb1819 0fac62a 
0fafe49 0fa6d68 0fc3c58 0fb80ce 0fb33bb 
0faf25c 0fa5b1d 0fc3247 0fb703d 0fb1e32 
0faa0c2 0fa0e63 0fbdfd6 0fb225c 0fad391 
0fb324a 0fa9e78 0fc70c5 0fbb264 0fb6367 
0fa9bc3 0fa0549 0fbdbec 0fb1a38 0fac864 
0faff8d 0fa6e9f 0fc3dc5 0fb81dd 0fb34ce 
0faf543 0fa5e01 0fc3557 0fb730d 0fb210c 
0faa240 0fa0fda 0fbe153 0fb23b8 0fad50b 
0fb33a2 0fa9fe6 0fc725d 0fbb3c1 0fb64cc 
0fa9d89 0fa071e 0fbddfe 0fb1bfd 0faca1e 
0fb008f 0fa6fc3 0fc3ec6 0fb82f1 0fb35f0 
0faf847 0fa6117 0fc383d 0fb7605 0fb2416 
0faa37e 0fa1134 0fbe285 0fb24fc 0fad65d 
0fb35bc 0faa203 0fc73bd 0fbb5ca 0fb6710 
0fa9ffd 0fa099c 0fbdfc4 0fb1e6d 0faccc5 
0fb016c 0fa70ba 0fc3f90 0fb83e8 0fb36f5 
0faf96a 0fa6256 0fc3947 0fb7740 0fb2561 
0faa447 0fa11e4 0fbe2d8 0fb25af 0fad717 
0fb361b 0faa263 0fc740b 0fbb654 0fb6784 
0fa9fe6 0fa096a 0fbdff7 0fb1e8f 0facc84 
0faff61 0fa6e7f 0fc3d66 0fb8228 0fb34e2 
0faf7e5 0fa6099 0fc3803 0fb7611 0fb23c4 
0faa0ef 0fa0e4a 0fbe051 0fb22db 0fad39d 
0fb32b3 0fa9ec2 0fc7157 0fbb398 0fb6433 
0fa9c91 0fa0598 0fbdc33 0fb1b8e 0fac958 
0fafc44 0fa6afd 0fc3a3e 0fb7f45 0fb31d1 
0faf789 0fa5fc3 0fc3714 0fb75af 0fb2363 
0fa9f5c 0fa0c3f 0fbde06 0fb2124 0fad1eb 
0fb31e0 0fa9da0 0fc7024 0fbb2a3 0fb633e 
0fa9cf1 0fa05dc 0fbdcce 0fb1be7 0fac976 
0fafbd2 0fa6a90 0fc39c2 0fb7ee0 0fb3134 
0faf734 0fa5fb2 0fc36ec 0fb75c0 0fb2325 
0fa9f00 0fa0c1c 0fbdde2 0fb2119 0fad18e 
0fb3251 0fa9e38 0fc708a 0fbb33c 0fb63b9 
0fa9db4 0fa06b5 0fbdd98 0fb1cdc 0faca43 
0fafbfe 0fa6aae 0fc39c4 0fb7f26 0fb3178 
0faf926 0fa6173 0fc38a4 0fb77a7 0fb2517 
0faa0b7 0fa0da0 0fbdf64 0fb22cb 0fad336 
0fb34c8 0faa0a9 0fc72f0 0fbb5d3 0fb6632 
0faa0a1 0fa0990 0fbe07b 0fb1fde 0facd20 
0fafe53 0fa6cfc 0fc3c34 0fb81a9 0fb33be 
0fafceb 0fa6553 0fc3c91 0fb7ba6 0fb28e0 
0faa296 0fa0f91 0fbe16d 0fb24dc 0fad507 
0fb36d2 0faa2ce 0fc7505 0fbb7f4 0fb683d 
0faa3c4 0fa0cc6 0fbe396 0fb22e6 0fad02c 
0fb0086 0fa6f30 0fc3e42 0fb83a0 0fb35c8 
0fb0060 0fa68bd 0fc3fd3 0fb7ecb 0fb2c25 
0faa59e 0fa128a 0fbe458 0fb277a 0fad7dd 
0fb39e3 0faa5f4 0fc781f 0fbbacb 0fb6b3e 
0faa6d6 0fa0fe1 0fbe6ee 0fb25cd 0fad318 
0fb013a 0fa6ffc 0fc3f31 0fb8434 0fb365f 
0fb01e5 0fa6a5d 0fc4184 0fb8042 0fb2d97 
0faa549 0fa1235 0fbe419 0fb2737 0fad77f 
0fb3a4f 0faa64e 0fc7872 0fbbb3e 0fb6bb1 
0faa71e 0fa1001 0fbe6e6 0fb2614 0fad362 
0fb0059 0fa6f1c 0fc3e23 0fb8373 0fb359b 
0fb0287 0fa6b11 0fc4204 0fb8100 0fb2e5d 
0faa48a 0fa1186 0fbe343 0fb2673 0fad6b2 
0fb39d7 0faa5f3 0fc77fe 0fbbace 0fb6b34 
0faa6e5 0fa0fe8 0fbe6c5 0fb25d1 0fad304 
0faff51 0fa6e2d 0fc3d38 0fb825b 0fb346d 
0fb0271 0fa6b07 0fc41db 0fb80c8 0fb2e17 
0faa3cb 0fa10d1 0fbe282 0fb2589 0fad5b7 
0fb3906 0faa552 0fc7724 0fbb9e8 0fb6a48 
0faa694 0fa0fb8 0fbe673 0fb257a 0fad297 
0fafcc9 0fa6bb3 0fc3a92 0fb7fbb 0fb31d2 
0fb00f3 0fa6998 0fc4071 0fb7f5b 0fb2cac 
0faa177 0fa0e80 0fbe05d 0fb234a 0fad36c 
0fb3687 0faa2db 0fc74cf 0fbb791 0fb67f3 
0faa572 0fa0e8c 0fbe563 0fb2453 0fad17e 
0fafb11 0fa6a02 0fc38ec 0fb7e0c 0fb3031 
0fb00e0 0fa699c 0fc4070 0fb7f43 0fb2ca8 
0fa9fde 0fa0d01 0fbdee1 0fb21a3 0fad1d2 
0fb3695 0faa30c 0fc74c4 0fbb772 0fb6805 
0faa625 0fa0f46 0fbe5db 0fb24d5 0fad22f 
0fafbac 0fa6ac0 0fc395e 0fb7e80 0fb30d9 
0fb0321 0fa6bf3 0fc4290 0fb815e 0fb2eeb 
0faa186 0fa0ea3 0fbe063 0fb2317 0fad36d 
0fb3912 0faa59a 0fc774a 0fbb9f3 0fb6a99 
0faa7b1 0fa10dd 0fbe78d 0fb2660 0fad3bd 
0fafb5b 0fa6a6f 0fc392e 0fb7e38 0fb308b 
0fb048c 0fa6d59 0fc440f 0fb82c5 0fb305d 
0faa164 0fa0e7c 0fbe052 0fb22f7 0fad344 
0fb3877 0faa50a 0fc76b0 0fbb95b 0fb6a12 
0faa80b 0fa114e 0fbe813 0fb26cd 0fad41b 
0fafb14 0fa6a44 0fc3914 0fb7e02 0fb304a 
0fb050f 0fa6dfd 0fc44bd 0fb8370 0fb3102 
0faa151 0fa0e7d 0fbe052 0fb22eb 0fad335 
0fb38d8 0faa586 0fc7726 0fbb9b9 0fb6a6c 
0faa905 0fa1259 0fbe92d 0fb27b5 0fad4fa 
0fafaa0 0fa69e8 0fc38b3 0fb7d89 0fb2fcb 
0fb05c8 0fa6ee5 0fc4593 0fb8429 0fb31b9 
0faa080 0fa0dba 0fbdfad 0fb220d 0fad24f 
0fb3817 0faa4dc 0fc7698 0fbb8ff 0fb69b3 
0faa811 0fa115a 0fbe865 0fb26cb 0fad40d 
0faf84a 0fa6779 0fc3671 0fb7b2a 0fb2d7c 
0fb30fc 0fa9fb0 0fc6f90 0fbb2ca 0fb63c7 
0facae2 0fa3428 0fc0b75 0fb48ec 0faf53b 
0fad8d6 0fa4885 0fc17a9 0fb5b82 0fb0cd0 
0fb27ac 0fa925e 0fc676c 0fba69b 0fb5482 
0fa986d 0fa04ae 0fbd87d 0fb18bb 0fac714 
0fb2f66 0fa9e27 0fc6e00 0fbb136 0fb6249 
0fac9d0 0fa3324 0fc0a8f 0fb47f4 0faf43f 
0fad752 0fa4713 0fc163e 0fb5a0d 0fb0b5a 
0fb2666 0fa9128 0fc6635 0fba557 0fb5347 
0fa971d 0fa0353 0fbd747 0fb176a 0fac5c0 
0fb2eb0 0fa9d6e 0fc6d54 0fbb078 0fb6187 
0fac994 0fa32e8 0fc0a49 0fb4791 0faf3ea 
0fad647 0fa4609 0fc153d 0fb58f8 0fb0a44 
0fb25e5 0fa90b8 0fc659a 0fba4c8 0fb52c4 
0fa9653 0fa0291 0fbd65c 0fb1672 0fac4db 
0fb2d81 0fa9c4c 0fc6c0e 0fbaf27 0fb6047 
0fac93c 0fa3292 0fc09e0 0fb472b 0faf37e 
0fad556 0fa4514 0fc1427 0fb57da 0fb092d 
0fb26ba 0fa918e 0fc6673 0fba576 0fb5379 
0fa9794 0fa03cc 0fbd79f 0fb1781 0fac5e3 
0fb2e5d 0fa9d3d 0fc6cf1 0fbafeb 0fb6110 
0facba5 0fa3506 0fc0c50 0fb4977 0faf5d3 
0fad704 0fa46d7 0fc15e0 0fb596c 0fb0ac0 
0fb27f0 0fa92e2 0fc67b1 0fba6a5 0fb54af 
0fa97a9 0fa03f1 0fbd7c2 0fb179a 0fac5f3 
0fb2e03 0fa9cf2 0fc6c94 0fbaf96 0fb60c1 
0facbd0 0fa3549 0fc0c7e 0fb499d 0faf604 
0fad5cc 0fa45a1 0fc1487 0fb580c 0fb0983 
0fb298a 0fa9488 0fc6932 0fba82a 0fb5650 
0fa9875 0fa04c9 0fbd8a5 0fb185d 0fac6b3 
0fb2e78 0fa9d82 0fc6d19 0fbb008 0fb613b 
0facd28 0fa36b4 0fc0e0d 0fb4b0c 0faf76b 
0fad5d1 0fa45bd 0fc14cf 0fb5837 0fb0993 
0fb2a24 0fa953f 0fc69f9 0fba8e0 0fb5700 
0fa9910 0fa0575 0fbd96a 0fb190f 0fac760 
0fb2f76 0fa9e90 0fc6e09 0fbb0f2 0fb623d 
0face67 0fa37e5 0fc0f05 0fb4c10 0faf883 
0fad60a 0fa45e6 0fc14d5 0fb5847 0fb09ba 
0fb29f2 0fa9505 0fc699e 0fba88d 0fb56bc 
0fa981a 0fa0473 0fbd828 0fb17df 0fac63e 
0fb2e72 0fa9d8e 0fc6cde 0fbafda 0fb6128 
0faceed 0fa3885 0fc0f75 0fb4c90 0faf906 
0fad539 0fa4539 0fc140f 0fb576e 0fb08d7 
0fb2a29 0fa9563 0fc69db 0fba8b4 0fb56ed 
0fa98b9 0fa052f 0fbd903 0fb1872 0fac6ca 
0fb2edf 0fa9e21 0fc6d9f 0fbb055 0fb6198 
0facee0 0fa388b 0fc0fce 0fb4c7f 0faf8e1 
0fad513 0fa4521 0fc146c 0fb573d 0fb0888 
0fb2b59 0fa96a8 0fc6b55 0fba9f0 0fb582b 
0fa9980 0fa05e6 0fbd9c6 0fb1938 0fac796 
0fb2f04 0fa9e32 0fc6dd1 0fbb06e 0fb61bb 
0fad026 0fa39b8 0fc111a 0fb4db0 0fafa23 
0fad4be 0fa44b3 0fc13bf 0fb56ca 0fb0834 
0fb2bed 0fa9734 0fc6ba6 0fbaa60 0fb58aa 
0fa99fd 0fa0659 0fbda2d 0fb1972 0fac7d7 
0fb2ed4 0fa9e18 0fc6d74 0fbb019 0fb617a 
0fad208 0fa3bae 0fc12c7 0fb4f7b 0fafbfd 
0fad570 0fa456d 0fc147f 0fb5760 0fb08d0 
0fb2d79 0fa98d0 0fc6d70 0fbabd3 0fb5a26 
0fa99de 0fa0640 0fbda49 0fb1947 0fac7ab 
0fb2f36 0fa9e7e 0fc6dfd 0fbb073 0fb61d9 
0fad2b7 0fa3c50 0fc13a4 0fb5022 0fafca7 
0fad503 0fa44e0 0fc140e 0fb56ff 0fb0867 
0fb2dd6 0fa98fc 0fc6d7e 0fbac60 0fb5ab3 
0fa9a76 0fa068a 0fbda70 0fb19f6 0fac84b 
