0f8edd1 0f86f23 0f9e8ce 0f9b4c3 0f9b69e 
0fa328b 0f9b2f2 0fb3771 0faf991 0fb08c3 
0f9fcc9 0f96f9f 0fb0181 0fab4d5 0fabfc4 
0f9a628 0f92560 0faacc3 0fa6d01 0fa794a 
0fa5f32 0f9d557 0fb6053 0fb1c9f 0fb296f 
0f98602 0f8f860 0fa8a81 0fa40ae 0fa498f 
0fa27a8 0f9a670 0fb2d8b 0faf007 0fafc7d 
0f9f747 0f966c1 0fafc3e 0faaf13 0fab7a1 
0f9a068 0f91b3a 0faa52c 0fa6465 0fa6fa4 
0fa596b 0f9ce24 0fb581c 0fb14f9 0fb226d 
0f97cd8 0f8ef39 0fa7850 0fa3451 0fa3f6a 
0fa1538 0f991fb 0fb08ff 0fad895 0fae870 
0f9de6a 0f94c8c 0faca11 0fa9156 0fa9d72 
0f97bb7 0f8f59a 0fa6b61 0fa3b89 0fa499d 
0fa3212 0f9a38f 0fb1ee2 0fae82b 0faf83e 
0f9554f 0f8c497 0fa4661 0fa0992 0fa15f7 
0f9e8ab 0f96570 0fade24 0faad25 0fabd43 
0f9b8ae 0f92751 0fab493 0fa6dbc 0fa79d3 
0f95d86 0f8d752 0fa5d61 0fa1ee8 0fa2ce6 
0fa179e 0f98bb0 0fb15bc 0fad222 0fae1e9 
0f94233 0f8b22a 0fa41f7 0f9f77e 0fa0449 
0f9dfb9 0f958a6 0fadb19 0fa9f84 0fab072 
0f9baeb 0f926b1 0fab37d 0fa6b08 0fa7853 
0f95fc9 0f8d81e 0fa5991 0fa1e64 0fa2d11 
0fa20bf 0f99376 0fb1706 0fad94f 0fae912 
0f9535d 0f8c2ed 0fa4c1a 0fa0859 0fa14d2 
0f9f29f 0f96eb8 0faee14 0fab539 0fac654 
0f9d80f 0f945db 0fad5ce 0fa8a77 0fa9837 
0f98444 0f8fd94 0fa8688 0fa44db 0fa539c 
0fa4c03 0f9c128 0fb4d5b 0fb0736 0fb178c 
0f980cb 0f8f1ed 0fa847c 0fa3774 0fa4519 
0fa1bf7 0f997ff 0fb1cf5 0fadee7 0faf189 
0f9fb8a 0f9698c 0fafacf 0faada6 0fabd60 
0f99ace 0f914ca 0fa99a2 0fa59bc 0fa6b49 
0fa56c4 0f9cb8c 0fb5078 0fb0fa4 0fb22a4 
0f980c6 0f8f16e 0fa7963 0fa34e2 0fa4482 
0fa12bb 0f98e76 0fb0c4c 0fad35a 0fae765 
0f9f076 0f95ed9 0faeb1c 0faa1c7 0fab21a 
0f98be4 0f9063c 0fa88b0 0fa4ae2 0fa5ca6 
0fa49e2 0f9bf11 0fb444e 0fb0305 0fb1616 
0f974fb 0f8e5f0 0fa72ab 0fa2983 0fa3937 
0fa0775 0f9834e 0fb049d 0fac884 0fadcb1 
0f9e601 0f953a0 0fae40b 0fa96d2 0faa7af 
0f97f6d 0f8f8ae 0fa7f26 0fa3d9c 0fa4fac 
0fa3b7f 0f9afe2 0fb3866 0faf46a 0fb0776 
0f96429 0f8d41d 0fa62f1 0fa17f3 0fa2763 
0f9f488 0f96f43 0faf1b1 0fab48b 0fac864 
0f9d302 0f93ee0 0face73 0fa818a 0fa9259 
0f969c3 0f8e0dc 0fa6605 0fa24b2 0fa36df 
0fa25d5 0f99906 0fb20e9 0fadbfe 0faef42 
0f94b7d 0f8bbcd 0fa4a10 0f9fd0c 0fa0cf3 
0f9d800 0f9539e 0fad64b 0fa9615 0faaaa0 
0f9b412 0f921d7 0fab2e8 0fa6192 0fa72ff 
0f94548 0f8be6f 0fa45d8 0fa000c 0fa12d7 
0fa03be 0f9781f 0fb0240 0fab955 0facd63 
0f92b29 0f89ad7 0fa2b63 0f9dc30 0f9eb77 
0f9ba64 0f93579 0faba86 0fa788c 0fa8ce3 
0f99fe4 0f90cef 0faa11e 0fa4e74 0fa5f32 
0f9386d 0f8b195 0fa3c04 0f9f44a 0fa066a 
0f9fc8c 0f971a0 0fafe23 0fab352 0fac75b 
0f92a49 0f89bf9 0fa2ebc 0f9dcdb 0f9ed4d 
0f9bf92 0f93cb0 0fac223 0fa7ef2 0fa9425 
0f9a5e3 0f9143a 0faa728 0fa541d 0fa6651 
0f93fb1 0f8b970 0fa4265 0f9fa71 0fa0d51 
0f9fdd5 0f97450 0fafd2e 0fab2db 0fac70c 
0f91dbf 0f88e52 0fa2375 0f9cdbf 0f9dea1 
0f9a562 0f91fc3 0faaa32 0fa614d 0fa7823 
0f97e20 0f8eae5 0fa80a0 0fa2c60 0fa3da5 
0f9071b 0f87f0c 0fa0ab7 0f9c373 0f9d4e4 
0f9b735 0f92b1e 0fabd15 0fa6e4d 0fa8180 
0f8d251 0f841b3 0f9dfe7 0f98273 0f9950b 
0f9560f 0f8cffc 0fa65aa 0fa0fd1 0fa2a16 
0f92da4 0f89949 0fa403f 0f9d517 0f9ee9d 
0f8be23 0f8353c 0f9c6b7 0f975c7 0f98d97 
0f9801c 0f8f3a7 0fa834f 0fa3365 0fa4be5 
0f8ae5a 0f81e5b 0f9b2ab 0f95dbe 0f9727c 
0f941c1 0f8bbd4 0fa44ed 0f9fb6d 0fa165a 
0f92ba5 0f89751 0fa2cc9 0f9d562 0f9ec5f 
0f8c608 0f83dc9 0f9c85a 0f97dad 0f995d0 
0f98ae8 0f8feb1 0fa8a77 0fa3dfa 0fa5732 
0f8b9b8 0f8296a 0f9bb3c 0f96711 0f97cfb 
0f949fc 0f8c4cf 0fa49a2 0fa038a 0fa1e69 
0f9325b 0f89fe4 0fa31d4 0f9dcc0 0f9f3c1 
0f8ca9f 0f8434e 0f9cbca 0f98126 0f99a86 
0f99353 0f907e5 0fa9167 0fa44b8 0fa604e 
0f8c770 0f83789 0f9c76b 0f973aa 0f98b4c 
0f95a60 0f8d5ef 0fa5913 0fa144d 0fa2fc6 
0f948e0 0f8b6af 0fa4709 0f9f311 0fa0ae4 
0f8e093 0f85a9b 0f9e0a7 0f99870 0f9b13c 
0f9a893 0f91ed2 0faa63f 0fa5c21 0fa767f 
0f8da8a 0f84c16 0f9da88 0f988e2 0f99f56 
0f9693e 0f8e5be 0fa67f9 0fa24a1 0fa3f47 
0f954f5 0f8c28f 0fa525f 0f9fff3 0fa1711 
0f8e53b 0f85d9a 0f9e43f 0f99c32 0f9b524 
0f9aa29 0f91e41 0faa6bd 0fa5bc4 0fa7715 
0f8d93d 0f84870 0f9d787 0f98546 0f99cfe 
0f965b7 0f8e05b 0fa62ca 0fa1eef 0fa3b31 
0f9545e 0f8c0a1 0fa5073 0f9fd66 0fa1658 
0f8e3fc 0f85bda 0f9e1fa 0f999e5 0f9b47c 
0f9ab63 0f91f99 0faa709 0fa5d3a 0fa7926 
0f8dc4b 0f84bb8 0f9da13 0f988b4 0f9a173 
0f969e7 0f8e517 0fa665c 0fa2341 0fa410b 
0f95dee 0f8ca9c 0fa599c 0fa0685 0fa2152 
0f8f100 0f86906 0f9eeb2 0f9a5cc 0f9c249 
0f9bd5d 0f9317b 0fab816 0fa6e0d 0fa8c35 
0f8f2e8 0f8624b 0f9f030 0f99e5f 0f9b8b1 
0f9835e 0f8fe81 0fa7f96 0fa3c72 0fa5b60 
0f97cdc 0f8e9e2 0fa78ef 0fa2636 0fa41aa 
0f911aa 0f889d7 0fa0f74 0f9c758 0f9e43a 
0f9e316 0f95782 0fadd99 0fa94a6 0fab2dc 
0f91bbb 0f88a6c 0fa180d 0f9c7dd 0f9e192 
0f9a9e8 0f92478 0faa4eb 0fa6453 0fa81c8 
0f9a53f 0f91222 0faa094 0fa5100 0fa6a26 
0f9366a 0f8aed7 0fa3319 0f9ef0b 0fa08f3 
0fa0a47 0f97f66 0fb046a 0fabf92 0fadac2 
0f945c9 0f8b59f 0fa41fa 0f9f4e2 0fa0c0b 
0f9d50f 0f950dd 0fad077 0fa91ed 0faad6d 
0f9d7f8 0f945ce 0fad31d 0fa854f 0fa9d28 
0f96b05 0f8e3e3 0fa683f 0fa250f 0fa3dc7 
0fa41e6 0f9b7ad 0fb3d57 0faf85c 0fb129d 
0f97d00 0f8ed7d 0fa7b46 0fa2da4 0fa438c 
0fa084f 0f9852b 0fb05ef 0fac6aa 0fae119 
0fa0a31 0f978ca 0fb0710 0fab8fb 0facf85 
0f99840 0f911c5 0fa9735 0fa5385 0fa6adf 
0fa6b9c 0f9e23d 0fb6855 0fb2385 0fb3c92 
0f9a426 0f915bc 0faa3f1 0fa5665 0fa6b50 
0fa291b 0f9a85f 0fb2925 0faeb9c 0fb0446 
0fa257a 0f99b5d 0fb2801 0fae00d 0faf1e0 
0f9b085 0f92ebb 0fab162 0fa76e8 0fa87d8 
0fa8263 0f9fc3b 0fb7dd5 0fb42c0 0fb556a 
0f9b553 0f929f1 0fab4ff 0fa7190 0fa7edd 
0fa35d3 0f9b5fc 0fb35f1 0faff2e 0fb1127 
0fa3435 0f9a6da 0fb3472 0faedec 0fafcac 
0f9b379 0f92fe0 0fab487 0fa7a41 0fa8886 
0fa82ed 0f9fbe2 0fb81c0 0fb45cd 0fb5626 
0f9ba64 0f92b09 0fabc1f 0fa734c 0fa808d 
0fa34e8 0f9b2a7 0fb34c3 0fafba6 0fb0d8c 
0fa3778 0f9a4ec 0fb3378 0faec18 0fafb78 
0f9b26a 0f92aba 0faaf36 0fa721c 0fa834e 
0fa7c5d 0f9f345 0fb7980 0fb3934 0fb4dc6 
0f9a9f5 0f91b84 0faaa0e 0fa5f98 0fa7138 
0fa1968 0f998df 0fb1a09 0fadddd 0faf47d 
0fa11b1 0f9844a 0fb1287 0fac6e9 0fadad1 
0f98706 0f90295 0fa86f9 0fa4613 0fa5b78 
0fa5405 0f9cc9d 0fb4d77 0fb0e8b 0fb2671 
0f98c5b 0f8fd1e 0fa84aa 0fa3eb4 0fa52b0 
0fa07ed 0f983ed 0fafbc0 0fac82a 0fae04b 
0fa10a4 0f97ec6 0fafe3f 0fac13b 0fad5bf 
0f986d3 0f8ff11 0fa78c7 0fa4327 0fa584d 
0fa52b5 0f9c92f 0fb44ec 0fb0c83 0fb2416 
0f9875f 0f8f754 0fa7b16 0fa396e 0fa4d8d 
0f9f44f 0f971e3 0fae868 0fab4d4 0face68 
0f9f67a 0f966ee 0faeaf6 0faa6e9 0fabe7d 
0f967c5 0f8e174 0fa5dd6 0fa22ae 0fa3b7f 
0fa3141 0f9a900 0fb25d8 0faeb6e 0fb05bd 
0f96757 0f8d876 0fa5d2f 0fa1ade 0fa2ff0 
0f9db34 0f9570b 0fad167 0fa9b43 0fab47c 
0f9ede5 0f959f2 0fae5fd 0fa9ccc 0fab363 
0f96de7 0f8e27d 0fa6965 0fa2720 0fa3ed7 
0fa46ee 0f9b7a8 0fb3ec1 0fafb5c 0fb167b 
0f98846 0f8f246 0fa815d 0fa33ab 0fa4bc1 
0f9fbd7 0f973de 0faf566 0fab6bc 0fad38c 
0fa0ba6 0f9783c 0fb088a 0fab968 0fad2d0 
0f98375 0f8f970 0fa83a9 0fa3bbe 0fa5659 
0fa5183 0f9c630 0fb4e53 0fb0706 0fb255b 
0f98c34 0f8faef 0fa8980 0fa3993 0fa55b6 
0f9fa47 0f975ad 0faf3f5 0fab4af 0fad727 
0fa073e 0f9750f 0fafafe 0fab129 0fad18f 
0f97834 0f8f02f 0fa67ba 0fa2d0e 0fa4e67 
0fa48a5 0f9c0e0 0fb3c49 0fafe51 0fb20e3 
0f98a58 0f8fbc6 0fa7ec1 0fa38e4 0fa568a 
0fa003c 0f97de3 0faf2c9 0fabd32 0fade57 
0fa1aba 0f988c7 0fb0dc9 0fac68b 0fae44e 
0f995be 0f90c38 0fa8dd8 0fa49f5 0fa6958 
0fa71e4 0f9e49b 0fb6a78 0fb2137 0fb43bd 
0f9b4e1 0f91f59 0fab28b 0fa5ae8 0fa799c 
0fa2bb4 0f9a255 0fb26a8 0fadf54 0fb02b0 
0fa4438 0f9ac8c 0fb3c38 0fae81b 0fb0740 
0f9bb7b 0f92d25 0fab22a 0fa6da4 0fa897d 
0fa922b 0fa033f 0fb851f 0fb457d 0fb60a9 
0f9ccbd 0f9366e 0fac078 0fa774b 0fa8dfa 
0fa3a46 0f9b112 0fb3105 0faf34d 0fb0ea0 
0fa4ff0 0f9b853 0fb4631 0faf879 0fb10ed 
0f9c2a1 0f934ac 0fabc1f 0fa7561 0fa8f3e 
0fa962f 0fa0874 0fb90d1 0fb48cd 0fb644f 
0f9d18f 0f93e62 0fad477 0fa7d34 0fa9506 
0fa43aa 0f9bdd6 0fb4ae0 0fafdac 0fb1b05 
0fa5db1 0f9c995 0fb629b 0fb07f9 0fb21f3 
0f9d3a6 0f94905 0fad807 0fa8857 0faa323 
0faa8f7 0fa1d80 0fba949 0fb5c00 0fb7978 
0f9e250 0f9506c 0fae2c2 0fa8e15 0faa75b 
0fa4fe0 0f9ca46 0fb4f5a 0fb096a 0fb274f 
0fa639c 0f9d083 0fb6313 0fb0efe 0fb2867 
0f9d45d 0f94ad6 0fad60a 0fa8ab6 0faa41c 
0faa6ed 0fa1cb3 0fba5ce 0fb5b3d 0fb76f7 
0f9e451 0f95394 0fae49b 0fa90c5 0faa8a4 
0fa537f 0f9d07d 0fb5330 0fb0fcb 0fb2b69 
0fa64f5 0f9d4a2 0fb63ef 0fb11f8 0fb29bd 
0f9d15d 0f94a8c 0fad199 0fa88c6 0faa15b 
0fa9d90 0fa1543 0fb9a8a 0fb527e 0fb6dd2 
0f9d175 0f9417c 0fad07c 0fa7d96 0fa951e 
0fa3786 0f9b3fc 0fb366c 0faf147 0fb0e27 
0fa4546 0f9b3b3 0fb4314 0faef32 0fb08da 
0f9b0b9 0f928a6 0fab073 0fa654e 0fa7f99 
0fa7d12 0f9f346 0fb7a40 0fb2fa1 0fb4c71 
0f9b12b 0f91fde 0fab07f 0fa5b2a 0fa7449 
0fa149b 0f98f4e 0fb1323 0facc3f 0faea7e 
0fa21ef 0f98ea1 0fb1fcb 0fac9de 0fae560 
0f98b90 0f9013b 0fa8a40 0fa3df0 0fa5a2f 
0fa5a95 0f9ceff 0fb560c 0fb0b6e 0fb2a60 
0f997ac 0f90581 0fa94e0 0fa40bb 0fa5b9a 
0fa034c 0f97e76 0faffe5 0fabaa8 0fadac2 
0fa1992 0f98737 0fb158c 0fac099 0fade75 
0f9879a 0f8fe6c 0fa8606 0fa38ef 0fa578d 
0fa5809 0f9cd26 0fb53b9 0fb07b9 0fb288c 
0f99487 0f90212 0fa91f5 0fa3c00 0fa58b2 
0f9fcae 0f976c5 0faf8c3 0fab2cf 0fad402 
0fa16d7 0f983b7 0fb11a4 0fabebc 0fadc3c 
0f9894f 0f8ff8d 0fa85ed 0fa3c28 0fa59e4 
0fa605b 0f9d531 0fb5a21 0fb116e 0fb31b2 
0f9a4ba 0f9120c 0faa085 0fa4d05 0fa6999 
0fa0fb8 0f9897e 0fb0a88 0fac609 0fae797 
0fa2c7a 0f99890 0fb266e 0fad38a 0faf212 
0f99d39 0f9126b 0fa9922 0fa4e88 0fa6ddb 
0fa7279 0f9e67e 0fb6c05 0fb22b1 0fb4440 
0f9b316 0f91f9e 0faaea8 0fa5b26 0fa785d 
0fa1a94 0f9939f 0fb1515 0fad0fb 0faf29d 
0fa353e 0f9a0e9 0fb2ece 0fadc96 0fafacf 
0f9a1f2 0f91690 0fa9d76 0fa536f 0fa7212 
0fa73f1 0f9e79a 0fb6cfe 0fb249a 0fb454d 
0f9b3bb 0f91fcb 0faaee1 0fa5c05 0fa784f 
0fa1698 0f98f52 0fb111b 0facd77 0faee0e 
0fa31f1 0f99d07 0fb2bb3 0fad996 0faf6f3 
0f99be4 0f91046 0fa97ec 0fa4dfd 0fa6b9f 
0fa6c8b 0f9e01b 0fb65f9 0fb1db4 0fb3dab 
0f9ab59 0f9175a 0faa694 0fa53eb 0fa6fb7 
0fa0bf8 0f984d5 0fb063e 0fac2fb 0fae374 
0fa2765 0f992f4 0fb2086 0facf96 0faecc6 
0f98cb4 0f90123 0fa87ef 0fa3ef1 0fa5c94 
0fa5dbb 0f9d16f 0fb55fe 0fb0f4a 0fb2f4c 
0f99f6c 0f90bce 0fa99b5 0fa48a5 0fa6465 
0fa0223 0f97b53 0fafbc4 0faba2f 0fada87 
0fa2433 0f9901a 0fb1d19 0facd35 0faea8d 
0f98e68 0f9031c 0fa8981 0fa4192 0fa5f35 
0fa6605 0f9da1b 0fb5eee 0fb1882 0fb3884 
0f9aba8 0f917e8 0faa6a8 0fa55aa 0fa710e 
0fa111d 0f98a62 0fb0b99 0fac9d4 0fae9d1 
0fa38ab 0f9a4b3 0fb3265 0fae263 0faff3e 
0f9a65c 0f91b43 0faa264 0fa59e7 0fa7724 
0fa821d 0f9f6d1 0fb7b37 0fb3505 0fb54bb 
0f9cdbe 0f93ae9 0fac88f 0fa77ad 0fa9339 
0fa34b7 0f9af0c 0fb2ead 0faece9 0fb0d65 
0fa61b7 0f9cecd 0fb5ac9 0fb0a8e 0fb286c 
0f9d143 0f94725 0facc41 0fa847a 0faa22f 
0faafa9 0fa2582 0fba7fc 0fb6352 0fb832a 
0f9ffdc 0f96d9e 0fafa81 0faaaa4 0fac616 
0fa6628 0f9e16a 0fb6094 0fb1fb9 0fb3f8c 
0fa94b5 0fa02d6 0fb8d85 0fb3f4c 0fb5bc2 
0fa0284 0f978a8 0fafe76 0fab6cf 0fad372 
0fadd52 0fa535b 0fbd6e4 0fb9101 0fbb091 
0fa2820 0f99633 0fb2322 0fad3a8 0faee22 
0fa8706 0fa0288 0fb81f9 0fb4123 0fb607c 
0fab1b2 0fa1ff9 0fbabec 0fb5d42 0fb7939 
0fa13fe 0f98aa6 0fb11e2 0fac938 0fae565 
0fae68c 0fa5ce1 0fbe4f5 0fb9b94 0fbba6e 
0fa27b5 0f99599 0fb28ee 0fad376 0faedcf 
0fa7c42 0f9f739 0fb7ca9 0fb36f7 0fb55b0 
0faa46d 0fa11d5 0fba3fc 0fb5036 0fb6c79 
0fa06d6 0f97c39 0fb085b 0fabb82 0fad84c 
0fada10 0fa4fcf 0fbd8c3 0fb8eb6 0fbadfb 
0fa1b35 0f98935 0fb1aff 0fac6d0 0fae1a1 
0fa6bbd 0f9e658 0fb6a15 0fb25fd 0fb456d 
0fa8f89 0f9fda8 0fb8cc2 0fb3baf 0fb5838 
0f9e5fe 0f95c96 0fae542 0fa9b59 0fab819 
0fab015 0fa2796 0fbae68 0fb65f7 0fb85b7 
0f9ee89 0f95ece 0faeffa 0fa9c44 0fab7be 
0fa3be1 0f9b9ca 0fb3d0f 0faf8c8 0fb18fb 
0fa6734 0f9d7f5 0fb670d 0fb1502 0fb3290 
0f9c530 0f93d95 0fac6a7 0fa7b91 0fa991d 
0fa9bc8 0fa1550 0fb9b36 0fb53cd 0fb733b 
0f9e8e5 0f95a1a 0faea57 0fa9830 0fab2b4 
0fa4044 0f9be72 0fb413b 0fafe80 0fb1d2a 
0fa7530 0f9e628 0fb75aa 0fb24d0 0fb4074 
0f9d7da 0f9507d 0fadc0e 0fa9043 0faabe4 
0fab41b 0fa2cc2 0fbb8e3 0fb6ce0 0fb8b17 
0fa0581 0f97580 0fb0e45 0fab455 0face2d 
0fa5c58 0f9d956 0fb647e 0fb1967 0fb3828 
0fa9451 0fa041c 0fb9a8e 0fb425d 0fb5ecc 
0f9f7b2 0f96e49 0fafea5 0faad11 0faca15 
0facf94 0fa4693 0fbd28d 0fb84bf 0fba4f5 
0fa1e43 0f98d1a 0fb2167 0fac993 0fae5c2 
0fa6c70 0f9e8c1 0fb6db9 0fb264f 0fb477a 
0fa9f57 0fa0efd 0fb9e37 0fb4a91 0fb694c 
0f9fb9d 0f9728b 0fafa2a 0faaeee 0facdaf 
0fad06d 0fa481f 0fbca0e 0fb84fb 0fba5e1 
0fa2281 0f99114 0fb1b97 0facd86 0fae95c 
0fa74e3 0f9efa8 0fb6d53 0fb2e0d 0fb4e1e 
0fab3ac 0fa212c 0fba8c2 0fb5e82 0fb7b6e 
0fa18fb 0f98d18 0fb0e35 0facb4a 0fae89e 
0faf42f 0fa698c 0fbe816 0fba788 0fbc821 
0fa4d1c 0f9b9ce 0fb44d9 0faf6d8 0fb134b 
0fa9f46 0fa18be 0fb97da 0fb580d 0fb78bc 
0fade32 0fa4b4d 0fbd6e1 0fb8915 0fba6eb 
0fa3d48 0f9b14f 0fb391b 0faefac 0fb0dda 
0fb1287 0fa86e7 0fc0a64 0fbc4e4 0fbe66d 
0fa657c 0f9d0f3 0fb5f77 0fb0d90 0fb2b1e 
0faaf03 0fa2811 0fba8ab 0fb65a3 0fb8820 
0fae76a 0fa54b1 0fbe007 0fb9019 0fbb07a 
0fa407c 0f9b54a 0fb3b9d 0faf158 0fb11e8 
0fb1242 0fa8812 0fc0b1a 0fbc3e4 0fbe78c 
0fa61dc 0f9ce18 0fb5bd0 0fb0879 0fb283e 
0faa1fb 0fa1aef 0fb9af1 0fb567f 0fb7b2e 
0fad3a1 0fa401e 0fbcbfb 0fb79f9 0fb9c4e 
0fa2268 0f99638 0fb1d83 0fad0aa 0faf35b 
0faec20 0fa60dd 0fbe3a7 0fb9b24 0fbc0d4 
0fa348f 0f9a087 0fb2ce6 0fad98d 0fafafa 
0fa709b 0f9e9b2 0fb6888 0fb2467 0fb4a7f 
0faa50c 0fa115b 0fb9c3e 0fb4ab4 0fb6e53 
0f9f4ba 0f967b7 0faee27 0faa262 0fac58f 
0fac0f7 0fa357c 0fbb892 0fb70cf 0fb965c 
0fa0f9f 0f97adb 0fb0a17 0fab593 0fad658 
0fa5009 0f9c808 0fb4a9b 0fb04e6 0fb2999 
0fa88fe 0f9f421 0fb82e7 0fb2fd1 0fb5166 
0f9d9c8 0f94b12 0fad5d5 0fa87fa 0faa8d3 
0faa9a2 0fa1be8 0fba301 0fb594e 0fb7c96 
0f9fb03 0f963c4 0faf577 0faa048 0fabec0 
0fa3c00 0f9b1f4 0fb35d7 0faefaf 0fb127d 
0fa738d 0f9dd28 0fb6c29 0fb1978 0fb38e0 
0f9c102 0f930cf 0fabb20 0fa6e6e 0fa8d6a 
0fa8d15 0f9fd71 0fb8415 0fb3a71 0fb5c84 
0f9d4a3 0f93b40 0facc5d 0fa75ad 0fa93cf 
0fa0528 0f97a8d 0fafd82 0fab85e 0fad8ba 
0fa33ce 0f99bd5 0fb2aba 0fad9c6 0faf62e 
0f97672 0f8e521 0fa709f 0fa23fa 0fa4010 
0fa38ed 0f9a949 0fb2fc8 0fae83a 0fb0733 
0f979c6 0f8e26c 0fa735b 0fa1f1a 0fa3a5b 
0fa21c7 0f9919f 0fb1ff0 0face0c 0faed7a 
0fab44a 0fa2611 0fbb368 0fb615c 0fb8490 
0fa3ce4 0f9a7b5 0fb3ea7 0fae2a7 0fb01ef 
0fa58ae 0f9cdce 0fb5be8 0fb0993 0fb2c60 
0fa9119 0f9fd11 0fb92b5 0fb37d6 0fb5961 
0fa09c1 0f97a31 0fb0d08 0fab5d2 0fad60d 
0fa9ff4 0fa1249 0fb9ff6 0fb4e47 0fb7148 
0fa2e0a 0f99943 0fb2eda 0fad536 0faf438 
0fa4e17 0f9c34f 0fb4f14 0faffff 0fb222a 
0fa8ae0 0f9f74d 0fb8a2f 0fb32f8 0fb53d0 
0fa0693 0f97742 0fb074f 0fab3a0 0fad344 
0fa9e31 0fa10a3 0fb9c0e 0fb4c51 0fb6f7c 
0fa2e14 0f999f5 0fb2d17 0fad515 0faf46f 
0fa4e10 0f9c407 0fb4e26 0faffa5 0fb225f 
0fa8aef 0f9f7c2 0fb8922 0fb32ad 0fb5414 
0fa0796 0f97832 0fb07fc 0fab3e4 0fad42a 
0faa135 0fa133c 0fb9eab 0fb4e8f 0fb7239 
0fa3192 0f99c99 0fb3076 0fad7dc 0faf76c 
0fa5144 0f9c63f 0fb50fb 0fb027a 0fb2525 
0fa909d 0f9fc52 0fb8e98 0fb37fe 0fb590f 
0fa0cc7 0f97cc7 0fb0bb6 0fab91d 0fad988 
0faa5b0 0fa17a6 0fba1da 0fb538c 0fb7731 
0fa3709 0f9a24d 0fb3486 0faddd8 0fafd2c 
0fa5825 0f9ce0a 0fb56cd 0fb09fa 0fb2c31 
0fa97f3 0fa04ce 0fb95d2 0fb3fe8 0fb60ee 
0fa16aa 0f98789 0fb1618 0fac363 0fae300 
0fab051 0fa2302 0fbad7b 0fb5f1d 0fb818b 
0fa43f9 0f9af97 0fb4210 0faeb0f 0fb0990 
0fa6360 0f9d7f6 0fb615b 0fb149f 0fb3637 
0faa2f3 0fa0f71 0fb9f7f 0fb4b86 0fb6c5a 
0fa2175 0f99290 0fb1f42 0facf6b 0faef1f 
0fabb6a 0fa2e00 0fbb65b 0fb6a69 0fb8dac 
0fa50af 0f9bbf3 0fb4d8c 0faf8a1 0fb17d6 
0fa7292 0f9e72f 0fb7057 0fb2512 0fb4739 
0fab5bc 0fa212b 0fbb22b 0fb5e5c 0fb7f11 
0fa358e 0f9a52e 0fb3478 0fae32f 0fb02e0 
0fad066 0fa4233 0fbcda5 0fb8025 0fba25e 
0fa6495 0f9cef8 0fb627d 0fb0c80 0fb2b44 
0fa82c7 0f9f64a 0fb807a 0fb34be 0fb5667 
0fac404 0fa2e9f 0fbbff2 0fb6d14 0fb8c77 
0fa3e84 0f9ad69 0fb3d3c 0faecd0 0fb0a5d 
0fad740 0fa4808 0fbd3ae 0fb8705 0fba7ff 
0fa6d7c 0f9d7c0 0fb6c60 0fb162a 0fb332b 
0fa8c98 0fa00fa 0fb8c4b 0fb4017 0fb6016 
0fad2e9 0fa3ed1 0fbd295 0fb7cff 0fb9b85 
0fa4f7e 0f9becc 0fb52ca 0fafe2a 0fb1a75 
0fae601 0fa570d 0fbe5f4 0fb966d 0fbb5be 
0fa7967 0f9e331 0fb7978 0fb2286 0fb3e37 
0fa9119 0fa04bb 0fb90c5 0fb4531 0fb63af 
0fad2d1 0fa3d77 0fbd013 0fb7cec 0fb9aab 
0fa4a23 0f9b8a2 0fb486b 0faf89e 0fb148b 
0fadc65 0fa4cfa 0fbd73f 0fb8d3f 0fbab85 
0fa6c51 0f9d621 0fb6511 0fb170a 0fb3173 
0fa7d19 0f9f13e 0fb7787 0fb331e 0fb5008 
0fac085 0fa2c0b 0fbb92e 0fb6cc4 0fb887f 
0fa363e 0f9a50a 0fb314b 0fae762 0fafff8 
0fac9fb 0fa3a9b 0fbc007 0fb7cc2 0fb9a18 
0fa5f16 0f9c7bb 0fb5b6c 0fb0837 0fb22bc 
0fa6d27 0f9e15b 0fb6b86 0fb2212 0fb40ca 
0fab0c2 0fa1db9 0fbaf01 0fb5c1a 0fb7b72 
0fa26ed 0f9978f 0fb254d 0fad698 0faf486 
0fab63a 0fa2863 0fbb342 0fb67f1 0fb88ff 
0fa4a54 0f9b3d4 0fb49d0 0faf3ca 0fb10eb 
0fa5908 0f9cd03 0fb5825 0fb0dc5 0fb2ebc 
0fa9e15 0fa0a27 0fb9bfd 0fb4a2b 0fb6a0c 
0fa12b9 0f98216 0fb14c7 0fac316 0fae0b2 
0faa523 0fa1725 0fba79d 0fb5792 0fb7854 
0fa3eec 0f9a8ff 0fb4183 0fae7ec 0fb0572 
0fa4ec6 0f9c35c 0fb5112 0fb02f1 0fb2396 
0fa96ac 0fa0322 0fb96c6 0fb40f9 0fb6142 
0fa0c38 0f97bd5 0fb0cde 0fabaa2 0fad91b 
0faa45d 0fa1748 0fba5d3 0fb55e8 0fb78c7 
0fa577d 0f9c17b 0fb5a62 0faffb9 0fb1fa8 
0fa7c60 0f9f095 0fb80f7 0fb2fef 0fb51ba 
0fad3e2 0fa40aa 0fbd80d 0fb7f9e 0fb9f6f 
0fa53c7 0f9c455 0fb5c0f 0fb03f5 0fb229e 
0faeb07 0fa5e84 0fbf3a1 0fb9e7f 0fbc0a4 
