0fac25f 0fa3030 0fba515 0fb6d68 0fb1a4b 
0fb7255 0fae13e 0fc53d4 0fc2ef6 0fbcc72 
0fb56be 0fac502 0fc37bc 0fc0b66 0fbaea2 
0fb9bc2 0fb0a7f 0fc7d26 0fc5431 0fbf4cd 
0fb40c7 0faaf75 0fc2270 0fbfd1d 0fb99dd 
0fb8441 0faf2b8 0fc655b 0fc3697 0fbdbf5 
0fb6417 0fad388 0fc4617 0fc20f4 0fbbded 
0fb4536 0fab3e0 0fc26a0 0fbf766 0fb9cb1 
0fb8758 0faf642 0fc68c2 0fc3e12 0fbdffe 
0fb2847 0fa9724 0fc09dd 0fbe23a 0fb80f6 
0fb6b04 0fad9a3 0fc4c40 0fc1aca 0fbc261 
0fb4be9 0fabb15 0fc2dcb 0fc06e3 0fba577 
0fb2c31 0fa9ab5 0fc0da6 0fbdd0c 0fb8389 
0fb6f3f 0fade58 0fc50de 0fc23f9 0fbc7df 
0fb1177 0fa80ba 0fbf3b8 0fbc80d 0fb6a4d 
0fb53ff 0fac2f2 0fc3632 0fc01f7 0fbab60 
0fb3443 0faa405 0fc1743 0fbef8b 0fb8daa 
0fb148d 0fa838b 0fbf73a 0fbc78c 0fb6b79 
0fb5a17 0fac9a1 0fc3ca4 0fc11e6 0fbb221 
0fafda0 0fa6d41 0fbe0bd 0fbb864 0fb55c2 
0fb420d 0fab153 0fc24f1 0fbf38a 0fb98cc 
0fb2203 0fa91f7 0fc0558 0fbdd87 0fb7af9 
0fafff4 0fa6ee5 0fbe346 0fbb136 0fb56b1 
0fb3f68 0faaeba 0fc22e4 0fbf3b0 0fb97a6 
0fadea3 0fa4e48 0fbc256 0fb9658 0fb36d0 
0fb1d72 0fa8c68 0fc0186 0fbcd12 0fb7449 
0faf8a2 0fa6817 0fbdd6f 0fbb483 0fb5201 
0fad282 0fa4145 0fbb662 0fb882b 0fb29b4 
0fb11bc 0fa80fb 0fbf536 0fbcf70 0fb6a2e 
0fab267 0fa21c5 0fb95c0 0fb7134 0fb0b41 
0faf1d6 0fa60aa 0fbd3bb 0fba601 0fb4925 
0fad00a 0fa3f86 0fbb19f 0fb8e14 0fb295c 
0faaedc 0fa1dbc 0fb8f67 0fb6312 0fb0590 
0faf205 0fa61c0 0fbd282 0fba9e8 0fb49ce 
0fa94fb 0fa0494 0fb7636 0fb4f69 0faecda 
0fad8ae 0fa479a 0fbb923 0fb8a35 0fb2f21 
0fabb89 0fa2af1 0fb9c85 0fb77ae 0fb1456 
0fa9cf4 0fa0ba1 0fb7da9 0fb4f8c 0faf39b 
0fae15d 0fa5054 0fbc272 0fb9726 0fb3962 
0fa853b 0f9f42c 0fb66ba 0fb3deb 0fadd55 
0fac657 0fa34d9 0fba761 0fb7628 0fb1d28 
0faa8fb 0fa1849 0fb8ace 0fb63d3 0fb0220 
0fa879d 0f9f64a 0fb6930 0fb38fe 0fade8b 
0facfc3 0fa3ecb 0fbb168 0fb84ed 0fb27b5 
0fa791c 0f9e824 0fb5b08 0fb3149 0fad12f 
0fac04d 0fa2eca 0fba16f 0fb6f8a 0fb16c6 
0faa84f 0fa1765 0fb89d8 0fb6283 0fb00e5 
0fa8b03 0f9f956 0fb6bee 0fb3b98 0fae173 
0fad1af 0fa4052 0fbb27d 0fb8621 0fb2946 
0fa76bf 0f9e563 0fb57e5 0fb2e33 0face7e 
0fabb87 0fa29b5 0fb9bec 0fb69c0 0fb11ca 
0faa138 0fa1013 0fb8225 0fb5a74 0faf9d6 
0fa83f1 0f9f222 0fb6474 0fb3367 0fadaac 
0facd08 0fa3baa 0fbadaa 0fb8056 0fb2518 
0fa7583 0f9e41c 0fb568c 0fb2bd3 0facdbb 
0fabc3e 0fa2a6e 0fb9cb4 0fb6974 0fb12ed 
0faa543 0fa1422 0fb8657 0fb5db9 0fafe21 
0fa889c 0f9f6ec 0fb6962 0fb373d 0fadf70 
0fad32c 0fa41cc 0fbb401 0fb8569 0fb2b5e 
0fa7d1d 0f9ebf8 0fb5e50 0fb32ea 0fad5b5 
0fac567 0fa33eb 0fba609 0fb720d 0fb1c9e 
0faafd6 0fa1f3d 0fb9147 0fb6883 0fb0960 
0fa945d 0fa0333 0fb7593 0fb4368 0faebe1 
0fae2e7 0fa5246 0fbc45f 0fb9596 0fb3b9d 
0fa8fe7 0f9ff74 0fb7236 0fb4612 0fae8ad 
0fad935 0fa4878 0fbbb3f 0fb8623 0fb308b 
0fac73a 0fa372e 0fba9d1 0fb7f2a 0fb2093 
0faad4c 0fa1c95 0fb8f8f 0fb5bde 0fb044d 
0fafcd7 0fa6c79 0fbdec0 0fbaf03 0fb54c9 
0faa9ad 0fa1957 0fb8bf2 0fb5f5a 0fb0196 
0faf460 0fa6388 0fbd6ba 0fba105 0fb4aa9 
0fae1ea 0fa51c5 0fbc4f3 0fb995b 0fb3a58 
0fac549 0fa346c 0fba7c0 0fb72d9 0fb1b6d 
0fb13ac 0fa8329 0fbf66e 0fbc36a 0fb6b09 
0fabc0d 0fa2b95 0fb9fb7 0fb7121 0fb13df 
0fb0149 0fa702e 0fbe480 0fbad53 0fb57c7 
0faebb3 0fa5b56 0fbcfb2 0fba350 0fb44a1 
0facbda 0fa3ab2 0fbaf0d 0fb7b82 0fb2252 
0fb1561 0fa8489 0fbf8dc 0fbca20 0fb6cb7 
0fabacb 0fa29e2 0fb9ef6 0fb7525 0fb1235 
0fafe0d 0fa6c93 0fbe17c 0fbafb5 0fb53f1 
0fae8dc 0fa581d 0fbccd7 0fba747 0fb40eb 
0fac7e6 0fa3692 0fbabe8 0fb7d8f 0fb1dfe 
0fb14ae 0fa83a5 0fbf897 0fbcd68 0fb6bba 
0fabeaf 0fa2dd7 0fba2c7 0fb7b21 0fb1615 
0fb0477 0fa72e4 0fbe7a0 0fbb800 0fb59f4 
0faf20a 0fa610a 0fbd576 0fbb17d 0fb49a3 
0fad1b4 0fa4019 0fbb411 0fb8640 0fb27c3 
0fb202f 0fa8ecc 0fc01e2 0fbd55f 0fb775d 
0fac9e5 0fa3881 0fbaba7 0fb8071 0fb214e 
0fb0ef7 0fa7d48 0fbf04d 0fbba17 0fb64c4 
0fafe01 0fa6d29 0fbe064 0fbb43a 0fb55fd 
0fada63 0fa493d 0fbbd10 0fb88a8 0fb3085 
0fb273f 0fa96a5 0fc0a53 0fbd9fe 0fb7ec6 
0facd31 0fa3caf 0fbb0d5 0fb86bc 0fb256c 
0fb0ca7 0fa7bc7 0fbefb1 0fbbf94 0fb6332 
0faf958 0fa692b 0fbdce8 0fbb7c2 0fb51bd 
0fad35e 0fa426c 0fbb6b1 0fb8763 0fb2935 
0fb1f1b 0fa8e22 0fc0241 0fbd69e 0fb75e3 
0fac57b 0fa34ac 0fba8a8 0fb80bb 0fb1ce8 
0fb05df 0fa7494 0fbe80e 0fbb728 0fb5baa 
0faf3b5 0fa63c4 0fbd691 0fbb070 0fb4c5c 
0facdfe 0fa3d94 0fbb046 0fb8056 0fb2516 
0fb1bd6 0fa8b41 0fbfe27 0fbd056 0fb740e 
0fac3eb 0fa3362 0fba65c 0fb7d06 0fb1ca3 
0fb0443 0fa731a 0fbe623 0fbb2b0 0fb5b94 
0faf44b 0fa63cb 0fbd71c 0fbac33 0fb4dcd 
0fad2b9 0fa4151 0fbb542 0fb82aa 0fb2a55 
0fb243e 0fa92e6 0fc0664 0fbd812 0fb7d00 
0fad336 0fa41dc 0fbb571 0fb8c6c 0fb2c93 
0fb1ab4 0fa88e5 0fbfc36 0fbcb49 0fb72a1 
0fb1062 0fa7f4a 0fbf2a1 0fbccf8 0fb6a81 
0faf321 0fa615d 0fbd54b 0fba7c2 0fb4b59 
0fb487b 0fab709 0fc2b0c 0fbfe6e 0fba211 
0faf912 0fa67c4 0fbdc9e 0fbb3e3 0fb534d 
0fb3edf 0faacf8 0fc22aa 0fbf057 0fb9753 
0fb3594 0faa43c 0fc1a61 0fbf247 0fb8fe2 
0fb1622 0fa8433 0fbfad2 0fbc970 0fb6e18 
0fb6817 0fad67d 0fc4c44 0fc1dc4 0fbc0d9 
0fb16ed 0fa855e 0fbfaaf 0fbd09a 0fb6f5a 
0fb5aa4 0fac8b8 0fc3d56 0fc09ff 0fbb0cf 
0fb4ead 0fabd8f 0fc318a 0fc06c0 0fba70c 
0fb2d55 0fa9bcb 0fc0f35 0fbdabd 0fb8418 
0fb7d45 0faec0e 0fc5d77 0fc2fcd 0fbd4ed 
0fb293a 0fa980d 0fc0960 0fbdedc 0fb8224 
0fb6b0c 0fad95e 0fc4b8e 0fc1643 0fbc255 
0fb5bb9 0facadc 0fc3bbe 0fc1c02 0fbb523 
0fb3848 0faa726 0fc18ca 0fbe87e 0fb8fce 
0fb8823 0faf747 0fc68c9 0fc3af0 0fbe05f 
0fb3247 0faa138 0fc136b 0fbe9b9 0fb8aaa 
0fb7208 0fae05f 0fc530c 0fc20be 0fbc944 
0fb6306 0fad1fa 0fc44d6 0fc1d8b 0fbbcab 
0fb3a27 0faa878 0fc1bc7 0fbebf3 0fb9145 
0fb85df 0faf4b9 0fc67d6 0fc3b2b 0fbde0c 
0fb2cda 0fa9bef 0fc0f6f 0fbe6fb 0fb858a 
0fb6b8a 0fada5b 0fc4dd5 0fc1b97 0fbc25d 
0fb5b9d 0facb4f 0fc3e92 0fc16c2 0fbb481 
0fb347a 0faa365 0fc1704 0fbe62e 0fb8b62 
0fb8177 0faf0bb 0fc63c9 0fc3506 0fbd95f 
0fb28ba 0fa9816 0fc0b3d 0fbe095 0fb80da 
0fb67c0 0fad6a5 0fc49c4 0fc1408 0fbbdf1 
0fb558f 0fac561 0fc3874 0fc0bdc 0fbadd6 
0fb2d4e 0fa9cb5 0fc102e 0fbd780 0fb8387 
0fb7b03 0faea91 0fc5dbf 0fc272b 0fbd1f6 
0fb210c 0fa90bb 0fc045b 0fbd339 0fb7860 
0fb61ac 0fad0e6 0fc43f8 0fc10a9 0fbb721 
0fb50e3 0fac0fa 0fc341a 0fc0970 0fba886 
0fb2676 0fa95e6 0fc0b3e 0fbd37b 0fb7bc7 
0fb6e5e 0fade3b 0fc5378 0fc21ef 0fbc494 
0fb0c1f 0fa7c15 0fbf2e5 0fbcc87 0fb62f1 
0fb40a2 0faaff2 0fc25c0 0fbfdf3 0fb95e5 
0fb26ca 0fa9771 0fc0b84 0fbf1c4 0fb7f54 
0faf791 0fa676c 0fbdb7d 0fbaf14 0fb4e8e 
0fb3d78 0faadac 0fc20b8 0fbf5bf 0fb9600 
0fadbec 0fa4bee 0fbbfba 0fb9830 0fb3515 
0fb129a 0fa81ce 0fbf527 0fbc617 0fb69ff 
0fafc53 0fa6ced 0fbdec0 0fbbbcd 0fb555e 
0facc7b 0fa3b96 0fbad4e 0fb8294 0fb23e9 
0fb12fb 0fa821a 0fbf1ed 0fbcb7f 0fb6ad9 
0fab278 0fa21d8 0fb9309 0fb6e93 0fb0ad5 
0faee73 0fa5d89 0fbce95 0fb9f2d 0fb45a9 
0fadaa7 0fa4a99 0fbbbc7 0fb974a 0fb345c 
0faac16 0fa1baf 0fb8da7 0fb5fb9 0fb041e 
0faf2ad 0fa62d0 0fbd45e 0fba945 0fb4bc9 
0fa91a8 0fa01ff 0fb73cc 0fb4ca3 0faeb72 
0fac576 0fa34e8 0fba71b 0fb75ca 0fb1d98 
0faad75 0fa1d33 0fb9031 0fb691c 0fb0797 
0fa7cf3 0f9eba4 0fb5f94 0fb3015 0fad4cf 
0fac51f 0fa3407 0fba795 0fb7a98 0fb1d98 
0fa69a1 0f9d887 0fb4bec 0fb23e2 0fac209 
0faa8b8 0fa173a 0fb8a48 0fb5856 0faff30 
0fa9cf3 0fa0c0d 0fb7ebe 0fb57ac 0faf57f 
0fa6cef 0f9db5e 0fb4e47 0fb1f50 0fac356 
0fac449 0fa32e4 0fba56a 0fb76e4 0fb1b02 
0fa73aa 0f9e28a 0fb5503 0fb2c28 0facb43 
0faa742 0fa15dd 0fb87db 0fb548d 0fafd09 
0faac1e 0fa1b53 0fb8d4e 0fb645c 0fb043c 
0fa78e1 0f9e783 0fb59d4 0fb29cb 0facf67 
0fad075 0fa3f44 0fbb16b 0fb819f 0fb27b4 
0fa81b3 0f9f0b4 0fb62fb 0fb3925 0fad9d0 
0fab88d 0fa26ea 0fb990b 0fb64a1 0fb0e9b 
0fac05a 0fa2f48 0fba12b 0fb7764 0fb187c 
0fa8fbf 0f9fdf0 0fb703d 0fb3f42 0fae641 
0fae936 0fa57b4 0fbc97e 0fb98d0 0fb4022 
0fa9a76 0fa0933 0fb7b09 0fb515f 0faf27d 
0fad05b 0fa3e72 0fbb053 0fb7b5d 0fb26b1 
0fad83a 0fa471c 0fbb8e6 0fb8edf 0fb30d8 
0faa7f6 0fa1650 0fb88a2 0fb57d0 0fafeb7 
0fb054f 0fa73da 0fbe5db 0fbb606 0fb5c95 
0fab4c2 0fa2378 0fb95d5 0fb6bc3 0fb0ce3 
0faf8e5 0fa66f7 0fbd995 0fba460 0fb4f41 
0faf6ae 0fa65b0 0fbd811 0fbae5a 0fb4f8e 
0fad326 0fa41ac 0fbb43d 0fb81fe 0fb2a30 
0fb2dbf 0fa9cb8 0fc0ec4 0fbde95 0fb85c8 
0fade09 0fa4d41 0fbbf9d 0fb943d 0fb36a4 
0fb24a6 0fa935e 0fc05c1 0fbcfc8 0fb7b66 
0fb233f 0fa929d 0fc04b9 0fbda59 0fb7c1e 
0fafee4 0fa6d87 0fbe025 0fbad11 0fb55c7 
0fb57ed 0fac6e8 0fc392e 0fc080c 0fbafa1 
0fb05e7 0fa752a 0fbe804 0fbbbf8 0fb5e5a 
0fb4808 0fab6bc 0fc29e4 0fbf309 0fb9ea9 
0fb4347 0fab2ae 0fc25cf 0fbf9bc 0fb9c41 
0fb1bc4 0fa8a9e 0fbfdff 0fbcb01 0fb72a4 
0fb71e0 0fae129 0fc53ed 0fc239f 0fbc9ab 
0fb1d7e 0fa8d1f 0fbffce 0fbd50b 0fb75d9 
0fb5c5e 0facbb8 0fc3eab 0fc089c 0fbb328 
0fb5560 0fac59d 0fc3954 0fc0d08 0fbaec7 
0fb289f 0fa9868 0fc0c78 0fbd72e 0fb801f 
0fb7b2f 0faeb68 0fc5f55 0fc2bc0 0fbd37a 
0fb2407 0fa9454 0fc0895 0fbdb69 0fb7c61 
0fb60e1 0fad043 0fc4468 0fc0e46 0fbb6e7 
0fb5a6d 0faca56 0fc3e00 0fc1403 0fbb258 
0fb2d6e 0fa9ca8 0fc1015 0fbde63 0fb8341 
0fb7fcc 0faefa6 0fc6266 0fc31c1 0fbd69e 
0fb261d 0fa967f 0fc0905 0fbde84 0fb7d9c 
0fb5f5e 0facfba 0fc41b9 0fc0db8 0fbb53a 
0fb575b 0fac81f 0fc3b6e 0fc11bb 0fbafb1 
0fb28d1 0fa98e8 0fc0daf 0fbda1c 0fb7f19 
0fb7bfb 0faec29 0fc60bb 0fc2e7d 0fbd2fc 
0fb237c 0fa93b7 0fc0828 0fbddf4 0fb7af6 
0fb5da0 0facd32 0fc40f7 0fc0d14 0fbb387 
0fb56e6 0fac6fe 0fc3a22 0fc11d9 0fbaf26 
0fb2347 0fa92b9 0fc061a 0fbd652 0fb7974 
0fb72b1 0fae23f 0fc555a 0fc26d1 0fbc9c4 
0fb1427 0fa83e4 0fbf71e 0fbcf04 0fb6c42 
0fb47fa 0fab71d 0fc2a26 0fbf867 0fb9e3e 
0fb3eb8 0faae5a 0fc2152 0fbfaf3 0fb971d 
0fb08c6 0fa77af 0fbea8b 0fbbab5 0fb5f58 
0fb591f 0fac84a 0fc3961 0fc0a90 0fbb08e 
0fafcd9 0fa6c4c 0fbde05 0fbb34a 0fb54e0 
0fb3159 0faa02b 0fc120e 0fbdd7b 0fb87a1 
0fb2812 0fa97d5 0fc093f 0fbe017 0fb80f0 
0faf538 0fa644e 0fbd61b 0fba63c 0fb4c69 
0fb4b4c 0faba92 0fc2c26 0fbfdf8 0fba354 
0fafad6 0fa6a21 0fbdc37 0fbb3af 0fb5381 
0fb39e5 0faa89c 0fc1b15 0fbe863 0fb90a7 
0fb3d78 0faad29 0fc1f65 0fbf7e3 0fb96ce 
0fb155a 0fa8480 0fbf72a 0fbc98f 0fb6d04 
0fb73d6 0fae348 0fc558f 0fc2aa2 0fbcc2f 
0fb287b 0fa97f4 0fc0ab3 0fbe6a1 0fb8184 
0fb69bc 0fad8ab 0fc4b4a 0fc1e54 0fbc199 
0fb6d75 0fadd09 0fc4fa4 0fc2da4 0fbc7ed 
0fb44da 0fab3b7 0fc265f 0fbfe1e 0fb9e7e 
0fba148 0fb107c 0fc82ff 0fc5b56 0fbfbac 
0fb5400 0fac370 0fc361e 0fc1153 0fbae87 
0fb91a8 0fb004c 0fc730e 0fc43a5 0fbe9c4 
0fb9229 0fb019e 0fc73f7 0fc4c16 0fbebe8 
0fb6275 0fad127 0fc438c 0fc12bc 0fbb970 
0fbb6cb 0fb25a4 0fc9706 0fc66a2 0fc0e28 
0fb61e1 0fad0e5 0fc4200 0fc1700 0fbba08 
0fb97a6 0fb0616 0fc771f 0fc3fe5 0fbee68 
0fb921f 0fb015f 0fc7233 0fc44b0 0fbebe4 
0fb5dac 0facc46 0fc3dd1 0fc0a52 0fbb5c3 
0fbae39 0fb1d34 0fc8eb6 0fc5d75 0fc0726 
0fb5551 0fac4a3 0fc36d3 0fc0b6b 0fbaf30 
0fb88ad 0faf79b 0fc6a10 0fc3364 0fbe0be 
0fb81d2 0faf126 0fc63fc 0fc3825 0fbdbe8 
0fb4acc 0fab98e 0fc2d38 0fbf9df 0fba2cf 
0fb9b57 0fb0a66 0fc7e01 0fc4bc1 0fbf3c3 
0fb41b1 0fab0c4 0fc24d4 0fbfb44 0fb9a6e 
0fb756d 0fae413 0fc57c9 0fc2591 0fbcc61 
0fb707c 0fae06b 0fc539e 0fc2912 0fbc987 
0fb3b7d 0faaab5 0fc1e2d 0fbe7ab 0fb920e 
0fb8dbc 0fafc95 0fc6f59 0fc42e2 0fbe522 
0fb3516 0faa45e 0fc1751 0fbf131 0fb8d94 
0fb6a78 0fad8c4 0fc4ba1 0fc1a2e 0fbc0bf 
0fb667a 0fad50f 0fc47c9 0fc1f62 0fbbe56 
0fb2fc1 0fa9eb6 0fc1211 0fbdebe 0fb8663 
0fb80d0 0faf036 0fc633a 0fc2fea 0fbd7d9 
0fb2518 0fa94cd 0fc076c 0fbdb6f 0fb7ca7 
0fb56e3 0fac604 0fc38f8 0fc0389 0fbac4f 
0fb4e75 0fabe56 0fc3105 0fc0762 0fba608 
0fb179f 0fa86ac 0fbf9d1 0fbc800 0fb6d45 
0fb68fe 0fad838 0fc4b26 0fc1b13 0fbbf63 
0fb0da8 0fa7d34 0fbf045 0fbc5d1 0fb64c1 
0fb3ad5 0faa9d3 0fc1e58 0fbe69c 0fb8ff2 
0fb2ad1 0fa9a5d 0fc0f78 0fbe6ad 0fb826c 
0faebc0 0fa5aeb 0fbcfdb 0fba470 0fb41a2 
0fb35d7 0faa51b 0fc18ce 0fbf1f8 0fb8c65 
0fad641 0fa45a1 0fbb901 0fb9b60 0fb2dab 
0fb0563 0fa740e 0fbe71b 0fbc318 0fb5b32 
0fafbfe 0fa6b91 0fbde1b 0fbc50c 0fb5449 
0fac1c6 0fa3101 0fba365 0fb7df5 0fb17f8 
0fb112c 0fa806f 0fbf23d 0fbcade 0fb6846 
0fab5a3 0fa2516 0fb966a 0fb7306 0fb0da6 
0fae5f1 0fa54f5 0fbc4fb 0fb97a3 0fb3bd1 
0fadc4d 0fa4c1b 0fbbc63 0fb9851 0fb346a 
0faa325 0fa1252 0fb83ad 0fb5621 0faf956 
0faf46d 0fa63bf 0fbd508 0fba6db 0fb4b3b 
0fa9c6c 0fa0bec 0fb7d69 0fb5551 0faf41f 
0fad097 0fa3f67 0fbb0da 0fb7f93 0fb2649 
0facc20 0fa3bbd 0fbacdb 0fb8641 0fb2464 
0fa9934 0fa082f 0fb79a5 0fb4b9e 0faefb0 
0faed71 0fa5c82 0fbce38 0fba097 0fb44a5 
0fa98fd 0fa0826 0fb7a35 0fb526e 0faf0e5 
0fad28e 0fa410b 0fbb333 0fb80ed 0fb289e 
0fad28d 0fa41b9 0fbb3ca 0fb8c54 0fb2acf 
0faa2df 0fa1180 0fb83ed 0fb546b 0faf960 
0faf875 0fa674c 0fbd94e 0fbaad8 0fb4fc7 
0faa6d1 0fa15e3 0fb881a 0fb5ec4 0fafeca 
0fae177 0fa4ff0 0fbc231 0fb8e10 0fb3761 
0fae399 0fa52d2 0fbc4d1 0fb9b5a 0fb3bb8 
0fab5e9 0fa247c 0fb96b3 0fb65b4 0fb0c49 
0fb0b76 0fa7a33 0fbec0c 0fbbc1e 0fb62a6 
0fab7ed 0fa26d9 0fb98e3 0fb6ef7 0fb0fde 
0faef71 0fa5dbb 0fbcfb8 0fb9b8e 0fb455a 
0faedf2 0fa5cd9 0fbceb9 0fba58d 0fb460b 
0fabcb6 0fa2ae2 0fb9d22 0fb6c48 0fb12f9 
0fb133b 0fa81be 0fbf388 0fbc3a1 0fb6a34 
0fabffd 0fa2edb 0fba0c1 0fb76be 0fb17eb 
0faf81d 0fa6666 0fbd84a 0fba3d3 0fb4e55 
0faf9d4 0fa68d1 0fbdaa2 0fbb0e7 0fb524f 
0faca87 0fa38e6 0fbab4a 0fb7a1f 0fb2137 
0fb2322 0fa91ce 0fc03ca 0fbd39b 0fb7a9e 
0fad43f 0fa4327 0fbb532 0fb8aec 0fb2cac 
0fb0dc7 0fa7c26 0fbee71 0fbb992 0fb645f 
0fb1039 0fa7f44 0fbf187 0fbc779 0fb6923 
0fae118 0fa4faf 0fbc24f 0fb9112 0fb384d 
0fb39de 0faa8ba 0fc1b19 0fbe9f6 0fb91d1 
0fae93e 0fa5868 0fbcabf 0fb9fa3 0fb41f8 
0fb21bf 0fa9058 0fc0324 0fbcd7a 0fb786b 
0fb2347 0fa92a9 0fc055b 0fbd9d2 0fb7c0b 
0faf1a4 0fa6072 0fbd3aa 0fba0df 0fb4889 
0fb4927 0fab83c 0fc2b41 0fbf8b1 0fba07f 
0faf6b0 0fa6626 0fbd8dc 0fbacc2 0fb4ee4 
0fb2aa7 0fa99a0 0fc0ba8 0fbd649 0fb8107 
0fb29bb 0fa9988 0fc0ae9 0fbdfc2 0fb8263 
0faf3f8 0fa634d 0fbd543 0fba25e 0fb4ae4 
0fb472c 0fab657 0fc290f 0fbf5ae 0fb9ee9 
0faf1b7 0fa614c 0fbd4cc 0fba70d 0fb4a30 
0fb2284 0fa9199 0fc05dc 0fbcd06 0fb7928 
0fb2124 0fa90e6 0fc050a 0fbd835 0fb79d2 
0fae968 0fa5870 0fbccba 0fb993f 0fb4006 
0fb3bc9 0faaab7 0fc1f20 0fbecd3 0fb92a5 
0fae549 0fa544e 0fbca02 0fb9ccb 0fb3cc0 
0fb1529 0fa8385 0fbf91b 0fbc413 0fb6a65 
0fb140e 0fa8312 0fbf7eb 0fbcf0b 0fb6b48 
0fad9ed 0fa48b0 0fbbcc4 0fb9412 0fb2f45 
0fb2c72 0fa9b88 0fc0eef 0fbe547 0fb828c 
0fad6d7 0fa4685 0fbba20 0fb961e 0fb2dae 
0fb1200 0fa8162 0fbf380 0fbbe9b 0fb6802 
0fad05b 0fa403a 0fbb28a 0fb8721 0fb27e0 
0fae7c2 0fa56f3 0fbc9df 0fb92ed 0fb3d33 
0fb0a7f 0fa7a40 0fbed39 0fbbe36 0fb61ff 
0fac109 0fa3084 0fba423 0fb72d7 0fb16e5 
0fb1c62 0fa8bbc 0fbfeea 0fbcb1d 0fb71e5 
0fada09 0fa498b 0fbbceb 0fb9203 0fb30c6 
0faee87 0fa5d65 0fbd1eb 0fb9af3 0fb42f8 
0fb10b8 0fa8015 0fbf5c1 0fbcc04 0fb6657 
0fac7a5 0fa36c1 0fbabd6 0fb8164 0fb1bcb 
0fb22d4 0fa9254 0fc05fc 0fbdc0f 0fb76b0 
0fae2e2 0fa5302 0fbc64b 0fba803 0fb3821 
0faf697 0fa65d0 0fbd9d8 0fbaeba 0fb49ee 
0fb18af 0fa8855 0fbfb75 0fbd8a7 0fb6e4b 
0fac9e9 0fa39fc 0fbaab2 0fb81f8 0fb2035 
0fb206d 0fa8fe3 0fc0084 0fbce41 0fb7646 
0fadd07 0fa4cbf 0fbbd68 0fb928f 0fb33f8 
0faedee 0fa5d25 0fbce20 0fb964a 0fb4301 
0fb116f 0fa8151 0fbf1cd 0fbc38f 0fb685f 
0fac3d0 0fa3357 0fba482 0fb75a2 0fb1a02 
0fb1d72 0fa8ce9 0fbfe61 0fbce89 0fb735a 
0fadd2e 0fa4d2e 0fbbeeb 0fb979b 0fb34bb 
0faf0ee 0fa607b 0fbd249 0fb9f86 0fb4622 
0fb1618 0fa8691 0fbf7cc 0fbcdf2 0fb6d8e 
0facaea 0fa3ae8 0fbac84 0fb8069 0fb2192 
0fb26c6 0fa9664 0fc0794 0fbd898 0fb7ca6 
0fae996 0fa5979 0fbcad0 0fba637 0fb40e1 
0fafef0 0fa6dd5 0fbdf19 0fbaf7a 0fb53b1 
0fb24ff 0fa94c3 0fc0594 0fbde63 0fb7c0e 
0fad909 0fa488e 0fbb997 0fb9059 0fb2f6f 
0fb3268 0faa1bc 0fc1298 0fbe673 0fb88a7 
0faf33b 0fa6314 0fbd429 0fbb1d3 0fb4b5e 
0fb0536 0fa7476 0fbe5c5 0fbb7d9 0fb5b49 
0fb2bdb 0fa9bc3 0fc0cab 0fbe604 0fb83fb 
0fae13e 0fa50b8 0fbc1d2 0fb97ff 0fb3855 
0fb3a92 0faa9df 0fc1acc 0fbecaa 0fb9113 
0fafc58 0fa6c09 0fbdd52 0fbb820 0fb5466 
0fb0f37 0fa7e51 0fbefdf 0fbbef1 0fb6545 
0fb36ba 0faa67c 0fc17f7 0fbef86 0fb8ecc 
0faecc1 0fa5c23 0fbce0c 0fba2c4 0fb43e5 
0fb46cb 0fab5ce 0fc279a 0fbf7c4 0fb9d86 
0fb09e8 0fa797f 0fbeb53 0fbc49b 0fb6255 
0fb1b8c 0fa8a72 0fbfc5c 0fbca9e 0fb71c3 
0fb4276 0fab201 0fc23b4 0fbfa4c 0fb9aad 
0faf626 0fa6545 0fbd759 0fbabf7 0fb4d34 
0fb4cd7 0fabc01 0fc2dd9 0fbfe20 0fba369 
0fb0cd0 0fa7c83 0fbee76 0fbc794 0fb64ee 
0fb1bb8 0fa8ab7 0fbfcca 0fbca27 0fb7185 
0fb407c 0fab01e 0fc21d9 0fbf7ed 0fb9819 
0faf13a 0fa608e 0fbd2b5 0fba5a9 0fb481b 
0fb474a 0fab68a 0fc2859 0fbf688 0fb9de0 
0fb061e 0fa75e3 0fbe76b 0fbbf11 0fb5e75 
0fb12f5 0fa81f1 0fbf372 0fbc01e 0fb68f4 
0fb35f9 0faa58f 0fc16cb 0fbecc2 0fb8e0c 
0fae583 0fa54c3 0fbc66e 0fb9a79 0fb3cab 
0fb3a56 0faa979 0fc1add 0fbeab6 0fb90fc 
0faf883 0fa6846 0fbd9da 0fbb2f0 0fb5086 
0fb0536 0fa744a 0fbe5fa 0fbb35f 0fb5acc 
0fb27a5 0fa973e 0fc087c 0fbdf51 0fb7f25 
0fad5c5 0fa44de 0fbb674 0fb8af3 0fb2c81 
0fb29ce 0fa98c6 0fc09fe 0fbda43 0fb8026 
0fae63d 0fa55f2 0fbc72f 0fba077 0fb3e74 
0faf17f 0fa6088 0fbd1ca 0fba014 0fb4734 
0fb13f0 0fa83b4 0fbf48c 0fbcb69 0fb6b7c 
0fac047 0fa2fbf 0fba0fc 0fb7438 0fb16c7 
0fb1403 0fa835d 0fbf49e 0fbc269 0fb6a02 
0face89 0fa3e76 0fbafeb 0fb86c8 0fb2628 
