0f8a905 0f7f728 0f8d0fe 0f90a46 0f87467 
0fcab52 0fbfaa6 0fcd168 0fcff33 0fc6f67 
0fc6585 0fbb31e 0fc89ec 0fcd507 0fc2c79 
0fc5898 0fba7e1 0fc7dc6 0fcad39 0fc199b 
0fcbda4 0fc0f85 0fce345 0fd2c5f 0fc7c01 
0fc2e47 0fb8465 0fc54d8 0fca7a8 0fbe709 
0fcb4d6 0fc0784 0fcdc84 0fd12f5 0fc7908 
0fc6e73 0fbbfb6 0fc969a 0fcde88 0fc38d9 
0fc6082 0fbb14f 0fc88b4 0fca3d4 0fc2d62 
0fcc37a 0fc155c 0fceb41 0fd108d 0fc9309 
0fc3025 0fb81dc 0fc57ad 0fc8648 0fbfc57 
0fcb5e7 0fc07aa 0fcde07 0fcef42 0fc7ee1 
0fc6a11 0fbb9bb 0fc9170 0fccb5d 0fc363a 
0fc5781 0fba664 0fc8098 0fc9fd2 0fc1faf 
0fcb708 0fc051f 0fcdfe6 0fd1bfe 0fc81ec 
0fc21c3 0fb6fca 0fc4a65 0fc9276 0fbed83 
0fca5e6 0fbf3aa 0fccdaa 0fcf5b5 0fc6ec7 
0fc5e18 0fbaa44 0fc84a8 0fcc283 0fc2ae6 
0fc4b94 0fb9889 0fc72d3 0fc8794 0fc15cd 
0fca442 0fbefb8 0fccab4 0fd017a 0fc712d 
0fc0887 0fb53f5 0fc2efc 0fc81ae 0fbd5f3 
0fc85d0 0fbd325 0fcacef 0fce0eb 0fc5008 
0fc3a15 0fb85f3 0fc611e 0fcbac1 0fc07fc 
0fc24a6 0fb6f07 0fc4f42 0fc83f9 0fbeeab 
0fc8648 0fbd330 0fcaf16 0fcf6b0 0fc5363 
0fbf607 0fb4584 0fc1e00 0fc7402 0fbc065 
0fc7989 0fbc8f1 0fca15f 0fce099 0fc4414 
0fc372f 0fb84d3 0fc5f26 0fcb883 0fc04d8 
0fc2448 0fb74e7 0fc4e16 0fc864e 0fbeef5 
0fc8b21 0fbdbe2 0fcb439 0fcf997 0fc57f9 
0fc023f 0fb52dc 0fc2b07 0fc775b 0fbcf0e 
0fc8804 0fbda55 0fcb119 0fce44d 0fc5288 
0fc4737 0fb9617 0fc6e51 0fcc009 0fc1473 
0fc351a 0fb847a 0fc5ca8 0fc8ed0 0fbfe5a 
0fc9ad3 0fbe9ed 0fcc1a4 0fcff96 0fc66b9 
0fc0cb5 0fb5ae8 0fc334c 0fc787f 0fbd813 
0fc8f6b 0fbdea4 0fcb688 0fce1e7 0fc5852 
0fc4ce1 0fb9ab8 0fc730c 0fcbe33 0fc198c 
0fc37ab 0fb862c 0fc5e7b 0fc8e5a 0fc0011 
0fc9d79 0fbebd3 0fcc3c3 0fd013c 0fc685d 
0fc0e0b 0fb5bb9 0fc3419 0fc784f 0fbd8c5 
0fc9096 0fbdf91 0fcb6f5 0fce169 0fc58fd 
0fc5229 0fb9fb4 0fc7779 0fcc212 0fc1e2d 
0fc3d27 0fb8b96 0fc6303 0fc921f 0fc055a 
0fca67c 0fbf4cf 0fccb9c 0fd07cb 0fc7167 
0fc189f 0fb6605 0fc3ddb 0fc823a 0fbe363 
0fc9963 0fbe832 0fcbf99 0fce844 0fc621b 
0fc5a1a 0fba7a7 0fc7f85 0fcc8bd 0fc2689 
0fc418d 0fb8f67 0fc67ad 0fc93d1 0fc09fe 
0fca971 0fbf725 0fcceeb 0fd0590 0fc7430 
0fc19b1 0fb6668 0fc3f36 0fc7c9e 0fbe47e 
0fc98d0 0fbe6a8 0fcbed2 0fce0c6 0fc6167 
0fc5b80 0fba83e 0fc806a 0fcc1f3 0fc2841 
0fc42c3 0fb9098 0fc68d7 0fc8a5d 0fc0b90 
0fcae8b 0fbfc84 0fcd455 0fcf7c0 0fc7a41 
0fc1dbe 0fb6b1f 0fc43c7 0fc7fc1 0fbe9d4 
0fc9f8f 0fbedf7 0fcc62c 0fcefe1 0fc68df 
0fc65d9 0fbb28a 0fc8b0f 0fcd81f 0fc3246 
0fc4bc4 0fb9960 0fc71b2 0fca34a 0fc141a 
0fcb806 0fc05da 0fcdd3d 0fd23ef 0fc8365 
0fc28fa 0fb7624 0fc4dcb 0fca3e3 0fbf50d 
0fca938 0fbf7a2 0fcce5c 0fd14f4 0fc737c 
0fc6dcf 0fbbac0 0fc9305 0fd0455 0fc3b29 
0fc4f3b 0fb9c48 0fc7622 0fcd485 0fc17e1 
0fcbb00 0fc0884 0fce12f 0fd548b 0fc8529 
0fc2605 0fb73d6 0fc4b99 0fccb1d 0fbef8e 
0fc9ef8 0fbee56 0fcc4bf 0fd2806 0fc6632 
0fc5d63 0fbaa09 0fc815d 0fcff99 0fc283f 
0fc32c2 0fb80a6 0fc5738 0fcb14f 0fbf968 
0fc9512 0fbe35a 0fcb945 0fd10c8 0fc5cf6 
0fbf4d4 0fb40d2 0fc1964 0fc779a 0fbbebf 
0fc6407 0fbb0de 0fc8915 0fcca67 0fc2a30 
0fc1e04 0fb6814 0fc417b 0fc8b0e 0fbe819 
0fbe874 0fb30e4 0fc0c03 0fc4cd3 0fbaead 
0fc4760 0fb8fec 0fc6978 0fccac5 0fc0ade 
0fba2c8 0faed2e 0fbc319 0fc3668 0fb665e 
0fc1249 0fb5b0a 0fc33f6 0fc855f 0fbd43b 
0fbccf5 0fb1717 0fbefd1 0fc5e67 0fb93b8 
0fb9c69 0faeb0d 0fbc259 0fc0e59 0fb6373 
0fc0365 0fb51ff 0fc2a16 0fc887f 0fbcf19 
0fb604b 0faafc7 0fb887d 0fbf45b 0fb2fe7 
0fbcdc5 0fb1eb0 0fbf7d2 0fc440c 0fb9f82 
0fb8c3c 0fadc0d 0fbb569 0fc1d1b 0fb6571 
0fb5cc4 0faad92 0fb870e 0fbc3a4 0fb3222 
0fbc76c 0fb187a 0fbf0ff 0fc36ef 0fb9dde 
0fb285d 0fa78b8 0fb50cc 0fba35f 0fafd11 
0fb9833 0fae97c 0fbc1e3 0fbf29f 0fb69c6 
0fb5a8c 0faaae9 0fb82ff 0fbcb60 0fb2f99 
0fb28c2 0fa78f5 0fb512e 0fb7b60 0faf924 
0fb9051 0fae04c 0fbb76f 0fbea04 0fb61da 
0faeea2 0fa3da3 0fb14d2 0fb5061 0fabf85 
0fb5843 0faa89c 0fb7ed6 0fb9eab 0fb23b7 
0fb193e 0fa69be 0fb3e60 0fb7d72 0fae46a 
0fae213 0fa3178 0fb07f6 0fb2caf 0faac23 
0fb4d2e 0fa9d61 0fb728a 0fb9e75 0fb17dd 
0faad61 0f9fc74 0fad1b8 0fb1117 0fa798a 
0fb18aa 0fa6966 0fb3d67 0fb6981 0fae1a2 
0fadeb2 0fa2d61 0fb028b 0fb538c 0faac90 
0faa4b0 0f9f491 0fac8f9 0fafbba 0fa707e 
0fb08e9 0fa5889 0fb2c6e 0fb6526 0fad704 
0fa6ad9 0f9b81f 0fa8e17 0fad62d 0fa3aca 
0fade82 0fa2b05 0fb0240 0fb2970 0faa990 
0fab301 0f9fed5 0fad6ff 0fb19da 0fa7ed5 
0fa896e 0f9d68e 0faae27 0fad895 0fa51d0 
0fb04bc 0fa52a6 0fb2925 0fb5cc8 0facf2b 
0fa77c3 0f9c510 0fa9bf9 0fadfab 0fa44da 
0faf1bf 0fa4092 0fb16fb 0fb405c 0fabbfa 
0fac9fb 0fa174e 0faeed6 0fb397d 0fa97b8 
0fa9c3b 0f9e8ef 0fac1f1 0faf358 0fa67c0 
0fb1346 0fa5f68 0fb38a0 0fb716d 0fae105 
0fa7f70 0f9ca8a 0faa40f 0faeb34 0fa4d0a 
0faf4a5 0fa40ce 0fb19c9 0fb464f 0fabfc6 
0facc67 0fa1701 0faf0d9 0fb3ede 0fa9c81 
0fa9dc8 0f9e8e7 0fac36a 0fafa22 0fa6aee 
0fb16ce 0fa6358 0fb3c36 0fb7a84 0fae417 
0fa81d0 0f9ce7c 0faa7c4 0faf1e5 0fa504d 
0faf185 0fa3f82 0fb1862 0fb3dfc 0fabd33 
0fac451 0fa11d8 0faeae5 0fb37b7 0fa9428 
0fa8ef7 0f9dd54 0fab603 0faeca4 0fa5b6c 
0fb0404 0fa52d6 0fb2abd 0fb677e 0fad270 
0fa6c16 0f9ba2d 0fa92a9 0fadb1c 0fa3a5b 
0fade39 0fa2d95 0fb0570 0fb2e61 0faa8d0 
0fab1fa 0fa006c 0fad801 0fb20bb 0fa7fbf 
0fa7d61 0f9cd50 0faa3ee 0fad547 0fa46ba 
0faf559 0fa458a 0fb1c39 0fb54e3 0fabff9 
0fa6090 0f9af1b 0fa870e 0facd02 0fa2c6a 
0fad5c4 0fa25bb 0fafd40 0fb2411 0fa9e0f 
0faafe8 0f9fee0 0fad67e 0fb1e0a 0fa7ad5 
0fa7f2d 0f9ce9a 0faa6c6 0fad39c 0fa4706 
0fafd26 0fa4c54 0fb24eb 0fb534c 0fac3ae 
0fa69ab 0f9b7fb 0fa9183 0facdc9 0fa2cfd 
0fadf07 0fa301c 0fb0844 0fb2c1e 0fa9df0 
0fab7d8 0fa0ac8 0fae0c2 0fb238a 0fa7b51 
0fa87eb 0f9ddab 0fab1a4 0fad845 0fa494a 
0fb05fb 0fa57f2 0fb2ee8 0fb592f 0fad058 
0fa73ea 0f9c527 0fa9c5d 0fad519 0fa3bd8 
0faea03 0fa3c49 0fb11d5 0fb26a3 0fab422 
0fac2a3 0fa1081 0fae826 0fb1d9f 0fa937d 
0fa86a1 0f9d7ea 0faaf2c 0fad94e 0fa513e 
0fb00fa 0fa51e5 0fb2874 0fb5c09 0facc23 
0fa6f88 0f9bc70 0fa95fd 0fada5c 0fa39f4 
0fae61b 0fa3204 0fb0e82 0fb291e 0faab90 
0fac1fc 0fa0e9c 0fae967 0fb0b2e 0fa8d09 
0fa9119 0f9df62 0fab91a 0fabd0f 0fa57f9 
0fb120d 0fa60cc 0fb3849 0fb49a1 0fadd94 
0fa8540 0f9d3d6 0faac94 0fadc1d 0fa5039 
0fafe0b 0fa4e14 0fb2688 0fb3766 0fac693 
0fae038 0fa2edb 0fb0855 0fb3e9b 0faadb8 
0fab873 0fa0810 0fae1b7 0fb098d 0fa8254 
0fb40b9 0fa8fa2 0fb6933 0fb98d7 0fb0cf4 
0fac0ac 0fa0f0b 0fae8ea 0fb2676 0fa8dd5 
0fb445d 0fa940b 0fb6cca 0fb93ce 0fb0e05 
0fb3090 0fa7f0f 0fb56d8 0fba15f 0fafd68 
0fb0ac0 0fa58e1 0fb2f2a 0fb6336 0fad111 
0fb8fad 0faddf6 0fbb3ee 0fbeef0 0fb57ed 
0fb055d 0fa5349 0fb2a01 0fb7357 0faceb9 
0fb7ce8 0faccf2 0fba27e 0fbcf5e 0fb439b 
0fb62f2 0fab14c 0fb875b 0fbdd85 0fb2d68 
0fb3892 0fa87de 0fb5e0b 0fba6ff 0faff8c 
0fbbc6c 0fb0bed 0fbe1b8 0fc3cdb 0fb859b 
0fb39b3 0fa878f 0fb5e28 0fbc7b5 0fb02fc 
0fbb4ce 0fb041c 0fbd9d1 0fc1e78 0fb7b47 
0fb9d67 0faebaf 0fbc15c 0fc1923 0fb679b 
0fb6fe3 0fabeb8 0fb946c 0fbce76 0fb3625 
0fbf332 0fb41ed 0fc1716 0fc518c 0fbbb48 
0fb6ab1 0fab878 0fb8e77 0fbd3bd 0fb3326 
0fbdec7 0fb2de4 0fc031e 0fc2837 0fba443 
0fbc200 0fb0fbd 0fbe58e 0fc2860 0fb8b80 
0fb8eac 0fadd05 0fbb2f1 0fbdce3 0fb5482 
0fc0c08 0fb5a8f 0fc2fc2 0fc5e58 0fbd378 
0fb7d9f 0facb12 0fba0d1 0fbdd17 0fb45d0 
0fbed2e 0fb3bb8 0fc10ae 0fc29bd 0fbb252 
0fbd0c8 0fb1e0d 0fbf31c 0fc2166 0fb9a3c 
0fb9b07 0fae8e3 0fbbe38 0fbc9d3 0fb6164 
0fc18c2 0fb66d7 0fc3ba0 0fc5c9b 0fbe153 
0fb8bc1 0fad920 0fbae3e 0fbe621 0fb5507 
0fbfdb3 0fb4c39 0fc20a9 0fc3e97 0fbc419 
0fbe252 0fb2f9e 0fc046d 0fc446e 0fbad4e 
0fbad9f 0fafb0a 0fbd044 0fbf7e3 0fb7457 
0fc2f84 0fb7cf3 0fc518e 0fc80ad 0fbf7b6 
0fba3ca 0faf061 0fbc588 0fc07ce 0fb6cd5 
0fc12ca 0fb6109 0fc353e 0fc5c51 0fbd8f5 
0fbf6b7 0fb4421 0fc18e2 0fc6369 0fbc0bb 
0fbbcce 0fb0b16 0fbdfcd 0fc13e0 0fb8368 
0fc3cbe 0fb8b57 0fc61f5 0fc9e68 0fc07af 
0fbad18 0fafaa9 0fbd256 0fc25d2 0fb796f 
0fc197f 0fb682d 0fc3f5b 0fc7915 0fbe2ca 
0fbfec7 0fb4c26 0fc2387 0fc793b 0fbcc5b 
0fbc4ef 0fb1363 0fbea36 0fc2c74 0fb8f40 
0fc4731 0fb9554 0fc6b97 0fcb47d 0fc125a 
0fbba28 0fb0738 0fbde20 0fc3c02 0fb8589 
0fc28d7 0fb7786 0fc4dc4 0fc97c1 0fbf13a 
0fc1170 0fb5ecb 0fc3511 0fca308 0fbddb2 
0fbd79f 0fb2552 0fbfbb4 0fc506c 0fba008 
0fc59da 0fba77a 0fc7d49 0fccea1 0fc23f8 
0fbc86b 0fb14c1 0fbeb78 0fc4674 0fb933e 
0fc30f4 0fb7e48 0fc5460 0fc9736 0fbf842 
0fc1110 0fb5ca0 0fc3318 0fc9d32 0fbdb6d 
0fbc8db 0fb14ae 0fbeb7c 0fc438f 0fb8ff2 
0fc3f25 0fb8a68 0fc60dd 0fcc3d4 0fc07a9 
0fba0fb 0faea1c 0fbc218 0fc3b12 0fb69e7 
0fbfc05 0fb4635 0fc1e04 0fc781e 0fbc1e1 
0fbd2fb 0fb1b6b 0fbf3f5 0fc70dc 0fb9cc7 
0fb81e1 0facca0 0fba462 0fc0581 0fb470e 
0fbf45a 0fb3fcb 0fc174b 0fc724e 0fbbbcf 
0fb530f 0fa9c0b 0fb76b0 0fbdf74 0fb1cb7 
0fbadeb 0faf891 0fbd258 0fc15b9 0fb6fad 
0fb87f8 0fad13c 0fbab76 0fc0b8e 0fb4daa 
0fb37ec 0fa81a5 0fb5c47 0fba940 0fafcff 
0fbb5f3 0fb00a5 0fbd9e3 0fc26a4 0fb7d40 
0fb1fe1 0fa6a80 0fb42b9 0fba5d6 0fae759 
0fb848b 0fad015 0fba7de 0fbeb7e 0fb4993 
0fb6c3e 0fab6aa 0fb8e86 0fbf126 0fb3710 
0fb2165 0fa6cb8 0fb4548 0fb8f83 0faea6e 
0fb9eff 0faeb2d 0fbc38a 0fc0cf2 0fb6abd 
0fb04c8 0fa51b3 0fb2949 0fb7cd9 0fad198 
0fb6114 0faafca 0fb86e2 0fbb6a1 0fb2a42 
0fb4187 0fa8f0c 0fb6628 0fbb3d0 0fb0fa3 
0faeb19 0fa390e 0fb1035 0fb48f5 0fab416 
0fb635e 0fab180 0fb88ef 0fbc126 0fb2df2 
0fac5c0 0fa139b 0faeb88 0fb3481 0fa925d 
0fb1c41 0fa6b9f 0fb42df 0fb6ceb 0fae64a 
0fb0237 0fa505c 0fb279b 0fb720e 0fad011 
0fab197 0fa005c 0fad73d 0fb0ad1 0fa7c38 
0fb2c6c 0fa7bfc 0fb511e 0fb8510 0faf6d3 
0fa9422 0f9e316 0fab7c2 0faf8ea 0fa5c22 
0faf667 0fa43e9 0fb19c7 0fb3870 0fac1be 
0fae2c3 0fa2e49 0fb050e 0fb4573 0fab765 
0fa9392 0f9e00e 0fab715 0fae316 0fa5fef 
0fb15cb 0fa634d 0fb3941 0fb681f 0fadf7f 
0fa8138 0f9ce34 0faa510 0faeb4a 0fa4d94 
0faddb7 0fa2bc7 0fb0257 0fb2ac4 0faa93a 
0faccf8 0fa1a7e 0faf0db 0fb3ac4 0fa9dae 
0fa7f6b 0f9cd9f 0faa45b 0fada4e 0fa4d5c 
0fb0312 0fa5133 0fb2831 0fb5c45 0fad311 
0fa706c 0f9bcf5 0fa958a 0fadbd7 0fa4293 
0facbba 0fa18fe 0faf161 0fb185b 0fa9a8f 
0fabbf5 0fa078b 0fae05a 0fb2508 0fa8ead 
0fa6c10 0f9b7da 0fa90b7 0fac053 0fa3b06 
0faee68 0fa3a5d 0fb1272 0fb3ff8 0fabd39 
0fa5b03 0f9a61c 0fa7e95 0fabd41 0fa29f5 
0fab509 0fa017a 0fad94a 0fafa05 0fa7f0d 
0faa784 0f9f2ce 0facafd 0fb0bfd 0fa74a8 
0fa58cf 0f9a3ea 0fa7c93 0faad2d 0fa22f1 
0fadf73 0fa29a7 0fb027b 0fb3d24 0faaa75 
0fa4ff1 0f99980 0fa7282 0fac012 0fa1b8a 
0faaeba 0f9f991 0fad16e 0fafb7b 0fa7646 
0faa658 0f9f023 0fac783 0fb103f 0fa7193 
0fa5933 0f9a3a1 0fa7b1b 0faad94 0fa2156 
0fae67f 0fa31a3 0fb08ab 0fb36cf 0fab080 
0fa5791 0f9a43e 0fa7bbb 0fac67f 0fa252d 
0fab8c4 0fa071a 0fadeea 0fb0dbe 0fa8362 
0fab342 0fa01c4 0fada30 0fb265f 0fa822d 
0fa660e 0f9b652 0fa8ee6 0fac47c 0fa32a2 
0faf2e6 0fa439e 0fb1bce 0fb4c97 0fac110 
0fa6839 0f9b7f0 0fa906c 0fad0ca 0fa36e9 
0facc24 0fa1cce 0faf484 0fb1379 0fa9530 
0fac963 0fa18c4 0faf0de 0fb2e0d 0fa955d 
0fa812c 0f9d06b 0faa98d 0fad518 0fa4968 
0fb1186 0fa60cc 0fb394a 0fb6983 0fada75 
0fa863b 0f9d4c0 0faad20 0faf35c 0fa4fbd 
0fae828 0fa37e1 0fb0f74 0fb3c6e 0faae1b 
0fae22a 0fa3022 0fb0790 0fb5d1c 0faaf7d 
0fa97dc 0f9e5e9 0fabed1 0fafb9c 0fa62ab 
0fb29d2 0fa78de 0fb5125 0fb8026 0faf742 
0faa3e1 0f9f48f 0facb5d 0fafd79 0fa725d 
0fb0b48 0fa6396 0fb335f 0fb43d9 0facc85 
0fb0b5a 0fa5c94 0fb315f 0fb6503 0fad8d7 
0fac0af 0fa104e 0fae711 0fb0439 0fa8855 
0fb4e37 0fa9f69 0fb746a 0fb8d52 0fb176c 
0fac157 0fa1025 0fae77b 0fb0cc5 0fa8c9a 
0fb1ced 0fa6cc6 0fb43e2 0fb463d 0fae517 
0fb16e8 0fa6428 0fb3c92 0fb669a 0fae28b 
0fac955 0fa1600 0faf003 0fb0998 0fa91f2 
0fb561d 0faa32c 0fb7d4a 0fb969e 0fb2181 
0facad3 0fa174c 0faf24a 0fb2c25 0fa9807 
0fb285a 0fa763a 0fb5036 0fb7b21 0faf0fe 
0fb28fe 0fa7539 0fb4f82 0fb9130 0faf450 
0fae0f1 0fa2dcf 0fb0864 0fb3144 0faa83e 
0fb70ac 0fabfd0 0fb9815 0fbc68d 0fb3960 
0faee83 0fa3ca5 0fb154a 0fb58a3 0fab9d4 
0fb5649 0faa4be 0fb7e38 0fb9d92 0fb1f61 
0fb5cd3 0faaab7 0fb8428 0fbd28f 0fb2aef 
0fb19a8 0fa66ee 0fb40f0 0fb8b51 0fae3f2 
0fbb090 0fafd44 0fbd6f6 0fc28c6 0fb7b3c 
0fb33cb 0fa8070 0fb5a79 0fbbd1c 0fb00ff 
0fb9d0c 0faeb33 0fbc498 0fc07ab 0fb6705 
0fba7d6 0faf5c4 0fbce91 0fc2c0d 0fb7625 
0fb6735 0fab6b0 0fb8ef4 0fbd249 0fb32a8 
0fbff1c 0fb5024 0fc271e 0fc642b 0fbcbb5 
0fb847c 0fad2a2 0fbab2d 0fbfa67 0fb5143 
0fbecb1 0fb3c18 0fc11bf 0fc3f59 0fbb35f 
0fbf742 0fb4570 0fc19f2 0fc63bc 0fbc0cf 
0fbb09a 0fafe88 0fbd430 0fc0961 0fb7798 
0fc452f 0fb93a1 0fc6b74 0fca203 0fc1057 
0fbc7bd 0fb14ef 0fbed7b 0fc3720 0fb9473 
0fc2c12 0fb7a5d 0fc5296 0fc7bfa 0fbf53a 
0fc371c 0fb841d 0fc5c97 0fca38e 0fc0402 
0fbf10d 0fb3e51 0fc172d 0fc4b28 0fbba8c 
0fc865d 0fbd3d4 0fcac06 0fcddb9 0fc5067 
0fc071a 0fb540d 0fc2a9d 0fc7062 0fbd145 
0fc66dd 0fbb5b9 0fc8adb 0fcaf87 0fc2d6b 
0fc6d6f 0fbbb68 0fc90c1 0fcd331 0fc3877 
0fc22a3 0fb705e 0fc463c 0fc7765 0fbea38 
0fcb4c4 0fc02d2 0fcd9ef 0fd08c1 0fc7ef2 
0fc34c3 0fb81a5 0fc5a40 0fc9dd7 0fc014d 
0fc93fd 0fbe221 0fcba3c 0fcdcc5 0fc5d02 
0fc9c6d 0fbe9a5 0fcc1d8 0fd01aa 0fc6991 
0fc516a 0fb9eca 0fc74ef 0fca197 0fc198f 
0fce467 0fc31f4 0fd075c 0fd3161 0fcacfc 
0fc6347 0fbaf4b 0fc8512 0fcc2d8 0fc2d3f 
0fcbeed 0fc0c32 0fce18f 0fcfe2e 0fc854f 
0fcc38e 0fc0fde 0fce5bd 0fd2170 0fc8e2d 
0fc723f 0fbbedc 0fc946e 0fcc146 0fc39b7 
0fd0002 0fc4d05 0fd222e 0fd4b56 0fcc824 
0fc7841 0fbc4a2 0fc99ea 0fcd684 0fc42a1 
0fcce9c 0fc1cb8 0fcf172 0fd0a21 0fc95c8 
0fcd164 0fc1f09 0fcf3ef 0fd2c58 0fc9d45 
0fc7be8 0fbc98e 0fc9dec 0fcc89b 0fc4453 
0fd0516 0fc5358 0fd2744 0fd53e7 0fcce22 
0fc79a7 0fbc6e4 0fc9b3d 0fce242 0fc43eb 
0fcca9d 0fc18df 0fced0f 0fd1a8a 0fc9109 
0fccb96 0fc18b5 0fced5f 0fd3c18 0fc95f1 
0fc71c6 0fbbf3e 0fc9423 0fccc2a 0fc395a 
0fcf87c 0fc4654 0fd1af1 0fd5b03 0fcc0e0 
0fc687c 0fbb4b6 0fc8a23 0fce8d2 0fc3281 
0fcb306 0fc004d 0fcd508 0fd1b23 0fc788f 
0fcad87 0fbf990 0fcce39 0fd3c63 0fc769d 
0fc47b0 0fb93f9 0fc688b 0fccfde 0fc0d69 
0fcc609 0fc1289 0fce6b4 0fd4fa4 0fc8c9d 
0fc2ebd 0fb795a 0fc4e3d 0fccd89 0fbf675 
0fc73f6 0fbbf47 0fc93aa 0fcef83 0fc377e 
0fc28dc 0fb7518 0fc4a31 0fc9064 0fbf38f 
0fc288a 0fb75d0 0fc4aac 0fc728d 0fbef1a 
0fc7fa8 0fbcc9b 0fca0ff 0fcd99c 0fc490d 
0fbf3fb 0fb407c 0fc1567 0fc50ca 0fbbc71 
0fc7eb6 0fbcc45 0fca061 0fcc62e 0fc4548 
0fc2975 0fb75a8 0fc4a73 0fc9029 0fbf398 
0fc2789 0fb74af 0fc4975 0fc714f 0fbedaf 
0fc7f06 0fbcbd7 0fca049 0fcd945 0fc483d 
0fbf1ed 0fb3e34 0fc1377 0fc4ff1 0fbba8f 
0fc7c7b 0fbc9df 0fc9e68 0fcc560 0fc436e 
0fc2a03 0fb761f 0fc4af4 0fc91b9 0fbf457 
0fc2730 0fb745a 0fc492f 0fc7186 0fbeda4 
0fc81fd 0fbcecb 0fca55b 0fcde15 0fc4d4b 
0fbf61c 0fb426d 0fc1a36 0fc562f 0fbc15b 
0fc81cc 0fbcf30 0fca649 0fcccdb 0fc4b1c 
0fc31a1 0fb7dc2 0fc5545 0fc9bb3 0fbfe84 
0fc304b 0fb7d7c 0fc54ec 0fc7d02 0fbf928 
0fc8b6a 0fbd84e 0fcaf7d 0fce7f3 0fc5741 
0fbff91 0fb4be5 0fc23c6 0fc5fc1 0fbcae4 
0fc8acf 0fbd83f 0fcaf86 0fcd56e 0fc544f 
0fc3936 0fb855b 0fc5d01 0fca32c 0fc0636 
0fc3573 0fb82ae 0fc5a2a 0fc82af 0fbfe57 
0fc9135 0fbde2a 0fcb55c 0fcee07 0fc5cd8 
0fc0471 0fb50fc 0fc28a7 0fc6553 0fbcf7a 
0fc8ff0 0fbddb9 0fcb4a8 0fcdaa2 0fc5913 
0fc3f45 0fb8bd7 0fc6333 0fca84f 0fc0c1e 
0fc39f1 0fb877f 0fc5ed2 0fc85a5 0fc02fa 
0fc96d0 0fbe448 0fcbb0c 0fcf28c 0fc62a0 
0fc0b02 0fb584d 0fc2f6f 0fc6c34 0fbd612 
0fc9915 0fbe7df 0fcbdf8 0fce3c6 0fc61d5 
0fc4d02 0fb9ab3 0fc7108 0fcb68f 0fc18ef 
0fc498e 0fb97d2 0fc6e85 0fc968b 0fc11f0 
0fca983 0fbf6dd 0fccd96 0fd05ea 0fc7526 
0fc1d1c 0fb68f9 0fc411b 0fc80dd 0fbe904 
0fca60c 0fbf253 0fcca52 0fcf2bb 0fc70a8 
0fc56b0 0fba18e 0fc79ff 0fcc0a0 0fc24a7 
0fc4d50 0fb991b 0fc7147 0fc998a 0fc16b2 
0fca95e 0fbf549 0fccc88 0fd0476 0fc74ab 
0fc1962 0fb6591 0fc3c73 0fc7a01 0fbe304 
0fc9f87 0fbed39 0fcc30a 0fcebdd 0fc6695 
0fc4cfd 0fb98ac 0fc6f98 0fcbcb4 0fc18de 
0fc40fe 0fb8d56 0fc6491 0fc9589 0fc08e5 
0fc9ae4 0fbe6c5 0fcbdb3 0fd0016 0fc65a8 
0fc0a01 0fb54dd 0fc2ccd 0fc760e 0fbd4c1 
0fc9040 0fbdbfe 0fcb37d 0fce6c1 0fc5936 
0fc405d 0fb8adc 0fc6289 0fcb709 0fc0cdd 
0fc368a 0fb8184 0fc5951 0fc8d4d 0fbffbd 
0fc948d 0fbe08a 0fcb635 0fcf712 0fc5fcd 
0fc0589 0fb525d 0fc280c 0fc663a 0fbd092 
0fc8d32 0fbdaef 0fcb204 0fce046 0fc583c 
0fc3f57 0fb8bc5 0fc63db 0fcb84e 0fc0dd3 
0fc3773 0fb8532 0fc5d99 0fc9468 0fc0172 
0fc97ac 0fbe63f 0fcbd66 0fd021e 0fc6479 
0fc06ad 0fb54de 0fc2cec 0fc7391 0fbd3ac 
0fc8f45 0fbdca1 0fcb775 0fce018 0fc55df 
0fc3f59 0fb8b8a 0fc675a 0fca994 0fc071f 
0fc34c4 0fb8229 0fc5bbd 0fc80b1 0fbf66d 
0fc9710 0fbe487 0fcba09 0fced5f 0fc5837 
0fc08d1 0fb574a 0fc2e9a 0fc620a 0fbd10a 
0fc9332 0fbe195 0fcb935 0fcd9e2 0fc59a8 
0fc457b 0fb9326 0fc6a9a 0fca9a0 0fc0f4a 
0fc38fa 0fb8808 0fc5e8b 0fc7e1d 0fbffb0 
0fc929f 0fbdd73 0fcb678 0fcea81 0fc5e43 
0fbfd50 0fb48e5 0fc20c5 0fc50f8 0fbc8ae 
0fc7ea1 0fbce7b 0fca331 0fcaf94 0fc4773 
0fc2ab7 0fb78e6 0fc4ed3 0fc66a5 0fbf71f 
0fc18bc 0fb675b 0fc3da0 0fc4171 0fbe0b1 
0fc6f4e 0fbbcb8 0fc93a2 0fcafb2 0fc3c53 
0fbdc6e 0fb27f5 0fc0034 0fc1c19 0fba766 
0fc5f4c 0fbabd7 0fc83f0 0fc91b2 0fc25c3 
0fc0e2e 0fb5a75 0fc32a4 0fc6a51 0fbd922 
0fbfee9 0fb4c1e 0fc23f6 0fc3ddb 0fbc5cd 
0fc532b 0fb9f0a 0fc77b8 0fc9a1c 0fc1d53 
0fbbad4 0fb0707 0fbe04b 0fc0886 0fb8531 
0fc39e1 0fb8740 0fc5f9d 0fc742a 0fc032a 
