0f7ecca 0f1ad7e 00162cf 0ff4d61 0f19ce6 
0fac9e0 0f9e0cf 0008d99 002f697 0f9dde4 
0fb570e 0fa689e 002d04e 0fd2805 0fa7053 
0fb1c8a 0fa3563 0007bf5 0fce74a 0fa2ea9 
0fb0f19 0fa2032 002020d 0fbb7f2 0fa2612 
0fb8cfe 0faa426 0020cc1 0fac770 0faa168 
0fb07b8 0fa2095 000a169 0fa2c9f 0fa1a40 
0fb8e20 0faa6a1 002c9fc 0fa1144 0faa6a6 
0fb3fe1 0fa6564 00040b6 0fa70d0 0fa52fc 
0fb1b09 0fa38c4 001a959 0fabf9b 0fa336b 
0fb7ebb 0fa9f67 001971a 0fb2886 0fa9276 
0fae3c9 0fa06e8 0002d7b 0fb5131 0f9f574 
0fb6064 0fa82e6 00281b5 0fb7f43 0fa76b8 
0fb1929 0fa4977 0004a1a 0fe9a0d 0fa2c05 
0faf49c 0fa1f12 001bddf 0026b1f 0fa100d 
0fb5864 0fa8770 001bb99 0020374 0fa71b0 
0fabb8a 0f9e9fc 000502a 00478c7 0f9d352 
0fb3a32 0fa63c6 00294a3 00421eb 0fa5334 
0faeda7 0fa1f5d 00006b4 00445fa 0f9fee2 
0fabf8f 0f9e453 001505d 00488cc 0f9d400 
0fb2232 0fa4708 00166e4 0042e2f 0fa336e 
0fa8ab1 0f9afdd 000249e 004aef1 0f99a02 
0fb0b6f 0fa2534 0027e9d 004587d 0fa1d71 
0fabe2d 0f9db1d 000362a 0047fe6 0f9ca4e 
0fa9990 0f9b276 001c986 004bb07 0f9ab2d 
0fb0bdc 0fa2da0 001f4c9 0044ce7 0fa1ef1 
0fa7d36 0f9a3bc 000a9b3 004c04d 0f990cd 
0fb0b03 0fa3740 00312ac 0045697 0fa2763 
0fad680 0fa03c7 000a126 0046363 0f9ed99 
0fabf60 0f9eb48 002115f 002a624 0f9dd31 
0fb2607 0fa506a 001da97 0000673 0fa4337 
0fa877b 0f9ac94 00059e5 004a106 0f99f61 
0fb08f6 0fa222b 002cc7e 0043a52 0fa2302 
0fac54d 0f9e5b7 0008c9f 0046f17 0f9d8c0 
0fa9f38 0f9b93d 002109e 004b027 0f9b969 
0fb08b0 0fa29ba 0023a1d 00448c8 0fa252f 
0fa65e3 0f98573 000b2c1 004ca42 0f982d3 
0fae294 0f9fad7 002fca5 0047454 0fa0432 
0fa9c8b 0f9c063 0009de5 00492ed 0f9b755 
0fa6e0f 0f98f1b 001fddc 004d291 0f98f8f 
0fad937 0f9fe98 0020338 0046add 0f9f905 
0fa4145 0f96617 0007c55 004eaa1 0f95cdf 
0fabda3 0f9e072 002dbc7 0048f7a 0f9e1a3 
0fa7908 0f9a353 0006dfa 004afdb 0f997fd 
0fa4811 0f97123 00199d4 004f239 0f96db2 
0faba71 0f9e2fc 001bda3 003e360 0f9d9fd 
0fa1c10 0f94971 0002e62 0050ad2 0f9396a 
0fa9cc8 0f9bd9b 00289de 004b067 0f9ba9b 
0fa5ec1 0f985b2 0005817 004d0de 0f974df 
0fa3ab3 0f9574f 001e55d 0050d96 0f95571 
0fab1ee 0f9d38f 00228ca 0049e8e 0f9ccdf 
0fa1e2f 0f94349 000b343 00516dd 0f93f34 
0faa4df 0f9c4b5 0032ac7 004b82b 0f9d046 
0fa7875 0f99c98 000ef22 004c107 0f99ed9 
0fa6843 0f9816c 002472e 004e7f8 0f992e1 
0faf8b5 0fa14a5 00260a5 0046152 0fa1c3d 
0fa7cd3 0f99c44 000ccdf 004c08a 0f999b2 
0fb1b13 0fa31cd 00328a9 0038ce9 0fa3a34 
0fb004a 0fa1ff1 000befd 00285f4 0fa160c 
0faf888 0fa12ec 001e060 0ff3e5d 0fa1447 
0fb8f5b 0faad15 001c1f4 0fb7ee9 0faa7eb 
0fb1587 0fa364d 0003faf 0fb5636 0fa2bbe 
0fba3f4 0fac0fd 002c78c 0fbb3eb 0fabb5d 
0fb754e 0fa9ee7 00074ab 0ff0599 0fa8c66 
0fb5a8b 0fa79de 001d662 0031b49 0fa77c4 
0fbe2a3 0fafef4 0021807 0004617 0faf9d9 
0fb567b 0fa715d 0007a09 003e115 0fa68d5 
0fbe528 0faf76c 002d6da 000fcc0 0faf8f4 
0fbb7b2 0fad437 00067d0 0028312 0fac363 
0fb972b 0fab097 001d302 003bbd6 0faa8a6 
0fc17ff 0fb30bc 0020f6d 002912c 0fb263f 
0fb8a77 0fa9f4f 0008083 003baca 0fa9414 
0fc1340 0fb2806 002e512 00236b1 0fb21c9 
0fbe654 0fb0351 0008b16 002366c 0faed60 
0fbc2bd 0fada9c 001e4c7 002b795 0fad0bb 
0fc4050 0fb58e6 0022f28 0fe0120 0fb4c12 
0fbad73 0fac662 0007f98 0015c4b 0fab238 
0fc3088 0fb3967 002df54 0fd0ffe 0fb374f 
0fc0052 0fb0cad 000a832 0fc5f09 0fafdeb 
0fbd9fc 0fae8ac 001f20d 0fbf7f7 0fadda8 
0fc4c13 0fb63bb 00218c7 0fbecda 0fb4fa4 
0fb9cbc 0fac30e 000449c 0fc8cda 0faa37e 
0fc095e 0fb266f 0027bfd 0fd09df 0fb11bf 
0fbb8bb 0fadbbc 0004355 0032dba 0fac070 
0fb8321 0faa8d3 002096f 003d24b 0fa9f40 
0fbf74e 0fb1717 0026e4b 0036697 0fb0768 
0fb5283 0fa681e 0009d94 003eb76 0fa61c8 
0fbd114 0fadbf3 002adff 0ff586b 0faddc8 
0fba07a 0faa14d 000cce0 0ff4acd 0faa598 
0fb680e 0fa678e 00265b5 003fc94 0fa6cc1 
0fbd121 0facf30 002e6d8 003a1cf 0fad3fd 
0fb2b12 0fa3aa6 00142e8 0042227 0fa3774 
0fbadc8 0fab6e8 0038ef9 0002098 0fabcd1 
0fb8170 0fa8bba 0016dc7 0fd3c95 0fa830b 
0fb3a47 0fa3438 0024fc1 0040fd0 0fa3d01 
0fb8a4f 0fa9107 00262a1 003dfb2 0fa912a 
0fada72 0f9e55e 000b98a 0046e94 0f9e26d 
0fb5183 0fa6523 0032a01 004244c 0fa5de3 
0fb1896 0fa30f0 0010407 00439c6 0fa1ffe 
0fae133 0f9ec7d 0022c93 004801e 0f9edb8 
0fb521a 0fa612c 00285e9 004163d 0fa5fec 
0fab58e 0f9c28e 00099a9 00493c8 0f9bb67 
0fb31fa 0fa3858 0030e13 0044212 0fa3f25 
0fb01aa 0fa0f25 000ff79 00450e1 0fa07b5 
0fadb12 0f9df21 0021c72 00487bc 0f9e30c 
0fb5518 0fa5f7e 0023eb2 0041394 0fa5b10 
0fac06a 0f9cb8d 00089a4 00487eb 0f9c450 
0fb45fe 0fa50a6 003072b 0042d3c 0fa4f1c 
0fb1ec7 0fa2fc1 000eab9 00431af 0fa22a4 
0fafb84 0fa0920 0024dae 00469a9 0fa0253 
0fb7b87 0fa8aa2 0029d11 003f07f 0fa7e81 
0faf2a5 0fa0515 000daba 0045993 0f9f15d 
0fb81fa 0fa8fd1 0031a09 003efd2 0fa8d41 
0fb6a32 0fa7d32 000ced2 003e1ac 0fa7143 
0fb507d 0fa5904 001ebe2 0040ae9 0fa5d22 
0fbd998 0fae31a 0021b05 0038a50 0fae483 
0fb5168 0fa59cb 0008c83 003f4a3 0fa59d8 
0fbda2e 0fadcae 002fb3c 0029190 0fae6ee 
0fbb5b7 0fac25b 000b92a 0030cce 0fabb8e 
0fb8a58 0fa8d17 001c2b7 003cdf3 0fa96f2 
0fc0937 0fb1654 0022113 0035616 0fb1617 
0fb7aa9 0fa8cdd 0007a97 003c4a2 0fa8752 
0fbfbfb 0fb09b0 002d46e 0036a2c 0fb0f1d 
0fbd9de 0faebdd 000ba3e 0036cf8 0fae5a7 
0fbb3be 0fac261 001e0c5 003a345 0fac490 
0fc35e9 0fb484e 0023071 002a4b3 0fb452c 
0fba713 0fab9d7 0008349 0039aa9 0fab362 
0fc2727 0fb33e3 002e046 0021674 0fb3948 
0fbfeee 0fb137d 000ad71 002b235 0fb0ba5 
0fbd58f 0fae3a1 001d4f1 0035f96 0fae678 
0fc516d 0fb63cf 00228bb 000f171 0fb60c7 
0fbbbfe 0fad08e 0006e6a 00383bb 0fac92b 
0fc34e4 0fb44f5 002ca2a 0021f33 0fb481d 
0fc0645 0fb1e9c 00098a9 002cce1 0fb13b2 
0fbd536 0fae7ca 001b8ff 0035abf 0fae7fd 
0fc4bfb 0fb62e7 0020939 000850b 0fb5df7 
0fbb0ed 0faca44 0004893 00382e0 0fac121 
0fc2501 0fb3976 002a58e 00125e9 0fb3bde 
0fbf388 0fb0f65 00064a4 002501a 0fb06a8 
0fbbe4a 0fad43c 0017db6 0035a01 0fad68a 
0fc3365 0fb4d02 001d50a 0009858 0fb4ad4 
0fb9685 0fab252 00016db 0039854 0faac03 
0fc0a01 0fb206e 0027eed 0022b0e 0fb2467 
0fbdb22 0fafb7e 00068ff 002c9b5 0faee5e 
0fba832 0fac388 0019844 0037245 0fabf1c 
0fc221f 0fb3fe6 001ff56 0005d27 0fb3805 
0fb89de 0faab6a 0004cac 0039d5b 0fa9ec5 
0fc02ff 0fb2135 002c50b 0ff1567 0fb1d89 
0fbda86 0fb026b 000a304 0fec772 0faefb3 
0fbab47 0facc4e 001b92a 0ff74ae 0fac3ac 
0fc276c 0fb4d9a 0020dd0 0fc6740 0fb3f13 
0fb95b4 0fabda1 0004dc4 0fe58f4 0faa981 
0fc15c1 0fb37f0 002c9f1 0fc0825 0fb2e5d 
0fbf8af 0fb232c 000a2d1 0fbab14 0fb0b56 
0fbcca1 0faf419 001b608 0fb35d2 0fae4ba 
0fc4ad2 0fb75f4 002336a 0fb681d 0fb6403 
0fbabad 0fad880 0005765 0fbb93b 0fac228 
0fc1c00 0fb43d3 002bd9b 0fc1cd8 0fb395a 
0fbea73 0fb1b53 00089ec 00015e0 0fb0099 
0fbafb8 0fad8e5 001b42e 0039946 0facaf2 
0fc30e6 0fb5cc7 00248c0 0032470 0fb4b02 
0fb9a63 0fad24f 0007ffb 00399e4 0fab0be 
0fc1653 0fb448b 002eceb 003485a 0fb3371 
0fbf37d 0fb2dbb 000cb0d 0034526 0fb0b3f 
0fbc3e0 0faf536 001ca5b 00254da 0fae0f6 
0fc4592 0fb78b5 0020b26 0fcb250 0fb6128 
0fba7be 0fadb74 0000b85 0013a07 0fabc30 
0fc1487 0fb4045 0026704 0fea9ae 0fb2cd5 
0fbe4ca 0fb1a3c 0003d00 001819e 0faf697 
0fba4d1 0facefa 0016d4c 0039390 0fab828 
0fc1e7d 0fb4a5b 00207dd 00203df 0fb3015 
0fb7ab8 0faa65a 000355b 003b5e1 0fa8988 
0fbec28 0fb1050 002cc04 00273d3 0fafeba 
0fbc1dc 0faed75 000a12b 002c70c 0fad09a 
0fb818c 0faa05d 001ac7c 003c5d0 0fa938e 
0fbfe78 0fb1e45 0023072 003561b 0fb0ef0 
0fb6116 0fa851b 0005b3e 003d223 0fa6f49 
0fbd395 0faf013 002d8fa 00389f1 0fae832 
0fbaf8f 0fad3a6 000c349 0038d5a 0fabb87 
0fb73b5 0fa8e8e 001c575 003d703 0fa82bf 
0fbf501 0fb1430 0020b2e 0035cb2 0fb0d4d 
0fb5cfb 0fa87dc 00026c2 003cf55 0fa70b2 
0fbd2b8 0faf4df 0029d55 0038494 0fae96b 
0fba5ec 0fad179 00076c9 0038c15 0fab9cf 
0fb62bf 0fa88bd 0017233 003dd86 0fa7ba7 
0fbe741 0fb0f59 0020086 0036612 0fafdca 
0fb5282 0fa80dd 0005890 003db04 0fa65ea 
0fbce94 0faf550 003076d 0038bbf 0fae783 
0fbb9b1 0fade35 0010d95 00382e5 0facb9d 
0fb8d6b 0faa4ad 0020c9b 003c19d 0fa9fd5 
0fc1ea7 0fb3600 0029f79 0033e4a 0fb3305 
0fb9045 0faad66 000b501 003a7a6 0faa53b 
0fc1002 0fb2870 003078e 00350f8 0fb2c6b 
0fc0214 0fb1e82 0011229 0033d1b 0fb17fb 
0fbd556 0faec13 001f67a 003796d 0faf054 
0fc6bc9 0fb8366 0027cac 001d055 0fb836b 
0fbe9d2 0fb0068 000b6e8 00356b0 0fafba8 
0fc6bd6 0fb76c3 002cea1 00158f9 0fb807e 
0fc610d 0fb6dc1 000f944 001b5fa 0fb6ba2 
0fc364c 0fb3e76 001eabe 0022abd 0fb4379 
0fcc7ca 0fbd659 00253c7 0fda7a4 0fbd948 
0fc4364 0fb5665 000cc5e 002560f 0fb5324 
0fcc350 0fbd30d 0028aa7 0fea376 0fbd99f 
0fcb91d 0fbd198 00105b2 0fe2a71 0fbcb1e 
0fc8af7 0fb9de4 001cd89 0feded3 0fba1d5 
0fd1a81 0fc30b4 00206b0 0fd70bd 0fc3217 
0fc8e26 0fba987 0008121 0020dbf 0fba12e 
0fd078b 0fc1e24 002453f 000b172 0fc1d3c 
0fcf142 0fc0fd2 000f5f5 0020225 0fbfe38 
0fcb263 0fbcde0 001a9cf 0029c07 0fbc746 
0fd401d 0fc5ef8 001eae4 0021ecf 0fc52f9 
0fcb9a5 0fbd936 00068eb 00288aa 0fbc33f 
0fd32c2 0fc46c5 0022190 0022ee6 0fc4069 
0fd1c3e 0fc3586 000bedd 00217cb 0fc23ae 
0fcde90 0fbf5b2 001810e 0025595 0fbeba8 
0fd6939 0fc85f3 001cbba 0fe3e95 0fc75b1 
0fcd73e 0fbf7b1 00059be 000dfa8 0fbdece 
0fd4715 0fc6688 0020d24 0fd8ad5 0fc56bf 
0fd2af9 0fc5638 000be80 0fd60dc 0fc3586 
0fce220 0fc03ad 0018193 0fd6463 0fbf1d5 
0fd5d77 0fc8477 001cd2c 0fd68ff 0fc6d53 
0fcbd34 0fbdf18 0003628 0feee96 0fbc94b 
0fd14cf 0fc36fa 002204d 0fe3d8d 0fc3137 
0fcf30b 0fc0f99 0008ae2 0ffe50a 0fbfbcf 
0fc9f3d 0fba4ed 001652c 002b329 0fba86b 
0fd0b2f 0fc1896 0020359 00250a2 0fc1232 
0fc59c7 0fb6f49 00038bd 002d7eb 0fb64e3 
0fcc2d0 0fbcb5b 0027c5d 0029bb2 0fbd2a1 
0fcaa8f 0fbb859 0013ced 0029ae8 0fbafe6 
0fc7000 0fb7b37 001c454 0ff3d46 0fb79c5 
0fcfc2c 0fc02f3 0022cd0 0fc8630 0fc0003 
0fc5b7f 0fb6f38 000a39e 0fc628c 0fb6003 
0fca9b2 0fbc57f 00299a4 0fcbbbd 0fbbb2d 
0fc698b 0fb8e93 00114e8 00250f2 0fb75d2 
0fc065c 0fb1c3b 00183ac 0034971 0fb1193 
0fc76c4 0fb7ed0 002410b 002f155 0fb7d73 
0fbc552 0fad9c1 0004450 0038085 0facee2 
0fc1cea 0fb3906 002ca4f 0034e9e 0fb2eb7 
0fbff29 0fb145a 000f1b1 00351fd 0fb0666 
0fbb170 0fac1bb 001c5b5 003aaba 0fac109 
0fc2f64 0fb4326 0023272 0033b86 0fb3d08 
0fb94aa 0faaa3c 000426b 003b5b7 0fa9fcc 
0fbfa6f 0fb0a8e 002acdb 00376fa 0fb0ae4 
0fbdc36 0faf281 000955e 0037407 0fae5e1 
0fb913f 0faa3d3 001754b 003cac6 0fa9bde 
0fc172a 0fb3487 00218b1 003543d 0fb2324 
0fb8bfd 0faa458 000655e 003c0aa 0fa93f2 
0fc0230 0fb0e07 002f245 00373c4 0fb0f80 
0fbfaf9 0fb0a68 000f8c1 0035f03 0fafe1b 
0fbba94 0fab8dc 001d318 003a77e 0fac186 
0fc4c3a 0fb47b9 00284cc 002ea80 0fb4e8b 
0fbbe6c 0fabef8 00083d5 00390ce 0fabe2b 
0fc2e30 0fb2ab1 002d5cb 00307c9 0fb35df 
0fc204d 0fb2a43 000c3c7 002f836 0fb2630 
0fbe362 0faed60 0017f10 003032f 0faed93 
0fc75ff 0fb8968 00232cf 0fcfdc3 0fb8001 
0fbecf4 0fb07b1 000214c 0fe9e8e 0faf200 
0fc5876 0fb694e 0026ae6 0fcabd6 0fb64af 
0fc478b 0fb5518 0008ad2 0fe1744 0fb5035 
0fc0189 0fb0b04 0016937 001d1a0 0fb0fe6 
0fc882c 0fb9607 00241ec 0fec33a 0fb96cc 
0fbf4eb 0fb0cba 0004160 0031b7e 0fb0085 
0fc5cf3 0fb6fee 0029c9e 000b95b 0fb6fb5 
0fc49ff 0fb642c 000943c 0016913 0fb59d4 
0fc0369 0fb1546 0014e99 00343e7 0fb17bc 
0fc8e1f 0fb9ec3 0022661 0019de1 0fba027 
0fc005d 0fb1092 000331e 0033d64 0fb0e27 
0fc6b76 0fb7597 002938e 0027a67 0fb7e45 
0fc5dae 0fb6e61 000b4e0 002a711 0fb6a78 
0fc1962 0fb25ae 0016ac0 00339f8 0fb2a1a 
0fca686 0fbbb8f 00231a2 0021a8f 0fbb7a5 
0fc1985 0fb3440 000294d 0032707 0fb2778 
0fc83e0 0fb958b 0027f68 0024e51 0fb989f 
0fc77e0 0fb9352 000a168 0026bdc 0fb8713 
0fc324e 0fb49b7 0015481 0031ed7 0fb4561 
0fcbf35 0fbdb18 0022494 0014d70 0fbd2c2 
0fc2fb5 0fb4f31 0001cf0 0030a8b 0fb4264 
0fc98e9 0fbb398 002703c 0029dd4 0fbb27d 
0fc8dec 0fbaf20 000a303 0029c85 0fba117 
0fc4aa6 0fb6490 001420e 003037e 0fb6040 
0fcd678 0fbf201 0020383 0023c91 0fbeedb 
0fc48ab 0fb65a7 0ffed14 002ee51 0fb5cdf 
0fcb5fe 0fbcca6 00243e0 002839a 0fbce12 
0fcafe4 0fbccf2 00078cc 0026592 0fbc0ad 
0fc6b5d 0fb858c 0012fa1 002d96a 0fb7fb9 
0fcfceb 0fc166c 00200d4 0003e5b 0fc119a 
0fc6f4c 0fb8cdd 0001379 002c3d3 0fb7f87 
0fcd861 0fbeecd 00247dd 00189b3 0fbee69 
0fccd76 0fbec62 000b293 001d8ac 0fbe061 
0fc82c3 0fb9bcb 00136e5 002b59b 0fb99f1 
0fd12ef 0fc2932 001f98f 0ff4360 0fc2c22 
0fc81bf 0fb9d07 0000001 0028a58 0fb98b2 
0fcea24 0fc02df 0022a37 0fe859d 0fc062c 
0fcef2d 0fc0610 000ab82 0fcd9e1 0fc02d3 
0fd1e77 0fc3635 0016072 0021e34 0fc3f50 
0fd5f5f 0fc7c94 0009b34 0017f0d 0fc7cda 
0fcd9c8 0fbf4dd 0fff136 0025928 0fbf7a5 
0fd705c 0fc896f 001b9e3 001371c 0fc90f0 
0fd0488 0fc2294 0ff6696 00222fc 0fc201e 
0fd210f 0fc38ab 0015df0 00211b3 0fc41f7 
0fd635c 0fc8060 0009eda 0015acd 0fc80f7 
0fcdf8c 0fbfa65 0fff016 0025367 0fbfd8b 
0fd7723 0fc9049 001b4dc 00105d3 0fc982b 
0fd0b1f 0fc2970 0ff656a 0021b62 0fc272c 
0fd265b 0fc3e48 0015941 0020c96 0fc47a9 
0fd6b7d 0fc88bd 0009d2f 001507b 0fc8976 
0fce608 0fc0123 0ffebe0 0024c37 0fc046a 
0fd7caa 0fc95c1 001b093 0011e50 0fc9dd7 
0fd1215 0fc3034 0ff640c 0021512 0fc2e26 
0fd2c1a 0fc43b1 0015244 00205de 0fc4d3f 
0fd71d3 0fc8ea5 0009c9b 0014469 0fc8fca 
0fceb5f 0fc0653 0ffe3bd 00246db 0fc099f 
0fd81a5 0fc9b5d 001ad52 000aff3 0fca32f 
0fd17d5 0fc3733 0ff6604 0020964 0fc34b6 
0fd303b 0fc49b8 0015222 00200c0 0fc52ec 
0fd77b3 0fc9630 000a60b 001349c 0fc977f 
0fcf2a1 0fc0ea8 0ffe6e1 0023f08 0fc1297 
0fd8a5f 0fca4a6 001a762 0002795 0fcad7d 
0fd235e 0fc4379 0ff6477 001e772 0fc413d 
0fd3cec 0fc581f 00144fc 0017918 0fc600c 
0fd8608 0fca749 0009be8 00024a3 0fca5f0 
0fd00e5 0fc2029 0ffd9c9 0022d1a 0fc2096 
0fd973a 0fcb412 0019842 0fff27d 0fcb9bd 
0fd2faa 0fc518d 0ff593a 001e092 0fc4d0c 
0fd4757 0fc6258 001395a 001d836 0fc696a 
0fd93d6 0fcb31d 000a064 000f4b9 0fcb2d2 
0fd1163 0fc2e7c 0ffe152 0021cd6 0fc3030 
0fdab5d 0fcc6c6 0018f2b 00193a5 0fccfc1 
0fd4a66 0fc6a55 0ff8583 001ddc7 0fc6a66 
0fd6630 0fc7ed1 0014b9c 001e35d 0fc8ac7 
0fdb7c7 0fcd59c 000b8ca 001883d 0fcd908 
0fd39e9 0fc557b 0fffd4f 001f6c7 0fc5b35 
0fdd7e7 0fcf438 0016d64 0017dcd 0fcfcef 
0fd7d2b 0fca004 0ff92b0 001ae85 0fc9c69 
0fd9d2b 0fcbb00 0013fdf 001a2a4 0fcc0e9 
0fdf178 0fd1512 000ba56 0008649 0fd11c0 
0fd6ed0 0fc8e85 0000d03 001c3b8 0fc8faa 
0fe0c85 0fd2c17 0014257 0ff0300 0fd2ec8 
0fda64f 0fcc772 0ff8bac 0012649 0fcc305 
0fdb28b 0fcc5a6 0011f5e 0019cc0 0fcd280 
0fe0037 0fd1783 000a5a3 001492c 0fd1a3f 
0fd7773 0fc8909 0fffb6d 001c479 0fc8ec3 
0fe0cf4 0fd2a9b 00149aa 0ff971a 0fd270f 
0fda7d9 0fcde4a 0ffb1fd 0fe1a38 0fcc0ac 
0fda9b6 0fcc560 0011a39 0fe77db 0fcc247 
0fde5a3 0fd01ad 0007bf0 0fea027 0fcff8c 
0fd4cba 0fc5e55 0ffb014 001dfdb 0fc67da 
0fdd054 0fcdaae 0016fc9 00186a8 0fceaab 
0fd5c34 0fc6a56 0ff7cec 001d72b 0fc700f 
0fd5b48 0fc725f 00161d0 001f1b3 0fc7d4a 
0fd8c2c 0fcb0ca 000b23c 001a6d1 0fcb5a2 
0fcfb86 0fc23d4 0ffccd7 0022a02 0fc2364 
0fd8ddd 0fcbd06 001a84c 0000e91 0fcc3c1 
0fd35ce 0fc5117 0002881 000e64d 0fc511b 
0fd3c74 0fc5817 001c517 00018c4 0fc5838 
0fd754f 0fca29c 0014c6f 0ff9e4d 0fc9166 
0fcc5f5 0fbe688 0003645 002725a 0fbdf12 
0fd3d7b 0fc536d 001fdab 0021fbe 0fc591d 
0fcd098 0fbe7ff 0ffda9f 002639e 0fbe810 
0fcdad5 0fbed99 001aaea 00278f3 0fbf8b9 
0fd2337 0fc3f04 001045d 00225e2 0fc4123 
0fc94ef 0fbb4d8 0001357 0029f55 0fbb621 
0fd25e8 0fc4a6b 002063c 002338d 0fc4c8e 
0fcc354 0fbec07 0ffd670 0026ca3 0fbe7b4 
0fcdcf1 0fbfdb3 0019d58 0027316 0fc0508 
0fd39d9 0fc5c06 001277b 0020d53 0fc5f1c 
0fcc2d5 0fbe478 000421c 0027198 0fbe79b 
0fd6834 0fc85b8 001dbbf 001f222 0fc8eaa 
0fd1b56 0fc3a4b 0ffb880 00218e9 0fc3727 
0fd3f64 0fc52aa 0016573 001b490 0fc5e03 
0fd9d61 0fcb40f 000ce94 0ffda01 0fcb6eb 
0fd217b 0fc3703 0ffed09 00217bc 0fc3aed 
0fdc260 0fcd6e6 0018895 0000736 0fce1a0 
0fd72aa 0fc8f78 0ffb191 001adff 0fc8fbb 
0fd9517 0fcacdc 0014737 00157f3 0fcb846 
0fdf89a 0fd14d8 000d718 0ff5451 0fd1907 
0fd8092 0fc9cb8 0002376 001acf7 0fca0f6 
0fe21d1 0fd3bbb 001333b 0fec2ea 0fd4534 
0fdce58 0fced88 0ffb1ed 000eee2 0fcecf5 
0fde5df 0fcff17 0010f75 0014777 0fd08a8 
0fe421b 0fd5f03 0009a43 000789f 0fd6105 
0fdc48f 0fcde9e 0ffe76c 0017215 0fce2db 
0fe5e58 0fd75b7 000f20e 000baf2 0fd8103 
0fe0923 0fd2642 0ff8b0d 0012468 0fd2839 
0fe1e7b 0fd3621 000df62 000a5c1 0fd4367 
0fe73dc 0fd9200 000657d 0ff4680 0fd9786 
0fdea76 0fd0886 0ffaefd 0013f4a 0fd103d 
0fe7b46 0fd979e 000c76a 0ff2fb2 0fda6db 
0fe211a 0fd4792 0ff468c 0ff8eaa 0fd47f2 
0fe2b78 0fd4e57 000ad9b 0feefba 0fd5716 
0fe786c 0fda01c 000310e 0fecd56 0fda06f 
0fde7d0 0fd0f4a 0ff54dd 0fe9646 0fd0f32 
0fe6e3a 0fd9390 000ca7e 0feb1ac 0fd984a 
0fe0451 0fd300d 0ff0020 0ffc21b 0fd2964 
0fdfe96 0fd2377 000914a 00017af 0fd292d 
0fe400e 0fd68ad 00030fd 0fff19d 0fd66d1 
0fda5c9 0fccd18 0ff3556 0017d2a 0fcc960 
0fe29eb 0fd4e3a 0010977 000b106 0fd50fc 
0fdbf1c 0fce949 0ff08f2 0015e33 0fce0c9 
0fdb8b5 0fcdceb 000c236 00157cb 0fcdff1 
0fdfcb1 0fd27ac 0004872 0005405 0fd21bd 
0fd6181 0fc8f37 0ff43fc 001c1f5 0fc869f 
0fde270 0fd0e78 00140e0 0012b20 0fd0ac0 
0fd78ea 0fca36d 0ff017a 001a785 0fc9b6e 
0fd73c8 0fc9853 000cb01 001c658 0fc9ab0 
0fdbd49 0fce53f 00051b2 0013998 0fce130 
0fd22b9 0fc4c42 0ff4234 00203d3 0fc45b2 
0fda5b6 0fcceda 0015f7f 0019fe9 0fccc4c 
0fd3d25 0fc6ce8 0fef59b 001e78a 0fc5deb 
0fd332e 0fc5be2 000d0ac 0020ddb 0fc58d3 
0fd7bb2 0fca78f 00074f5 001c142 0fc9fe2 
0fcdf98 0fc070a 0ff98ed 0024c06 0fc046a 
0fd663d 0fc8998 001bb24 001ec78 0fc8f54 
0fcff4b 0fc26f4 0ff7273 00229e7 0fc22ae 
0fcf34c 0fc127f 0014914 0025383 0fc1b7b 
0fd41fa 0fc669f 000edc5 0020135 0fc6648 
0fca72d 0fbc9a3 0ffe759 00287cb 0fbc9fa 
0fd2fcd 0fc4f99 002050b 0022746 0fc55cf 
0fcd19c 0fbf647 0ffd3fb 0025883 0fbf3ff 
0fccb0e 0fbe8b8 0016d88 0027975 0fbf37e 
0fd1c89 0fc3e2a 000f9be 00221e3 0fc43b5 
0fc88a5 0fbab57 0ffc1e5 0029e65 0fbaf8b 
0fd15c4 0fc3749 001e332 0ff0531 0fc4091 
0fcb7b9 0fbdcb9 0ff7d02 000e6ff 0fbdcdf 
0fcb234 0fbce44 00154fe 0ffe558 0fbdcb9 
0fd08e7 0fc2b28 0010636 0fdb6ff 0fc3083 
0fc7490 0fb9879 0fff618 0007e59 0fb9cc3 
0fcfd7d 0fc1fea 0020a61 0fd821e 0fc2a64 
0fc9f86 0fbc966 0ff8f13 001105c 0fbc907 
0fc98f8 0fbbc23 0013ae8 001befe 0fbc69b 
0fceefa 0fc1641 000b609 000f9f2 0fc19b1 
0fc5c44 0fb8255 0ff7295 002c1dc 0fb85a0 
0fceb71 0fc0be6 001b045 0025d2b 0fc1728 
0fc9325 0fbb810 0ff5faf 0028f83 0fbba5c 
0fc91ac 0fbb076 001223b 002adc2 0fbbd24 
0fcf283 0fc145f 000c2d2 0024997 0fc1c18 
0fc6698 0fb875e 0ffa7f8 002c07a 0fb8efc 
0fcfb84 0fc1993 001d94f 00253d8 0fc26d2 
0fcaec5 0fbd256 0ff7ad5 002773c 0fbd5d3 
0fcb23c 0fbcfbf 001317c 0028f5b 0fbddeb 
0fd19de 0fc3a69 000d765 00223f2 0fc4289 
0fc9574 0fbb505 0ffb9d9 00293f0 0fbbdd8 
0fd2e8d 0fc4a97 001dca7 001ee0e 0fc5a77 
0fceb78 0fc0ade 0ff9132 0023d4f 0fc118f 
0fcf42a 0fc0d8e 00144d4 00253fe 0fc1e58 
0fd5e10 0fc7b27 0010d0b 001e872 0fc85d0 
