0fb7ce2 0fc8414 0fad69a 
0fb8b13 0fcae2d 0fade11 
0fba90f 0fcaeb6 0fb009b 
0fc39fb 0fcb5fc 0fb9297 
0fc7660 0fcbacd 0fbcb20 
0fc0be8 0fcb6c9 0fb5d2d 
0fb8f85 0fcb036 0fae2ab 
0fbb28b 0fcb147 0fb0a57 
0fc49f9 0fcb983 0fba2d7 
0fc8c6e 0fcbec2 0fbe15d 
0fc2745 0fcbb3f 0fb78a6 
0fbad54 0fcb4a8 0fb0076 
0fbcf46 0fcb586 0fb26fd 
0fc63b2 0fcbd3f 0fbbc78 
0fca372 0fcc2b3 0fbf853 
0fc3b0e 0fcbf4c 0fb8c64 
0fbbc9a 0fcb86c 0fb0fa4 
0fbdaf3 0fcb917 0fb3288 
0fc6ef7 0fcc178 0fbc7a5 
0fcaffa 0fcc717 0fc04d1 
0fc494b 0fcc36a 0fb9aa8 
0fbcc98 0fcbc7d 0fb1fb2 
0fbec6d 0fcbd63 0fb4421 
0fc8007 0fcc537 0fbd8d5 
0fcbfe7 0fcca6e 0fc14da 
0fc5855 0fcc765 0fba9be 
0fbd9c0 0fcc0ff 0fb2cdb 
0fbf62e 0fcc178 0fb4ddb 
0fc8731 0fcc917 0fbdfe8 
0fcc5e9 0fcce36 0fc1aaa 
0fc5dac 0fccac4 0fbaec2 
0fbde9b 0fcc3f6 0fb316f 
0fbfb8f 0fcc4d8 0fb531a 
0fc8da5 0fccc6f 0fbe668 
0fcce31 0fcd1e4 0fc2321 
0fc671f 0fcce97 0fbb870 
0fbe89d 0fcc817 0fb3b9d 
0fc04da 0fcc878 0fb5c72 
0fc96c2 0fcd03c 0fbef7d 
0fcd70c 0fcd5c8 0fc2be3 
0fc6f1b 0fcd280 0fbc05f 
0fbef51 0fccc5f 0fb4262 
0fc0962 0fccc73 0fb6115 
0fc9941 0fcd3d7 0fbf214 
0fcd815 0fcd941 0fc2d1b 
0fc6eb8 0fcd61c 0fbc017 
0fbeba1 0fccf30 0fb3e84 
0fc0229 0fccf75 0fb598b 
0fc8dc2 0fcd707 0fbe641 
0fcc7df 0fcdc23 0fc1c76 
0fc58fa 0fcd766 0fba9f5 
0fbd0a9 0fccecd 0fb2358 
0fbe421 0fccde5 0fb3b69 
0fc6f5f 0fcd4a4 0fbc7df 
0fcab89 0fcd991 0fc0026 
0fc3f5c 0fcd5bb 0fb904d 
0fbb830 0fcce21 0fb0ad3 
0fbcb21 0fccd9b 0fb226b 
0fc5726 0fcd50e 0fbaf9a 
0fc94c2 0fcda15 0fbe974 
0fc2abc 0fcd63b 0fb7bd0 
0fba6ac 0fccf66 0faf95a 
0fbbc84 0fccfa0 0fb13d0 
0fc4aec 0fcd719 0fba37b 
0fc8b55 0fcdbf8 0fbe024 
0fc2318 0fcd70d 0fb7455 
0fba060 0fccf53 0faf343 
0fbb7ba 0fccf29 0fb0f26 
0fc47e6 0fcd662 0fba09a 
0fc8a59 0fcdb11 0fbdf58 
0fc250c 0fcd734 0fb765b 
0fba468 0fcd095 0faf743 
0fbbccb 0fcd0bb 0fb1451 
0fc4e16 0fcd7f4 0fba6f0 
0fc925a 0fcdd2a 0fbe764 
0fc2e46 0fcd9fb 0fb7fae 
0fbad03 0fcd33b 0fb0008 
0fbc417 0fcd30b 0fb1bb5 
0fc54a3 0fcda5a 0fbad80 
0fc97e5 0fcdf3f 0fbed07 
0fc324d 0fcdb74 0fb83c1 
0fbaf47 0fcd476 0fb023b 
0fbc4dd 0fcd4ef 0fb1c63 
0fc5353 0fcdc23 0fbac29 
0fc94d5 0fce0bc 0fbe9e1 
0fc2e0d 0fcdd15 0fb7f56 
0fba99d 0fcd609 0fafc58 
0fbbd5c 0fcd5b0 0fb14a6 
0fc4b59 0fcdd00 0fba3ee 
0fc8cc6 0fce16f 0fbe194 
0fc2606 0fcdd84 0fb772a 
0fba15b 0fcd66f 0faf3f9 
0fbb53b 0fcd6a6 0fb0c69 
0fc43aa 0fcddef 0fb9c2b 
0fc868c 0fce26a 0fbdb5b 
0fc20d0 0fcde29 0fb71f5 
0fb9cca 0fcd718 0faef6f 
0fbb051 0fcd6e9 0fb078e 
0fc3ef0 0fcddc6 0fb9789 
0fc838b 0fce2d4 0fbd868 
0fc1f8b 0fcdf3c 0fb70c0 
0fb9c0e 0fcd87a 0faeeb9 
0fbaf7a 0fcd84f 0fb06b3 
0fc3e29 0fcdf52 0fb96c1 
0fc828b 0fce3e2 0fbd781 
0fc1db2 0fcdf73 0fb6efd 
0fb988c 0fcd7c5 0faeb4d 
0fbaa8d 0fcd756 0fb01e5 
0fc3813 0fcde17 0fb90cc 
0fc7bd9 0fce27b 0fbd0df 
0fc16e8 0fcde9e 0fb682b 
0fb9061 0fcd76d 0fae314 
0fb9fc2 0fcd70a 0faf6f0 
0fc2b22 0fcde00 0fb83b9 
0fc6d86 0fce26c 0fbc267 
0fc0683 0fcdd5c 0fb579d 
0fb7d70 0fcd480 0facffc 
0fb8acd 0fcd2b3 0fae1f4 
0fc15b6 0fcd8e2 0fb6e47 
0fc5892 0fcdcbf 0fbad5f 
0fbf297 0fcd7e4 0fb43c0 
0fb6a8c 0fccfc9 0fabd3d 
0fb789d 0fcce9a 0facff3 
0fc05da 0fcd5f3 0fb5eaa 
0fc4ba2 0fcda93 0fba0bd 
0fbe8b8 0fcd623 0fb3a06 
0fb639b 0fcceab 0fab643 
0fb73be 0fccdb6 0facadc 
0fc01ab 0fcd45a 0fb5a36 
0fc4911 0fcd946 0fb9df1 
0fbe776 0fcd586 0fb38a8 
0fb6234 0fcce57 0fab4d3 
0fb71b1 0fccdc5 0fac8da 
0fbfef9 0fcd450 0fb578c 
0fc460c 0fcd8ea 0fb9af3 
0fbe441 0fcd51d 0fb355b 
0fb5d8d 0fccd72 0fab001 
0fb6aea 0fccc5b 0fac1f7 
0fbf6f0 0fcd33d 0fb4f7f 
0fc3cce 0fcd7d1 0fb91d2 
0fbd930 0fcd3bd 0fb2a67 
0fb4f0a 0fccb3d 0faa18f 
0fb58cd 0fcc9d1 0faafdb 
0fbe132 0fcd04f 0fb39c4 
0fc2441 0fcd503 0fb7924 
0fbbd68 0fcd0d5 0fb0e56 
0fb302b 0fcc907 0fa826e 
0fb3648 0fcc7cb 0fa8d1a 
0fbbbc4 0fcce39 0fb1412 
0fbfd87 0fcd316 0fb522f 
0fb95a0 0fcce5b 0fae67a 
0fb07e7 0fceb53 0fa5973 
0fb0e4d 0fd437c 0fa632d 
0fb91a4 0fce015 0fae974 
0fbd398 0fccd16 0fb284a 
0fb6e01 0fccf53 0fabec1 
0fae2a1 0fdb05b 0fa331b 
0faea19 0feb48f 0fa3df1 
0fb6fac 0fd5617 0fac6b2 
0fbb3bb 0fccab3 0fb0885 
0fb51ac 0fce5b3 0faa26e 
0faca79 0fe8f28 0fa1a60 
0fad4bf 0ffc215 0fa2846 
0fb5e28 0fdd527 0fab4a1 
0fba60a 0fccd8c 0fafab4 
0fb47ad 0fcf6de 0fa983a 
0fac2ce 0feee84 0fa126d 
0face1e 0001ab4 0fa21a7 
0fb5994 0fe00e1 0faaffc 
0fba3f7 0fccdf8 0faf8b6 
0fb47c5 0fcf35e 0fa987f 
0fac413 0fee2d9 0fa13e5 
0fad08f 0fffe78 0fa2445 
0fb5ce5 0fde4e5 0fab384 
0fba856 0fcc70b 0fafd40 
0fb4d56 0fcdd4f 0fa9e51 
0faca8c 0fe8454 0fa1a9e 
0fad790 0ff8ddb 0fa2b66 
0fb6451 0fda162 0fabb58 
0fbb0d2 0fcbfcf 0fb05e3 
0fb5616 0fccb69 0faa72d 
0fad246 0fe1e48 0fa2299 
0fadeaa 0ff15f1 0fa3291 
0fb6b18 0fd6308 0fac24e 
0fbb80e 0fcb9c8 0fb0d1f 
0fb5d74 0fcbdd3 0faae9b 
0fad932 0fdc065 0fa29d3 
0fae489 0fea27b 0fa38aa 
0fb705a 0fd3018 0fac7d9 
0fbbe18 0fcb5c2 0fb134a 
0fb63cd 0fcb6c8 0fab51c 
0fadf33 0fd7fbc 0fa3018 
0faea00 0fe4d81 0fa3e39 
0fb7525 0fd10aa 0faccb8 
0fbc301 0fcb3ab 0fb180f 
0fb6882 0fcb219 0fab9aa 
0fae384 0fd4d5e 0fa347d 
0faee1c 0fe0447 0fa4270 
0fb7926 0fcf711 0fad0e5 
0fbc70f 0fcb138 0fb1c25 
0fb6c55 0fcae22 0fabd87 
0fae664 0fd252b 0fa379b 
0faf086 0fdc669 0fa4512 
0fb7b40 0fce3f2 0fad313 
0fbc9a2 0fcaf1f 0fb1eb4 
0fb6fbb 0fcac66 0fac0ec 
0fae956 0fd0d2d 0fa3a90 
0faf289 0fd9f23 0fa471a 
0fb7d1a 0fcd8ff 0fad506 
0fbcba9 0fcae0d 0fb20d0 
0fb71ae 0fcaaa7 0fac2db 
0faeac4 0fcf98b 0fa3c07 
0faf387 0fd7dc8 0fa4816 
0fb7e1c 0fcd003 0fad5fe 
0fbcd4c 0fcacf5 0fb2257 
0fb73af 0fca97e 0fac4db 
0faec7b 0fcea09 0fa3dde 
0faf53b 0fd6260 0fa49d8 
0fb7fee 0fcc9bf 0fad7d9 
0fbcfb0 0fcac9e 0fb24c2 
0fb7646 0fca87b 0fac765 
0faef4c 0fcda07 0fa40b2 
0faf789 0fd424e 0fa4c57 
0fb82a8 0fcc230 0fadac3 
0fbd366 0fcac56 0fb2896 
0fb7b62 0fca93b 0facca1 
0faf439 0fccaa6 0fa45f1 
0fafb45 0fd1f15 0fa5070 
0fb8677 0fcbb9b 0fadead 
0fbd807 0fcacb4 0fb2d1f 
0fb8009 0fca938 0fad125 
0faf835 0fcba0b 0fa4a00 
0faff54 0fcf705 0fa54a3 
0fb8a74 0fcb4b5 0fae2b1 
0fbdc48 0fcacb9 0fb3164 
0fb8440 0fca918 0fad56a 
0fafc2a 0fcaf1e 0fa4dfa 
0fb02b2 0fcd79e 0fa580e 
0fb8d1c 0fcaf89 0fae53f 
0fbdec2 0fcabb0 0fb33c3 
0fb87ea 0fca8b3 0fad90d 
0faff89 0fca69f 0fa5180 
0fb04dd 0fcbb57 0fa5a88 
0fb8f61 0fcaafc 0fae79c 
0fbe182 0fcab2c 0fb367f 
0fb8a9e 0fca7e0 0fadb9b 
0fb0206 0fca2a8 0fa53d1 
0fb068d 0fcab93 0fa5c2f 
0fb9132 0fca814 0fae966 
0fbe40e 0fcaaf5 0fb3929 
0fb8e24 0fca81e 0fadf4a 
0fb054a 0fca14b 0fa575a 
0fb08ca 0fca292 0fa5f11 
0fb93bc 0fca644 0faec1c 
0fbe745 0fcab16 0fb3c4a 
0fb91e7 0fca84a 0fae2f5 
0fb08f3 0fca0a6 0fa5af4 
0fb0baf 0fc9eb9 0fa6242 
0fb96fb 0fca50c 0faef61 
0fbeb21 0fcaa6c 0fb4025 
0fb959a 0fca6e3 0fae6b4 
0fb0c7b 0fc9f17 0fa5e95 
0fb0f2d 0fc9d7a 0fa65dd 
0fb9a2c 0fca3b1 0faf2a9 
0fbeee4 0fca91c 0fb43df 
0fb9a6b 0fca629 0faeb68 
0fb110c 0fc9e77 0fa62f6 
0fb12ff 0fc9cea 0fa6978 
0fb9d8e 0fca305 0faf5db 
0fbf245 0fca80d 0fb4741 
0fb9dce 0fca4ab 0faeecd 
0fb13ae 0fc9c94 0fa658e 
0fb1483 0fc9ac1 0fa6aea 
0fb9f07 0fca112 0faf752 
0fbf4b4 0fca6ba 0fb49ab 
0fba0e8 0fca393 0faf1ee 
0fb16cf 0fc9b9e 0fa68b8 
0fb1764 0fc9a0a 0fa6de1 
0fba20c 0fca0a4 0fafa73 
0fbf7ae 0fca5f6 0fb4cd0 
0fba4b1 0fca38c 0faf5db 
0fb1ae0 0fc9c36 0fa6cde 
0fb1ab1 0fc9a7f 0fa7134 
0fba508 0fca0f3 0fafd69 
0fbfba7 0fca69f 0fb50b1 
0fba88a 0fca34e 0faf993 
0fb1e2a 0fc9b6d 0fa700c 
0fb1dbb 0fc9a0c 0fa7422 
0fba816 0fca0de 0fb006d 
0fbfe95 0fca61f 0fb53b5 
0fbac39 0fca320 0fafd5e 
0fb223d 0fc9ba7 0fa7418 
0fb2178 0fc9a09 0fa77cd 
0fbab35 0fc9fcd 0fb036e 
0fc02ac 0fca4db 0fb5793 
0fbb0a7 0fca15e 0fb017c 
0fb258e 0fc98f1 0fa7732 
0fb2358 0fc96e9 0fa7998 
0fbacff 0fc9d5b 0fb053f 
0fc050c 0fca350 0fb5a0a 
0fbb3ba 0fca0a4 0fb04b4 
0fb2879 0fc98b4 0fa7a38 
0fb25e5 0fc9711 0fa7c2f 
0fbaf0d 0fc9d80 0fb0768 
0fc0717 0fca2fb 0fb5c39 
0fbb670 0fca060 0fb0794 
0fb2b46 0fc98e2 0fa7d4c 
0fb27bb 0fc9766 0fa7e58 
0fbb11d 0fc9e6b 0fb09b9 
0fc09fc 0fca445 0fb5f51 
0fbb974 0fca16e 0fb0ab6 
0fb2d91 0fc9a3f 0fa7f79 
0fb2975 0fc9900 0fa7fe6 
0fbb239 0fc9f94 0fb0ab4 
0fc0b98 0fca568 0fb60c8 
0fbbbfa 0fca2a6 0fb0d17 
0fb309a 0fc9b17 0fa8275 
0fb2bf7 0fc9994 0fa8261 
0fbb446 0fc9fd3 0fb0cbc 
0fc0e2c 0fca57c 0fb6376 
0fbbf94 0fca32f 0fb10ca 
0fb343a 0fc9be4 0fa860e 
0fb2e8e 0fc9a3c 0fa84e5 
0fbb644 0fca048 0fb0eb4 
0fc10a5 0fca633 0fb65ec 
0fbc1e4 0fca3a9 0fb133d 
0fb35a0 0fc9bfc 0fa87b0 
0fb2f38 0fc9a4d 0fa85d1 
0fbb733 0fca107 0fb0fec 
0fc1245 0fca76f 0fb67c3 
0fbc3ab 0fca4a9 0fb1502 
0fb372e 0fc9cd4 0fa8920 
0fb30c6 0fc9b39 0fa8739 
0fbb88c 0fca190 0fb1110 
0fc1312 0fca708 0fb686d 
0fbc4cd 0fca411 0fb1619 
0fb387b 0fc9c35 0fa8a65 
0fb315d 0fc9a67 0fa87ca 
0fbb95e 0fca0fa 0fb11dc 
0fc148d 0fca67f 0fb69d0 
0fbc6eb 0fca3af 0fb1813 
0fb3a8e 0fc9c20 0fa8c46 
0fb32c2 0fc9a3a 0fa8916 
0fbba29 0fca07a 0fb12b7 
0fc15f7 0fca661 0fb6b68 
0fbc8e1 0fca3c2 0fb1a23 
0fb3c7b 0fc9c20 0fa8e50 
0fb346f 0fc9a92 0fa8ad3 
0fbbb92 0fca0db 0fb1426 
0fc17df 0fca723 0fb6d4b 
0fbcb3a 0fca4cb 0fb1c78 
0fb3e8e 0fc9d67 0fa9062 
0fb35d3 0fc9bc7 0fa8c33 
0fbbd19 0fca246 0fb159d 
0fc1983 0fca7ba 0fb6ee1 
0fbcd7e 0fca4db 0fb1eaf 
0fb41b0 0fc9db7 0fa9375 
0fb38a7 0fc9bf7 0fa8eff 
0fbbf62 0fca226 0fb17e9 
0fc1c55 0fca7dd 0fb71b2 
0fbd0e0 0fca540 0fb2212 
0fb43ce 0fc9d78 0fa9589 
0fb3a0e 0fc9bfc 0fa904d 
0fbc0ea 0fca2a8 0fb196a 
0fc1e74 0fca889 0fb73df 
0fbd330 0fca5b0 0fb2488 
0fb465b 0fc9e63 0fa9835 
0fb3b70 0fc9c7c 0fa91ca 
0fbc1a3 0fca2f9 0fb1a24 
0fc1f87 0fca92e 0fb74e7 
0fbd534 0fca713 0fb266c 
0fb47db 0fc9f80 0fa9989 
0fb3c21 0fc9d96 0fa9254 
0fbc25e 0fca4a8 0fb1aca 
0fc20c0 0fcab2a 0fb7623 
0fbd737 0fca997 0fb2875 
0fb4a11 0fca2a5 0fa9bc8 
0fb3dc5 0fca0d9 0fa93fb 
0fbc3b5 0fca78b 0fb1c30 
0fc22b9 0fcada4 0fb7827 
0fbd98b 0fcab5c 0fb2ac9 
0fb4c73 0fca423 0fa9e36 
0fb3fca 0fca256 0fa9611 
0fbc4ff 0fca869 0fb1d86 
0fc247c 0fcaea9 0fb79f0 
0fbdbfd 0fcacd3 0fb2d44 
0fb4e5a 0fca53f 0faa00a 
0fb40c1 0fca2e3 0fa96e6 
0fbc5c9 0fca8ef 0fb1e37 
0fc252e 0fcae99 0fb7a98 
0fbdcb0 0fcac26 0fb2e01 
0fb4f32 0fca4dd 0faa0f2 
0fb416b 0fca2f8 0fa97b0 
0fbc6a4 0fca98a 0fb1f2a 
0fc2724 0fcafeb 0fb7c97 
0fbdf41 0fcad97 0fb3082 
0fb5137 0fca600 0faa2eb 
0fb4244 0fca3ca 0fa9871 
0fbc6fa 0fcaa27 0fb1f70 
0fc26e8 0fcafa4 0fb7c64 
0fbdf5e 0fcad18 0fb30b3 
0fb510f 0fca578 0faa2ce 
0fb416e 0fca323 0fa97ab 
0fbc605 0fca986 0fb1e8b 
0fc273a 0fcafb9 0fb7cb2 
0fbe02c 0fcad4a 0fb3189 
0fb51f5 0fca59c 0faa3a5 
0fb41c3 0fca2e5 0fa97e4 
0fbc60d 0fca8ce 0fb1e80 
0fc27c4 0fcaec2 0fb7d33 
0fbe163 0fcac3e 0fb32a1 
0fb5347 0fca49e 0faa4de 
0fb42ed 0fca23c 0fa9901 
0fbc6a2 0fca7c4 0fb1f08 
0fc2893 0fcad73 0fb7df1 
0fbe287 0fcaa9b 0fb33ca 
0fb541c 0fca294 0faa5bd 
0fb42fa 0fc9fcb 0fa9919 
0fbc6e0 0fca5c5 0fb1f66 
0fc2950 0fcaba0 0fb7edf 
0fbe3e9 0fca936 0fb3546 
0fb5562 0fca18e 0faa6fa 
0fb4408 0fc9f6c 0fa99fe 
0fbc756 0fca53a 0fb1fa7 
0fc29ca 0fcab00 0fb7f2e 
0fbe4a8 0fca88f 0fb35d6 
0fb555d 0fca071 0faa6e2 
0fb4349 0fc9e5e 0fa9945 
0fbc6be 0fca4d8 0fb1f17 
0fc29e5 0fcab19 0fb7f5b 
0fbe5be 0fca960 0fb36f7 
0fb56d1 0fca1ec 0faa842 
0fb43e8 0fc9fc4 0fa99c7 
0fbc700 0fca5fa 0fb1f43 
0fc2afb 0fcac4c 0fb8058 
0fbe749 0fcaa31 0fb3875 
0fb57f2 0fca278 0faa96e 
0fb442b 0fca041 0fa9a1c 
0fbc69d 0fca5a2 0fb1ee1 
0fc2afc 0fcaacb 0fb8054 
0fbe811 0fca7a9 0fb3939 
0fb593a 0fc9f93 0faaa96 
0fb44b9 0fc9cdf 0fa9a82 
0fbc6d8 0fca313 0fb1f23 
0fc2b27 0fca986 0fb8095 
0fbe7f0 0fca781 0fb391f 
0fb584b 0fc9ff3 0faa9b5 
0fb4318 0fc9d6a 0fa98f0 
0fbc4d2 0fca2e8 0fb1d2b 
0fc2a53 0fca940 0fb7fc1 
0fbe85f 0fca735 0fb3986 
0fb58b8 0fc9f47 0faaa09 
0fb42f5 0fc9c5b 0fa98a5 
0fbc4bf 0fca224 0fb1cec 
0fc2a51 0fca841 0fb7fc4 
0fbe901 0fca677 0fb3a44 
0fb5920 0fc9e64 0faaa86 
0fb42dd 0fc9baa 0fa98bb 
0fbc41b 0fca146 0fb1c80 
0fc2a15 0fca76b 0fb7fa5 
0fbe95e 0fca5a8 0fb3aae 
0fb5a0d 0fc9e16 0faab7c 
0fb4321 0fc9b0b 0fa98ed 
0fbc494 0fca0f3 0fb1ce4 
0fc2af6 0fca71c 0fb8073 
0fbeacc 0fca541 0fb3c06 
0fb5ac3 0fc9d01 0faac17 
0fb4391 0fc9a2c 0fa9959 
0fbc525 0fca04b 0fb1d7d 
0fc2c38 0fca6ad 0fb81c0 
0fbec46 0fca4a6 0fb3d7a 
0fb5c45 0fc9cba 0faad8d 
0fb4492 0fc9a3f 0fa9a57 
0fbc5a2 0fca008 0fb1e00 
0fc2d1f 0fca63d 0fb82c1 
0fbed81 0fca3d1 0fb3ed6 
0fb5d89 0fc9b73 0faaedd 
0fb45b8 0fc98aa 0fa9b63 
0fbc66b 0fc9e6a 0fb1ea4 
0fc2dde 0fca4a1 0fb8357 
0fbeecb 0fca2e9 0fb3ff6 
0fb5f53 0fc9bc5 0fab07e 
0fb4711 0fc999b 0fa9cac 
0fbc73a 0fc9f45 0fb1f72 
0fc2edb 0fca52f 0fb8453 
0fbf071 0fca325 0fb4198 
0fb60ef 0fc9b6a 0fab21b 
0fb47bb 0fc9843 0fa9d4d 
0fbc811 0fc9de9 0fb2038 
0fc3027 0fca3c6 0fb858d 
0fbf29c 0fca1fa 0fb43b2 
0fb62d8 0fc9a5f 0fab3f0 
0fb4919 0fc97cb 0fa9ea6 
0fbc912 0fc9db8 0fb215b 
0fc31dd 0fca3d3 0fb8765 
0fbf487 0fca1a4 0fb45b8 
0fb6504 0fc99f4 0fab638 
0fb4a5a 0fc9685 0faa004 
0fbca45 0fc9c29 0fb2299 
0fc341f 0fca2bd 0fb89bb 
0fbf7ba 0fca0ed 0fb48f7 
0fb67a7 0fc98f0 0fab8dd 
0fb4c8e 0fc95da 0faa231 
0fbcc11 0fc9bc5 0fb244d 
0fc35a4 0fca204 0fb8b2a 
0fbf9a3 0fca047 0fb4ade 
0fb69e7 0fc9892 0fabb08 
0fb4e99 0fc95b3 0faa413 
0fbcdbc 0fc9b6e 0fb25da 
0fc37af 0fca170 0fb8d25 
0fbfc25 0fc9f74 0fb4d52 
0fb6c24 0fc97bf 0fabd4f 
0fb503a 0fc951c 0faa5c8 
0fbcf02 0fc9ae9 0fb272e 
0fc398e 0fca134 0fb8f16 
0fbfeba 0fc9f64 0fb4fef 
0fb6e53 0fc9787 0fabf69 
0fb50d2 0fc942b 0faa647 
0fbcf57 0fc99f5 0fb2784 
0fc3a45 0fca002 0fb8fdb 
0fbfff0 0fc9dfa 0fb5139 
0fb6f9a 0fc95ef 0fac0cb 
0fb51ee 0fc9286 0faa77d 
0fbd080 0fc9838 0fb28c6 
0fc3bff 0fc9e4e 0fb919a 
0fc0237 0fc9c43 0fb5380 
0fb724e 0fc94be 0fac372 
0fb54cc 0fc9240 0faaa48 
0fbd2a3 0fc97f4 0fb2ac7 
0fc3ebc 0fc9ec9 0fb942e 
0fc0604 0fc9dc9 0fb5715 
0fb756e 0fc95c2 0fac661 
0fb5673 0fc9238 0faabbd 
0fbd3af 0fc9743 0fb2bb5 
0fc3fd4 0fc9d48 0fb9547 
0fc07a0 0fc9bc0 0fb58c3 
0fb776a 0fc9415 0fac869 
0fb57d1 0fc90c8 0faad26 
0fbd48f 0fc960c 0fb2ca4 
0fc40f6 0fc9c9d 0fb9680 
0fc08ef 0fc9b7b 0fb5a2c 
0fb7854 0fc9420 0fac966 
0fb5853 0fc914e 0faadb4 
0fbd52c 0fc975c 0fb2d57 
0fc41f3 0fc9e19 0fb9788 
0fc0a58 0fc9d15 0fb5b8c 
0fb79cb 0fc95f4 0facad2 
0fb5922 0fc935f 0faae8d 
0fbd580 0fc998c 0fb2dbd 
0fc4215 0fca023 0fb97be 
0fc0b20 0fc9f86 0fb5c6d 
0fb7a75 0fc987e 0facb83 
0fb593b 0fc95d3 0faaea3 
0fbd520 0fc9bce 0fb2d5d 
0fc4268 0fca292 0fb9817 
0fc0c3d 0fca1bb 0fb5d97 
0fb7c1b 0fc9ad5 0facd42 
0fb5a0b 0fc97d2 0faaf96 
0fbd4fc 0fc9cdd 0fb2d52 
0fc431b 0fca3a9 0fb98d2 
0fc0d77 0fca299 0fb5ec2 
0fb7c9b 0fc9b1b 0facd92 
0fb59d8 0fc9850 0faaf19 
0fbd54c 0fc9e98 0fb2d79 
0fc43dd 0fca5cb 0fb9991 
0fc0eae 0fca4e0 0fb5ffe 
0fb7de9 0fc9dc3 0facef5 
0fb5a06 0fc9a90 0faaf73 
0fbd458 0fca01b 0fb2c9a 
0fc42bc 0fca6b5 0fb987c 
0fc0e06 0fca5b5 0fb5f75 
0fb7d1f 0fc9e7f 0face3a 
0fb5941 0fc9bee 0faaea7 
0fbd429 0fca253 0fb2c64 
0fc434a 0fca942 0fb9906 
0fc0f04 0fca80f 0fb6072 
0fb7e23 0fca0ee 0facf3e 
0fb595c 0fc9e1e 0faaec7 
0fbd327 0fca3c9 0fb2b75 
0fc424f 0fcaa52 0fb9824 
0fc0eea 0fca959 0fb6058 
0fb7e6e 0fca26e 0facf80 
0fb595c 0fc9f92 0faaecb 
0fbd283 0fca497 0fb2aee 
0fc4214 0fcab09 0fb980b 
0fc0ee5 0fca9da 0fb6062 
0fb7dcb 0fca275 0facee3 
0fb5822 0fc9f5e 0faad94 
0fbd23d 0fca572 0fb2a9d 
0fc422d 0fcabe9 0fb9812 
0fc0f96 0fcaab0 0fb610c 
0fb7e70 0fca305 0facf79 
0fb583c 0fc9fb0 0faad8e 
0fbd115 0fca4cb 0fb295d 
0fc414f 0fcab86 0fb972a 
0fc0f08 0fcaacd 0fb607b 
0fb7e05 0fca3b1 0facf1c 
0fb577d 0fca0e0 0faace0 
0fbd07d 0fca671 0fb28c6 
0fc4153 0fcad3a 0fb972a 
0fc0fd6 0fcac21 0fb6140 
0fb7ed7 0fca4ad 0facfd6 
0fb57b6 0fca186 0faacef 
0fbd033 0fca706 0fb284f 
0fc40e9 0fcadae 0fb96a4 
0fc0ffd 0fcad51 0fb6147 
0fb7eba 0fca639 0facf91 
0fb567f 0fca31c 0faab9b 
0fbcf02 0fca93a 0fb2726 
0fc4086 0fcb04f 0fb9651 
0fc0fd1 0fcaf55 0fb613f 
0fb7ebd 0fca83a 0facfad 
0fb5619 0fca542 0faab51 
0fbce1a 0fcab53 0fb2655 
0fc3fff 0fcb26e 0fb95dd 
0fc0fe9 0fcb170 0fb6154 
0fb7f4f 0fcaace 0fad03d 
0fb5611 0fca7ee 0faab44 
0fbcd06 0fcad37 0fb2538 
0fc3f63 0fcb3b5 0fb9547 
0fc106f 0fcb20d 0fb61f0 
0fb7f28 0fca96f 0fad023 
0fb5547 0fca559 0faaa78 
0fbcc2f 0fcaa87 0fb246e 
0fc3ee7 0fcb1d5 0fb94e6 
0fc0ff6 0fcb150 0fb618c 
0fb7ecc 0fcaa7b 0facfd4 
0fb53ff 0fca6e0 0faa94c 
0fbca86 0fcac29 0fb22db 
0fc3dec 0fcb3b8 0fb93e2 
0fc104c 0fcb3c4 0fb61d1 
0fb7f6e 0fcacc8 0fad072 
0fb54c3 0fca8f7 0faa9f1 
0fbcc18 0fcae3f 0fb2437 
0fc3f61 0fcb461 0fb953c 
0fc115a 0fcb2cd 0fb62d5 
0fb800a 0fcab20 0fad0fd 
0fb5492 0fca764 0faa9ca 
0fbcb0a 0fcaca0 0fb2354 
0fc3f19 0fcb39e 0fb950f 
0fc1226 0fcb2d4 0fb63aa 
0fb80df 0fcab5b 0fad1c6 
0fb5503 0fca811 0faaa22 
0fbcafb 0fcadc2 0fb2338 
0fc3eaf 0fcb46e 0fb94af 
0fc11f5 0fcb368 0fb637f 
0fb8145 0fcac1a 0fad23c 
0fb550d 0fca83b 0faaa2c 
0fbcac8 0fcad33 0fb22e6 
0fc3f81 0fcb43f 0fb9557 
0fc133b 0fcb2ed 0fb64a9 
0fb8206 0fcab13 0fad2d6 
0fb5506 0fca6d9 0faaa07 
0fbcaa4 0fcabb6 0fb22b2 
0fc3f4d 0fcb226 0fb951d 
0fc13da 0fcb11f 0fb6530 
0fb82db 0fca962 0fad38d 
0fb55c6 0fca58c 0faaaa6 
0fbcafc 0fcaa59 0fb22f9 
0fc4007 0fcb0c7 0fb95cd 
0fc1534 0fcafb4 0fb668b 
0fb8483 0fca7fd 0fad525 
0fb56a0 0fca3d9 0faab78 
0fbcb25 0fca85e 0fb231d 
0fc404f 0fcaee2 0fb961c 
0fc161e 0fcae56 0fb6782 
0fb84e8 0fca66d 0fad5a8 
0fb5691 0fca24f 0faab80 
