0fb793c 0fb4bc1 0fcde02 
0f9b019 0f9865e 0fb4bec 
0f9cfa8 0f9a394 0fb4505 
0fa22fe 0f9f6a2 0fb7a26 
0fa396b 0fa0f2c 0fba427 
0f9f5dc 0f9cd41 0fb8b72 
0f9b5d9 0f98c21 0fb52af 
0f9d271 0f9a669 0fb4935 
0fa22df 0f9f690 0fb7b8c 
0fa37c2 0fa0d98 0fba404 
0f9f22e 0f9c9a6 0fb896a 
0f9afd5 0f98635 0fb4e77 
0f9ca26 0f99e35 0fb42bc 
0fa1853 0f9ec14 0fb7294 
0fa2ab1 0fa008b 0fb9843 
0f9e38d 0f9bb0d 0fb7bfe 
0f99f88 0f975ef 0fb3f74 
0f9b91e 0f98d37 0fb32fb 
0fa0794 0f9db5e 0fb62c1 
0fa1b04 0f9f0e9 0fb8909 
0f9d45d 0f9abe9 0fb6d20 
0f99170 0f967e0 0fb31a5 
0f9ab9b 0f97fb2 0fb2597 
0f9fbed 0f9cfa6 0fb56dc 
0fa1148 0f9e714 0fb7ea8 
0f9ccfb 0f9a46f 0fb64de 
0f98bbc 0f96217 0fb2b1a 
0f9a735 0f97b3e 0fb204a 
0f9f8b4 0f9cc5f 0fb528e 
0fa0ff5 0f9e5b5 0fb7c07 
0f9cd26 0f9a48e 0fb63c1 
0f98c78 0f962d0 0fb2abf 
0f9a81c 0f97c25 0fb204d 
0f9fb10 0f9ceba 0fb53da 
0fa138c 0f9e946 0fb7e63 
0f9d1c3 0f9a92d 0fb670e 
0f991f2 0f9684f 0fb2f32 
0f9aeb3 0f982c2 0fb260f 
0fa021b 0f9d5cc 0fb5a1f 
0fa1b57 0f9f117 0fb855f 
0f9dac8 0f9b234 0fb6f6c 
0f99b7b 0f971e1 0fb385d 
0f9b7ac 0f98bbf 0fb2eda 
0fa0a7a 0f9de31 0fb6242 
0fa240f 0f9f9d7 0fb8dce 
0f9e36a 0f9bae3 0fb77ce 
0f9a41c 0f97a86 0fb40d1 
0f9c045 0f99459 0fb3763 
0fa129d 0f9e651 0fb6a46 
0fa2cfe 0fa02bb 0fb964c 
0f9ec9d 0f9c404 0fb8098 
0f9acaa 0f98302 0fb4933 
0f9c8b2 0f99cb8 0fb3fb3 
0fa1b99 0f9ef38 0fb72d5 
0fa3600 0fa0bae 0fb9ec8 
0f9f581 0f9cce5 0fb890e 
0f9b4c8 0f98b2f 0fb5146 
0f9cfe0 0f9a3f8 0fb46fd 
0fa2304 0f9f6ac 0fb7a5c 
0fa3e5d 0fa1407 0fba6fd 
0f9fed9 0f9d632 0fb9226 
0f9becb 0f99530 0fb5b2b 
0f9dafc 0f9af10 0fb51fd 
0fa2f80 0fa0325 0fb8686 
0fa4bc7 0fa2172 0fbb3e0 
0fa0ca8 0f9e413 0fb9f93 
0f9ccb6 0f9a323 0fb68e5 
0f9e901 0f9bd1a 0fb5ff5 
0fa3dbc 0fa115e 0fb946c 
0fa5a84 0fa302e 0fbc237 
0fa1c6c 0f9f3d2 0fbaeec 
0f9dcfc 0f9b36a 0fb78f6 
0f9f89c 0f9ccbd 0fb6f8f 
0fa4d0a 0fa20be 0fba3e1 
0fa6a63 0fa4018 0fbd216 
0fa2c41 0fa03a7 0fbbeee 
0f9ebff 0f9c264 0fb8873 
0fa06cc 0f9dade 0fb7e84 
0fa5a70 0fa2e0c 0fbb22b 
0fa774f 0fa4cf1 0fbdff0 
0fa387e 0fa0fe1 0fbcc2c 
0f9f752 0f9cdc8 0fb9516 
0fa10b1 0f9e4d9 0fb89d9 
0fa636b 0fa3721 0fbbc53 
0fa7fda 0fa559d 0fbe97b 
0fa3fcf 0fa1752 0fbd481 
0f9fd77 0f9d403 0fb9c29 
0fa1622 0f9ea56 0fb9004 
0fa680a 0fa3bcd 0fbc175 
0fa83e5 0fa59b2 0fbedc7 
0fa43d9 0fa1b6c 0fbd8ba 
0fa00e0 0f9d782 0fb9fe3 
0fa18be 0f9ed08 0fb92fd 
0fa6a9a 0fa3e6c 0fbc43a 
0fa85e6 0fa5bbc 0fbefd2 
0fa45c3 0fa1d5d 0fbdaa3 
0fa0286 0f9d935 0fba1c0 
0fa1a14 0f9ee66 0fb94a1 
0fa6c01 0fa3fd2 0fbc5d9 
0fa8851 0fa5e1e 0fbf239 
0fa496f 0fa2101 0fbde46 
0fa062b 0f9dccd 0fba588 
0fa1dcf 0f9f213 0fb9886 
0fa7028 0fa43ee 0fbc9c5 
0fa8d88 0fa6351 0fbf6d7 
0fa4edb 0fa266b 0fbe319 
0fa0bdb 0f9e27f 0fbaab8 
0fa234b 0f9f79e 0fb9d9a 
0fa7663 0fa4a32 0fbcf75 
0fa9416 0fa69e0 0fbfca7 
0fa55bd 0fa2d4f 0fbe92c 
0fa12f6 0f9e997 0fbb11d 
0fa2a2c 0f9fe72 0fba3bb 
0fa7d8b 0fa514f 0fbd5ab 
0fa9d14 0fa72dc 0fc048a 
0fa5fc9 0fa3759 0fbf223 
0fa1dd2 0f9f479 0fbbb04 
0fa3612 0fa0a5e 0fbaeb8 
0fa8a6e 0fa5e32 0fbe17e 
0faaa6b 0fa8026 0fc10a0 
0fa6e05 0fa4588 0fbff1f 
0fa2cc9 0fa0361 0fbc8ea 
0fa4583 0fa19c5 0fbbd37 
0fa9a02 0fa6dbd 0fbf023 
0faba4e 0fa9006 0fc1f6d 
0fa7e76 0fa55fc 0fc0e6b 
0fa3c57 0fa12f5 0fbd79e 
0fa547c 0fa28ca 0fbcb86 
0faa9d2 0fa7d92 0fbff10 
0facae3 0faa09e 0fc2f0a 
0fa8eee 0fa6679 0fc1e1b 
0fa4cdb 0fa2381 0fbe79b 
0fa6509 0fa3955 0fbdbb4 
0fab9a2 0fa8d5d 0fc0e82 
0fadac1 0fab07e 0fc3e82 
0fa9f4d 0fa76de 0fc2e28 
0fa5c88 0fa333b 0fbf763 
0fa734b 0fa47ad 0fbea5e 
0fac75a 0fa9b37 0fc1cb3 
0fae84b 0fabe1f 0fc4c6f 
0faac61 0fa83ff 0fc3bae 
0fa697f 0fa403c 0fc04df 
0fa7fc8 0fa542a 0fbf77f 
0fad2f4 0faa6c2 0fc28e3 
0faf41e 0fac9e0 0fc588c 
0fab85f 0fa8ff9 0fc47ec 
0fa749a 0fa4b66 0fc108b 
0fa89d4 0fa5e51 0fc0247 
0fadd47 0fab130 0fc33c6 
0fafe0f 0fad3ec 0fc62f7 
0fac199 0fa9947 0fc51ba 
0fa7d39 0fa540c 0fc19e3 
0fa918e 0fa6600 0fc0ad3 
0fae466 0fab844 0fc3bc1 
0fb05af 0fadb85 0fc6b4e 
0fac92c 0faa0dd 0fc5a10 
0fa833f 0fa5a1a 0fc20de 
0fa971c 0fa6ba0 0fc1177 
0fae9b4 0fabda7 0fc41f4 
0fb0a0a 0fadff8 0fc7078 
0facd7c 0faa542 0fc5f28 
0fa87f5 0fa5eec 0fc2677 
0fa9a90 0fa6f33 0fc15e7 
0faec6a 0fac074 0fc45ac 
0fb0cca 0fae2c1 0fc73df 
0fad0a4 0faa870 0fc62b0 
0fa8b1c 0fa620e 0fc2a02 
0fa9db0 0fa724c 0fc196b 
0faef85 0fac381 0fc48ce 
0fb1022 0fae612 0fc7726 
0fad39c 0faab65 0fc659d 
0fa8d7c 0fa6471 0fc2c8d 
0faa000 0fa7497 0fc1c10 
0faf182 0fac575 0fc4b23 
0fb1239 0fae813 0fc7964 
0fad629 0faadd6 0fc684e 
0fa8f1f 0fa65f3 0fc2e7c 
0faa0b4 0fa752d 0fc1d15 
0faf1e0 0fac5c0 0fc4bbd 
0fb1323 0fae8f8 0fc7a5d 
0fad72f 0faaee1 0fc6973 
0fa90ad 0fa6794 0fc304a 
0faa29d 0fa772c 0fc1f43 
0faf416 0fac7fe 0fc4dee 
0fb15d2 0faeba1 0fc7cba 
0fada25 0fab1d5 0fc6c01 
0fa92ae 0fa6997 0fc322e 
0faa32b 0fa77c4 0fc1fec 
0faf433 0fac82d 0fc4e25 
0fb1611 0faebf9 0fc7ce6 
0fadaa6 0fab267 0fc6c6b 
0fa933e 0fa6a3e 0fc32e1 
0faa381 0fa782c 0fc2085 
0faf4bf 0fac8b3 0fc4eaa 
0fb175d 0faed38 0fc7df4 
0fadc8e 0fab452 0fc6e19 
0fa9529 0fa6c32 0fc34b9 
0faa594 0fa7a40 0fc228f 
0faf71d 0facb18 0fc50df 
0fb1a4f 0faf031 0fc8084 
0fadfb3 0fab784 0fc70e4 
0fa988a 0fa6f9c 0fc37d3 
0faa844 0fa7d06 0fc253c 
0faf9d0 0facde4 0fc5392 
0fb1d67 0faf35b 0fc8377 
0fae2e0 0fabab0 0fc73e4 
0fa9b31 0fa7240 0fc3a8b 
0faaad1 0fa7f89 0fc27e2 
0fafcb1 0fad0b8 0fc566f 
0fb2036 0faf626 0fc862e 
0fae5a1 0fabd7e 0fc76ac 
0fa9dca 0fa74f6 0fc3d63 
0faad63 0fa823b 0fc2ac4 
0fafe88 0fad2ae 0fc588c 
0fb2207 0faf817 0fc8814 
0fae796 0fabf8d 0fc7898 
0fa9f8c 0fa76c3 0fc3f23 
0faae10 0fa82f2 0fc2b92 
0faff0d 0fad33b 0fc58fd 
0fb22c2 0faf8d4 0fc8889 
0fae837 0fac035 0fc78f8 
0faa005 0fa7749 0fc3f97 
0faae44 0fa832d 0fc2bd9 
0fafea2 0fad2d7 0fc58ac 
0fb22b2 0faf8ba 0fc8863 
0fae8f5 0fac0e2 0fc7998 
0faa0a0 0fa77cd 0fc404f 
0faae17 0fa82e3 0fc2bfa 
0fafe06 0fad219 0fc5845 
0fb2222 0faf818 0fc87f5 
0fae88f 0fac073 0fc795f 
0faa043 0fa7774 0fc4047 
0faae14 0fa82f2 0fc2c6f 
0fafe62 0fad284 0fc58f0 
0fb22a2 0faf89d 0fc8893 
0fae884 0fac078 0fc796d 
0fa9f7f 0fa76bf 0fc3fb8 
0faac3d 0fa8124 0fc2ad5 
0fafcb9 0fad0e5 0fc5774 
0fb2183 0faf792 0fc877a 
0fae7e0 0fabfdb 0fc78ca 
0fa9e86 0fa75c6 0fc3ee6 
0faab03 0fa7fe8 0fc29d8 
0fafb51 0facf69 0fc564a 
0fb20c7 0faf6ab 0fc86c5 
0fae771 0fabf42 0fc786e 
0fa9e2b 0fa7549 0fc3edf 
0faaa89 0fa7f46 0fc29e1 
0fafae4 0facee1 0fc5646 
0fb201c 0faf5f6 0fc867a 
0fae746 0fabf16 0fc789b 
0fa9d79 0fa749f 0fc3eb7 
0faaa22 0fa7eea 0fc29fc 
0fafae7 0facee5 0fc56a1 
0fb20e8 0faf6c1 0fc875c 
0fae88d 0fac057 0fc79d6 
0fa9f05 0fa7620 0fc4045 
0faaaaa 0fa7f6f 0fc2acf 
0fafbb4 0facfaf 0fc576e 
0fb217b 0faf74c 0fc87bc 
0fae8f1 0fac0ba 0fc7a10 
0fa9f59 0fa767a 0fc4092 
0faabb2 0fa8082 0fc2bc1 
0fafc0d 0fad01c 0fc57b5 
0fb2284 0faf870 0fc8881 
0faeae8 0fac2cf 0fc7bda 
0faa198 0fa78d6 0fc42d8 
0faacc7 0fa81ab 0fc2d09 
0fafd89 0fad19c 0fc5930 
0fb24d9 0fafac4 0fc8aa7 
0faed2f 0fac513 0fc7de3 
0faa3a0 0fa7ae6 0fc44ef 
0faaea5 0fa8390 0fc2f0d 
0faff02 0fad326 0fc5abe 
0fb2674 0fafc69 0fc8c0b 
0faef68 0fac750 0fc7fcd 
0faa597 0fa7cde 0fc46a0 
0fab074 0fa856a 0fc30b4 
0fb00f2 0fad524 0fc5c5d 
0fb2870 0fafe79 0fc8d81 
0faf15e 0fac963 0fc8144 
0faa73c 0fa7ea6 0fc4818 
0fab17d 0fa8694 0fc31b2 
0fb01ae 0fad5f1 0fc5ceb 
0fb297a 0faff8b 0fc8e36 
0faf256 0faca61 0fc81e5 
0faa838 0fa7fad 0fc48ff 
0fab245 0fa875f 0fc326d 
0fb02bf 0fad702 0fc5dce 
0fb2b20 0fb012f 0fc8f8e 
0faf3fb 0facc06 0fc8351 
0faa912 0fa8084 0fc49ae 
0fab242 0fa875a 0fc3270 
0fb02d6 0fad714 0fc5dcf 
0fb2b17 0fb011d 0fc8f32 
0faf47a 0facc75 0fc8381 
0faa9d8 0fa813b 0fc4a33 
0fab3a3 0fa88ab 0fc3384 
0fb039b 0fad7c5 0fc5e2c 
0fb2c00 0fb01f2 0fc8fa5 
0faf573 0facd61 0fc83e5 
0faaa3c 0fa8195 0fc4a34 
0fab318 0fa881a 0fc32d1 
0fb030d 0fad730 0fc5d85 
0fb2b23 0fb0114 0fc8e76 
0faf442 0facc3c 0fc8283 
0faa976 0fa80e4 0fc496c 
0fab1e1 0fa86fa 0fc31bd 
0fb017d 0fad5bd 0fc5c11 
0fb2a48 0fb0055 0fc8da7 
0faf480 0facc84 0fc829e 
0faa970 0fa80e3 0fc497e 
0fab14b 0fa8667 0fc315c 
0fb0136 0fad56d 0fc5bfb 
0fb2ae2 0fb00df 0fc8e2d 
0faf55b 0facd5b 0fc835f 
0faaa0b 0fa8179 0fc4a29 
0fab189 0fa86aa 0fc31fe 
0fb0039 0fad47f 0fc5b51 
0fb2a4c 0fb004a 0fc8db0 
0faf5d8 0facdd8 0fc83cb 
0faaa21 0fa8196 0fc4a52 
0fab189 0fa86a8 0fc3221 
0fb00a6 0fad4e7 0fc5bcc 
0fb2af2 0fb00f8 0fc8e55 
0faf543 0facd57 0fc836a 
0faa97b 0fa8107 0fc4a12 
0fab0d1 0fa860f 0fc31fe 
0fb007e 0fad4d5 0fc5c19 
0fb2b38 0fb0153 0fc8ee2 
0faf6b2 0faced6 0fc84f5 
0faaac5 0fa826b 0fc4b96 
0fab1f3 0fa8739 0fc3352 
0fb00fe 0fad554 0fc5ca5 
0fb2b1f 0fb0136 0fc8ea6 
0faf6a5 0facec6 0fc84be 
0faaab2 0fa8248 0fc4b73 
0fab0b4 0fa85f3 0fc323c 
0faffd8 0fad42d 0fc5bc2 
0fb2a18 0fb002a 0fc8de5 
0faf604 0face1c 0fc8465 
0faa9df 0fa816e 0fc4b16 
0fab013 0fa8543 0fc3241 
0fb0004 0fad43e 0fc5c83 
0fb2b3f 0fb0135 0fc8f6b 
0faf74f 0facf57 0fc8614 
0faab54 0fa82ea 0fc4d2d 
0fab0e9 0fa862b 0fc33de 
0fb0054 0fad49c 0fc5d68 
0fb2b90 0fb018c 0fc901e 
0faf774 0facf7b 0fc8681 
0faab90 0fa8313 0fc4d93 
0fab138 0fa8666 0fc3424 
0fb0077 0fad4b7 0fc5d58 
0fb2bfb 0fb01fc 0fc9032 
0faf8ad 0fad0c0 0fc876c 
0faac9d 0fa8436 0fc4e86 
0fab1c3 0fa8700 0fc34bc 
0fb0109 0fad54f 0fc5deb 
0fb2cfe 0fb02f9 0fc9105 
0fafa5e 0fad264 0fc88b4 
0faaee1 0fa8665 0fc5075 
0fab48a 0fa89b6 0fc3761 
0fb0421 0fad860 0fc60ef 
0fb30a6 0fb069e 0fc9468 
0fafe1a 0fad61e 0fc8c43 
0fab20e 0fa899e 0fc53a9 
0fab792 0fa8cce 0fc3a71 
0fb06b3 0fadafe 0fc6354 
0fb3357 0fb0952 0fc9696 
0fb0104 0fad911 0fc8e6c 
0fab534 0fa8ccd 0fc562a 
0faba21 0fa8f6b 0fc3c91 
0fb0a20 0fade73 0fc6632 
0fb3780 0fb0d84 0fc9a05 
0fb0587 0fadd95 0fc9248 
0fab906 0fa90a0 0fc598e 
0fabd63 0fa92b0 0fc3f9b 
0fb0d06 0fae15a 0fc68e2 
0fb3a83 0fb1087 0fc9cca 
0fb08fa 0fae112 0fc9580 
0fabcf7 0fa94a6 0fc5d82 
0fac142 0fa9699 0fc439f 
0fb103b 0fae48f 0fc6c31 
0fb3dcd 0fb13ca 0fc9ffe 
0fb0c41 0fae450 0fc9885 
0fac026 0fa97c4 0fc608f 
0fac372 0fa98b4 0fc45cf 
0fb11e7 0fae62c 0fc6dd8 
0fb3f7d 0fb1573 0fca16e 
0fb0e55 0fae659 0fc9a5c 
0fac1ab 0fa9948 0fc6200 
0fac41c 0fa9974 0fc46a8 
0fb12e9 0fae74d 0fc6ed7 
0fb40c0 0fb16d8 0fca290 
0fb0f2d 0fae75b 0fc9b20 
0fac1f0 0fa99b9 0fc6274 
0fac481 0fa99f7 0fc474f 
0fb12c1 0fae731 0fc6f03 
0fb407c 0fb1693 0fca273 
0fb0f75 0fae79c 0fc9b94 
0fac29c 0fa9a55 0fc6361 
0fac4c7 0fa9a24 0fc47e7 
0fb12a7 0fae6fb 0fc6f39 
0fb4146 0fb1745 0fca35a 
0fb1039 0fae85c 0fc9c76 
0fac287 0fa9a4f 0fc63b5 
0fac39b 0fa9911 0fc474c 
0fb117a 0fae5e9 0fc6e55 
0fb3fb7 0fb15c7 0fca1c2 
0fb0f80 0fae7ae 0fc9b70 
0fac165 0fa993a 0fc6251 
0fac215 0fa979c 0fc4598 
0fb0fbe 0fae425 0fc6c57 
0fb3e31 0fb1433 0fc9fe9 
0fb0deb 0fae5fd 0fc998f 
0fac053 0fa9806 0fc6118 
0fac10e 0fa966c 0fc448d 
0fb0eb3 0fae301 0fc6b26 
0fb3d91 0fb137c 0fc9f1f 
0fb0d08 0fae510 0fc98a0 
0fabe4f 0fa9605 0fc5f4b 
0fabef9 0fa945f 0fc42e5 
0fb0cc2 0fae11d 0fc69a7 
0fb3c71 0fb1270 0fc9e2d 
0fb0c4f 0fae468 0fc9801 
0fabe1c 0fa95e5 0fc5f26 
0fabe30 0fa93ac 0fc421f 
0fb0bf4 0fae055 0fc68a3 
0fb3b02 0fb1101 0fc9c4f 
0fb0b11 0fae334 0fc9646 
0fabd6a 0fa953a 0fc5e35 
0fabd51 0fa92c7 0fc4130 
0fb0a49 0fadead 0fc66e4 
0fb3a58 0fb1057 0fc9b6a 
0fb0b47 0fae363 0fc9657 
0fabd26 0fa94ec 0fc5e10 
0fabc99 0fa9211 0fc40d2 
0fb09e1 0fade44 0fc66e7 
0fb3a3c 0fb103a 0fc9bba 
0fb0b03 0fae325 0fc9666 
0fabca5 0fa947c 0fc5dfe 
0fabbdc 0fa9167 0fc408b 
0fb0927 0fadda4 0fc666d 
0fb39af 0fb0fcc 0fc9b23 
0fb0b33 0fae36b 0fc9673 
0fabc8a 0fa9474 0fc5dcd 
0fabb69 0fa9109 0fc401d 
0fb086e 0fadcef 0fc65a3 
0fb390c 0fb0f28 0fc9a38 
0fb0a5d 0fae297 0fc9547 
0fabc1e 0fa940b 0fc5d42 
0faba85 0fa9023 0fc3f41 
0fb06fc 0fadb7d 0fc6430 
0fb37df 0fb0df0 0fc98d2 
0fb0920 0fae150 0fc93de 
0fababa 0fa92a6 0fc5beb 
0fab905 0fa8eb0 0fc3df9 
0fb0643 0fadadc 0fc638f 
0fb3791 0fb0dcb 0fc988f 
0fb09a0 0fae1fd 0fc944a 
0fabb54 0fa9369 0fc5c87 
0fab961 0fa8f22 0fc3e6c 
0fb0650 0fadae7 0fc6399 
0fb37d1 0fb0df6 0fc9879 
0fb0a7d 0fae2c2 0fc94cd 
0fabc10 0fa9415 0fc5cfe 
0fab9b4 0fa8f68 0fc3e89 
0fb070d 0fadb96 0fc640b 
0fb38e5 0fb0f02 0fc9930 
0fb0b4f 0fae387 0fc9545 
0fabc6f 0fa9461 0fc5d46 
0fab9fa 0fa8f9f 0fc3eef 
0fb072e 0fadba8 0fc6430 
0fb397a 0fb0f88 0fc998d 
0fb0c94 0fae4d6 0fc9647 
0fabdd2 0fa95dc 0fc5eac 
0fabaa6 0fa905d 0fc3fe6 
0fb07a3 0fadc2e 0fc64ee 
0fb3a71 0fb1089 0fc9ac0 
0fb0e1c 0fae659 0fc9809 
0fabf63 0fa9766 0fc608c 
0fabc18 0fa91cc 0fc41b7 
0fb0930 0faddbb 0fc66d0 
0fb3bff 0fb1217 0fc9c84 
0fb0f91 0fae7d0 0fc99ae 
0fac0a8 0fa98ab 0fc6220 
0fabdaf 0fa9362 0fc43b3 
0fb0a71 0fadeed 0fc6867 
0fb3d0d 0fb130c 0fc9da9 
0fb110b 0fae938 0fc9b1d 
0fac228 0fa9a26 0fc63b5 
0fabdf5 0fa93b9 0fc4448 
0fb0ae9 0fadf7c 0fc693f 
0fb3dff 0fb1414 0fc9eeb 
0fb11b2 0fae9f2 0fc9c0f 
0fac27d 0fa9a8a 0fc645c 
0fabe9c 0fa945e 0fc4554 
0fb0af4 0fadf7f 0fc69aa 
0fb3e1d 0fb1424 0fc9f37 
0fb126e 0faea9e 0fc9cd3 
0fac36d 0fa9b69 0fc6575 
0fabfb7 0fa9569 0fc46b8 
0fb0c5a 0fae0d5 0fc6b64 
0fb3fbb 0fb15b1 0fca10d 
0fb1423 0faec38 0fc9e89 
0fac514 0fa9cf3 0fc6716 
0fac043 0fa95de 0fc4794 
0fb0c45 0fae0b1 0fc6b64 
0fb400f 0fb1609 0fca0ee 
0fb1576 0faedab 0fc9f56 
0fac650 0fa9e5c 0fc6827 
0fac15c 0fa971c 0fc487d 
0fb0d77 0fae1fa 0fc6c5a 
0fb421b 0fb181e 0fca279 
0fb1824 0faf054 0fca160 
0fac8b4 0faa0bd 0fc69f8 
0fac29e 0fa9866 0fc4965 
0fb0e55 0fae2e0 0fc6ccc 
0fb4366 0fb1968 0fca357 
0fb1945 0faf16e 0fca200 
0fac9ef 0faa1ed 0fc6ace 
0fac3fc 0fa99af 0fc4a7b 
0fb1008 0fae481 0fc6e25 
0fb4593 0fb1b88 0fca4e2 
0fb1c83 0faf4a8 0fca4ab 
0facccb 0faa4cb 0fc6d45 
0fac684 0fa9c45 0fc4cba 
0fb1292 0fae70e 0fc7060 
0fb481a 0fb1e09 0fca6eb 
0fb1ebd 0faf6da 0fca630 
0facfaa 0faa7a4 0fc6f74 
0faca1d 0fa9fcd 0fc4f9a 
0fb159a 0faea0d 0fc7294 
0fb4aae 0fb20a3 0fca88c 
0fb21e2 0fafa0b 0fca868 
0fad329 0faab37 0fc7237 
0faccb1 0faa27a 0fc51c0 
0fb1821 0faec99 0fc74a4 
0fb4de2 0fb23c0 0fcaafc 
0fb252e 0fafd3b 0fcaabb 
0fad5a7 0faad9e 0fc73e3 
0face65 0faa41f 0fc52da 
0fb199f 0faee14 0fc758b 
0fb4f44 0fb252f 0fcabd9 
0fb2703 0faff2a 0fcac3d 
0fad7ec 0faafff 0fc760a 
0facff6 0faa5c3 0fc5479 
0fb1ab1 0faef3d 0fc76a6 
0fb50f5 0fb26f8 0fcad62 
0fb287e 0fb00b7 0fcad8d 
0fad88d 0fab0ae 0fc76a2 
0fad04a 0faa62a 0fc54ec 
0fb1aa9 0faef42 0fc76d1 
0fb50b9 0fb26c3 0fcad2d 
0fb2888 0fb00c9 0fcad86 
0fad83d 0fab06d 0fc7687 
0facfd7 0faa5d2 0fc54d8 
0fb1a7f 0faef37 0fc76f9 
0fb502c 0fb265a 0fcacee 
0fb27ac 0fb000d 0fcacf4 
0fad7ca 0fab013 0fc767a 
0facef1 0faa4f8 0fc5494 
0fb18d7 0faed8e 0fc7601 
0fb4f48 0fb2562 0fcac7b 
0fb2797 0faffe2 0fcad45 
0fad77d 0faafbe 0fc76bd 
0face52 0faa455 0fc549b 
0fb1857 0faed0f 0fc760a 
0fb4ef6 0fb2518 0fcac92 
0fb2793 0faffed 0fcada2 
0fad714 0faaf62 0fc76dc 
0facd70 0faa37c 0fc545b 
0fb16c8 0faeb81 0fc7505 
0fb4d25 0fb2344 0fcab0e 
0fb25f4 0fafe4a 0fcac35 
0fad574 0faadba 0fc7582 
0facbc4 0faa1d0 0fc5333 
0fb1530 0fae9e5 0fc7409 
0fb4bbd 0fb21dc 0fcaa4d 
0fb24aa 0fafcfc 0fcab96 
0fad3d0 0faac12 0fc74b8 
0fac98d 0fa9f8c 0fc5203 
0fb12b4 0fae762 0fc7290 
0fb494c 0fb1f61 0fca8cc 
0fb22d8 0fafb1a 0fcaaa4 
0fad2a7 0faaae1 0fc749f 
0fac741 0fa9d3e 0fc50f2 
0fb1040 0fae4e2 0fc7131 
0fb47a4 0fb1da8 0fca7eb 
0fb20f1 0faf92f 0fca97b 
0fad040 0faa879 0fc72ef 
0fac4d8 0fa9acf 0fc4f29 
0fb0db7 0fae24f 0fc6f2a 
0fb4512 0fb1b04 0fca598 
0fb1f0d 0faf735 0fca7ab 
0face94 0faa6ba 0fc717d 
0fac366 0fa9959 0fc4e0a 
0fb0d07 0fae1a5 0fc6eb1 
0fb451e 0fb1b15 0fca5ab 
0fb1f07 0faf733 0fca7a6 
0faced5 0faa700 0fc71df 
0fac30e 0fa9902 0fc4e0f 
0fb0bd5 0fae06f 0fc6de2 
0fb4458 0fb1a4f 0fca51f 
0fb1f52 0faf78a 0fca80f 
0facf0d 0faa74c 0fc7242 
0fac31d 0fa9925 0fc4e5a 
0fb0c54 0fae10a 0fc6e61 
0fb454e 0fb1b60 0fca5d8 
0fb203e 0faf885 0fca88f 
0facf48 0faa790 0fc722f 
0fac3c4 0fa99d0 0fc4eb8 
0fb0d00 0fae1a6 0fc6eaf 
0fb4618 0fb1c1c 0fca5fa 
0fb217f 0faf9c3 0fca921 
0fad140 0faa988 0fc7395 
0fac551 0fa9b69 0fc4fe5 
0fb0ecb 0fae384 0fc700b 
0fb4866 0fb1e7b 0fca7af 
0fb244e 0fafca8 0fcab5a 
0fad421 0faac87 0fc761c 
0fac7b5 0fa9de9 0fc520b 
0fb107a 0fae548 0fc716f 
0fb49e2 0fb1fff 0fca8b6 
0fb2566 0fafdba 0fcabd9 
0fad534 0faad99 0fc76a9 
0fac8d1 0fa9efc 0fc52ce 
0fb119a 0fae655 0fc7205 
0fb4b21 0fb212d 0fca92c 
0fb276b 0faffb3 0fcacef 
0fad705 0faaf5e 0fc77ad 
0faca48 0faa075 0fc5391 
0fb1212 0fae6dc 0fc71c7 
0fb4bea 0fb2203 0fca90f 
0fb2851 0fb009f 0fcacdd 
0fad7a0 0faaffa 0fc7768 
0faca6c 0faa08f 0fc52e7 
0fb1365 0fae81f 0fc723b 
0fb4d4c 0fb2358 0fca983 
0fb2931 0fb0179 0fcacd0 
0fad81a 0fab077 0fc7712 
0faca88 0faa0b3 0fc5267 
0fb12f6 0fae7ab 0fc711e 
0fb4d45 0fb234a 0fca8af 
0fb2a44 0fb0284 0fcad0c 
0fad98f 0fab1e3 0fc77d7 
0facb45 0faa171 0fc5298 
0fb133b 0fae7fe 0fc70d3 
0fb4ddd 0fb23ef 0fca881 
0fb2a48 0fb029f 0fcac56 
0fad929 0fab19b 0fc76ea 
0facb43 0faa17b 0fc522b 
0fb131a 0fae7e4 0fc7056 
0fb4d74 0fb238e 0fca79b 
0fb2aaa 0fb0304 0fcac38 
0fad935 0fab1b1 0fc76b8 
0faca15 0faa060 0fc5111 
0fb1233 0fae70d 0fc6f53 
0fb4d9e 0fb23ba 0fca77b 
0fb2b39 0fb0393 0fcac79 
0fad9ee 0fab267 0fc7766 
0facabf 0faa108 0fc51ce 
0fb11e2 0fae6bc 0fc6f2d 
0fb4d25 0fb2346 0fca717 
0fb2b2e 0fb0397 0fcac7f 
0fad9df 0fab273 0fc7774 
0faca29 0faa09a 0fc5192 
0fb11bf 0fae6be 0fc6f70 
0fb4cce 0fb231c 0fca712 
0fb2a77 0fb0304 0fcabf7 
0fad88f 0fab136 0fc766a 
0fac8e0 0fa9f4c 0fc5099 
0fb10b6 0fae5a8 0fc6e7b 
0fb4c43 0fb226e 0fca648 
0fb2a34 0fb029e 0fcab70 
0fad928 0fab1b6 0fc76e9 
0fac8ff 0fa9f6a 0fc50dd 
0fb0f66 0fae466 0fc6d9b 
0fb4b20 0fb2160 0fca58a 
0fb2a31 0fb02ac 0fcabb9 
0fad929 0fab1c5 0fc7744 
