0fabc17 0fa2b4b 0fa0fb6 
0fd1c13 0fc85f2 0fc6d26 
0fcfee5 0fc665c 0fc52e1 
0fd3f29 0fca302 0fc9552 
0fd839e 0fce7a9 0fcd878 
0fd6f7d 0fcd744 0fcc14d 
0fd1e25 0fc87ff 0fc6f35 
0fd0105 0fc687e 0fc54f9 
0fd4107 0fca4dd 0fc972f 
0fd85b7 0fce9c1 0fcdaa1 
0fd7217 0fcd9df 0fcc3f8 
0fd2050 0fc8a36 0fc7176 
0fd02c2 0fc6a44 0fc56d0 
0fd433c 0fca721 0fc996e 
0fd8861 0fcec73 0fcdd43 
0fd748c 0fcdc51 0fcc65e 
0fd2366 0fc8d3d 0fc7478 
0fd0682 0fc6df4 0fc5a7b 
0fd46e2 0fcaab4 0fc9d13 
0fd8b84 0fcef85 0fce069 
0fd77c0 0fcdf7a 0fcc99f 
0fd26e5 0fc90b9 0fc7808 
0fd09ef 0fc715a 0fc5de4 
0fd4a7f 0fcae49 0fca0a7 
0fd8f01 0fcf2fb 0fce3da 
0fd7a9f 0fce24d 0fccc6c 
0fd299c 0fc935f 0fc7ab1 
0fd0c24 0fc737f 0fc6016 
0fd4be0 0fcaf98 0fca200 
0fd8fae 0fcf396 0fce48c 
0fd7b2f 0fce2d3 0fcccff 
0fd29bf 0fc9385 0fc7af0 
0fd0c47 0fc73a8 0fc604d 
0fd4bd4 0fcaf90 0fca209 
0fd901a 0fcf402 0fce4fa 
0fd7b1c 0fce2c1 0fcccf1 
0fd293f 0fc92f7 0fc7a59 
0fd0b35 0fc7279 0fc5f29 
0fd4a2c 0fcaddc 0fca05e 
0fd8dae 0fcf194 0fce295 
0fd7892 0fce031 0fcca72 
0fd2677 0fc902b 0fc7799 
0fd08a3 0fc6fec 0fc5c9a 
0fd4819 0fcabc5 0fc9e48 
0fd8bd5 0fcefa6 0fce0b5 
0fd768a 0fcde10 0fcc85d 
0fd2438 0fc8dcc 0fc754e 
0fd05c0 0fc6ce6 0fc59b1 
0fd44db 0fca866 0fc9af9 
0fd87fa 0fcebbe 0fcdcd7 
0fd729e 0fcda1b 0fcc474 
0fd1fe6 0fc8973 0fc710c 
0fd0173 0fc6891 0fc5575 
0fd3fef 0fca373 0fc9612 
0fd82b4 0fce664 0fcd77c 
0fd6cfe 0fcd45a 0fcbeaa 
0fd1a7b 0fc83ea 0fc6b76 
0fcfc38 0fc6344 0fc5023 
0fd3b57 0fc9ec6 0fc9164 
0fd7e70 0fce218 0fcd340 
0fd6905 0fcd067 0fcbac9 
0fd16d5 0fc8041 0fc67e0 
0fcf91f 0fc601d 0fc4d07 
0fd3851 0fc9bb6 0fc8e53 
0fd7ba5 0fcdf34 0fcd04b 
0fd6613 0fccd55 0fcb7b2 
0fd13dc 0fc7d38 0fc64df 
0fcf629 0fc5d1e 0fc4a13 
0fd3585 0fc98d7 0fc8b7b 
0fd786e 0fcdbf4 0fccd1d 
0fd635b 0fcca9b 0fcb4ee 
0fd111e 0fc7a78 0fc6214 
0fcf2c9 0fc59b6 0fc46aa 
0fd31c7 0fc950c 0fc87b6 
0fd754b 0fcd8c4 0fcc9e7 
0fd5fe5 0fcc71a 0fcb176 
0fd0d1e 0fc766b 0fc5e0d 
0fcee98 0fc557b 0fc4267 
0fd2dac 0fc90f1 0fc8393 
0fd70b5 0fcd432 0fcc55f 
0fd5ad8 0fcc214 0fcac78 
0fd07e6 0fc7136 0fc58e6 
0fce939 0fc501e 0fc3d15 
0fd27d5 0fc8b1f 0fc7dca 
0fd6a84 0fcce08 0fcbf28 
0fd54a0 0fcbbe1 0fca62b 
0fd0191 0fc6ae4 0fc527e 
0fce2c1 0fc499d 0fc3690 
0fd20d6 0fc841b 0fc76cf 
0fd6335 0fcc6aa 0fcb7db 
0fd4d0f 0fcb435 0fc9e9a 
0fcfa6e 0fc63b3 0fc4b67 
0fcdb37 0fc4213 0fc2f15 
0fd1989 0fc7cba 0fc6f68 
0fd5bf9 0fcbf5e 0fcb07e 
0fd461a 0fcad36 0fc978d 
0fcf327 0fc5c5a 0fc4410 
0fcd460 0fc3b2b 0fc2839 
0fd12ad 0fc75d2 0fc687a 
0fd550e 0fcb86a 0fca990 
0fd3f2e 0fca641 0fc909f 
0fcec49 0fc556d 0fc3d2e 
0fccddf 0fc3497 0fc21a0 
0fd0c63 0fc6f74 0fc6227 
0fd4e7c 0fcb1b9 0fca2ed 
0fd3876 0fc9f6c 0fc89d7 
0fce562 0fc4e7d 0fc3654 
0fcc701 0fc2dae 0fc1ad6 
0fd05d9 0fc68d4 0fc5bb0 
0fd487c 0fcab9d 0fc9cf1 
0fd32c6 0fc99a0 0fc8428 
0fce042 0fc4945 0fc3133 
0fcc159 0fc27f4 0fc1530 
0fd0022 0fc6317 0fc55fd 
0fd4366 0fca688 0fc97e0 
0fd2d3b 0fc9415 0fc7ea1 
0fcd9d6 0fc42d3 0fc2ade 
0fcbb65 0fc21f6 0fc0f52 
0fcfa0a 0fc5ce9 0fc4fee 
0fd3c6e 0fc9f8a 0fc90f4 
0fd2608 0fc8ccb 0fc7758 
0fcd2aa 0fc3b97 0fc2396 
0fcb42a 0fc1aa6 0fc07ef 
0fcf2a8 0fc557d 0fc4880 
0fd34dd 0fc97e7 0fc8960 
0fd1edb 0fc8593 0fc703a 
0fccb78 0fc3449 0fc1c77 
0fcad55 0fc13b8 0fc012d 
0fcec06 0fc4edc 0fc4201 
0fd2ed9 0fc91d8 0fc8351 
0fd18f7 0fc7f9f 0fc6a43 
0fcc59e 0fc2e80 0fc16aa 
0fca75d 0fc0de1 0fbfb3e 
0fce623 0fc4928 0fc3c32 
0fd28a6 0fc8be1 0fc7d42 
0fd127b 0fc7970 0fc63f8 
0fcbfc2 0fc28e5 0fc10da 
0fca124 0fc07df 0fbf50b 
0fcdf93 0fc42bd 0fc359a 
0fd22a1 0fc8601 0fc7731 
0fd0cf5 0fc7410 0fc5e7e 
0fcb9d9 0fc2319 0fc0b14 
0fc9b4a 0fc0235 0fbef77 
0fcdaa6 0fc3e01 0fc30ef 
0fd1e9f 0fc8218 0fc733b 
0fd0886 0fc6fcb 0fc5a30 
0fcb584 0fc1ef0 0fc06e5 
0fc9813 0fbff0b 0fbec39 
0fcd753 0fc3aad 0fc2d81 
0fd1a85 0fc7e0e 0fc6f1c 
0fd0478 0fc6bb7 0fc55fb 
0fcb0ed 0fc1a54 0fc0233 
0fc92d9 0fbf9d6 0fbe6fb 
0fcd20e 0fc357b 0fc284b 
0fd15bb 0fc7959 0fc6a4d 
0fd0019 0fc6770 0fc51a5 
0fcad6d 0fc16e5 0fbfeb4 
0fc8f3a 0fbf63f 0fbe348 
0fcce59 0fc31c6 0fc248f 
0fd121f 0fc75b5 0fc6699 
0fcfc76 0fc63ca 0fc4e09 
0fca8cd 0fc1249 0fbfa3a 
0fc8a91 0fbf1a3 0fbded3 
0fcca0d 0fc2d7f 0fc2051 
0fd0dc2 0fc7145 0fc61e4 
0fcf72d 0fc5e7d 0fc48b0 
0fca335 0fc0ca4 0fbf4a7 
0fc84e5 0fbebe9 0fbd91f 
0fcc3f8 0fc2769 0fc1a42 
0fd076e 0fc6af6 0fc5b8e 
0fcf022 0fc5773 0fc419e 
0fc9c11 0fc058a 0fbed86 
0fc7d8a 0fbe494 0fbd1cf 
0fcbbce 0fc1f4d 0fc1230 
0fcfe65 0fc621a 0fc5352 
0fce761 0fc4ecc 0fc3958 
0fc936c 0fbfce7 0fbe4e7 
0fc748b 0fbdb8d 0fbc8c9 
0fcb2f2 0fc165c 0fc094f 
0fcf561 0fc5902 0fc4a45 
0fcde58 0fc45a3 0fc3039 
0fc8b2d 0fbf47d 0fbdc8f 
0fc6caa 0fbd38b 0fbc0e1 
0fcab50 0fc0e8a 0fc0190 
0fcee18 0fc5183 0fc42e0 
0fcd763 0fc3e7b 0fc292a 
0fc8462 0fbed88 0fbd5a5 
0fc660e 0fbccc3 0fbba14 
0fca48b 0fc07ad 0fbfab7 
0fce72f 0fc4a81 0fc3bf0 
0fcd12c 0fc382a 0fc22ef 
0fc7e14 0fbe72a 0fbcf5f 
0fc5f89 0fbc626 0fbb3a2 
0fc9e3b 0fc0134 0fbf469 
0fce0f9 0fc4420 0fc35bc 
0fccaea 0fc31c2 0fc1cb5 
0fc77d2 0fbe0b5 0fbc917 
0fc5992 0fbc010 0fbada8 
0fc98e2 0fbfbcc 0fbef14 
0fcdc49 0fc3f68 0fc30fc 
0fcc6b2 0fc2d86 0fc1868 
0fc73e4 0fbdcca 0fbc51e 
0fc5599 0fbbc0f 0fba998 
0fc94ea 0fbf7d1 0fbeb11 
0fcd89b 0fc3ba1 0fc2d3a 
0fcc300 0fc29a8 0fc1491 
0fc6fde 0fbd8a2 0fbc103 
0fc5150 0fbb7b5 0fba554 
0fc901a 0fbf2f6 0fbe659 
0fcd374 0fc3676 0fc2833 
0fcbd83 0fc2437 0fc0f46 
0fc6a8e 0fbd35c 0fbbbd7 
0fc4ce3 0fbb34b 0fba106 
0fc8ca4 0fbef74 0fbe2e4 
0fcd0f5 0fc33f1 0fc25b3 
0fcbb74 0fc222f 0fc0d3e 
0fc68cc 0fbd198 0fbba15 
0fc4b2b 0fbb18e 0fb9f48 
0fc8b4f 0fbee29 0fbe18a 
0fccfc5 0fc32d7 0fc2495 
0fcbaca 0fc218b 0fc0ca9 
0fc67fc 0fbd0d3 0fbb96e 
0fc49e5 0fbb053 0fb9e31 
0fc8a65 0fbed35 0fbe0b6 
0fcce9a 0fc31a2 0fc2371 
0fcb928 0fc1fe2 0fc0b04 
0fc6642 0fbcf11 0fbb7b0 
0fc4812 0fbae68 0fb9c41 
0fc875b 0fbea2d 0fbddb7 
0fccab1 0fc2dbf 0fc1fa7 
0fcb502 0fc1bcd 0fc0703 
0fc62ab 0fbcb7c 0fbb41d 
0fc44f0 0fbab4b 0fb991f 
0fc83cf 0fbe69f 0fbda18 
0fcc682 0fc298b 0fc1b57 
0fcb016 0fc16cb 0fc01e9 
0fc5cff 0fbc5ba 0fbae4f 
0fc3e94 0fba4e0 0fb92b7 
0fc7dc9 0fbe091 0fbd418 
0fcbfc1 0fc22ba 0fc149e 
0fca8ee 0fc0f7d 0fbfa9f 
0fc5587 0fbbe23 0fba6bc 
0fc369a 0fb9cd7 0fb8ab5 
0fc74bf 0fbd76d 0fbcb08 
0fcb68f 0fc1961 0fc0b4f 
0fc9ff6 0fc067c 0fbf1c1 
0fc4cc4 0fbb553 0fb9e1c 
0fc2e3d 0fb9465 0fb826a 
0fc6d55 0fbcff3 0fbc39c 
0fcafe4 0fc12b1 0fc04a6 
0fc9927 0fbffa4 0fbeae4 
0fc4563 0fbadeb 0fb96ad 
0fc26cd 0fb8ce0 0fb7aea 
0fc65bd 0fbc83d 0fbbbe9 
0fca8ac 0fc0b65 0fbfd6c 
0fc91a3 0fbf800 0fbe35e 
0fc3e30 0fba68d 0fb8f5f 
0fc1f6b 0fb8567 0fb7372 
0fc5e3b 0fbc0ab 0fbb462 
0fca0dd 0fc0382 0fbf588 
0fc8a32 0fbf080 0fbdbd7 
0fc36d0 0fb9f25 0fb87fd 
0fc186f 0fb7e5d 0fb6c7c 
0fc5788 0fbb9eb 0fbadab 
0fc9a2e 0fbfccc 0fbeee4 
0fc836a 0fbe9b6 0fbd52b 
0fc2f8c 0fb97e0 0fb80db 
0fc1146 0fb773b 0fb6578 
0fc50c1 0fbb325 0fba707 
0fc9346 0fbf5e2 0fbe814 
0fc7c3f 0fbe28a 0fbce10 
0fc28c2 0fb9113 0fb7a17 
0fc0aa9 0fb7084 0fb5ec8 
0fc49c7 0fbac10 0fba001 
0fc8c69 0fbeeee 0fbe133 
0fc7669 0fbdc96 0fbc830 
0fc23d7 0fb8c08 0fb7529 
0fc0610 0fb6bd9 0fb5a3d 
0fc458c 0fba7d2 0fb9bdf 
0fc88fa 0fbeb68 0fbddbb 
0fc72c7 0fbd8e4 0fbc489 
0fc20b0 0fb88c8 0fb71f4 
0fc03ef 0fb69a0 0fb580a 
0fc43be 0fba5e4 0fb99f3 
0fc8705 0fbe95a 0fbdbb2 
0fc7150 0fbd74a 0fbc2f0 
0fc1ed2 0fb86cd 0fb7002 
0fc01d4 0fb675e 0fb55dd 
0fc41f1 0fba3ec 0fb9813 
0fc8548 0fbe780 0fbd9ff 
0fc6f4a 0fbd526 0fbc0ec 
0fc1cb4 0fb8493 0fb6ddf 
0fbffd7 0fb6546 0fb53d2 
0fc4035 0fba211 0fb9649 
0fc840c 0fbe622 0fbd8ab 
0fc6db0 0fbd377 0fbbf58 
0fc1b50 0fb8319 0fb6c78 
0fbfe0e 0fb6361 0fb51f8 
0fc3ddb 0fb9fa4 0fb93de 
0fc80d6 0fbe2cf 0fbd55a 
0fc6ac9 0fbd06f 0fbbc55 
0fc1854 0fb7ffb 0fb696f 
0fbfb7f 0fb60ab 0fb4f7a 
0fc3bb5 0fb9d57 0fb91cb 
0fc7ec6 0fbe095 0fbd351 
0fc689a 0fbce0d 0fbba1f 
0fc15fb 0fb7d81 0fb6730 
0fbf945 0fb5e57 0fb4d3b 
0fc3944 0fb9acd 0fb8f4c 
0fc7cce 0fbde93 0fbd157 
0fc6699 0fbcc11 0fbb82f 
0fc1475 0fb7bff 0fb65a3 
0fbf730 0fb5c50 0fb4b33 
0fc36ae 0fb9851 0fb8cdb 
0fc7a3c 0fbdc15 0fbcee9 
0fc640e 0fbc980 0fbb5a3 
0fc11b3 0fb792c 0fb62df 
0fbf4ce 0fb59e5 0fb48dc 
0fc3449 0fb95d5 0fb8a77 
0fc7766 0fbd927 0fbcc12 
0fc616b 0fbc6ce 0fbb30c 
0fc0f07 0fb766e 0fb603f 
0fbf21f 0fb5718 0fb461c 
0fc31b3 0fb9324 0fb87c8 
0fc74cf 0fbd677 0fbc966 
0fc5f08 0fbc467 0fbb0ac 
0fc0c78 0fb73d9 0fb5daa 
0fbef91 0fb5479 0fb438a 
0fc2fd5 0fb913d 0fb85ee 
0fc7366 0fbd4f1 0fbc7eb 
0fc5db4 0fbc2e8 0fbaf35 
0fc0b63 0fb72a5 0fb5c7d 
0fbee3c 0fb531a 0fb4240 
0fc2e0b 0fb8f56 0fb841f 
0fc7134 0fbd2ab 0fbc5c4 
0fc5b34 0fbc059 0fbacd5 
0fc090a 0fb7038 0fb5a3f 
0fbeba2 0fb506c 0fb3fb9 
0fc2be3 0fb8d25 0fb820e 
0fc6f1a 0fbd084 0fbc3bb 
0fc58c2 0fbbddc 0fbaa6e 
0fc0667 0fb6d88 0fb57a5 
0fbe95e 0fb4e17 0fb3d6b 
0fc2928 0fb8a55 0fb7f48 
0fc6c00 0fbcd69 0fbc0a1 
0fc55e3 0fbbafd 0fba78c 
0fc035a 0fb6a79 0fb5496 
0fbe64d 0fb4af8 0fb3a4f 
0fc25e4 0fb8703 0fb7bf8 
0fc6859 0fbc9be 0fbbd07 
0fc51e9 0fbb6e8 0fba385 
0fbff3b 0fb663e 0fb5068 
0fbe21b 0fb46b7 0fb3627 
0fc21b7 0fb82d0 0fb77e1 
0fc647f 0fbc5d8 0fbb936 
0fc4e2d 0fbb334 0fb9ff0 
0fbfb9f 0fb62a4 0fb4cf1 
0fbde71 0fb4309 0fb3297 
0fc1eb9 0fb7fd3 0fb74ff 
0fc6219 0fbc366 0fbb6db 
0fc4cdb 0fbb1ce 0fb9e94 
0fbfb05 0fb6202 0fb4c4f 
0fbde5c 0fb42e7 0fb3276 
0fc1e90 0fb7f9f 0fb74c6 
0fc617b 0fbc2b8 0fbb62a 
0fc4c06 0fbb0ed 0fb9da5 
0fbfa04 0fb60ef 0fb4b34 
0fbdda2 0fb4226 0fb31be 
0fc1e1c 0fb7f20 0fb745d 
0fc616f 0fbc2a4 0fbb622 
0fc4b07 0fbafe0 0fb9cb5 
0fbf8ae 0fb5f82 0fb49df 
0fbdc1e 0fb408b 0fb3026 
0fc1bc2 0fb7cae 0fb71e3 
0fc5ec1 0fbbfee 0fbb360 
0fc4878 0fbad4f 0fb9a11 
0fbf652 0fb5d32 0fb478c 
0fbd986 0fb3df4 0fb2d95 
0fc1953 0fb7a3a 0fb6f71 
0fc5c1c 0fbbd3b 0fbb0bc 
0fc459f 0fbaa62 0fb9733 
0fbf32d 0fb59f4 0fb445d 
0fbd63a 0fb3a94 0fb2a43 
0fc15b0 0fb7676 0fb6bbf 
0fc582f 0fbb92b 0fbacae 
0fc4173 0fba619 0fb92f2 
0fbee8a 0fb5536 0fb3f9c 
0fbd16d 0fb35b5 0fb255b 
0fc1116 0fb71cd 0fb6711 
0fc5395 0fbb480 0fba803 
0fc3ce6 0fba180 0fb8e5a 
0fbeac1 0fb5158 0fb3bc7 
0fbce0d 0fb3231 0fb21eb 
0fc0dae 0fb6e4c 0fb63b0 
0fc505a 0fbb134 0fba4e6 
0fc39d2 0fb9e64 0fb8b6e 
0fbe6f1 0fb4d85 0fb3825 
0fbca13 0fb2e39 0fb1e1a 
0fc0a05 0fb6aa7 0fb601b 
0fc4d1c 0fbadfd 0fba1a9 
0fc3680 0fb9b11 0fb8817 
0fbe3d8 0fb4a68 0fb3502 
0fbc72f 0fb2b46 0fb1b29 
0fc070e 0fb6793 0fb5d17 
0fc4a2e 0fbaaef 0fb9eb6 
0fc3415 0fb9878 0fb8590 
0fbe21e 0fb487f 0fb3334 
0fbc583 0fb2984 0fb197e 
0fc05ca 0fb6640 0fb5be6 
0fc4932 0fba9d7 0fb9db8 
0fc32ff 0fb974b 0fb847e 
0fbe043 0fb4689 0fb314f 
0fbc30d 0fb26df 0fb16ee 
0fc02df 0fb632b 0fb58e2 
0fc4629 0fba6b2 0fb9aaa 
0fc304f 0fb9480 0fb81b4 
0fbddf0 0fb4428 0fb2ee1 
0fbc11a 0fb24df 0fb14e9 
0fc00b1 0fb60e9 0fb5694 
0fc434c 0fba3bc 0fb97a8 
0fc2ca7 0fb90c7 0fb7e00 
0fbda21 0fb4049 0fb2b01 
0fbbcbe 0fb2074 0fb1071 
0fbfc43 0fb5c6d 0fb5209 
0fc3f4a 0fb9fb4 0fb9394 
0fc288e 0fb8ca8 0fb79de 
0fbd5f6 0fb3c22 0fb26dd 
0fbb909 0fb1cd4 0fb0cd8 
0fbf92c 0fb597a 0fb4f10 
0fc3c06 0fb9c91 0fb905c 
0fc2579 0fb89bd 0fb76d5 
0fbd305 0fb3961 0fb23fb 
0fbb6b8 0fb1aa7 0fb0a7d 
0fbf754 0fb57c5 0fb4d31 
0fc3ab3 0fb9b5b 0fb8f04 
0fc24ad 0fb88ff 0fb75f1 
0fbd238 0fb388e 0fb22f8 
0fbb5d5 0fb19ba 0fb0968 
0fbf696 0fb5700 0fb4c55 
0fc3a00 0fb9aae 0fb8e49 
0fc23c9 0fb882a 0fb7522 
0fbd209 0fb386c 0fb22f2 
0fbb56b 0fb1963 0fb0927 
0fbf56b 0fb55ee 0fb4b4c 
0fc388e 0fb9951 0fb8cfa 
0fc22b0 0fb8718 0fb7416 
0fbd0ad 0fb3715 0fb21a5 
0fbb3cc 0fb17c6 0fb07a7 
0fbf3e8 0fb5465 0fb49d3 
0fc36f4 0fb97b4 0fb8b59 
0fc2084 0fb84e7 0fb71ee 
0fbce62 0fb34c7 0fb1f6e 
0fbb1ef 0fb15e4 0fb05d6 
0fbf20c 0fb527c 0fb4804 
0fc3560 0fb960d 0fb89dc 
0fc1f90 0fb83e6 0fb7110 
0fbccfb 0fb334e 0fb1e0e 
0fbb08e 0fb1470 0fb0478 
0fbf0fa 0fb514f 0fb46f0 
0fc342c 0fb94b9 0fb8894 
0fc1dfe 0fb8230 0fb6f62 
0fbcc2a 0fb325a 0fb1d14 
0fbafc4 0fb1385 0fb0381 
0fbefa0 0fb4fec 0fb457b 
0fc32b2 0fb9338 0fb870b 
0fc1ceb 0fb8119 0fb6e33 
0fbcb50 0fb317d 0fb1c24 
0fbaef4 0fb12bc 0fb02a5 
0fbeeb9 0fb4f02 0fb4483 
0fc31c1 0fb923c 0fb8614 
0fc1bea 0fb7ffe 0fb6d36 
0fbc9d3 0fb2fe0 0fb1ab3 
0fbad75 0fb1115 0fb012d 
0fbedbd 0fb4dda 0fb438b 
0fc310c 0fb9159 0fb854a 
0fc1ab1 0fb7e9a 0fb6bec 
0fbc8b5 0fb2e94 0fb1978 
0fbac5c 0fb0fd1 0fafff2 
0fbeca8 0fb4ca5 0fb425d 
0fc3002 0fb903d 0fb8447 
0fc1a15 0fb7df0 0fb6b4e 
0fbc7f4 0fb2dcb 0fb18bc 
0fbabb4 0fb0f1f 0faff55 
0fbec1d 0fb4c10 0fb41d0 
0fc2f84 0fb8fab 0fb83aa 
0fc1951 0fb7d15 0fb6a72 
0fbc6d2 0fb2ca0 0fb17a2 
0fbaa54 0fb0db3 0fafdfe 
0fbeade 0fb4ab9 0fb408f 
0fc2e55 0fb8e5f 0fb827e 
0fc1836 0fb7bd4 0fb6956 
0fbc5c9 0fb2b5e 0fb1675 
0fba960 0fb0c90 0fafce5 
0fbe9a4 0fb4955 0fb3f46 
0fc2c6f 0fb8c5a 0fb808d 
0fc1601 0fb7992 0fb6729 
0fbc3a6 0fb293b 0fb146c 
0fba75c 0fb0a95 0fafb04 
0fbe7f1 0fb47b2 0fb3db4 
0fc2b15 0fb8b0e 0fb7f51 
0fc14f7 0fb789b 0fb6643 
0fbc2ac 0fb2856 0fb138b 
0fba65c 0fb0995 0fafa05 
0fbe6fe 0fb46b3 0fb3cb6 
0fc2a46 0fb8a33 0fb7e73 
0fc1432 0fb77b8 0fb6553 
0fbc23e 0fb27c4 0fb12fa 
0fba5ac 0fb08d5 0faf950 
0fbe658 0fb4603 0fb3c13 
0fc2a33 0fb8a19 0fb7e64 
0fc143f 0fb77c7 0fb656c 
0fbc1d7 0fb2761 0fb12b2 
0fba5c7 0fb08ea 0faf988 
0fbe6b4 0fb4659 0fb3c85 
0fc2a39 0fb8a17 0fb7e88 
0fc1468 0fb77ed 0fb6594 
0fbc1bc 0fb2740 0fb126c 
0fba54e 0fb0882 0faf8f2 
0fbe5be 0fb4583 0fb3b86 
0fc2977 0fb897e 0fb7dc1 
0fc1376 0fb771e 0fb64c3 
0fbc183 0fb2727 0fb125d 
0fba5e9 0fb091d 0faf992 
0fbe6a9 0fb465e 0fb3c5f 
0fc29ec 0fb89dd 0fb7e16 
0fc13b0 0fb7748 0fb64da 
0fbc16c 0fb26f9 0fb1237 
0fba4b1 0fb07ca 0faf864 
0fbe485 0fb441f 0fb3a50 
0fc27c1 0fb878f 0fb7bea 
0fc11d3 0fb7542 0fb62e6 
0fbbfc1 0fb2527 0fb1071 
0fba36e 0fb065c 0faf6e8 
0fbe3fc 0fb4365 0fb3984 
0fc2743 0fb86ed 0fb7b44 
0fc1115 0fb7464 0fb621b 
0fbbec5 0fb2417 0fb0f63 
0fba19e 0fb0485 0faf517 
0fbe1dd 0fb4144 0fb376c 
0fc2535 0fb84d9 0fb7946 
0fc0f0b 0fb7253 0fb601e 
0fbbcc4 0fb2209 0fb0d78 
0fba03f 0fb0320 0faf3c7 
0fbe0fd 0fb4068 0fb369b 
0fc23fa 0fb839d 0fb7813 
0fc0dd7 0fb711e 0fb5ef5 
0fbbb17 0fb2060 0fb0bd4 
0fb9f43 0fb021c 0faf2cd 
0fbdfb9 0fb3f18 0fb3564 
0fc2277 0fb8212 0fb7699 
0fc0c5b 0fb6f97 0fb5d70 
0fbba64 0fb1f9d 0fb0b02 
0fb9e3a 0fb0109 0faf1a1 
0fbdec4 0fb3e1a 0fb343f 
0fc21c6 0fb815d 0fb75ce 
0fc0bb9 0fb6ef4 0fb5cc0 
0fbb950 0fb1e8f 0fb09e9 
0fb9cad 0faff84 0faf019 
0fbdcce 0fb3c21 0fb3251 
0fc2070 0fb7ffc 0fb746d 
0fc0a2b 0fb6d59 0fb5b2c 
0fbb7e6 0fb1d17 0fb0876 
0fb9b39 0fafdfd 0faeea0 
0fbdaed 0fb3a38 0fb3070 
0fc1de6 0fb7d62 0fb71db 
0fc07f7 0fb6b10 0fb58e2 
0fbb589 0fb1aa2 0fb060e 
0fb97d0 0fafa88 0faeb39 
0fbd7c4 0fb3705 0fb2d51 
0fc1b00 0fb7a75 0fb6f04 
0fc0489 0fb67a1 0fb5588 
0fbb21f 0fb173c 0fb02b5 
0fb9538 0faf7ee 0fae8a7 
0fbd51a 0fb345b 0fb2ab4 
0fc1810 0fb7790 0fb6c1b 
0fc01c4 0fb64e7 0fb52c2 
0fbaf22 0fb144d 0faffbd 
0fb9213 0faf4ca 0fae586 
0fbd1e3 0fb3126 0fb277f 
0fc1540 0fb74b4 0fb695b 
0fbffad 0fb62be 0fb50c1 
0fbad09 0fb1215 0fafdb9 
0fb9082 0faf325 0fae407 
0fbd125 0fb3044 0fb26bc 
0fc1516 0fb746a 0fb6921 
0fbff62 0fb6255 0fb5078 
0fbad78 0fb126e 0fafe1e 
0fb910e 0faf397 0fae48f 
0fbd1a5 0fb30ad 0fb2739 
0fc156a 0fb74a5 0fb6981 
0fc0000 0fb62e1 0fb5121 
0fbade6 0fb12c1 0fafe96 
0fb91d6 0faf445 0fae53c 
0fbd297 0fb3184 0fb2809 
0fc164e 0fb7575 0fb6a43 
0fc00a8 0fb6370 0fb51a4 
0fbaeb9 0fb1382 0faff58 
0fb9255 0faf4b6 0fae5c8 
0fbd2be 0fb3199 0fb284b 
0fc16a6 0fb75b2 0fb6aad 
0fc00dd 0fb638e 0fb51f1 
0fbae2a 0fb12db 0fafed3 
0fb9157 0faf3a2 0fae4d4 
0fbd143 0fb3014 0fb26e3 
0fc1546 0fb744d 0fb696a 
0fbff6c 0fb621c 0fb5095 
0fbad42 0fb11f4 0fafe01 
0fb9095 0faf2eb 0fae43a 
0fbd150 0fb302e 0fb2716 
0fc14e3 0fb73f3 0fb6921 
0fbfe94 0fb613b 0fb4fc2 
0fbac39 0fb10df 0fafcf5 
0fb904c 0faf28c 0fae3df 
0fbd104 0fb2fc9 0fb26af 
0fc14cb 0fb73c4 0fb68ee 
0fbfef7 0fb6192 0fb501c 
0fbacf4 0fb118c 0fafdb4 
0fb9039 0faf26e 0fae3d1 
0fbd042 0fb2f09 0fb25ff 
0fc13ba 0fb72c4 0fb67fb 
0fbfde0 0fb6087 0fb4f19 
0fbac01 0fb10a6 0fafcd1 
0fb8f9e 0faf1d1 0fae349 
0fbd02c 0fb2ede 0fb25f6 
0fc1399 0fb728d 0fb67da 
0fbfd62 0fb5fef 0fb4e9a 
0fbab46 0fb0fce 0fafc0e 
0fb8f1e 0faf13e 0fae2c5 
0fbd010 0fb2ea8 0fb25c0 
0fc13cb 0fb729a 0fb67f5 
0fbfdc4 0fb603a 0fb4ee5 
0fbabe2 0fb1058 0fafc98 
0fb8f9b 0faf1a3 0fae32a 
0fbcfcb 0fb2e51 0fb2569 
0fc135e 0fb721e 0fb6769 
0fbfda1 0fb5ffe 0fb4eb4 
0fbab2a 0fb0f83 0fafbde 
0fb8eed 0faf0de 0fae27b 
0fbcf61 0fb2ddf 0fb2509 
0fc12c0 0fb7178 0fb66da 
0fbfcc5 0fb5f1d 0fb4dcc 
0fbaa74 0fb0eca 0fafb17 
0fb8e52 0faf046 0fae1e1 
0fbcebc 0fb2d2d 0fb2455 
0fc11eb 0fb7097 0fb6603 
0fbfbc8 0fb5e11 0fb4cda 
0fba965 0fb0dab 0fafa00 
0fb8c7f 0faee5f 0fadffd 
0fbcd4c 0fb2baf 0fb22e6 
0fc1132 0fb6fcf 0fb6543 
0fbfaec 0fb5d2a 0fb4c02 
0fba889 0fb0cc6 0faf935 
0fb8c44 0faee16 0fadfc5 
0fbcd01 0fb2b56 0fb228a 
0fc1089 0fb6f19 0fb6485 
0fbfb0c 0fb5d44 0fb4c06 
0fba907 0fb0d3f 0faf995 
