0fc52c0 0fbae85 0fd7b6f 
0fc3db1 0fb9996 0fd62c6 
0fc9711 0fbf2ec 0fdc1f2 
0fc9bca 0fbfdd0 0fd52e3 
0fc4532 0fbab03 0fcaee6 
0fc0a07 0fb6c00 0fcaac1 
0fc3c03 0fb97ec 0fd6409 
0fc95ad 0fbf187 0fdc4d5 
0fc9ac6 0fbfcd0 0fd5549 
0fc4445 0fbaa1a 0fcafba 
0fc0905 0fb6b07 0fcac64 
0fc3b06 0fb96fe 0fd6517 
0fc946a 0fbf04d 0fdc4c9 
0fc99a2 0fbfbaf 0fd5581 
0fc4314 0fba8ec 0fcb03a 
0fc07dc 0fb69dc 0fcad09 
0fc399f 0fb958a 0fd64a2 
0fc9337 0fbef0d 0fdc4ae 
0fc993e 0fbfb38 0fd5599 
0fc4341 0fba911 0fcb0cf 
0fc0876 0fb6a7a 0fcaddf 
0fc39a0 0fb9598 0fd64f4 
0fc931a 0fbeef7 0fdc518 
0fc998a 0fbfb84 0fd55f4 
0fc43b2 0fba97a 0fcaff7 
0fc0898 0fb6a94 0fcaa98 
0fc39ce 0fb95c1 0fd6272 
0fc931c 0fbeef7 0fdc3b5 
0fc996d 0fbfb64 0fd55bb 
0fc43b1 0fba973 0fcb0b0 
0fc081f 0fb6a16 0fcab14 
0fc391f 0fb9502 0fd6269 
0fc9268 0fbee26 0fdc3de 
0fc9930 0fbfafa 0fd566f 
0fc43c3 0fba957 0fcb1dd 
0fc0836 0fb6a01 0fcac4d 
0fc396e 0fb951e 0fd63ef 
0fc93b9 0fbef3d 0fdc67b 
0fc9a85 0fbfc22 0fd5906 
0fc450c 0fbaa85 0fcb34a 
0fc09e3 0fb6ba2 0fcadca 
0fc3b08 0fb96ad 0fd64bd 
0fc94e8 0fbf058 0fdc6e9 
0fc9bf0 0fbfd79 0fd59d0 
0fc46a7 0fbac12 0fcb3e3 
0fc0af8 0fb6cae 0fcadfe 
0fc3beb 0fb9795 0fd650f 
0fc9611 0fbf190 0fdc7ac 
0fc9dba 0fbff57 0fd5aef 
0fc48c3 0fbae40 0fcb491 
0fc0ca5 0fb6e6e 0fcac4c 
0fc3d6b 0fb9918 0fd64d4 
0fc97fa 0fbf375 0fdc7a8 
0fc9f96 0fc012d 0fd5ac7 
0fc4a06 0fbaf90 0fcb4f2 
0fc0de5 0fb6fc4 0fcac60 
0fc3e44 0fb9a0b 0fd641d 
0fc987d 0fbf40c 0fdc7e9 
0fca012 0fc01bd 0fd5c26 
0fc4aa3 0fbb037 0fcb600 
0fc0e9c 0fb707a 0fcad95 
0fc3f05 0fb9ac3 0fd658d 
0fc98e7 0fbf46b 0fdc946 
0fca11c 0fc02b5 0fd5ce9 
0fc4bc0 0fbb141 0fcb6b0 
0fc0f05 0fb70db 0fcad38 
0fc3ee1 0fb9a96 0fd6491 
0fc9909 0fbf482 0fdc892 
0fca145 0fc02d5 0fd5d54 
0fc4c29 0fbb1a7 0fcb7a3 
0fc0f67 0fb714b 0fcae59 
0fc3f53 0fb9b27 0fd65f8 
0fc99eb 0fbf583 0fdc969 
0fca1cc 0fc037a 0fd5e32 
0fc4caf 0fbb24f 0fcb8df 
0fc0ffe 0fb7202 0fcaf21 
0fc3f54 0fb9b40 0fd65c3 
0fc9992 0fbf538 0fdc9a9 
0fca1fd 0fc03ad 0fd5f1d 
0fc4d86 0fbb327 0fcb9a0 
0fc10ec 0fb72ee 0fcae7e 
0fc3ff7 0fb9bdc 0fd6456 
0fc99b9 0fbf54c 0fdca36 
0fca2d2 0fc046d 0fd604d 
0fc4eb3 0fbb443 0fcba61 
0fc1211 0fb7410 0fcae99 
0fc416b 0fb9d54 0fd64d4 
0fc9bfa 0fbf798 0fdc9db 
0fca632 0fc07da 0fd6044 
0fc52d6 0fbb87b 0fcbbb5 
0fc15eb 0fb77f4 0fcadf7 
0fc4594 0fba17d 0fd6387 
0fca0a9 0fbfc3d 0fdc978 
0fcaada 0fc0c79 0fd615a 
0fc5791 0fbbd34 0fcbe44 
0fc1aa4 0fb7cb9 0fcadf0 
0fc49c5 0fba5b5 0fd62cd 
0fca4dd 0fc006c 0fdc9a7 
0fcaf21 0fc10b5 0fd622f 
0fc5b9d 0fbc12d 0fcbfc5 
0fc1e14 0fb8018 0fcad10 
0fc4d24 0fba8f8 0fd609e 
0fca82b 0fc03a0 0fdc884 
0fcb2d2 0fc1452 0fd6215 
0fc5edf 0fbc465 0fcc163 
0fc2139 0fb832b 0fcace4 
0fc4f9b 0fbab67 0fd5f2c 
0fcaab6 0fc0624 0fdc7e3 
0fcb570 0fc16f1 0fd62e2 
0fc60e8 0fbc673 0fcc2ae 
0fc2249 0fb8455 0fcacaa 
0fc509e 0fbac80 0fd5e85 
0fcab4d 0fc06c5 0fdc7f5 
0fcb5bb 0fc1740 0fd6320 
0fc6174 0fbc702 0fcc346 
0fc22b5 0fb84c0 0fcacbd 
0fc508c 0fbac72 0fd5e3b 
0fcab5b 0fc06cf 0fdc801 
0fcb5b4 0fc1736 0fd640d 
0fc6188 0fbc720 0fcc3cf 
0fc2288 0fb84a2 0fcad70 
0fc4fb1 0fbaba7 0fd5ea2 
0fca9fc 0fc057d 0fdc83d 
0fcb487 0fc160e 0fd63f7 
0fc609f 0fbc638 0fcc349 
0fc21be 0fb83dd 0fcac2a 
0fc4f18 0fbab08 0fd5d2e 
0fca8d7 0fc0454 0fdc753 
0fcb317 0fc1498 0fd6379 
0fc5ed3 0fbc46f 0fcc235 
0fc1f80 0fb81a1 0fcab0e 
0fc4c83 0fba881 0fd5c37 
0fca680 0fc020d 0fdc5e0 
0fcb1a3 0fc1331 0fd61d2 
0fc5e22 0fbc3cb 0fcc184 
0fc1e96 0fb80cd 0fcab10 
0fc4b1c 0fba727 0fd5bcb 
0fca5a2 0fc013e 0fdc5ae 
0fcb160 0fc1303 0fd61f5 
0fc5dbd 0fbc371 0fcc0f9 
0fc1e0a 0fb8049 0fca99a 
0fc4af1 0fba707 0fd5bec 
0fca53c 0fc00d3 0fdc79c 
0fcb093 0fc1220 0fd6330 
0fc5cf9 0fbc2aa 0fcc0bb 
0fc1d14 0fb7f63 0fca8ea 
0fc499d 0fba5bf 0fd59fc 
0fca458 0fbfff9 0fdc545 
0fcb094 0fc123b 0fd6287 
0fc5d44 0fbc30d 0fcc0ec 
0fc1d23 0fb7f7a 0fca9c6 
0fc49b0 0fba5d6 0fd5c41 
0fca4bf 0fc005b 0fdc7c1 
0fcb151 0fc12ed 0fd64db 
0fc5e25 0fbc3e5 0fcc25d 
0fc1de2 0fb8039 0fca8dd 
0fc4a56 0fba676 0fd5a58 
0fca599 0fc012a 0fdc723 
0fcb21d 0fc13b1 0fd645e 
0fc5ea8 0fbc466 0fcc233 
0fc1e8c 0fb80e8 0fca91f 
0fc4af2 0fba713 0fd5a23 
0fca682 0fc0215 0fdc886 
0fcb3c5 0fc1558 0fd6741 
0fc60ca 0fbc688 0fcc4c0 
0fc2016 0fb826f 0fcaa75 
0fc4c02 0fba818 0fd5a18 
0fca7a4 0fc0323 0fdc776 
0fcb4fa 0fc1676 0fd6669 
0fc6236 0fbc7e9 0fcc510 
0fc219f 0fb83f0 0fca932 
0fc4d88 0fba9a2 0fd5822 
0fca93e 0fc04bf 0fdc5e6 
0fcb6a7 0fc181e 0fd6573 
0fc639e 0fbc946 0fcc52b 
0fc2328 0fb8574 0fca7a9 
0fc4ecf 0fbaae4 0fd5521 
0fca9c6 0fc0542 0fdc32b 
0fcb7cc 0fc193a 0fd6469 
0fc6555 0fbcaf4 0fcc622 
0fc2472 0fb86bb 0fca7a8 
0fc4f91 0fbaba3 0fd5420 
0fcaa7d 0fc05fa 0fdc2f1 
0fcb87f 0fc19ee 0fd6569 
0fc663a 0fbcbdb 0fcc744 
0fc2567 0fb87b7 0fca933 
0fc50af 0fbacc4 0fd568a 
0fcab6d 0fc06db 0fdc47e 
0fcb975 0fc1ad6 0fd6577 
0fc670e 0fbcca5 0fcc7b2 
0fc2627 0fb8874 0fca83a 
0fc5155 0fbad6d 0fd5496 
0fcac77 0fc07e4 0fdc42f 
0fcba52 0fc1bad 0fd65ee 
0fc67b6 0fbcd56 0fcc82a 
0fc26a6 0fb88fc 0fca973 
0fc51d1 0fbadeb 0fd55f6 
0fcad35 0fc08a4 0fdc532 
0fcbb1e 0fc1c87 0fd675c 
0fc687b 0fbce21 0fcc951 
0fc268c 0fb88ed 0fca9c3 
0fc5156 0fbad79 0fd566c 
0fcad12 0fc0887 0fdc6d3 
0fcbb6d 0fc1cd0 0fd6913 
0fc685c 0fbce09 0fcc992 
0fc26cf 0fb893d 0fcaae8 
0fc5183 0fbadb2 0fd580e 
0fcacab 0fc0825 0fdc820 
0fcbb02 0fc1c74 0fd6a7f 
0fc6880 0fbce35 0fcca69 
0fc26d1 0fb893b 0fcaa91 
0fc51d3 0fbadfe 0fd5726 
0fcad57 0fc08d5 0fdc7b4 
0fcbbb2 0fc1d19 0fd69fa 
0fc690f 0fbceba 0fcca21 
0fc26ff 0fb896d 0fca99a 
0fc5177 0fbada4 0fd561e 
0fcad2a 0fc08a1 0fdc7c1 
0fcbc4c 0fc1db8 0fd6b19 
0fc6a34 0fbcff1 0fccb86 
0fc287f 0fb8afb 0fcaa94 
0fc52b4 0fbaef0 0fd56a8 
0fcae6b 0fc09ee 0fdc774 
0fcbdd8 0fc1f41 0fd6a76 
0fc6c0c 0fbd1b9 0fccc5d 
0fc2a5b 0fb8cce 0fcaa2a 
0fc546e 0fbb0a0 0fd5580 
0fcaf9d 0fc0b07 0fdc7b1 
0fcbf0e 0fc205b 0fd6c68 
0fc6d53 0fbd2f8 0fcce51 
0fc2b4d 0fb8dbb 0fcac47 
0fc5490 0fbb0bd 0fd57a8 
0fcb020 0fc0b89 0fdca66 
0fcbfe0 0fc2128 0fd6ef1 
0fc6dec 0fbd37b 0fccf8a 
0fc2b80 0fb8de6 0fcae1c 
0fc54d9 0fbb10a 0fd5a69 
0fcafe6 0fc0b51 0fdcc94 
0fcbf9d 0fc20e4 0fd706b 
0fc6e1f 0fbd3b7 0fcd06c 
0fc2c47 0fb8eaf 0fcaf49 
0fc55b1 0fbb1da 0fd5b4e 
0fcb0f8 0fc0c58 0fdcdbf 
0fcc0dc 0fc221a 0fd714d 
0fc6eff 0fbd491 0fcd0aa 
0fc2c51 0fb8eb1 0fcae0f 
0fc5614 0fbb22e 0fd58f4 
0fcb1ed 0fc0d3a 0fdcbf2 
0fcc1ea 0fc231e 0fd7145 
0fc6fcb 0fbd555 0fcd18c 
0fc2cab 0fb8f12 0fcad32 
0fc55f5 0fbb219 0fd5897 
0fcb1f6 0fc0d58 0fdcd65 
0fcc237 0fc237f 0fd71bd 
0fc7034 0fbd5dc 0fcd1df 
0fc2cfb 0fb8f73 0fcade9 
0fc5627 0fbb25a 0fd58fb 
0fcb1e5 0fc0d3e 0fdcccb 
0fcc1db 0fc2314 0fd71d3 
0fc7015 0fbd5a5 0fcd223 
0fc2cfa 0fb8f63 0fcaeb0 
0fc55da 0fbb1fe 0fd59b7 
0fcb219 0fc0d64 0fdcd7f 
0fcc290 0fc23b7 0fd720f 
0fc707d 0fbd600 0fcd200 
0fc2c9d 0fb8ef6 0fcad48 
0fc54da 0fbb0e6 0fd5812 
0fcb0a2 0fc0bdc 0fdcccf 
0fcc193 0fc22b5 0fd7239 
0fc7006 0fbd591 0fcd1fe 
0fc2c44 0fb8ec2 0fcadd9 
0fc53f2 0fbb02e 0fd5825 
0fcaf6b 0fc0acb 0fdcd66 
0fcc05b 0fc21a4 0fd73b8 
0fc6f50 0fbd4f9 0fcd27b 
0fc2bcc 0fb8e57 0fcadef 
0fc53fb 0fbb039 0fd5924 
0fcaff4 0fc0b5a 0fdce0b 
0fcc0cb 0fc220f 0fd7398 
0fc6f7e 0fbd538 0fcd275 
0fc2bbb 0fb8e54 0fcad05 
0fc53c1 0fbaffe 0fd57e9 
0fcaf28 0fc0a80 0fdcd20 
0fcc0e4 0fc220a 0fd72e3 
0fc6ff7 0fbd58a 0fcd27f 
0fc2c69 0fb8ef2 0fcada1 
0fc53f4 0fbb02e 0fd57b0 
0fcaf8c 0fc0adf 0fdcc28 
0fcc191 0fc22bc 0fd7270 
0fc712c 0fbd6bc 0fcd2f8 
0fc2d30 0fb8fb2 0fcac5c 
0fc5454 0fbb08e 0fd552a 
0fcaff2 0fc0b3e 0fdcc5d 
0fcc1cf 0fc22f2 0fd741c 
0fc7105 0fbd69a 0fcd37e 
0fc2c86 0fb8f15 0fcac8c 
0fc535e 0fbafa9 0fd54e6 
0fcaf65 0fc0ab6 0fdcb88 
0fcc230 0fc235c 0fd7374 
0fc717f 0fbd722 0fcd392 
0fc2d1c 0fb8fbb 0fcacc4 
0fc5446 0fbb096 0fd56a8 
0fcb083 0fc0be2 0fdcecb 
0fcc2ef 0fc2426 0fd7624 
0fc727b 0fbd832 0fcd50c 
0fc2dcf 0fb907d 0fcac0f 
0fc549b 0fbb0fa 0fd5422 
0fcb0dc 0fc0c40 0fdcb31 
0fcc38a 0fc24c4 0fd7320 
0fc72e0 0fbd88e 0fcd40b 
0fc2dc1 0fb9074 0fcaaca 
0fc53c8 0fbb030 0fd52aa 
0fcaf94 0fc0b05 0fdcafa 
0fcc2de 0fc2421 0fd735e 
0fc7227 0fbd7e2 0fcd3b1 
0fc2c8a 0fb8f48 0fcab0e 
0fc5357 0fbafcb 0fd52f7 
0fcaf8e 0fc0af5 0fdcb38 
0fcc268 0fc239d 0fd749c 
0fc71cf 0fbd789 0fcd417 
0fc2cc0 0fb8f85 0fcaaf5 
0fc52ce 0fbaf4e 0fd5376 
0fcae65 0fc09e1 0fdcc4b 
0fcc1be 0fc2305 0fd7573 
0fc71ef 0fbd7b0 0fcd4a5 
0fc2c5e 0fb8f34 0fcaacf 
0fc51e5 0fbae6e 0fd5295 
0fcad67 0fc08e8 0fdcb92 
0fcc12a 0fc2275 0fd75b2 
0fc7180 0fbd758 0fcd49b 
0fc2bd6 0fb8ebe 0fcaa2f 
0fc518b 0fbae15 0fd5191 
0fcada9 0fc0918 0fdcac5 
0fcc143 0fc226f 0fd7495 
0fc71d0 0fbd785 0fcd4a4 
0fc2c1b 0fb8eea 0fcaa69 
0fc5178 0fbadf6 0fd51a5 
0fcacf3 0fc085d 0fdca69 
0fcc138 0fc225b 0fd7558 
0fc71b9 0fbd768 0fcd4b5 
0fc2c09 0fb8ed8 0fca988 
0fc5117 0fbad92 0fd505c 
0fcad08 0fc0860 0fdcb25 
0fcc1db 0fc22ef 0fd76f2 
0fc72c9 0fbd87b 0fcd688 
0fc2c1d 0fb8eea 0fcaad7 
0fc50fd 0fbad76 0fd51e9 
0fcad75 0fc08cd 0fdcbd3 
0fcc28a 0fc23a1 0fd76c1 
0fc7379 0fbd919 0fcd62a 
0fc2d39 0fb8ff6 0fca9ab 
0fc5119 0fbad7f 0fd503b 
0fcad2f 0fc0875 0fdca59 
0fcc28d 0fc2391 0fd7612 
0fc73bc 0fbd959 0fcd633 
0fc2d93 0fb9058 0fca887 
0fc5186 0fbadf6 0fd4d59 
0fcad9d 0fc08e7 0fdc870 
0fcc2e9 0fc23f0 0fd74ff 
0fc741a 0fbd9b7 0fcd618 
0fc2d31 0fb8ff4 0fca7dd 
0fc5156 0fbadc2 0fd4c63 
0fcadf0 0fc0929 0fdc8ed 
0fcc382 0fc2472 0fd75ac 
0fc74d0 0fbda58 0fcd67b 
0fc2e01 0fb90b4 0fca8a9 
0fc51c3 0fbae18 0fd4cfd 
0fcae54 0fc0979 0fdc8dc 
0fcc416 0fc24ef 0fd75bb 
0fc74c3 0fbda3f 0fcd659 
0fc2dda 0fb9089 0fca834 
0fc517f 0fbaddf 0fd4cf3 
0fcadaa 0fc08d9 0fdc88d 
0fcc36c 0fc2452 0fd7668 
0fc74b6 0fbda37 0fcd6fa 
0fc2de1 0fb90a2 0fca8b6 
0fc51c7 0fbae36 0fd4cd2 
0fcade5 0fc0924 0fdc8d5 
0fcc3b5 0fc24a6 0fd76e9 
0fc7584 0fbdb0f 0fcd7ed 
0fc2f33 0fb91ec 0fca8cf 
0fc532f 0fbaf91 0fd4af2 
0fcaf23 0fc0a49 0fdc764 
0fcc4bd 0fc2597 0fd755f 
0fc7677 0fbdbf1 0fcd7e1 
0fc2fbe 0fb9276 0fca8c5 
0fc5319 0fbaf81 0fd4bd3 
0fcaf44 0fc0a78 0fdc88f 
0fcc5f6 0fc26e4 0fd7788 
0fc77ea 0fbdd7b 0fcd965 
0fc3112 0fb93e3 0fca903 
0fc5413 0fbb091 0fd4a84 
0fcafff 0fc0b44 0fdc6f8 
0fcc679 0fc2771 0fd76ab 
0fc7821 0fbddcd 0fcd950 
0fc30b3 0fb93a2 0fca7e6 
0fc53d2 0fbb06a 0fd4815 
0fcb01b 0fc0b71 0fdc697 
0fcc71f 0fc2824 0fd76c6 
0fc791f 0fbdec4 0fcd9b9 
0fc31db 0fb94ca 0fca878 
0fc5466 0fbb0f6 0fd48f0 
0fcb0ce 0fc0c13 0fdc6bd 
0fcc801 0fc28f2 0fd77c6 
0fc7a4f 0fbdfef 0fcdb14 
0fc326c 0fb954e 0fca8ff 
0fc5575 0fbb1f9 0fd49bd 
0fcb213 0fc0d4e 0fdc83e 
0fcc941 0fc2a31 0fd79a3 
0fc7b5a 0fbe103 0fcdc94 
0fc32da 0fb95d4 0fca99a 
0fc55d9 0fbb276 0fd49af 
0fcb2e3 0fc0e30 0fdc860 
0fcca91 0fc2b8b 0fd79a5 
0fc7c8b 0fbe23c 0fcdd11 
0fc344c 0fb974b 0fca956 
0fc56e3 0fbb37c 0fd47ed 
0fcb3fd 0fc0f3e 0fdc752 
0fccbee 0fc2cda 0fd7985 
0fc7e47 0fbe3ea 0fcddfb 
0fc3614 0fb9907 0fca915 
0fc57bf 0fbb459 0fd45e4 
0fcb477 0fc0fbb 0fdc630 
0fccc29 0fc2d16 0fd7900 
0fc7e6b 0fbe414 0fcde10 
0fc3624 0fb9929 0fca96e 
0fc5841 0fbb4ea 0fd4679 
0fcb4c7 0fc1018 0fdc76b 
0fccd3c 0fc2e33 0fd7b68 
0fc7fad 0fbe55f 0fcdfe1 
0fc3770 0fb9a81 0fcaa3c 
0fc58ee 0fbb5a3 0fd4612 
0fcb54a 0fc10a2 0fdc6e5 
0fcce0b 0fc2f05 0fd7b34 
0fc809e 0fbe656 0fce06b 
0fc37f8 0fb9b15 0fcaa27 
0fc5998 0fbb65a 0fd453c 
0fcb629 0fc1185 0fdc5bd 
0fccea6 0fc2f9e 0fd7b70 
0fc81ea 0fbe79e 0fce1d4 
0fc3911 0fb9c2e 0fcaaa2 
0fc59c5 0fbb688 0fd45d5 
0fcb5a6 0fc1108 0fdc840 
0fccea9 0fc2fa3 0fd7c45 
0fc81f5 0fbe7b7 0fce1d1 
0fc395d 0fb9c8c 0fcabb3 
0fc5a32 0fbb6ff 0fd46fe 
0fcb693 0fc11e6 0fdc956 
0fcd03e 0fc3127 0fd7f0b 
0fc83a4 0fbe94e 0fce443 
0fc3a27 0fb9d48 0fcad3c 
0fc5aa2 0fbb763 0fd495e 
0fcb745 0fc128f 0fdcc1e 
0fcd093 0fc316d 0fd80d5 
0fc846c 0fbea06 0fce55a 
0fc3ade 0fb9de8 0fcad9f 
0fc5ae1 0fbb77e 0fd48b9 
0fcb6cf 0fc11f1 0fdcbe3 
0fcd090 0fc3147 0fd81aa 
0fc83df 0fbe96c 0fce51d 
0fc3a13 0fb9d1b 0fcada7 
0fc5aa3 0fbb74e 0fd49f8 
0fcb746 0fc127f 0fdcd97 
0fcd12f 0fc320d 0fd83af 
0fc8541 0fbeaf7 0fce72e 
0fc3b92 0fb9ec5 0fcafaf 
0fc5b3b 0fbb809 0fd4b66 
0fcb7c3 0fc130f 0fdce01 
0fcd1ca 0fc32a0 0fd83a8 
0fc8541 0fbeaf0 0fce6df 
0fc3b32 0fb9e65 0fcae45 
0fc5b1e 0fbb7ee 0fd49a1 
0fcb806 0fc1348 0fdcd7a 
0fcd2a3 0fc336f 0fd8496 
0fc86ce 0fbec67 0fce879 
0fc3d19 0fba03d 0fcaf85 
0fc5c90 0fbb950 0fd4a31 
0fcb8d6 0fc140c 0fdce8a 
0fcd331 0fc33ea 0fd8544 
0fc8743 0fbecd9 0fce8e0 
0fc3d27 0fba04a 0fcaf7a 
0fc5c03 0fbb8c2 0fd49ee 
0fcb83f 0fc136a 0fdcef0 
0fcd2e2 0fc3397 0fd860c 
0fc87b6 0fbed42 0fce9c3 
0fc3db6 0fba0cf 0fcb043 
0fc5c44 0fbb8f7 0fd49b5 
0fcb897 0fc13b3 0fdce94 
0fcd415 0fc34a8 0fd8676 
0fc8941 0fbeeab 0fceaa1 
0fc3f37 0fba23b 0fcafe8 
0fc5e28 0fbbaca 0fd4873 
0fcba55 0fc1561 0fdcd48 
0fcd5eb 0fc3672 0fd85ff 
0fc8a68 0fbefd7 0fceb44 
0fc3fdb 0fba2e3 0fcaf77 
0fc5df0 0fbba98 0fd4634 
0fcba81 0fc158c 0fdcd0b 
0fcd5f0 0fc367e 0fd868c 
0fc8aaa 0fbf024 0fcebc6 
0fc401a 0fba337 0fcb061 
0fc5e48 0fbbb01 0fd47aa 
0fcba68 0fc158e 0fdcdb9 
0fcd6be 0fc376c 0fd879a 
0fc8c1e 0fbf1b7 0fced56 
0fc410f 0fba441 0fcb0c6 
0fc5f44 0fbbc0e 0fd46cd 
0fcbbe6 0fc170a 0fdcd62 
0fcd78a 0fc382f 0fd876d 
0fc8c86 0fbf213 0fced4c 
0fc41a0 0fba4c8 0fcb03a 
0fc5ed5 0fbbb95 0fd4627 
0fcbb0c 0fc1629 0fdcdba 
0fcd744 0fc37d6 0fd87d8 
0fc8d07 0fbf27b 0fcedee 
0fc4210 0fba52c 0fcb031 
0fc5f6a 0fbbc19 0fd4486 
0fcbb82 0fc167f 0fdcb9c 
0fcd7c8 0fc383b 0fd8608 
0fc8cb3 0fbf21f 0fcecf1 
0fc4179 0fba493 0fcaf87 
0fc5f05 0fbbbb3 0fd43be 
0fcbb6d 0fc1665 0fdcaf5 
0fcd821 0fc3898 0fd86f6 
0fc8d68 0fbf2cf 0fcedec 
0fc41be 0fba4d4 0fcaf26 
0fc5ea4 0fbbb63 0fd4253 
0fcbac0 0fc15d3 0fdca39 
0fcd774 0fc37f5 0fd8655 
0fc8c56 0fbf1cf 0fcecb6 
0fc4120 0fba450 0fcae6f 
0fc5e09 0fbbad4 0fd4131 
0fcb9ee 0fc1504 0fdc8b6 
0fcd74d 0fc37cf 0fd85d0 
0fc8d6d 0fbf2e3 0fcedba 
0fc41ee 0fba51c 0fcaf20 
0fc5e49 0fbbb18 0fd41f7 
0fcb9f0 0fc1510 0fdcae1 
0fcd767 0fc37f7 0fd8740 
0fc8d41 0fbf2cd 0fcee08 
0fc417b 0fba4ca 0fcafd4 
0fc5e30 0fbbb18 0fd43b9 
0fcbaf4 0fc1623 0fdcc7b 
0fcd893 0fc3938 0fd89ac 
0fc8e6a 0fbf411 0fcefa9 
0fc4233 0fba59c 0fcaf93 
0fc5ded 0fbbaf0 0fd4170 
0fcba7c 0fc15c0 0fdca7a 
0fcd904 0fc39bd 0fd893c 
0fc8f48 0fbf506 0fcf027 
0fc4303 0fba68e 0fcb00d 
0fc5eef 0fbbc16 0fd4252 
0fcbb98 0fc1702 0fdcbd8 
0fcd972 0fc3a3f 0fd8916 
0fc8f53 0fbf51a 0fcf01d 
0fc42e0 0fba670 0fcafb1 
0fc5ebb 0fbbbe2 0fd4162 
0fcbba5 0fc1700 0fdcbba 
0fcda04 0fc3ac9 0fd8a5d 
0fc900b 0fbf5d3 0fcf115 
0fc4360 0fba6ef 0fcb060 
0fc5e5f 0fbbb85 0fd41e8 
0fcba73 0fc15c2 0fdcbec 
0fcd94e 0fc3a01 0fd8a87 
0fc8f96 0fbf558 0fcf096 
0fc42d4 0fba665 0fcaf31 
0fc5e35 0fbbb56 0fd40bc 
0fcbab5 0fc160d 0fdcc34 
0fcd90d 0fc39c5 0fd8b52 
0fc8f66 0fbf521 0fcf0eb 
0fc4285 0fba613 0fcaf21 
0fc5d88 0fbbaaa 0fd4091 
0fcb963 0fc14b2 0fdcc8e 
0fcd7e3 0fc3890 0fd8b4b 
0fc8e33 0fbf3df 0fcf03c 
0fc4104 0fba484 0fcaea3 
0fc5b89 0fbb8a1 0fd4089 
0fcb797 0fc12d9 0fdcbd5 
0fcd64c 0fc36e3 0fd8b05 
0fc8d2f 0fbf2c1 0fcef6f 
0fc402d 0fba38f 0fcadcf 
0fc5a3f 0fbb73b 0fd3f45 
0fcb5ec 0fc110d 0fdca3b 
0fcd57c 0fc35ec 0fd89c3 
0fc8c5d 0fbf1d2 0fcee91 
0fc3ecd 0fba226 0fcac6a 
0fc58bf 0fbb5b2 0fd3e0e 
0fcb4cb 0fc0fe0 0fdc9d2 
0fcd49e 0fc3509 0fd8a0f 
0fc8c0f 0fbf18f 0fceeb2 
0fc3e39 0fba1a4 0fcabe8 
0fc57cd 0fbb4ca 0fd3c9f 
0fcb3d3 0fc0eea 0fdc86d 
0fcd3a0 0fc340d 0fd8932 
0fc8af5 0fbf07c 0fced85 
0fc3d39 0fba0b0 0fcaa3c 
0fc56bb 0fbb3d0 0fd3a2e 
0fcb2f2 0fc0e18 0fdc6c2 
0fcd329 0fc339f 0fd87e1 
0fc8abe 0fbf04e 0fcecef 
0fc3d4c 0fba0cb 0fca9b3 
0fc571f 0fbb428 0fd398b 
0fcb386 0fc0ea7 0fdc675 
0fcd37e 0fc33f7 0fd8762 
0fc8ad2 0fbf064 0fceccc 
0fc3d16 0fba09c 0fca958 
0fc56e3 0fbb403 0fd38e7 
0fcb365 0fc0e99 0fdc60a 
0fcd3f6 0fc3481 0fd885d 
0fc8bc8 0fbf178 0fcedf1 
0fc3dc3 0fba165 0fcaa07 
0fc56fc 0fbb42c 0fd38f1 
0fcb2d9 0fc0e11 0fdc5d7 
0fcd342 0fc33d3 0fd8886 
0fc8ab1 0fbf067 0fced29 
0fc3ca3 0fba051 0fca904 
0fc55c1 0fbb2ff 0fd3856 
0fcb22c 0fc0d76 0fdc6de 
0fcd35c 0fc33fa 0fd895c 
0fc8bbd 0fbf182 0fcee48 
0fc3d87 0fba145 0fca9a7 
0fc5602 0fbb357 0fd38f0 
0fcb1d6 0fc0d2d 0fdc83d 
0fcd32a 0fc33ce 0fd8bad 
0fc8b9c 0fbf166 0fcef69 
0fc3dd4 0fba19b 0fcaab0 
0fc56b2 0fbb40a 0fd3a5e 
0fcb2f7 0fc0e50 0fdc7be 
0fcd461 0fc34fb 0fd8acf 
0fc8c81 0fbf23b 0fcef8e 
0fc3e17 0fba1d7 0fcaac5 
0fc5683 0fbb3db 0fd3a32 
0fcb28d 0fc0de6 0fdc893 
0fcd430 0fc34cd 0fd8c42 
0fc8d7c 0fbf33f 0fcf0f1 
0fc3f71 0fba33d 0fcab5f 
0fc574c 0fbb4b2 0fd38a4 
0fcb361 0fc0ebb 0fdc65d 
0fcd59c 0fc3633 0fd8a7e 
0fc8e95 0fbf451 0fcf0a7 
0fc403e 0fba407 0fcaa9e 
0fc5855 0fbb5ae 0fd3676 
0fcb498 0fc0fe0 0fdc5f6 
0fcd6d0 0fc374c 0fd8b41 
0fc8f41 0fbf4ef 0fcf13f 
0fc4066 0fba429 0fcaac7 
0fc584e 0fbb5a3 0fd3650 
0fcb4c1 0fc1005 0fdc54f 
0fcd705 0fc3782 0fd8a62 
0fc8fbe 0fbf55d 0fcf12c 
0fc40bd 0fba46e 0fca969 
0fc586b 0fbb5b0 0fd32d3 
0fcb461 0fc0f96 0fdc322 
0fcd6df 0fc3756 0fd8962 
0fc8f78 0fbf527 0fcf0ea 
