0fb658b 0007a47 0fa9613 
0fbed78 0fd604b 0fb2184 
0fbffd8 0fd6030 0fb4061 
0fcb455 0fd5ff6 0fbf900 
0fd11d4 0fd6063 0fc4c78 
0fc9650 0fd605a 0fbc6a1 
0fbeb06 0fd6024 0fb1ed5 
0fbfbc4 0fd5fdc 0fb3c1d 
0fcb045 0fd6000 0fbf4e5 
0fd0f0b 0fd608d 0fc49c1 
0fc946a 0fd604f 0fbc4d0 
0fbe92a 0fd6064 0fb1cf7 
0fbf92d 0fd6063 0fb3980 
0fcad8b 0fd6078 0fbf238 
0fd0cdb 0fd609c 0fc47a4 
0fc933d 0fd60a9 0fbc3b3 
0fbe779 0fd60dc 0fb1b49 
0fbf68c 0fd6100 0fb36ea 
0fcaab0 0fd60f9 0fbef81 
0fd0b7a 0fd61a2 0fc466c 
0fc9314 0fd61e8 0fbc397 
0fbe6ae 0fd619f 0fb1a76 
0fbf45a 0fd6166 0fb34a4 
0fca895 0fd61c8 0fbed63 
0fd0a60 0fd627b 0fc4557 
0fc9265 0fd622e 0fbc2f0 
0fbe5bd 0fd61d8 0fb1989 
0fbf1c0 0fd60fe 0fb31f6 
0fca562 0fd60eb 0fbea21 
0fd08c7 0fd6209 0fc43b9 
0fc921d 0fd6222 0fbc293 
0fbe52b 0fd620d 0fb18c8 
0fbf053 0fd61b2 0fb3072 
0fca353 0fd6157 0fbe838 
0fd075c 0fd61ec 0fc428d 
0fc91d7 0fd6238 0fbc273 
0fbe415 0fd61e0 0fb17c5 
0fbedef 0fd6143 0fb2e23 
0fca096 0fd60dd 0fbe58e 
0fd0592 0fd61b8 0fc40d1 
0fc9093 0fd61e9 0fbc137 
0fbe2d4 0fd621d 0fb1685 
0fbec43 0fd621a 0fb2c69 
0fc9ef5 0fd620b 0fbe3f1 
0fd0469 0fd6270 0fc3faa 
0fc8ffc 0fd6245 0fbc0a7 
0fbe253 0fd62d0 0fb15ed 
0fbea13 0fd625e 0fb2a29 
0fc9bfa 0fd61ee 0fbe0fe 
0fd0250 0fd6271 0fc3d93 
0fc8f31 0fd6296 0fbbff8 
0fbe0c4 0fd62a4 0fb1471 
0fbe737 0fd61e9 0fb274e 
0fc9900 0fd619a 0fbddff 
0fd009a 0fd6263 0fc3bc4 
0fc8e01 0fd6267 0fbbeb3 
0fbdf17 0fd6267 0fb129b 
0fbe4b7 0fd61ec 0fb24a4 
0fc96b2 0fd6203 0fbdba0 
0fcff6c 0fd62ef 0fc3a84 
0fc8db7 0fd62ea 0fbbe7b 
0fbde78 0fd62e9 0fb11f9 
0fbe33e 0fd62bd 0fb2323 
0fc9455 0fd6251 0fbd93b 
0fcfdbc 0fd62d9 0fc38cc 
0fc8cf7 0fd62c5 0fbbd9b 
0fbdd1e 0fd62a6 0fb107a 
0fbe0be 0fd625f 0fb2093 
0fc91fc 0fd625d 0fbd6ed 
0fcfcba 0fd6335 0fc37a8 
0fc8ce2 0fd6304 0fbbd6f 
0fbdc88 0fd629f 0fb0fc4 
0fbdec9 0fd622f 0fb1e72 
0fc8f52 0fd61fb 0fbd42a 
0fcfb45 0fd6302 0fc3688 
0fc8d22 0fd6325 0fbbdd9 
0fbdcc3 0fd630a 0fb1003 
0fbdded 0fd62e2 0fb1d95 
0fc8e25 0fd62aa 0fbd319 
0fcfaa3 0fd633c 0fc3632 
0fc8d29 0fd6319 0fbbdfa 
0fbdc83 0fd6335 0fb0f99 
0fbdbc7 0fd6298 0fb1b4d 
0fc8bb0 0fd6276 0fbd0aa 
0fcf911 0fd62cc 0fc34e8 
0fc8cfc 0fd62fe 0fbbdce 
0fbdbd2 0fd6315 0fb0ee2 
0fbda0c 0fd62c2 0fb198c 
0fc8963 0fd628d 0fbce5a 
0fcf73a 0fd6281 0fc3339 
0fc8c48 0fd62e2 0fbbd31 
0fbdae3 0fd62fb 0fb0deb 
0fbd7aa 0fd6260 0fb1714 
0fc86aa 0fd6222 0fbcba5 
0fcf5e2 0fd62af 0fc31fd 
0fc8c12 0fd636d 0fbbd06 
0fbd9dd 0fd6323 0fb0ce9 
0fbd5ff 0fd6308 0fb1563 
0fc848f 0fd62e1 0fbc991 
0fcf455 0fd6307 0fc3078 
0fc8aa9 0fd630c 0fbbb6d 
0fbd897 0fd6362 0fb0b57 
0fbd3a7 0fd6369 0fb12dd 
0fc816a 0fd62f6 0fbc661 
0fcf21f 0fd6357 0fc2e4c 
0fc89a7 0fd63b0 0fbba8b 
0fbd6ea 0fd63d6 0fb09ab 
0fbd139 0fd6404 0fb1048 
0fc7f41 0fd63f5 0fbc42c 
0fcf044 0fd63aa 0fc2c85 
0fc88b3 0fd63e0 0fbb9a5 
0fbd62b 0fd6459 0fb08e3 
0fbced5 0fd641d 0fb0de0 
0fc7beb 0fd637e 0fbc0c2 
0fcedbf 0fd6320 0fc29f7 
0fc87a9 0fd63c0 0fbb89a 
0fbd491 0fd63da 0fb073c 
0fbcc50 0fd63c7 0fb0b5a 
0fc799d 0fd63a6 0fbbeaa 
0fced07 0fd63cf 0fc2976 
0fc8783 0fd642b 0fbb895 
0fbd3e4 0fd6413 0fb06a2 
0fbca68 0fd63c0 0fb098c 
0fc77d0 0fd63c8 0fbbcf5 
0fcec36 0fd63f7 0fc28c5 
0fc87a3 0fd6447 0fbb8cc 
0fbd3cf 0fd643a 0fb0691 
0fbc912 0fd63c0 0fb0826 
0fc7554 0fd6337 0fbba78 
0fce9f1 0fd62de 0fc2691 
0fc85de 0fd6316 0fbb705 
0fbd1d9 0fd634e 0fb0488 
0fbc6c4 0fd638a 0fb05c7 
0fc7316 0fd636d 0fbb841 
0fce8a1 0fd6344 0fc255a 
0fc858f 0fd6382 0fbb6d6 
0fbd0ec 0fd6370 0fb03a5 
0fbc43e 0fd6364 0fb0333 
0fc6fb6 0fd6317 0fbb4d6 
0fce672 0fd633a 0fc2328 
0fc8482 0fd6367 0fbb5c3 
0fbcf38 0fd62fb 0fb01e4 
0fbc157 0fd62f5 0fb0046 
0fc6d0d 0fd6321 0fbb238 
0fce504 0fd636d 0fc21be 
0fc8462 0fd63fb 0fbb593 
0fbcf22 0fd63ea 0fb019f 
0fbbfb1 0fd638d 0fafe77 
0fc6a43 0fd62db 0fbaf4f 
0fce346 0fd633f 0fc200f 
0fc8371 0fd6380 0fbb4b8 
0fbce02 0fd6373 0fb0085 
0fbbdd8 0fd637f 0fafc99 
0fc6863 0fd635c 0fbad7e 
0fce1cc 0fd634e 0fc1ea3 
0fc8323 0fd63c9 0fbb458 
0fbcd7e 0fd63a5 0faffd9 
0fbbbb9 0fd6314 0fafa5e 
0fc65ea 0fd6303 0fbaafa 
0fce06d 0fd6328 0fc1d4b 
0fc82cb 0fd6371 0fbb41f 
0fbccca 0fd6339 0faff37 
0fbb9a0 0fd6297 0faf84e 
0fc6268 0fd61b7 0fba794 
0fcde02 0fd61c8 0fc1b0a 
0fc8213 0fd6253 0fbb364 
0fbcc33 0fd6252 0fafe81 
0fbb899 0fd6274 0faf714 
0fc61e6 0fd627f 0fba6fa 
0fcde97 0fd6286 0fc1b96 
0fc8377 0fd62d8 0fbb4c3 
0fbcc94 0fd6246 0fafec7 
0fbb73c 0fd6193 0faf5a0 
0fc604a 0fd6183 0fba54f 
0fcdde3 0fd61a9 0fc1ae9 
0fc840e 0fd6228 0fbb55c 
0fbce8e 0fd62f6 0fb00a8 
0fbb7f9 0fd6268 0faf653 
0fc5fd2 0fd61d1 0fba4f5 
0fcddc9 0fd619c 0fc1b08 
0fc8486 0fd61b1 0fbb611 
0fbcef0 0fd628a 0fb013b 
0fbb7f1 0fd62bd 0faf660 
0fc5f5b 0fd624f 0fba491 
0fcde8c 0fd6260 0fc1bd3 
0fc85f9 0fd6240 0fbb774 
0fbcf18 0fd6235 0fb013a 
0fbb5fa 0fd61a2 0faf44a 
0fc5ce7 0fd6128 0fba223 
0fcdd7f 0fd61b9 0fc1af4 
0fc8659 0fd61f4 0fbb804 
0fbcf33 0fd61c7 0fb015d 
0fbb5a2 0fd61a5 0faf3d3 
0fc5c4b 0fd616f 0fba170 
0fcdcbe 0fd6125 0fc1a30 
0fc86d1 0fd61c1 0fbb85e 
0fbcf63 0fd6190 0fb0167 
0fbb462 0fd60f6 0faf282 
0fc5ac9 0fd60db 0fb9fe6 
0fcdca9 0fd6101 0fc1a10 
0fc8779 0fd6104 0fbb8fe 
0fbd057 0fd6143 0fb0236 
0fbb42c 0fd60fd 0faf219 
0fc59ae 0fd60ac 0fb9ec3 
0fcdc6b 0fd60e0 0fc19f5 
0fc8854 0fd60c4 0fbba1e 
0fbd0d3 0fd60c0 0fb02e0 
0fbb3c4 0fd60c8 0faf1d1 
0fc590f 0fd60b7 0fb9e37 
0fcdc2a 0fd6067 0fc19c4 
0fc894b 0fd6096 0fbbafd 
0fbd182 0fd60a6 0fb035c 
0fbb2af 0fd6042 0faf09d 
0fc56ea 0fd5f93 0fb9c0e 
0fcdb7a 0fd5fd6 0fc191d 
0fc8971 0fd5fe2 0fbbb24 
0fbd172 0fd5feb 0fb0344 
0fbb1dd 0fd5fa6 0faefb3 
0fc55bc 0fd5f29 0fb9ad7 
0fcdb16 0fd5f79 0fc18cc 
0fc8a62 0fd5fea 0fbbc23 
0fbd286 0fd6032 0fb0451 
0fbb219 0fd6001 0faefe4 
0fc5618 0fd5ff2 0fb9b36 
0fcdc07 0fd6001 0fc19c8 
0fc8c26 0fd601e 0fbbdf2 
0fbd3ba 0fd5ff9 0fb057d 
0fbb1f8 0fd5fa1 0faefa6 
0fc550a 0fd5f48 0fb9a0a 
0fcdc05 0fd5f8b 0fc19ad 
0fc8dba 0fd6023 0fbbf66 
0fbd5a1 0fd6067 0fb0738 
0fbb2e7 0fd602f 0faf06f 
0fc550a 0fd5f66 0fb9a05 
0fcdc3f 0fd5f24 0fc1a08 
0fc8ebc 0fd5f79 0fbc08b 
0fbd648 0fd5fab 0fb07db 
0fbb283 0fd5fb0 0faefee 
0fc54c2 0fd5fa3 0fb99b9 
0fcdcb6 0fd5f6b 0fc1a83 
0fc9040 0fd5fc2 0fbc1f5 
0fbd750 0fd5fc1 0fb08d0 
0fbb1ce 0fd5f90 0faef4d 
0fc532a 0fd5f65 0fb9843 
0fcdbda 0fd5f2c 0fc19c9 
0fc9027 0fd5f54 0fbc207 
0fbd6ef 0fd5f5b 0fb085e 
0fbafdd 0fd5f65 0faed26 
0fc4fda 0fd5f12 0fb94c8 
0fcd982 0fd5f80 0fc1773 
0fc8f0a 0fd5fde 0fbc0fd 
0fbd627 0fd5f6f 0fb07b1 
0fbaec6 0fd5ed7 0faec15 
0fc4f7e 0fd5e8c 0fb948a 
0fcda55 0fd5e66 0fc186a 
0fc90ea 0fd5e63 0fbc2e1 
0fbd82f 0fd5ea3 0fb0990 
0fbafd5 0fd5eb4 0faed02 
0fc4f2f 0fd5e6d 0fb9423 
0fcda27 0fd5ebf 0fc182b 
0fc90b3 0fd5ee7 0fbc2a4 
0fbd62a 0fd5f15 0fb0772 
0fbaabe 0fd5f1a 0fae7d1 
0fc47fc 0fd5f39 0fb8cea 
0fcd182 0fd5f43 0fc0f99 
0fc8758 0fd5f8a 0fbb938 
0fbca4f 0fd5f56 0fafb7b 
0fb9bae 0fd5eed 0fad899 
0fc36e5 0fd5e9e 0fb7bb2 
0fcc0c9 0fd5e25 0fbfece 
0fc793b 0fd5e91 0fbab22 
0fbbfca 0fd5f49 0faf0f7 
0fb9359 0fd5e96 0fad05e 
0fc3327 0fd5e0d 0fb7850 
0fcc60e 0fd5e5b 0fc04a3 
0fc889e 0fd5eaa 0fbbb1a 
0fbd8e1 0fd5edc 0fb0aae 
0fbb6fe 0fd5db5 0faf4ba 
0fc63fb 0fd5cff 0fbaa02 
0fd06ce 0fd5d81 0fc463f 
0fcdaa8 0fd5e01 0fc0e21 
0fc3c9e 0fd5e23 0fb6f8e 
0fc2e4a 0fd5e54 0fb6d25 
0fceec2 0fd5e89 0fc3606 
0fda3d4 0fd5eb6 0fce4ca 
0fd8828 0fd5f62 0fcbd13 
0fcf8ae 0fd6021 0fc2ca4 
0fcf573 0fd6064 0fc3536 
0fdbf1c 0fd60d7 0fd0754 
0fe7c39 0fd6235 0fdbe30 
0fe6846 0fd64af 0fd9e42 
0fde07d 0fd6716 0fd158a 
0fde36c 0fd6885 0fd2411 
0feaec7 0fd6961 0fdf77b 
0ff6ab3 0fd6c1b 0feabed 
0ff5422 0fd7121 0fe898b 
0fecbab 0fd7640 0fe0102 
0fece89 0fd791d 0fe0f7f 
0ff89e3 0fd7bdb 0fee087 
0fff63a 0fd8177 0ff8c89 
0ffee5b 0fd8aec 0ff5d97 
0ff9258 0fd9467 0fec932 
0ff8920 0fd9aea 0fecdbd 
0ffe957 0fda071 0ff8816 
0fffc76 0fdab5f 0fff57f 
0fffc79 0fdba62 0ffdaec 
0fff841 0fdc735 0ff5e45 
0fff619 0fdd110 0ff5ca5 
0fffc36 0fddbc1 0ffdad0 
0fffc7f 0fded0e 0fffc9b 
0fffc7e 0fe00fa 0fff645 
0fffc80 0fe10c8 0ffb321 
0fffc82 0fe1d05 0ffa93a 
0fffc80 0fe2b73 0fff20a 
0fffc7f 0fe407b 0fffcd7 
0fffc7f 0fe5839 0fffaee 
0fffc80 0fe6a31 0ffd450 
0fffc80 0fe7762 0ffc927 
0fffc7f 0fe86d6 0fff79e 
0fffc80 0fe9d8f 0fffcd9 
0fffc7f 0feb660 0fffbe4 
0fffc80 0fec8ea 0ffe00b 
0fffc81 0fed63c 0ffd600 
0fffc82 0fee60a 0fff95d 
0fffc82 0fefd64 0fffcd6 
0fffc80 0ff16d9 0fffc3d 
0fffc83 0ff2a05 0ffe579 
0fffc82 0ff3732 0ffdb73 
0fffc81 0ff4694 0fff9ec 
0fffc84 0ff5daa 0fffcd4 
0fffc81 0ff770f 0fffc19 
0fffc80 0ff89b3 0ffe227 
0fffc82 0ff964d 0ffd612 
0fffc82 0ffa4c6 0fff914 
0fffc85 0ffbac7 0fffcd7 
0fffc86 0ffd245 0fffba6 
0fffc86 0ffe312 0ffda36 
0fffc85 0ffee39 0ffca76 
0fffc89 0fff787 0fff726 
0fffc8c 0fffc93 0fffcd4 
0fffc8f 0fffcf3 0fffa14 
0fffc8e 0fffcf4 0ffc86e 
0fffc8c 0fffcf7 0ffb2ff 
0fffc8d 0fffcf5 0fff214 
0fffc91 0fffcf4 0fffcd4 
0fffc8f 0fffcf4 0fff7ee 
0fffc8c 0fffcf5 0ffb704 
0fffc8c 0fffcf6 0ff9d84 
0fffc8e 0fffcf5 0ffec13 
0fffc8e 0fffcf6 0fffcd0 
0fffc8f 0fffcf5 0fff5a4 
0fffc8e 0fffcf4 0ffa784 
0fffc8d 0fffcf7 0ff897d 
0fffc8c 0fffcf5 0ffe485 
0fffc8e 0fffcf5 0fffcb5 
0fffc8f 0fffcf9 0fff23e 
0fffc8f 0fffcf8 0ff9524 
0fffc8d 0fffcf7 0ff737b 
0fffc8e 0fffcf6 0ffdb7b 
0fffc8f 0fffcf6 0fffc83 
0fffc8e 0fffcf4 0ffee75 
0fffc12 0fffcf5 0ff84c6 
0fffb56 0fffcf5 0ff5ff9 
0fffc78 0fffcf7 0ffd1d5 
0fffc8b 0fffcf5 0fffc30 
0fffc8b 0fffcf5 0ffe864 
0fff6ed 0fffcf5 0ff6e3d 
0ffee9d 0fffcf7 0ff43fe 
0fffb01 0fffcf8 0ffc055 
0fffc8e 0fffcf5 0fffaf4 
0fffc4e 0fffcf6 0ffdc35 
0ffe76c 0fffcf7 0ff49ed 
0ffd02e 0fffcf7 0ff18b5 
0fff5d8 0fffcf8 0ffa0d9 
0fffc8c 0fffcf7 0fff692 
0fffaaf 0fffcf6 0ffc43d 
0ffc9f3 0fffcf5 0ff1856 
0ffa06c 0fffcf6 0fee283 
0ffe7a1 0fffcf7 0ff720f 
0fffc73 0fffcf5 0ffe878 
0fff639 0fffcf6 0ffa1e5 
0ffa33e 0fffcf5 0fee408 
0ff6aa4 0fffcf8 0feab28 
0ffce90 0fffcf7 0ff3af9 
0fffb99 0fffcf6 0ffbd36 
0ffed25 0fffcf5 0ff70f5 
0ff766b 0fffcf5 0feaf80 
0ff33e7 0fffcf3 0fe7404 
0ffaa96 0fffcf3 0ff01ba 
0fff850 0fffcf6 0ff8551 
0ffdc84 0fffcf7 0ff3a9b 
0ff42cc 0fffcf5 0fe7873 
0fefa9a 0fffcf3 0fe3ac3 
0ff7bb0 0fffcf5 0fec789 
0ffee6f 0fffcf7 0ff4d84 
0ffc2dc 0fffcf5 0ff06a3 
0ff10a8 0fffcf3 0fe45bd 
0fec6d9 0fffcf5 0fe0718 
0ff4be7 0fffcf3 0fe94af 
0ffd97d 0fffcf5 0ff1d85 
0ffa446 0fffcf3 0feda37 
0fee5ff 0fffcf3 0fe1af7 
0fe9bf8 0fffcf0 0fddbff 
0ff20c6 0fffcf3 0fe6978 
0ffb2a4 0fffcf5 0fef4d2 
0ff7d94 0fffcf6 0feb40f 
0febfd8 0fffcf5 0fdf513 
0fe742e 0fffcf2 0fdb442 
0fef7e8 0fffcf3 0fe40ed 
0ff8ad7 0fffcf5 0fecdcb 
0ff587f 0fffcf5 0fe8fbe 
0fe9c8c 0fffcf3 0fdd1ef 
0fe5242 0fffcf3 0fd924c 
0fed828 0fffcf2 0fe214e 
0ff6ea0 0fffcf5 0feb22a 
0ff40e8 0fffcf8 0fe78a2 
0fe88dd 0fffcf7 0fdbe59 
0fe3ff5 0fffcf6 0fd8004 
0fec762 0fffcf5 0fe10c2 
0ff6108 0fffcf5 0fea507 
0ff37a4 0fffcf3 0fe6fae 
0fe823d 0fffcf3 0fdb7d1 
0fe3a12 0fffcf5 0fd7a2d 
0fec1f9 0fffcf5 0fe0b5f 
0ff5d24 0fffcf6 0fea142 
0ff3531 0fffcf3 0fe6d52 
0fe7fe4 0fffcf3 0fdb579 
0fe35f9 0fffcf5 0fd7611 
0febd24 0fffcf6 0fe0698 
0ff588b 0fffcf7 0fe9cab 
0ff30b4 0fffcf8 0fe68c2 
0fe7a18 0fffcf7 0fdaf81 
0fe2e9a 0fffcf5 0fd6e81 
0feb3f6 0fffcf3 0fdfd63 
0ff4ea6 0fffcf5 0fe92e4 
0ff2796 0fffcf8 0fe5fc6 
0fe70bd 0fffcf7 0fda61f 
0fe2302 0fffcf6 0fd62c4 
0fea64d 0fffcf5 0fdef96 
0ff405c 0fffcf6 0fe84c1 
0ff1870 0fffcf3 0fe50b7 
0fe6030 0fffcf3 0fd9580 
0fe104a 0fffcf6 0fd4fee 
0fe912b 0fffcf7 0fdda65 
0ff2b40 0fffcf4 0fe6fcb 
0ff0516 0fffcf2 0fe3d7f 
0fe4d57 0fffcf8 0fd829a 
0fdfb51 0fffd1a 0fd3aea 
0fe7a9c 0fffcfd 0fdc3a6 
0ff14ef 0fffcf5 0fe5983 
0feefb6 0fffcf3 0fe281b 
0fe378e 0fffe6a 0fd6c5e 
0fde520 000057e 0fd2322 
0fe6220 0ffff13 0fdaad9 
0fefc5d 0fffcf5 0fe4128 
0fed8b4 0fffcf3 0fe114c 
0fe211e 00002cc 0fd55c7 
0fdcd77 0001593 0fd0aec 
0fe49c8 0000370 0fd9238 
0fee4a1 0fffcf7 0fe2986 
0fec31c 0fffcfa 0fdfbcb 
0fe0ca4 00008df 0fd40ff 
0fdb843 00026cd 0fcf562 
0fe33b6 00009d2 0fd7bd1 
0fecf44 0fffd0a 0fe1436 
0feaf32 0fffd1b 0fde7e7 
0fdf99f 0001062 0fd2dac 
0fda3dc 00038fd 0fce09f 
0fe1e0e 0001278 0fd65d0 
0feba74 0fffd52 0fdff60 
0fe9bf2 0fffd72 0fdd4ad 
0fde6ea 000198a 0fd1aa6 
0fd9041 0004b1a 0fcccb3 
0fe0956 0001c5a 0fd50ca 
0fea607 0fffdd4 0fdeadd 
0fe8905 0fffe13 0fdc1a7 
0fdd411 00024b9 0fd0769 
0fd7ae4 0005f54 0fcb6fc 
0fdf2e9 0002920 0fd3a01 
0fe8f71 0fffee0 0fdd45c 
0fe7310 0ffff4b 0fdabc8 
0fdbddf 0003316 0fcf0fa 
0fd6393 0007579 0fc9f66 
0fddad5 00038da 0fd2191 
0fe76eb 00000bd 0fdbb9b 
0fe5b68 0000177 0fd93fa 
0fda633 000447b 0fcd8f0 
0fd4a52 0008dab 0fc85e0 
0fdc0cf 0004c71 0fd074b 
0fe5db7 0000434 0fda26c 
0fe4417 00004db 0fd7c9f 
0fd8f9f 000571e 0fcc1e8 
0fd3246 000a52b 0fc6d33 
0fda73a 0006225 0fced44 
0fe454f 00009d3 0fd89cc 
0fe2cc4 00009fa 0fd6530 
0fd7923 0006b21 0fcab39 
0fd1abe 000bc1f 0fc55c8 
0fd8f3c 00077ea 0fcd527 
0fe2e64 00011c1 0fd729b 
0fe17b7 000110e 0fd4fd3 
0fd63fc 0007f40 0fc95ba 
0fd03db 000d295 0fc3e89 
0fd775c 0008e80 0fcbce6 
0fe17bb 0001b22 0fd5b11 
0fe0290 00017ef 0fd3997 
0fd4e83 0009421 0fc800b 
0fcedd5 000e831 0fc2872 
0fd60ba 000a455 0fca624 
0fe021a 00028a3 0fd450a 
0fdeeac 0002038 0fd2548 
0fd39e1 000a84c 0fc6b28 
0fcd7aa 000fdd0 0fc1203 
0fd49af 000baba 0fc8ed1 
0fdebb1 0003ee3 0fd2e4a 
0fdda34 00036d9 0fd1046 
0fd2630 000bcc4 0fc575b 
0fcc348 0011219 0fbfd71 
0fd349c 000cf98 0fc7995 
0fdd793 0005719 0fd1a76 
0fdc68f 0005455 0fcfd46 
0fd1374 000d08e 0fc447a 
0fcb007 001254d 0fbea20 
0fd2157 000e2f2 0fc6648 
0fdc504 0006a26 0fd07f5 
0fdb605 00065c7 0fcecdd 
0fd03cc 000e10b 0fc34d6 
0fca028 001358f 0fbda32 
0fd1141 000f339 0fc5639 
0fdb620 00079af 0fcf95b 
0fda96b 0007362 0fce058 
0fcf857 000ed68 0fc296d 
0fc940c 0014252 0fbcdfe 
0fd0536 000ffcc 0fc49fd 
0fdab25 000858b 0fcee5d 
0fda03a 0007dbd 0fcd755 
0fcef9a 000f71b 0fc2068 
0fc8ac8 0014bed 0fbc480 
0fcfa4b 0010abc 0fc3ee7 
0fda0d6 0009041 0fce39d 
0fd966e 0008848 0fccd1f 
0fce626 0010116 0fc16fc 
0fc8018 00156c1 0fbb9d3 
0fceee5 0011612 0fc3398 
0fd95b4 0009b99 0fcd895 
0fd8cf9 0009240 0fcc3b5 
0fcdd65 0010a39 0fc0e2e 
0fc774d 0015faa 0fbb0e1 
0fce5a1 0011f58 0fc2a30 
0fd8cd9 000a4ce 0fccfb0 
0fd85a8 0009a61 0fcbc6d 
0fcd6d2 00111b1 0fc07a8 
0fc6fb5 00167d7 0fba953 
0fcdd60 0012809 0fc2202 
0fd857d 000acd8 0fcc852 
0fd7ffa 000a102 0fcb6bf 
0fcd29e 00116c3 0fc0360 
0fc6b4a 0016cc5 0fba4cf 
0fcd8a2 0012d30 0fc1d2e 
0fd8224 000ae59 0fcc4bb 
0fd7ea3 0009ca8 0fcb4d5 
0fcd071 001193c 0fc0128 
0fc678f 00170cd 0fba0f0 
0fcd37d 0013234 0fc17eb 
0fd7d26 000a946 0fcbf8d 
0fd7a50 0008b8e 0fcb043 
0fccbdc 0011cdc 0fbfc80 
0fc6208 0017618 0fb9b6a 
0fccd7a 00137ca 0fc1203 
0fd77f0 000a238 0fcba69 
0fd7646 0007994 0fcac3f 
0fcc891 0011f56 0fbf93b 
0fc5e9a 00179c9 0fb97e4 
0fcca0b 0013b76 0fc0e73 
0fd7560 0008ec5 0fcb7b8 
0fd758c 000542a 0fcab70 
0fcc8fd 0011d94 0fbf9b8 
0fc5ec5 0017a62 0fb9824 
0fcc94a 0013c4b 0fc0dc8 
0fd75a9 0007124 0fcb827 
0fd7744 0001deb 0fcad75 
0fccaf2 001162a 0fbfb92 
0fc5f0f 0017a4c 0fb982a 
0fcc7da 0013cc5 0fc0c21 
0fd73c7 0005daf 0fcb625 
0fd7514 00005ac 0fcab5e 
0fcc83e 00114e4 0fbf8d2 
0fc5b07 0017df8 0fb9429 
0fcc346 001402c 0fc0792 
0fd6f32 0005208 0fcb1a7 
0fd7217 0fff491 0fca86d 
0fcc604 00113d6 0fbf671 
0fc583d 00180fb 0fb913b 
0fcc02d 0014255 0fc044e 
0fd6ce8 0004462 0fcaf4f 
0fd70c2 0ffe140 0fca72a 
0fcc579 0011004 0fbf5e2 
0fc56c7 001828e 0fb8fb3 
0fcbd74 00143a1 0fc0196 
0fd6a7e 00036fa 0fcacec 
0fd6f3f 0ffce2a 0fca5a2 
0fcc3a7 0010c49 0fbf3f8 
0fc536f 00185e5 0fb8c45 
0fcb939 00146cc 0fbfd48 
0fd66a1 0002e05 0fca916 
0fd6d0a 0ffbf42 0fca386 
0fcc277 00108c0 0fbf2d1 
0fc51a6 00187e8 0fb8a62 
0fcb671 0014897 0fbfa6c 
0fd63a0 0002635 0fca606 
0fd6a5d 0ffb245 0fca0af 
0fcbf2e 00106b2 0fbef3c 
0fc4ccf 0018c33 0fb8558 
0fcb027 0014d5b 0fbf3f8 
0fd5d43 0002351 0fc9fa6 
0fd64cc 0ffaaed 0fc9b3e 
0fcb993 001084a 0fbe9bb 
0fc4611 00191ed 0fb7ea2 
0fca7de 0015451 0fbebc7 
0fd553d 0002522 0fc97b1 
0fd5dda 0ffa757 0fc9452 
0fcb37c 0010c4a 0fbe3a9 
0fc3f31 001981e 0fb77bb 
0fca05f 0015b4a 0fbe43d 
0fd4de8 0002912 0fc9056 
0fd56d8 0ffa79f 0fc8d53 
0fcabaa 001133b 0fbdbb4 
0fc3574 001a0b4 0fb6dbb 
0fc9583 00164ee 0fbd91f 
0fd43e8 0002f7a 0fc8625 
0fd4e45 0ffa834 0fc8490 
0fca335 0011a34 0fbd311 
0fc2c36 001a838 0fb6452 
0fc8b99 0016d5d 0fbcf32 
0fd3ab0 000360f 0fc7ce2 
0fd46bc 0ffa955 0fc7cdd 
0fc9cd1 0012010 0fbcc75 
0fc255f 001ae94 0fb5d38 
0fc83dd 00174a6 0fbc732 
0fd3416 0003a10 0fc7641 
0fd41cf 0ffa5d4 0fc7810 
0fc97d9 00122f9 0fbc79f 
0fc1f1f 001b4a3 0fb5715 
0fc7cfe 0017b14 0fbc077 
0fd2daa 0003c01 0fc6ff7 
0fd3d1c 0ffa248 0fc736f 
0fc9399 00125dc 0fbc34f 
0fc194d 001baa2 0fb5120 
0fc75ec 00182ac 0fbb93e 
0fd2691 00042eb 0fc68c7 
0fd3616 0ffa5bf 0fc6c55 
0fc8bbc 0012eac 0fbbb5e 
0fc0fca 001c3c5 0fb478c 
0fc6a73 0018efe 0fbadd5 
0fd1a76 0005be9 0fc5cab 
0fd295b 0ffbe41 0fc5f84 
0fc7e18 0014387 0fbada8 
0fc0044 001d25f 0fb37cd 
0fc5975 001a0bc 0fb9cb7 
0fd0a1d 00089e2 0fc4c25 
0fd1ad8 0ffeed3 0fc5096 
0fc7065 0015bc7 0fb9ff0 
0fbf218 001e002 0fb2985 
0fc48f2 001b175 0fb8c29 
0fcf9d0 000c009 0fc3bf1 
0fd0eb1 00036ae 0fc4442 
0fc65e8 00170ff 0fb9590 
0fbe7ed 001eb7d 0fb1f6f 
0fc4114 001bb17 0fb842c 
0fcf4f3 000c769 0fc36f4 
0fd0c5b 000351f 0fc41cf 
0fc6444 00172d3 0fb939d 
0fbe4bd 001ef82 0fb1bea 
0fc3c87 001bfda 0fb7f7b 
0fcf15b 000c192 0fc3350 
0fd09a0 0002536 0fc3ef4 
0fc6164 001732c 0fb90a4 
0fbe1c9 001f2ad 0fb18db 
0fc381a 001c3bc 0fb7b05 
