0fc6f7a 0fbc798 0fcbc86 
0fc5c22 0fbb9b0 0fcac5b 
0fc57eb 0fbaf8e 0fca4d1 
0fcab7f 0fbffa9 0fcf6f3 
0fce3b9 0fc3b89 0fd3180 
0fcb1d8 0fc0f73 0fd02b6 
0fc5934 0fbb6c5 0fca985 
0fc54df 0fbac8e 0fca1d6 
0fca8bf 0fbfce1 0fcf41f 
0fce0fd 0fc38cf 0fd2eb1 
0fcae33 0fc0bca 0fcfefb 
0fc5452 0fbb1e6 0fca49c 
0fc4fa6 0fba74a 0fc9ca6 
0fca319 0fbf744 0fcee98 
0fcda3b 0fc3217 0fd2813 
0fca61b 0fc03bd 0fcf6f4 
0fc4be9 0fba979 0fc9c36 
0fc4703 0fb9e9a 0fc93f1 
0fc9acb 0fbeeda 0fce63c 
0fcd29e 0fc2a5c 0fd207a 
0fc9ed7 0fbfc60 0fcef97 
0fc4381 0fba101 0fc93b9 
0fc3d0c 0fb94a3 0fc89f7 
0fc8f1b 0fbe32d 0fcda83 
0fcc535 0fc1cf9 0fd1366 
0fc8f8f 0fbed14 0fce03a 
0fc3296 0fb9013 0fc82ad 
0fc2ad8 0fb8254 0fc7794 
0fc7d03 0fbd0f5 0fcc821 
0fcb437 0fc0bcc 0fd01a2 
0fc8146 0fbdea9 0fcd1bc 
0fc26d1 0fb8429 0fc76eb 
0fc2109 0fb787b 0fc6dc8 
0fc7500 0fbc8e5 0fcc01a 
0fcadc8 0fc0557 0fcfb0d 
0fc7b48 0fbd89c 0fccb91 
0fc216f 0fb7ec8 0fc7171 
0fc1ca4 0fb741c 0fc6955 
0fc7076 0fbc46f 0fcbb7b 
0fca8be 0fc0059 0fcf5f0 
0fc7706 0fbd45e 0fcc733 
0fc1e29 0fb7b81 0fc6e05 
0fc19a2 0fb7114 0fc6622 
0fc6d60 0fbc149 0fcb82e 
0fca633 0fbfdbe 0fcf336 
0fc74d4 0fbd21d 0fcc4e2 
0fc1c08 0fb7950 0fc6bc2 
0fc1709 0fb6e7b 0fc6377 
0fc6a88 0fbbe6f 0fcb55b 
0fca38b 0fbfb0e 0fcf088 
0fc7223 0fbcf5b 0fcc21d 
0fc1981 0fb76c3 0fc6928 
0fc14fa 0fb6c51 0fc6146 
0fc6962 0fbbd2f 0fcb3fb 
0fca28a 0fbfa01 0fcef6a 
0fc7099 0fbcde7 0fcc08d 
0fc1721 0fb7471 0fc66ca 
0fc124a 0fb69b5 0fc5ea3 
0fc66a0 0fbba71 0fcb149 
0fc9f66 0fbf6ea 0fcec4f 
0fc6cd6 0fbca2c 0fcbcc2 
0fc132b 0fb7088 0fc62c7 
0fc0eb3 0fb661a 0fc5b0b 
0fc6324 0fbb6fd 0fcaddc 
0fc9c48 0fbf3d2 0fce948 
0fc6a5c 0fbc7b7 0fcba6a 
0fc1057 0fb6db2 0fc6005 
0fc0b05 0fb6270 0fc574f 
0fc5f21 0fbb2fa 0fca9b6 
0fc989c 0fbf01f 0fce57c 
0fc65e5 0fbc34a 0fcb5e5 
0fc0ad7 0fb6849 0fc5a90 
0fc057a 0fb5d01 0fc51e5 
0fc5a48 0fbae3c 0fca50c 
0fc9455 0fbebf9 0fce158 
0fc6209 0fbbf7f 0fcb218 
0fc07b5 0fb6536 0fc5767 
0fc0196 0fb5925 0fc4dfb 
0fc55ba 0fba9be 0fca081 
0fc8fa7 0fbe757 0fcdcb5 
0fc5def 0fbbb81 0fcae26 
0fc032c 0fb60c6 0fc5322 
0fbfd9c 0fb5547 0fc4a20 
0fc51c2 0fba5ce 0fc9c85 
0fc8b38 0fbe2f0 0fcd833 
0fc5905 0fbb692 0fca90b 
0fbfe4d 0fb5bf0 0fc4e0c 
0fbf823 0fb4fe3 0fc44a1 
0fc4ae0 0fb9f23 0fc95d3 
0fc82a5 0fbda97 0fccfe1 
0fc5049 0fbadfe 0fca088 
0fbf5c9 0fb5376 0fc45a6 
0fbef94 0fb475c 0fc3c11 
0fc4252 0fb9690 0fc8d1b 
0fc7a60 0fbd23a 0fcc758 
0fc4850 0fba5f1 0fc9858 
0fbee82 0fb4c2a 0fc3e43 
0fbe87f 0fb4055 0fc34f9 
0fc3bdd 0fb901f 0fc86c9 
0fc7547 0fbcd21 0fcc243 
0fc4427 0fba1bb 0fc9407 
0fbeac9 0fb486f 0fc3a64 
0fbe60b 0fb3dcb 0fc329b 
0fc3aed 0fb8f23 0fc88ca 
0fc760a 0fbcdd1 0fcc44e 
0fc4550 0fba2eb 0fc9544 
0fbec26 0fb49c9 0fc3bd0 
0fbe7c1 0fb3f6c 0fc341a 
0fc3d80 0fb917d 0fc89de 
0fc7919 0fbd0c1 0fcc6c2 
0fc48cc 0fba64e 0fc98c7 
0fbefd3 0fb4d73 0fc3fa0 
0fbebb8 0fb436d 0fc384b 
0fc41bc 0fb95d6 0fc8d96 
0fc7d57 0fbd512 0fccae1 
0fc4cbb 0fbaa4f 0fc9cdb 
0fbf331 0fb50c7 0fc42f1 
0fbed78 0fb4519 0fc39db 
0fc4256 0fb965d 0fc8d9d 
0fc7d62 0fbd50a 0fcca97 
0fc4c86 0fbaa17 0fc9c98 
0fbf220 0fb4fd1 0fc41fc 
0fbebf3 0fb43bd 0fc3886 
0fc40ad 0fb94d3 0fc8ca9 
0fc7b7d 0fbd349 0fcc8fd 
0fc4989 0fba72a 0fc9994 
0fbeeb3 0fb4c71 0fc3e87 
0fbe8b3 0fb4084 0fc3559 
0fc3cd0 0fb9103 0fc898c 
0fc7717 0fbcedc 0fcc509 
0fc459c 0fba335 0fc95d5 
0fbeb4d 0fb48ee 0fc3b4e 
0fbe54e 0fb3cf3 0fc3219 
0fc3a61 0fb8e58 0fc882f 
0fc7538 0fbccc6 0fcc399 
0fc441c 0fba17e 0fc9457 
0fbea63 0fb47e1 0fc3a70 
0fbe4ae 0fb3c38 0fc31b0 
0fc38e0 0fb8ccc 0fc87d2 
0fc73ee 0fbcb66 0fcc2e6 
0fc4457 0fba18f 0fc9484 
0fbec4c 0fb498e 0fc3c3d 
0fbe7ee 0fb3f49 0fc34a5 
0fc3ce7 0fb90a8 0fc8a5a 
0fc78aa 0fbcffc 0fcc701 
0fc4a49 0fba763 0fc9a7e 
0fbf2ef 0fb501e 0fc42e0 
0fbef10 0fb4668 0fc3bbc 
0fc44a6 0fb9851 0fc9008 
0fc8062 0fbd799 0fccda4 
0fc5208 0fbaf0b 0fca21c 
0fbfa86 0fb57ab 0fc4a62 
0fbf66e 0fb4db1 0fc4317 
0fc4ccd 0fba06f 0fc97cf 
0fc89fa 0fbe127 0fcd71d 
0fc5b6a 0fbb877 0fcab8b 
0fc0305 0fb6031 0fc52d6 
0fbfe3b 0fb5581 0fc4ab8 
0fc53af 0fba745 0fc9e83 
0fc903a 0fbe76e 0fcdd51 
0fc60e8 0fbbe01 0fcb12a 
0fc077c 0fb64c0 0fc5798 
0fc0191 0fb58e7 0fc4e6d 
0fc56a8 0fbaa55 0fca1dc 
0fc935f 0fbeaa0 0fce0c2 
0fc63f3 0fbc10d 0fcb461 
0fc0a2f 0fb6760 0fc5a58 
0fc04ba 0fb5bf6 0fc5190 
0fc5a28 0fbadbe 0fca560 
0fc9682 0fbedac 0fce402 
0fc6722 0fbc430 0fcb7c7 
0fc0e22 0fb6b4a 0fc5e7e 
0fc0899 0fb5fd3 0fc5590 
0fc5e10 0fbb19c 0fca942 
0fc9a41 0fbf168 0fce79d 
0fc6ab1 0fbc7bf 0fcbb3d 
0fc112d 0fb6e63 0fc6185 
0fc0b4d 0fb6297 0fc585f 
0fc6121 0fbb4cb 0fcac89 
0fc9e03 0fbf543 0fceb9f 
0fc6e28 0fbcb58 0fcbee1 
0fc142b 0fb717c 0fc649b 
0fc0e26 0fb6594 0fc5b46 
0fc631e 0fbb6dc 0fcae6a 
0fc9eae 0fbf602 0fcec32 
0fc6ee9 0fbcc1f 0fcbf9a 
0fc1540 0fb72a4 0fc65be 
0fc0f37 0fb66b3 0fc5c58 
0fc6380 0fbb75a 0fcaed6 
0fc9e9d 0fbf603 0fcec1e 
0fc6ef5 0fbcc26 0fcbf79 
0fc1599 0fb72ea 0fc65d7 
0fc0f70 0fb66ec 0fc5c67 
0fc62ef 0fbb6d3 0fcae30 
0fc9dff 0fbf564 0fceb63 
0fc6efa 0fbcc2a 0fcbf73 
0fc1626 0fb737d 0fc6665 
0fc0fac 0fb672d 0fc5c9d 
0fc636f 0fbb73d 0fcaea3 
0fc9f55 0fbf6ae 0fcecc1 
0fc703e 0fbcd68 0fcc0cb 
0fc16ee 0fb744b 0fc6746 
0fc10a9 0fb6822 0fc5db6 
0fc655b 0fbb923 0fcb0a8 
0fca1b8 0fbf903 0fcef36 
0fc726b 0fbcfa2 0fcc302 
0fc1873 0fb75ce 0fc68c3 
0fc11a6 0fb6929 0fc5ea6 
0fc65b8 0fbb98b 0fcb106 
0fca188 0fbf8eb 0fcef0c 
0fc7181 0fbceca 0fcc210 
0fc172f 0fb74ac 0fc676e 
0fc10e6 0fb6873 0fc5dc1 
0fc65b8 0fbb996 0fcb0d1 
0fca1a1 0fbf90e 0fceef2 
0fc71e3 0fbcf40 0fcc259 
0fc1768 0fb74f7 0fc67a6 
0fc1071 0fb6819 0fc5d5b 
0fc653f 0fbb935 0fcb061 
0fca186 0fbf90d 0fceedc 
0fc7219 0fbcf90 0fcc28e 
0fc1816 0fb75bf 0fc6856 
0fc1115 0fb68dd 0fc5e0a 
0fc6520 0fbb926 0fcb062 
0fca137 0fbf8ce 0fceea9 
0fc714a 0fbcec3 0fcc1cc 
0fc16f5 0fb74ac 0fc673a 
0fc0fb9 0fb6780 0fc5cab 
0fc63a3 0fbb7bf 0fcaed1 
0fc9f8d 0fbf736 0fceced 
0fc701e 0fbcda3 0fcc08a 
0fc1552 0fb72fa 0fc6588 
0fc0db0 0fb6569 0fc5a87 
0fc61a9 0fbb5a0 0fcacbe 
0fc9dba 0fbf540 0fceb01 
0fc6df4 0fbcb5d 0fcbe5e 
0fc1318 0fb70b7 0fc6353 
0fc0b15 0fb62d2 0fc5805 
0fc5e03 0fbb20b 0fca933 
0fc98e1 0fbf05f 0fce627 
0fc6947 0fbc69d 0fcb99e 
0fc0f51 0fb6cda 0fc5f75 
0fc0803 0fb5fb6 0fc54d8 
0fc5af7 0fbaef7 0fca610 
0fc9654 0fbedca 0fce385 
0fc6741 0fbc482 0fcb77c 
0fc0e0e 0fb6b7f 0fc5e1a 
0fc0711 0fb5eae 0fc53d7 
0fc5a0b 0fbadf5 0fca513 
0fc95d8 0fbed4a 0fce307 
0fc673d 0fbc47e 0fcb77f 
0fc0db6 0fb6b2f 0fc5dc5 
0fc0693 0fb5e31 0fc534f 
0fc5aa5 0fbae96 0fca599 
0fc96c4 0fbee2d 0fce3dd 
0fc67c8 0fbc511 0fcb804 
0fc0cf6 0fb6a76 0fc5d05 
0fc057f 0fb5d24 0fc523d 
0fc596a 0fbad55 0fca475 
0fc95bc 0fbed27 0fce2f3 
0fc6667 0fbc3b2 0fcb6ba 
0fc0b68 0fb68ee 0fc5b79 
0fc0347 0fb5ae7 0fc4ff8 
0fc56a9 0fbaa81 0fca18b 
0fc931e 0fbea72 0fce019 
0fc63a8 0fbc0ec 0fcb3b5 
0fc0883 0fb6607 0fc585f 
0fc0020 0fb57c2 0fc4ca7 
0fc543f 0fba824 0fc9efe 
0fc9121 0fbe884 0fcde0b 
0fc61be 0fbbf1b 0fcb1e5 
0fc0689 0fb6425 0fc568b 
0fbfdda 0fb5590 0fc4a93 
0fc5282 0fba66c 0fc9d78 
0fc8f99 0fbe709 0fcdcb8 
0fc6058 0fbbdb9 0fcb099 
0fc04a9 0fb6253 0fc54b0 
0fbfc95 0fb5453 0fc4941 
0fc506d 0fba470 0fc9b55 
0fc8d27 0fbe4a0 0fcda2c 
0fc5e7a 0fbbbea 0fcae99 
0fc03f3 0fb61a2 0fc53df 
0fbfc34 0fb5405 0fc48bc 
0fc502a 0fba439 0fc9aea 
0fc8cd2 0fbe463 0fcd9b9 
0fc5ded 0fbbb66 0fcadf0 
0fc03a7 0fb6167 0fc5372 
0fbfbb4 0fb5395 0fc4832 
0fc4f13 0fba33d 0fc99cc 
0fc8b80 0fbe322 0fcd869 
0fc5cd2 0fbba53 0fcacdc 
0fc0320 0fb60da 0fc52fa 
0fbfbb0 0fb5392 0fc4842 
0fc4ed7 0fba300 0fc99a3 
0fc8afc 0fbe28e 0fcd7d9 
0fc5c69 0fbb9da 0fcac5b 
0fc032a 0fb60dc 0fc52e7 
0fbfb84 0fb536c 0fc47fe 
0fc4ee8 0fba30b 0fc9992 
0fc8c2e 0fbe3c6 0fcd8ed 
0fc5e95 0fbbc0c 0fcae76 
0fc04ee 0fb62b5 0fc54a7 
0fbfd9e 0fb558c 0fc4a03 
0fc51bb 0fba5df 0fc9c60 
0fc8fa7 0fbe736 0fcdc6e 
0fc623e 0fbbfc1 0fcb22c 
0fc08c2 0fb668a 0fc5882 
0fc015d 0fb594a 0fc4dcf 
0fc55da 0fbaa04 0fca091 
0fc93d2 0fbeb74 0fce0a9 
0fc663f 0fbc3cc 0fcb62d 
0fc0ca5 0fb6a7a 0fc5c56 
0fc0554 0fb5d47 0fc519d 
0fc59e5 0fbae0f 0fca461 
0fc982e 0fbefce 0fce4d1 
0fc6aa5 0fbc83a 0fcba70 
0fc10a1 0fb6e80 0fc6039 
0fc097c 0fb6179 0fc55c5 
0fc5e8f 0fbb2c0 0fca901 
0fc9d3a 0fbf4e1 0fce9d6 
0fc6fec 0fbcd8b 0fcbfba 
0fc15c6 0fb73b3 0fc656c 
0fc0e4f 0fb665e 0fc5a9d 
0fc63b3 0fbb7f0 0fcae33 
0fca26c 0fbfa15 0fcef0e 
0fc7544 0fbd2d8 0fcc514 
0fc1bbb 0fb799d 0fc6b6a 
0fc14aa 0fb6c9e 0fc60fa 
0fc69a3 0fbbdc8 0fcb419 
0fca84d 0fbffda 0fcf4f1 
0fc7ba9 0fbd92a 0fccb7a 
0fc21b8 0fb7f7c 0fc7169 
0fc19dc 0fb71c6 0fc664b 
0fc6ebf 0fbc2d7 0fcb95a 
0fcad34 0fc04b9 0fcf9f4 
0fc7fe7 0fbdd53 0fccfc9 
0fc264c 0fb8409 0fc760a 
0fc1e84 0fb7667 0fc6af7 
0fc7233 0fbc64b 0fcbcd6 
0fcb057 0fc07cd 0fcfd20 
0fc83d6 0fbe12a 0fcd3c5 
0fc2a6a 0fb880d 0fc7a3a 
0fc2268 0fb7a3b 0fc6ee0 
0fc762d 0fbca36 0fcc0cd 
0fcb3f9 0fc0b59 0fd00bb 
0fc8727 0fbe469 0fcd707 
0fc2e86 0fb8c10 0fc7e31 
0fc2682 0fb7e3e 0fc72e5 
0fc7a2e 0fbce2b 0fcc4df 
0fcb82b 0fc0f8b 0fd04fa 
0fc8c2f 0fbe963 0fcdc0a 
0fc3302 0fb908e 0fc82be 
0fc2a51 0fb8203 0fc76d0 
0fc7e0b 0fbd1f1 0fcc8be 
0fcbc54 0fc1398 0fd0950 
0fc8faa 0fbecde 0fcdfc2 
0fc3540 0fb92ca 0fc8539 
0fc2c9f 0fb8452 0fc7947 
0fc80ff 0fbd4db 0fccbeb 
0fcbf3e 0fc1682 0fd0cd3 
0fc91f0 0fbef21 0fce24f 
0fc37b6 0fb9543 0fc87be 
0fc2eb5 0fb8668 0fc7b72 
0fc82fc 0fbd6d3 0fcce06 
0fcc124 0fc1867 0fd0f42 
0fc9323 0fbf05e 0fce3c5 
0fc3827 0fb95c7 0fc8868 
0fc2f26 0fb86e6 0fc7c12 
0fc82df 0fbd6d0 0fccdff 
0fcc152 0fc18aa 0fd0f51 
0fc93ec 0fbf13c 0fce482 
0fc391c 0fb96bf 0fc8932 
0fc2fe9 0fb87bc 0fc7cab 
0fc8377 0fbd775 0fccea1 
0fcc20a 0fc196b 0fd100b 
0fc9427 0fbf176 0fce4c3 
0fc38d5 0fb9683 0fc8917 
0fc2f26 0fb86f4 0fc7c1a 
0fc8275 0fbd66b 0fccdb3 
0fcc093 0fc17e9 0fd0ec2 
0fc9338 0fbf090 0fce407 
0fc3828 0fb95db 0fc8894 
0fc2e2f 0fb8611 0fc7b57 
0fc80d6 0fbd4da 0fccc31 
0fcbe50 0fc15aa 0fd0c18 
0fc90f8 0fbee38 0fce198 
0fc3658 0fb93f5 0fc86b2 
0fc2c24 0fb83e9 0fc793b 
0fc7e59 0fbd247 0fcc9a0 
0fcbb24 0fc126a 0fd089c 
0fc8dcc 0fbeaf6 0fcde71 
0fc33f7 0fb9184 0fc8475 
0fc2a33 0fb81f5 0fc7766 
0fc7c67 0fbd053 0fcc7c2 
0fcb9b2 0fc10f4 0fd0730 
0fc8caf 0fbe9d7 0fcdd4a 
0fc3234 0fb8fb7 0fc82b3 
0fc2876 0fb8033 0fc75b8 
0fc7ad8 0fbcec3 0fcc645 
0fcb862 0fc0faa 0fd05e5 
0fc8bfc 0fbe926 0fcdca0 
0fc320f 0fb8f9b 0fc828a 
0fc28be 0fb8079 0fc75e4 
0fc7bc7 0fbcfb2 0fcc707 
0fcba15 0fc115b 0fd0779 
0fc8cf8 0fbea32 0fcdd76 
0fc31da 0fb8f7b 0fc823f 
0fc2803 0fb7fd7 0fc7526 
0fc7b10 0fbcf02 0fcc663 
0fcb984 0fc10d8 0fd06f7 
0fc8cb1 0fbe9f6 0fcdd3b 
0fc3172 0fb8f21 0fc81dc 
0fc278a 0fb7f5a 0fc748e 
0fc7ae3 0fbced9 0fcc609 
0fcb97f 0fc10d3 0fd06cc 
0fc8cc3 0fbea08 0fcdd34 
0fc31d7 0fb8f80 0fc822c 
0fc2800 0fb7fcf 0fc7501 
0fc7b4d 0fbcf40 0fcc66d 
0fcb9cb 0fc1117 0fd070e 
0fc8d05 0fbea4a 0fcdd7e 
0fc31db 0fb8f8a 0fc8247 
0fc27a5 0fb7f7f 0fc74bd 
0fc7ace 0fbcebe 0fcc617 
0fcb932 0fc108a 0fd06ac 
0fc8c67 0fbe9b9 0fcdd0e 
0fc319e 0fb8f58 0fc821e 
0fc271e 0fb7ef3 0fc7440 
0fc7a9b 0fbce8a 0fcc5de 
0fcb92a 0fc1068 0fd068a 
0fc8c14 0fbe94d 0fcdc9c 
0fc310b 0fb8eac 0fc817c 
0fc26c4 0fb7e9a 0fc73f3 
0fc7945 0fbcd3d 0fcc49b 
0fcb790 0fc0ee3 0fd0502 
0fc8b51 0fbe88d 0fcdbdd 
0fc30ea 0fb8e83 0fc813d 
0fc264d 0fb7e12 0fc7343 
0fc7821 0fbcc10 0fcc33c 
0fcb5f7 0fc0d3b 0fd0322 
0fc89d6 0fbe703 0fcda29 
0fc2fb9 0fb8d53 0fc7ff5 
0fc2585 0fb7d60 0fc7272 
0fc76d3 0fbcae5 0fcc1e9 
0fcb443 0fc0ba2 0fd0161 
0fc8813 0fbe560 0fcd857 
0fc2e75 0fb8c23 0fc7e92 
0fc2484 0fb7c77 0fc715a 
0fc7619 0fbca39 0fcc134 
0fcb489 0fc0bfb 0fd01bf 
0fc88d5 0fbe630 0fcd92a 
0fc2eab 0fb8c7c 0fc7eea 
0fc24fe 0fb7d05 0fc71f4 
0fc77c7 0fbcbee 0fcc2e0 
0fcb6a5 0fc0e1f 0fd03d7 
0fc8a64 0fbe7db 0fcdacc 
0fc2f9f 0fb8d78 0fc7fde 
0fc258c 0fb7d94 0fc7274 
0fc7882 0fbcca6 0fcc3a0 
0fcb77f 0fc0ef4 0fd04b1 
0fc8aa3 0fbe803 0fcdaeb 
0fc2f3d 0fb8d14 0fc7f74 
0fc24cc 0fb7cd9 0fc71c0 
0fc77f0 0fbcc16 0fcc2fd 
0fcb6b4 0fc0e24 0fd03c6 
0fc8a7d 0fbe7e3 0fcdabd 
0fc301a 0fb8df2 0fc804f 
0fc25bd 0fb7dc3 0fc72a1 
0fc787c 0fbcc98 0fcc37e 
0fcb75e 0fc0ec1 0fd046c 
0fc8a9a 0fbe7ff 0fcdad6 
0fc2f8f 0fb8d63 0fc7fb0 
0fc24f5 0fb7cf7 0fc71c5 
0fc77de 0fbcbf1 0fcc2cd 
0fcb68e 0fc0df9 0fd039f 
0fc8a13 0fbe778 0fcda5d 
0fc2e9a 0fb8c65 0fc7ebf 
0fc23dd 0fb7bc0 0fc7094 
0fc768b 0fbca8e 0fcc163 
0fcb54f 0fc0c9b 0fd0249 
0fc8854 0fbe59f 0fcd883 
0fc2d07 0fb8acb 0fc7d38 
0fc21d3 0fb79d0 0fc6eb9 
0fc7398 0fbc7ab 0fcbe98 
0fcb1eb 0fc095d 0fcfefc 
0fc852f 0fbe28f 0fcd566 
0fc2998 0fb8766 0fc79b5 
0fc1da6 0fb75ae 0fc6a8a 
0fc6eb6 0fbc2d9 0fcb9c1 
0fcac83 0fc03e8 0fcf998 
0fc7fb6 0fbdd07 0fccfec 
0fc24f2 0fb82b0 0fc7518 
0fc18bf 0fb70bc 0fc65aa 
0fc695d 0fbbd79 0fcb45d 
0fca74b 0fbfea4 0fcf442 
0fc7b40 0fbd878 0fccb47 
0fc20ae 0fb7e59 0fc70a6 
0fc15a2 0fb6d9a 0fc6263 
0fc66f0 0fbbb10 0fcb1e7 
0fca578 0fbfcde 0fcf283 
0fc796c 0fbd6bd 0fcc9a4 
0fc1f0b 0fb7cd8 0fc6f33 
0fc13ea 0fb6bea 0fc60b4 
0fc65ab 0fbb9bd 0fcb07d 
0fca47d 0fbfbd6 0fcf153 
0fc78b7 0fbd611 0fcc8bb 
0fc1d5d 0fb7b36 0fc6d5d 
0fc118e 0fb69aa 0fc5e48 
0fc63ef 0fbb81f 0fcaebd 
0fca2e2 0fbfa54 0fcefaf 
0fc76cd 0fbd42c 0fcc6bf 
0fc1af7 0fb78d2 0fc6ad7 
0fc0ef9 0fb66fc 0fc5b6f 
0fc60ed 0fbb507 0fcab82 
0fc9f95 0fbf6fb 0fcec60 
0fc730b 0fbd079 0fcc325 
0fc1709 0fb7501 0fc6719 
0fc0b18 0fb633f 0fc57c9 
0fc5d3f 0fbb175 0fca802 
0fc9c89 0fbf408 0fce962 
0fc706e 0fbcded 0fcc079 
0fc1405 0fb71ff 0fc6402 
0fc07a6 0fb5fd3 0fc5454 
0fc5a00 0fbae37 0fca4cb 
0fc98cc 0fbf058 0fce5c5 
0fc6c73 0fbc9f6 0fcbc9e 
0fc10eb 0fb6eef 0fc60f2 
0fc050d 0fb5d3d 0fc51ac 
0fc570f 0fbab4c 0fca1c0 
0fc96eb 0fbee62 0fce3b1 
0fc6b13 0fbc888 0fcbb05 
0fc0f80 0fb6d7a 0fc5f75 
0fc0363 0fb5ba1 0fc5019 
0fc55a4 0fba9e6 0fca071 
0fc94ee 0fbec67 0fce1c5 
0fc6964 0fbc6cd 0fcb95b 
0fc0e52 0fb6c3f 0fc5e3a 
0fc02c3 0fb5af0 0fc4f63 
0fc5474 0fba8b8 0fc9f37 
0fc9317 0fbea98 0fcdfd8 
0fc67c5 0fbc533 0fcb7b4 
0fc0dc5 0fb6baf 0fc5da5 
0fc027b 0fb5aa8 0fc4f0c 
0fc5412 0fba858 0fc9ec5 
0fc9375 0fbeae4 0fce01a 
0fc690b 0fbc663 0fcb8d1 
0fc0f0c 0fb6ce1 0fc5ecc 
0fc03a8 0fb5bc1 0fc5017 
0fc55a4 0fba9d7 0fca035 
0fc9552 0fbecc3 0fce1ec 
0fc6b68 0fbc8c6 0fcbb33 
0fc11dc 0fb6fb9 0fc6191 
0fc06e3 0fb5ef2 0fc533c 
0fc59a6 0fbadc3 0fca410 
0fc9a19 0fbf16d 0fce698 
0fc6fac 0fbcd02 0fcbf65 
0fc148c 0fb7270 0fc6453 
0fc085c 0fb6081 0fc54e3 
0fc5a5d 0fbae86 0fca4fe 
0fc9ab8 0fbf21a 0fce757 
0fc6fe7 0fbcd3f 0fcbfb3 
0fc1501 0fb72dc 0fc64d1 
0fc0911 0fb611d 0fc5591 
0fc5be1 0fbaff3 0fca674 
0fc9ce6 0fbf42f 0fce987 
0fc7231 0fbcf83 0fcc21d 
0fc167b 0fb7458 0fc6664 
0fc0a07 0fb6206 0fc5689 
0fc5cfa 0fbb0f9 0fca782 
0fc9de7 0fbf510 0fcea6e 
0fc7390 0fbd0c0 0fcc34d 
0fc1896 0fb764e 0fc6859 
0fc0c64 0fb6454 0fc58f0 
0fc5f3a 0fbb331 0fca9ee 
0fc9ff0 0fbf725 0fcecc5 
0fc75a4 0fbd2d2 0fcc5aa 
0fc1ab5 0fb7871 0fc6ab7 
0fc0e9f 0fb668d 0fc5b53 
0fc6119 0fbb506 0fcabda 
0fca1fb 0fbf914 0fceed5 
0fc77f4 0fbd50b 0fcc81e 
0fc1d22 0fb7ac8 0fc6d54 
0fc10d7 0fb68c0 0fc5dcc 
0fc6340 0fbb726 0fcae4a 
0fca35b 0fbfa6c 0fcf05f 
0fc78ef 0fbd5e4 0fcc91a 
0fc1e39 0fb7bba 0fc6e63 
0fc122d 0fb69f6 0fc5f2a 
0fc63d1 0fbb7ab 0fcaeef 
0fca390 0fbfa97 0fcf0ac 
0fc79f4 0fbd6ef 0fcca48 
0fc1ff9 0fb7d91 0fc7055 
0fc13d0 0fb6bb3 0fc60e7 
0fc6590 0fbb97e 0fcb0b8 
0fca5f6 0fbfd0a 0fcf325 
0fc7c65 0fbd975 0fcccc7 
0fc22c2 0fb8073 0fc732f 
0fc16b8 0fb6ec2 0fc63f8 
0fc6818 0fbbc2b 0fcb379 
0fca8cd 0fc0011 0fcf62a 
0fc7fdc 0fbdd12 0fcd066 
0fc25f8 0fb83c6 0fc767c 
0fc1a10 0fb7219 0fc6747 
0fc6cb8 0fbc0cf 0fcb806 
0fcae1c 0fc0564 0fcfb72 
0fc84b7 0fbe1fe 0fcd52a 
0fc29bb 0fb8797 0fc7a2e 
0fc1d33 0fb7551 0fc6a73 
0fc6ffc 0fbc414 0fcbb50 
0fcb04e 0fc0795 0fcfd98 
0fc85cf 0fbe30e 0fcd63e 
0fc2ab2 0fb8884 0fc7b16 
0fc1e87 0fb7692 0fc6b98 
0fc70e2 0fbc4fa 0fcbc23 
0fcb1b6 0fc090a 0fcff0f 
0fc876a 0fbe4c7 0fcd7fe 
0fc2c17 0fb8a05 0fc7ca4 
0fc1fcf 0fb77f0 0fc6d1d 
0fc7242 0fbc65e 0fcbda4 
0fcb2ee 0fc0a36 0fd004f 
0fc88a4 0fbe5f5 0fcd950 
0fc2d07 0fb8aec 0fc7dbe 
0fc1fa5 0fb77be 0fc6d12 
0fc7221 0fbc630 0fcbdab 
0fcb312 0fc0a59 0fd009b 
0fc885d 0fbe5a5 0fcd90d 
0fc2cc1 0fb8a9e 0fc7d69 
0fc1fa6 0fb77b7 0fc6d0b 
0fc71fa 0fbc612 0fcbd73 
0fcb2d6 0fc0a1e 0fd0056 
0fc882b 0fbe572 0fcd8d4 
0fc2c9c 0fb8a6f 0fc7d44 
0fc1fe8 0fb77fe 0fc6d4b 
0fc71f0 0fbc60d 0fcbd69 
0fcb17e 0fc08cd 0fcfef1 
0fc8668 0fbe3a4 0fcd6f9 
0fc2b86 0fb894f 0fc7c03 
0fc1ea0 0fb76b8 0fc6bdd 
0fc6f3d 0fbc36f 0fcba96 
0fcaefa 0fc065d 0fcfc4d 
0fc854f 0fbe29e 0fcd5c9 
0fc2b0e 0fb88eb 0fc7b83 
0fc1e33 0fb7655 0fc6b53 
0fc6ef3 0fbc31f 0fcba1d 
0fcae5d 0fc05ac 0fcfb80 
0fc8462 0fbe1a3 0fcd4be 
0fc2a37 0fb880e 0fc7aa6 
0fc1da3 0fb75c6 0fc6ad8 
0fc6f1d 0fbc339 0fcba63 
0fcaf8e 0fc06d0 0fcfcd0 
0fc85c1 0fbe2ef 0fcd622 
0fc2b6b 0fb892f 0fc7bcf 
