0fbd4f5 0fb20a4 0fc1b8c 
0fc0688 0fb586a 0fc5066 
0fc1d17 0fb69b1 0fc63b9 
0fc6efa 0fbba0f 0fcb4f3 
0fc8b81 0fbdaff 0fcd45b 
0fc4ad0 0fb9e73 0fc95f4 
0fc05d7 0fb57bb 0fc4f7e 
0fc1c4f 0fb68ea 0fc62be 
0fc6d99 0fbb8a7 0fcb367 
0fc8a00 0fbd973 0fcd2bf 
0fc48fc 0fb9ca0 0fc9425 
0fc0341 0fb5531 0fc4d16 
0fc19b7 0fb6655 0fc603d 
0fc6b6c 0fbb672 0fcb13d 
0fc87cc 0fbd734 0fcd076 
0fc46fc 0fb9a94 0fc91fa 
0fc0130 0fb5312 0fc4acd 
0fc16f1 0fb6386 0fc5d5a 
0fc67f0 0fbb302 0fcadc3 
0fc83a0 0fbd311 0fccc5d 
0fc41ed 0fb9597 0fc8d28 
0fbfbf2 0fb4dd8 0fc45d5 
0fc11c2 0fb5e49 0fc5848 
0fc6365 0fbae4c 0fca92e 
0fc7ff6 0fbcf41 0fcc8bb 
0fc3f41 0fb92c9 0fc8a8f 
0fbf9c9 0fb4b9c 0fc43d8 
0fc105c 0fb5ce3 0fc574c 
0fc626d 0fbad62 0fca8d2 
0fc7f7a 0fbcecb 0fcc8be 
0fc3f69 0fb92ef 0fc8b13 
0fbfaa2 0fb4c69 0fc44ef 
0fc11c6 0fb5e35 0fc58da 
0fc6444 0fbaf22 0fcaabc 
0fc81dd 0fbd120 0fccb24 
0fc428d 0fb95fb 0fc8e29 
0fbfe02 0fb4fb8 0fc484a 
0fc153a 0fb61ac 0fc5c41 
0fc6835 0fbb314 0fcae7b 
0fc85ed 0fbd535 0fccf11 
0fc4684 0fb99ff 0fc920f 
0fc021a 0fb53e6 0fc4c5f 
0fc1999 0fb6614 0fc60a7 
0fc6c30 0fbb721 0fcb2a0 
0fc8a13 0fbd960 0fcd35b 
0fc4b2c 0fb9eb2 0fc96d6 
0fc06fb 0fb58c3 0fc5140 
0fc1e8f 0fb6b04 0fc658f 
0fc71a8 0fbbc85 0fcb800 
0fc8f83 0fbdec2 0fcd8bb 
0fc502a 0fba3a6 0fc9bc5 
0fc0bf5 0fb5dbf 0fc563b 
0fc23b5 0fb702c 0fc6ad1 
0fc7742 0fbc220 0fcbdb7 
0fc9579 0fbe4af 0fcdeba 
0fc56be 0fbaa2c 0fca258 
0fc12d5 0fb648a 0fc5d19 
0fc2af0 0fb7754 0fc7219 
0fc7e56 0fbc926 0fcc4e3 
0fc9cbd 0fbebec 0fce628 
0fc5dc3 0fbb127 0fca98f 
0fc1990 0fb6b3a 0fc6402 
0fc3201 0fb7e52 0fc7931 
0fc868a 0fbd139 0fccd15 
0fca5da 0fbf4ec 0fcef37 
0fc682b 0fbbb65 0fcb3de 
0fc255b 0fb76df 0fc6fcf 
0fc3efb 0fb8b2f 0fc8651 
0fc94a0 0fbdf40 0fcdb47 
0fcb5de 0fc04d2 0fcff48 
0fc7aad 0fbcdc9 0fcc659 
0fc39cc 0fb8b30 0fc8412 
0fc54d4 0fba0e9 0fc9bdf 
0fcaad9 0fbf55e 0fcf177 
0fccb4e 0fc1a39 0fd1529 
0fc8df1 0fbe118 0fcd9bf 
0fc4b6f 0fb9cdd 0fc95c8 
0fc6543 0fbb154 0fcac55 
0fcbac2 0fc053a 0fd013d 
0fcdb1a 0fc29f2 0fd247b 
0fc9d37 0fbf04f 0fce8e3 
0fc5977 0fbaaef 0fca3bb 
0fc713b 0fbbd73 0fcb861 
0fcc4a4 0fc0f5c 0fd0b50 
0fce289 0fc31a1 0fd2c14 
0fca32e 0fbf683 0fcef12 
0fc5e0c 0fbafb0 0fca87d 
0fc7512 0fbc165 0fcbc41 
0fcc795 0fc124f 0fd0e35 
0fce4e2 0fc33fc 0fd2e58 
0fca48f 0fbf7dd 0fcf05c 
0fc5efd 0fbb0a8 0fca95f 
0fc7544 0fbc1a5 0fcbc8b 
0fcc78b 0fc124f 0fd0e48 
0fce508 0fc3421 0fd2e8d 
0fca4c7 0fbf81b 0fcf09d 
0fc5f30 0fbb0d4 0fca985 
0fc74f9 0fbc148 0fcbc20 
0fcc64d 0fc1102 0fd0d04 
0fce34b 0fc3264 0fd2cf4 
0fca30e 0fbf661 0fcef0e 
0fc5d52 0fbaefb 0fca7e1 
0fc7341 0fbbfa3 0fcba9d 
0fcc49a 0fc0f65 0fd0b5e 
0fce156 0fc3084 0fd2afa 
0fca10d 0fbf47b 0fced0a 
0fc5b0b 0fbacc8 0fca589 
0fc7102 0fbbd72 0fcb855 
0fcc2d7 0fc0daf 0fd09a8 
0fcdf80 0fc2eb3 0fd2938 
0fc9ef1 0fbf266 0fceaee 
0fc5935 0fbaaf1 0fca3a6 
0fc6f06 0fbbb7a 0fcb649 
0fcc026 0fc0b09 0fd06ec 
0fcdc82 0fc2bca 0fd2649 
0fc9c01 0fbef8a 0fce816 
0fc5609 0fba7db 0fca09b 
0fc6b9f 0fbb818 0fcb2fe 
0fcbcf4 0fc07d7 0fd03c3 
0fcd990 0fc28cc 0fd234e 
0fc98bc 0fbec35 0fce4bb 
0fc52a0 0fba45f 0fc9d28 
0fc6892 0fbb500 0fcafe8 
0fcb9f5 0fc04d9 0fd00d8 
0fcd69c 0fc25e4 0fd2068 
0fc964f 0fbe9c8 0fce24b 
0fc505b 0fba22f 0fc9afd 
0fc65ed 0fbb274 0fcad5e 
0fcb75a 0fc0240 0fcfe42 
0fcd43f 0fc237b 0fd1df7 
0fc93ba 0fbe72b 0fcdfa5 
0fc4df6 0fb9fb9 0fc9880 
0fc649f 0fbb117 0fcabfb 
0fcb657 0fc0142 0fcfd5e 
0fcd2bf 0fc220c 0fd1cb4 
0fc9220 0fbe5ac 0fcde3a 
0fc4c61 0fb9e3d 0fc970b 
0fc62b2 0fbaf3e 0fcaa20 
0fcb498 0fbff81 0fcfb8d 
0fcd1d8 0fc211c 0fd1ba0 
0fc9182 0fbe4ed 0fcdd56 
0fc4c0c 0fb9dbc 0fc9664 
0fc6239 0fbae8c 0fca94c 
0fcb423 0fbfee0 0fcfad2 
0fcd13d 0fc205a 0fd1add 
0fc9102 0fbe45b 0fcdca8 
0fc4b4b 0fb9cf9 0fc9583 
0fc6121 0fbad91 0fca839 
0fcb22c 0fbfd0d 0fcf8ea 
0fcce72 0fc1dbd 0fd1834 
0fc8d63 0fbe0e9 0fcd91f 
0fc4740 0fb9914 0fc9191 
0fc5d1b 0fba993 0fca432 
0fcae64 0fbf94c 0fcf511 
0fccb02 0fc1a42 0fd14d9 
0fc89bf 0fbdd3a 0fcd56e 
0fc4379 0fb9550 0fc8dbd 
0fc5809 0fba49b 0fc9f24 
0fca850 0fbf34c 0fcef04 
0fcc3fd 0fc134f 0fd0e06 
0fc81bd 0fbd546 0fccd61 
0fc3a1e 0fb8bf6 0fc845a 
0fc4e8a 0fb9b10 0fc9592 
0fc9eff 0fbe9eb 0fce54a 
0fcba9a 0fc09e5 0fd03b0 
0fc78db 0fbcc5e 0fcc459 
0fc3181 0fb835c 0fc7ba0 
0fc461d 0fb92b1 0fc8d06 
0fc96c7 0fbe1c6 0fcdd19 
0fcb2f4 0fc0246 0fcfc0a 
0fc721b 0fbc5a7 0fcbd86 
0fc2b9a 0fb7d71 0fc75ad 
0fc4156 0fb8dda 0fc881f 
0fc9299 0fbdd80 0fcd8b8 
0fcaf59 0fbfea4 0fcf84d 
0fc6f4a 0fbc2de 0fcbab1 
0fc2997 0fb7b8a 0fc73bc 
0fc3f46 0fb8bf0 0fc862b 
0fc916e 0fbdc77 0fcd798 
0fcaeb7 0fbfe16 0fcf7ab 
0fc6e28 0fbc1c1 0fcb964 
0fc27a4 0fb798d 0fc718e 
0fc3cb8 0fb8956 0fc837f 
0fc8dc5 0fbd8cf 0fcd3e9 
0fcaa46 0fbf9a2 0fcf335 
0fc6937 0fbbccd 0fcb477 
0fc22d8 0fb74c8 0fc6cd3 
0fc38b1 0fb855a 0fc7f6f 
0fc8aa8 0fbd5a6 0fcd0aa 
0fca7eb 0fbf74a 0fcf0b9 
0fc682e 0fbbbca 0fcb344 
0fc22a2 0fb7494 0fc6c65 
0fc3921 0fb85be 0fc7fb3 
0fc8b63 0fbd65a 0fcd149 
0fca9d3 0fbf91b 0fcf287 
0fc6b06 0fbbe8d 0fcb617 
0fc261e 0fb77f6 0fc6fe3 
0fc3cfa 0fb8984 0fc8386 
0fc8fcf 0fbdac0 0fcd5ad 
0fcae12 0fbfd67 0fcf6cd 
0fc6e30 0fbc1c2 0fcb958 
0fc2922 0fb7b04 0fc72ea 
0fc4045 0fb8cda 0fc86c7 
0fc92d3 0fbddc2 0fcd89a 
0fcb0ec 0fc0031 0fcf972 
0fc7197 0fbc516 0fcbc71 
0fc2c5e 0fb7e2d 0fc75f1 
0fc4351 0fb8fcb 0fc89b5 
0fc95cc 0fbe0af 0fcdb7f 
0fcb3dc 0fc0318 0fcfc65 
0fc74ae 0fbc826 0fcbfa2 
0fc2f6b 0fb813a 0fc7910 
0fc45db 0fb9258 0fc8c3e 
0fc9862 0fbe346 0fcde17 
0fcb682 0fc05ca 0fcff16 
0fc76f7 0fbca7b 0fcc1f0 
0fc3241 0fb8426 0fc7bef 
0fc4936 0fb95db 0fc8fc0 
0fc9b72 0fbe683 0fce15e 
0fcb96f 0fc08cf 0fd021c 
0fc79c2 0fbcd60 0fcc4ce 
0fc34a5 0fb8698 0fc7e56 
0fc4b3f 0fb97ea 0fc91c0 
0fc9d25 0fbe82f 0fce2fe 
0fcbaeb 0fc0a53 0fd03a9 
0fc7b2a 0fbcec6 0fcc654 
0fc35aa 0fb879b 0fc7f93 
0fc4c3e 0fb98e1 0fc9304 
0fc9e5d 0fbe95c 0fce479 
0fcbc23 0fc0b77 0fd051a 
0fc7c45 0fbcfcd 0fcc7ac 
0fc36e4 0fb88c0 0fc811a 
0fc4dd6 0fb9a60 0fc94e6 
0fca007 0fbeaef 0fce66c 
0fcbda9 0fc0ce9 0fd06ec 
0fc7e25 0fbd19d 0fcc9ca 
0fc396c 0fb8b3c 0fc83c8 
0fc508c 0fb9d11 0fc97a5 
0fca34a 0fbee2d 0fce9b1 
0fcc19b 0fc10dd 0fd0b01 
0fc8354 0fbd6cf 0fccef4 
0fc3fce 0fb91a7 0fc8a21 
0fc5786 0fba40b 0fc9eaf 
0fcab12 0fbf5fa 0fcf1c9 
0fcca05 0fc1945 0fd13f1 
0fc8c21 0fbdf99 0fcd7d0 
0fc492c 0fb9af4 0fc9369 
0fc6196 0fbae14 0fca897 
0fcb583 0fc0062 0fcfc17 
0fcd5eb 0fc2522 0fd1f6c 
0fc98eb 0fbec57 0fce491 
0fc562e 0fba7f6 0fca07b 
0fc6f14 0fbbb8c 0fcb62c 
0fcc385 0fc0e60 0fd0a09 
0fce2d4 0fc320b 0fd2c49 
0fca442 0fbf7bd 0fcf014 
0fc5fe7 0fbb1b3 0fcaa3c 
0fc7736 0fbc3ab 0fcbe54 
0fcc9bc 0fc1495 0fd106f 
0fce7db 0fc3714 0fd3158 
0fca8a0 0fbfc1a 0fcf47b 
0fc63a3 0fbb575 0fcadfe 
0fc7aa3 0fbc724 0fcc1d1 
0fccd78 0fc1859 0fd1426 
0fceba3 0fc3ae5 0fd352d 
0fcac82 0fbfffd 0fcf878 
0fc67e5 0fbb9b5 0fcb256 
0fc7f46 0fbcbba 0fcc67c 
0fcd197 0fc1c70 0fd184b 
0fcefab 0fc3edd 0fd392d 
0fcb098 0fc0407 0fcfc8b 
0fc6be2 0fbbda1 0fcb653 
0fc82c1 0fbcf36 0fcca06 
0fcd509 0fc1fea 0fd1bc9 
0fcf2e7 0fc4222 0fd3c66 
0fcb3e5 0fc075e 0fcffd2 
0fc6f64 0fbc130 0fcb9df 
0fc85dd 0fbd254 0fccd2a 
0fcd82e 0fc2307 0fd1ee1 
0fcf5a3 0fc44de 0fd3f0c 
0fcb609 0fc0989 0fd01e7 
0fc7114 0fbc2e8 0fcbb71 
0fc87a9 0fbd42f 0fccecf 
0fcd9d2 0fc24c9 0fd207d 
0fcf7a8 0fc46f2 0fd4114 
0fcb80b 0fc0b98 0fd03f2 
0fc727a 0fbc462 0fcbcf8 
0fc88e8 0fbd57b 0fcd039 
0fcdad4 0fc25c1 0fd218a 
0fcf7e4 0fc4732 0fd4157 
0fcb7d9 0fc0b68 0fd03cb 
0fc727e 0fbc462 0fcbcf0 
0fc8908 0fbd596 0fcd048 
0fcdaf0 0fc25de 0fd21a3 
0fcf7bb 0fc4705 0fd4148 
0fcb717 0fc0aa4 0fd031c 
0fc71b2 0fbc38b 0fcbc45 
0fc8773 0fbd3fa 0fccecf 
0fcd87f 0fc2366 0fd1f37 
0fcf4b4 0fc43fb 0fd3e39 
0fcb44b 0fc07c0 0fd003d 
0fc6f06 0fbc0cc 0fcb97b 
0fc84c6 0fbd140 0fccc02 
0fcd5f1 0fc20cf 0fd1c9e 
0fcf357 0fc4292 0fd3cd1 
0fcb3c2 0fc0738 0fcffb0 
0fc6e7c 0fbc054 0fcb8f8 
0fc845e 0fbd0ed 0fccba7 
0fcd55b 0fc2056 0fd1c18 
0fcf1cf 0fc4127 0fd3b5c 
0fcb169 0fc0507 0fcfd72 
0fc6b33 0fbbd24 0fcb5b0 
0fc801b 0fbccb6 0fcc75e 
0fcd110 0fc1c03 0fd17c6 
0fcedaa 0fc3cfa 0fd3732 
0fcacb3 0fc003e 0fcf8a2 
0fc663f 0fbb81e 0fcb0a7 
0fc7bd6 0fbc866 0fcc308 
0fcccd3 0fc17d0 0fd1382 
0fce962 0fc38b5 0fd32ef 
0fca8d6 0fbfc5f 0fcf4be 
0fc625f 0fbb444 0fcacd8 
0fc776d 0fbc407 0fcbeb7 
0fcc7cb 0fc12c2 0fd0e8a 
0fce3dd 0fc332c 0fd2d7e 
0fca351 0fbf6d9 0fcef4a 
0fc5d38 0fbaf1d 0fca7bc 
0fc72e6 0fbbf85 0fcba39 
0fcc422 0fc0f21 0fd0ae8 
0fce0cd 0fc302d 0fd2a7a 
0fca084 0fbf423 0fcec75 
0fc5a3b 0fbac34 0fca4ab 
0fc6f5a 0fbbc00 0fcb69e 
0fcc0b0 0fc0bbd 0fd076e 
0fcdd21 0fc2c87 0fd26c9 
0fc9c51 0fbeff3 0fce83e 
0fc568f 0fba885 0fca101 
0fc6c76 0fbb926 0fcb3b5 
0fcbddc 0fc08f1 0fd048a 
0fcdaa9 0fc2a19 0fd2441 
0fc9a34 0fbedd9 0fce608 
0fc5410 0fba609 0fc9e64 
0fc68ec 0fbb594 0fcb002 
0fcba0c 0fc0521 0fd00a4 
0fcd70f 0fc267e 0fd208e 
0fc96c8 0fbea73 0fce27e 
0fc50a7 0fba2a2 0fc9aec 
0fc6662 0fbb30a 0fcad66 
0fcb7c2 0fc02c5 0fcfe45 
0fcd4dc 0fc2436 0fd1e43 
0fc948a 0fbe821 0fce019 
0fc4e68 0fba059 0fc9893 
0fc6452 0fbb0f5 0fcab4d 
0fcb58c 0fc008f 0fcfc0f 
0fcd24a 0fc21a9 0fd1bb9 
0fc91dd 0fbe578 0fcdd73 
0fc4c2a 0fb9e1f 0fc9659 
0fc61ad 0fbae59 0fca8a5 
0fcb2ce 0fbfddb 0fcf967 
0fccf73 0fc1edb 0fd1910 
0fc8ef9 0fbe2a3 0fcda9b 
0fc48b9 0fb9ab8 0fc92f9 
0fc5e41 0fbaaee 0fca546 
0fcaf71 0fbfa7e 0fcf5ff 
0fccbe7 0fc1b55 0fd159c 
0fc8b6b 0fbdf10 0fcd708 
0fc4594 0fb979c 0fc8fd0 
0fc5b82 0fba833 0fca278 
0fcad0a 0fbf825 0fcf38a 
0fcc9b9 0fc192b 0fd138d 
0fc899d 0fbdd53 0fcd541 
0fc43c6 0fb95d7 0fc8df4 
0fc5957 0fba61c 0fca034 
0fcaa89 0fbf5a7 0fcf0fc 
0fcc795 0fc1717 0fd1165 
0fc8762 0fbdb1e 0fcd2d7 
0fc415f 0fb9374 0fc8b6d 
0fc568c 0fba351 0fc9d5f 
0fca839 0fbf367 0fceea2 
0fcc52b 0fc14b9 0fd0efd 
0fc84b4 0fbd87e 0fcd021 
0fc3ee3 0fb90fe 0fc88de 
0fc548f 0fba150 0fc9b3f 
0fca5f5 0fbf11e 0fcec16 
0fcc2d0 0fc124a 0fd0bfc 
0fc8277 0fbd628 0fccdb6 
0fc3ca1 0fb8eb3 0fc8693 
0fc526c 0fb9f39 0fc9929 
0fca38c 0fbeebf 0fce99e 
0fcc0a5 0fc103c 0fd099e 
0fc808a 0fbd45c 0fccbca 
0fc3ae5 0fb8d1c 0fc84db 
0fc50cb 0fb9db3 0fc9789 
0fca265 0fbedaa 0fce86b 
0fcbf8a 0fc0f28 0fd0872 
0fc7f73 0fbd354 0fccab5 
0fc39e8 0fb8c1f 0fc83d9 
0fc4fc1 0fb9cb0 0fc966e 
0fca142 0fbec91 0fce741 
0fcbdb3 0fc0d5d 0fd068d 
0fc7d75 0fbd159 0fcc8aa 
0fc3791 0fb89d3 0fc817c 
0fc4d4f 0fb9a48 0fc9402 
0fc9f1f 0fbea7b 0fce50f 
0fcbc31 0fc0be3 0fd04fd 
0fc7be1 0fbcfca 0fcc713 
0fc35ce 0fb880f 0fc7fb4 
0fc4b69 0fb985c 0fc9215 
0fc9ca4 0fbe7f5 0fce292 
0fcb9c3 0fc096d 0fd0289 
0fc79c9 0fbcdba 0fcc4fa 
0fc343d 0fb868c 0fc7e2a 
0fc49d6 0fb96d8 0fc9081 
0fc9b20 0fbe682 0fce119 
0fcb81d 0fc07de 0fd00e2 
0fc784d 0fbcc40 0fcc373 
0fc3280 0fb84d2 0fc7c5d 
0fc47bf 0fb94c4 0fc8e66 
0fc993d 0fbe4a4 0fcdf41 
0fcb6c3 0fc067c 0fcffb2 
0fc7676 0fbca76 0fcc1dc 
0fc301d 0fb8272 0fc7a3a 
0fc4570 0fb926e 0fc8c4e 
0fc96f3 0fbe24c 0fcdd24 
0fcb43a 0fc03e0 0fcfd3a 
0fc7439 0fbc819 0fcbfa7 
0fc2e1a 0fb804c 0fc7853 
0fc4373 0fb904f 0fc8a9a 
0fc950e 0fbe043 0fcdb95 
0fcb21d 0fc01a4 0fcfb75 
0fc71d6 0fbc597 0fcbd97 
0fc2c0e 0fb7e2d 0fc768b 
0fc41f0 0fb8eb8 0fc8932 
0fc9358 0fbde7f 0fcd9ee 
0fcb0a6 0fc0018 0fcfa07 
0fc70e4 0fbc498 0fcbcaa 
0fc2abc 0fb7ccf 0fc7544 
0fc402f 0fb8cf2 0fc878a 
0fc91c3 0fbdcdc 0fcd861 
0fcafaf 0fbff1b 0fcf903 
0fc6fbd 0fbc36b 0fcbb6e 
0fc294b 0fb7b5a 0fc73b6 
0fc3e28 0fb8ada 0fc8551 
0fc8f3d 0fbda4c 0fcd5b3 
0fcac65 0fbfbce 0fcf5af 
0fc6c16 0fbbfc3 0fcb7cd 
0fc25d3 0fb77dc 0fc7046 
0fc3ac0 0fb8776 0fc81f3 
0fc8bf5 0fbd70c 0fcd27d 
0fca959 0fbf8c9 0fcf2b9 
0fc6987 0fbbd2d 0fcb545 
0fc23e6 0fb75e0 0fc6e4f 
0fc3960 0fb8614 0fc8091 
0fc8a69 0fbd576 0fcd0e7 
0fca770 0fbf6d4 0fcf0bf 
0fc677b 0fbbb1f 0fcb336 
0fc2134 0fb733d 0fc6bb4 
0fc361d 0fb82d8 0fc7d70 
0fc86e5 0fbd1f7 0fccd82 
0fca418 0fbf373 0fced7d 
0fc6476 0fbb81b 0fcb048 
0fc1ee3 0fb70df 0fc6971 
0fc3441 0fb80f5 0fc7b9a 
0fc857c 0fbd08b 0fccc2c 
0fca2f9 0fbf265 0fcec81 
0fc6344 0fbb6ef 0fcaf31 
0fc1cd2 0fb6ee2 0fc6791 
0fc31fc 0fb7eb8 0fc798b 
0fc839d 0fbceaf 0fcca5b 
0fca101 0fbf063 0fcea81 
0fc60ad 0fbb456 0fcac9f 
0fc1a5e 0fb6c71 0fc6515 
0fc2fd8 0fb7ca1 0fc774b 
0fc81ae 0fbccd4 0fcc86e 
0fc9f45 0fbeec3 0fce8cb 
0fc5fe8 0fbb3a4 0fcabd4 
0fc19f6 0fb6c15 0fc6498 
0fc2f65 0fb7c31 0fc76c3 
0fc808b 0fbcbaa 0fcc729 
0fc9e2c 0fbed9f 0fce78e 
0fc5eb0 0fbb261 0fcaa6b 
0fc18cc 0fb6ae2 0fc6342 
0fc2e02 0fb7ac9 0fc754d 
0fc7fcd 0fbcaef 0fcc66b 
0fc9dd7 0fbed4e 0fce748 
0fc5dc7 0fbb181 0fca9a4 
0fc178b 0fb69a4 0fc623b 
0fc2d2c 0fb79f2 0fc74a6 
0fc7ee8 0fbc9fa 0fcc5a1 
0fc9c7d 0fbebe4 0fce5fe 
0fc5d24 0fbb0c9 0fca900 
0fc1708 0fb690a 0fc61a6 
0fc2c4b 0fb78f0 0fc73ad 
0fc7dd5 0fbc8d6 0fcc472 
0fc9bd5 0fbeb29 0fce53e 
0fc5c62 0fbaffc 0fca83d 
0fc1674 0fb6863 0fc610a 
0fc2b62 0fb77e1 0fc72d1 
0fc7ce6 0fbc794 0fcc3ba 
0fc9b87 0fbea79 0fce52f 
0fc5c27 0fbaf72 0fca827 
0fc15d8 0fb67b0 0fc6083 
0fc2a95 0fb7737 0fc7204 
0fc7bfd 0fbc6fd 0fcc2b2 
0fc9a5e 0fbe9b2 0fce3d7 
0fc5b7c 0fbaf0e 0fca75d 
0fc1513 0fb670f 0fc5fb4 
0fc29e3 0fb768d 0fc7152 
0fc7bc6 0fbc6b8 0fcc276 
0fc99ba 0fbe8fc 0fce330 
0fc5a4d 0fbaddc 0fca62a 
0fc13ab 0fb659b 0fc5e43 
0fc28ac 0fb7548 0fc7006 
0fc7a09 0fbc4f0 0fcc0a2 
0fc985f 0fbe798 0fce1b1 
0fc58f0 0fbac78 0fca4b3 
0fc12e1 0fb64da 0fc5d70 
0fc280a 0fb74ac 0fc6f63 
0fc7968 0fbc461 0fcc009 
0fc97a7 0fbe6ee 0fce10c 
0fc583e 0fbabc6 0fca406 
0fc122c 0fb641b 0fc5ca8 
0fc2732 0fb73d6 0fc6e6c 
0fc78e8 0fbc3dd 0fcbf65 
0fc96e2 0fbe632 0fce034 
0fc5797 0fbab30 0fca34d 
0fc110b 0fb630e 0fc5b80 
0fc259e 0fb7257 0fc6ccc 
0fc7726 0fbc22f 0fcbd86 
0fc9532 0fbe487 0fcde46 
0fc55dc 0fba96f 0fca150 
0fc0f8f 0fb618a 0fc59c0 
0fc24e1 0fb718f 0fc6be1 
0fc769a 0fbc1a3 0fcbcee 
0fc94db 0fbe431 0fcddf3 
0fc5580 0fba924 0fca0ff 
0fc0f85 0fb6194 0fc59d4 
0fc24ac 0fb7168 0fc6bac 
0fc75d9 0fbc0de 0fcbc14 
0fc93d3 0fbe32f 0fcdcd3 
0fc54fe 0fba8a6 0fca06e 
0fc0f19 0fb6138 0fc5953 
0fc23f0 0fb70bd 0fc6af5 
0fc7512 0fbc031 0fcbb5d 
0fc9351 0fbe2b6 0fcdc5f 
0fc5492 0fba835 0fca000 
0fc0e95 0fb6095 0fc58af 
0fc2308 0fb6fc1 0fc69fa 
0fc74f1 0fbbffd 0fcbb24 
0fc93c6 0fbe32b 0fcdcc2 
0fc543d 0fba7f6 0fc9fae 
0fc0e01 0fb6026 0fc583c 
0fc22d6 0fb6fa4 0fc69cd 
0fc74bb 0fbbfcc 0fcbadf 
0fc9347 0fbe29b 0fcdc29 
0fc539b 0fba736 0fc9ee0 
0fc0c9b 0fb5ea9 0fc5699 
0fc2139 0fb6dfa 0fc67fa 
0fc72fe 0fbbe0d 0fcb8f5 
0fc91c8 0fbe127 0fcda8f 
0fc52d7 0fba68b 0fc9e1c 
0fc0c56 0fb5e7a 0fc5665 
0fc2155 0fb6e28 0fc6827 
0fc7300 0fbbe29 0fcb91b 
0fc917a 0fbe0fa 0fcda6a 
0fc5268 0fba635 0fc9dcb 
0fc0c52 0fb5e96 0fc5674 
0fc21be 0fb6ead 0fc6895 
0fc736e 0fbbeb0 0fcb991 
0fc91f4 0fbe185 0fcdae1 
0fc5304 0fba6d9 0fc9e55 
0fc0cb3 0fb5ef2 0fc56c9 
0fc2123 0fb6e1a 0fc6800 
0fc72c5 0fbbe05 0fcb8e1 
0fc9172 0fbe0fe 0fcda4b 
0fc52dd 0fba6b2 0fc9e18 
0fc0d3d 0fb5f86 0fc5747 
0fc21e6 0fb6ee8 0fc68bb 
0fc735c 0fbbeaa 0fcb970 
0fc9217 0fbe1b3 0fcdaeb 
0fc53c4 0fba7aa 0fc9ef2 
0fc0db8 0fb6011 0fc57a3 
0fc2213 0fb6f1e 0fc68c2 
0fc73ad 0fbbf0f 0fcb9ae 
0fc9224 0fbe1cb 0fcdaf0 
0fc5372 0fba768 0fc9ea7 
0fc0d6c 0fb5fd1 0fc574c 
0fc221c 0fb6f35 0fc68c2 
0fc7367 0fbbed1 0fcb95b 
0fc921a 0fbe1ca 0fcdacc 
0fc5380 0fba773 0fc9e9d 
0fc0da1 0fb600c 0fc578f 
0fc2232 0fb6f48 0fc68e5 
0fc7394 0fbbef9 0fcb97b 
0fc927f 0fbe232 0fcdb3d 
0fc53b5 0fba7a9 0fc9ed5 
0fc0d1b 0fb5f77 0fc56f9 
0fc2190 0fb6e9b 0fc682e 
0fc7312 0fbbe67 0fcb8f6 
0fc91a3 0fbe145 0fcda5c 
0fc5350 0fba73b 0fc9e7d 
0fc0d64 0fb5fba 0fc574f 
0fc2225 0fb6f27 0fc68c9 
0fc735b 0fbbea6 0fcb928 
0fc9265 0fbe1f9 0fcdafe 
0fc53ab 0fba77f 0fc9e9f 
0fc0d49 0fb5f95 0fc56fa 
0fc21e1 0fb6edb 0fc685e 
0fc7331 0fbbe7e 0fcb8ef 
0fc91aa 0fbe142 0fcda3b 
0fc52bb 0fba692 0fc9daf 
0fc0cb0 0fb5ef2 0fc5658 
0fc2189 0fb6e86 0fc67f2 
0fc729a 0fbbde5 0fcb84a 
0fc91a9 0fbe149 0fcda2d 
0fc52d5 0fba6c4 0fc9dcd 
0fc0c5a 0fb5ec0 0fc5615 
0fc20f5 0fb6e04 0fc6774 
0fc7253 0fbbdac 0fcb810 
0fc9126 0fbe0bc 0fcd9a7 
0fc51d4 0fba5b4 0fc9cc8 
0fc0b85 0fb5dd3 0fc5530 
0fc201c 0fb6d23 0fc668c 
0fc71ae 0fbbd00 0fcb768 
0fc907f 0fbe016 0fcd903 
0fc51e8 0fba5cb 0fc9ce0 
0fc0b96 0fb5de1 0fc5548 
0fc1fc2 0fb6caf 0fc662e 
0fc7112 0fbbc42 0fcb6b3 
0fc9048 0fbdfb2 0fcd89c 
0fc51e6 0fba594 0fc9c9f 
0fc0ae8 0fb5d1a 0fc5474 
0fc1edc 0fb6bc5 0fc6548 
0fc70d5 0fbbbfe 0fcb684 
0fc903e 0fbdfaa 0fcd8ac 
0fc5132 0fba4ec 0fc9c1a 
0fc09e6 0fb5c14 0fc539a 
0fc1d95 0fb6a75 0fc6414 
0fc6f40 0fbba61 0fcb50c 
0fc8e74 0fbdde2 0fcd71a 
0fc503f 0fba3f6 0fc9b5a 
0fc095a 0fb5b84 0fc5347 
0fc1d42 0fb6a13 0fc6403 
0fc6e6c 0fbb976 0fcb471 
0fc8d81 0fbdcc0 0fcd654 
0fc4e8b 0fba21f 0fc99d9 
0fc07d5 0fb59db 0fc51f1 
0fc1c11 0fb68cd 0fc62ff 
0fc6d4d 0fbb84f 0fcb380 
0fc8c78 0fbdbc5 0fcd578 
0fc4dc5 0fba16c 0fc994a 
0fc06a3 0fb58cd 0fc50ff 
0fc1aba 0fb6799 0fc61e4 
