0fbda00 0fe9599 0fb5ca3 0fac1f3 0fb3000 
0f85789 004c511 0f7d70c 0f74158 0f7a301 
0f823c5 004c217 0f7b1be 0f70988 0f789c6 
0f80f9d 004d1a8 0f792a9 0f6f963 0f75f8a 
0f877ac 004a994 0f7fe5a 0f75f38 0f7d081 
0f7f529 004c9bd 0f780ac 0f6dc82 0f755af 
0f87007 004ad3f 0f7ef20 0f759d4 0f7bba5 
0f839b8 004ab3c 0f7c6e3 0f71f6d 0f79fc2 
0f82490 004bb17 0f7a68d 0f70e50 0f77469 
0f88a8b 00493c2 0f81055 0f77215 0f7e365 
0f807ef 004b42b 0f7931f 0f6ef5f 0f76842 
0f883c3 0049775 0f80318 0f76dba 0f7cf0a 
0f84e8c 0049505 0f7dc18 0f73462 0f7b423 
0f83b4e 004a492 0f7bd9b 0f72535 0f78aa3 
0f8a184 0047cdc 0f82728 0f78902 0f7fa5c 
0f81f78 0049d0d 0f7aa37 0f706db 0f77f7b 
0f89c1d 0048002 0f81ac4 0f785f5 0f7e72e 
0f86596 0047d9f 0f7f270 0f74b64 0f7cb3b 
0f85325 0048cd8 0f7d4ef 0f73ce6 0f7a288 
0f8ba2b 0046515 0f83fb9 0f7a199 0f812d8 
0f837f3 0048607 0f7c2b2 0f71f4e 0f797d0 
0f8b5b7 0046847 0f834af 0f79f8b 0f800b1 
0f87f8c 0046611 0f80cb3 0f7655b 0f7e508 
0f86cfb 004755f 0f7ee95 0f756b5 0f7bc0a 
0f8d297 0044dad 0f857d9 0f7b9cf 0f82af7 
0f85073 0046e16 0f7daf5 0f737be 0f7b03b 
0f8cd0a 0045168 0f84b8c 0f7b6c3 0f81806 
0f89479 004507d 0f82144 0f77a38 0f7f9d8 
0f883ac 0045f59 0f8053e 0f76d87 0f7d2cb 
0f8e917 00437df 0f86eae 0f7d086 0f84198 
0f86808 0045807 0f7f285 0f74f5f 0f7c779 
0f8e508 0043b64 0f863c2 0f7ced4 0f83005 
0f8adf3 004398a 0f83aff 0f793c8 0f813bc 
0f89d1e 004481c 0f81eb6 0f78707 0f7ecb2 
0f90236 00420aa 0f887bd 0f7e9b1 0f85b2f 
0f87f82 00441e3 0f809f9 0f76701 0f7df6d 
0f8fc85 00424c3 0f87b6c 0f7e699 0f847c4 
0f8c3a0 0042361 0f850ea 0f7a9a6 0f82975 
0f8b325 00431b2 0f834eb 0f79d3d 0f80269 
0f9176b 0040ac5 0f89d59 0f7ff0b 0f8702c 
0f895fa 0042b2c 0f82075 0f77d5a 0f7f554 
0f913ed 0040cdc 0f892f1 0f7fdea 0f85f33 
0f8da95 0040c0a 0f867a9 0f7c08e 0f84052 
0f8cb22 00419cf 0f84ca7 0f7b511 0f819ee 
0f92eb7 003f2c9 0f8b451 0f81626 0f886cf 
0f8ac7b 00412d3 0f83682 0f7940f 0f80c02 
0f92968 003f5a5 0f8a806 0f81352 0f8744e 
0f8ef26 003f530 0f87c2f 0f7d4fb 0f85424 
0f8dfba 0040391 0f860f1 0f7c989 0f82e1f 
0f94390 003dcbc 0f8c956 0f82aec 0f89bb5 
0f8c307 003fc34 0f84d9a 0f7aa78 0f821eb 
0f94074 003df06 0f8bf29 0f82a67 0f88b25 
0f90638 003de94 0f8935f 0f7ec34 0f86ba0 
0f8f7dc 003ecc2 0f87946 0f7e1c5 0f84656 
0f95a39 003c712 0f8dfb7 0f8418d 0f8b28b 
0f8d916 003e777 0f8632f 0f7c05d 0f837f1 
0f955ba 003cabb 0f8d3fa 0f83f7e 0f8a06c 
0f919e1 003cb24 0f8a696 0f7ffd8 0f87eff 
0f90ae7 003d98f 0f88c3e 0f7f4e8 0f85928 
0f96cbc 003b31a 0f8f240 0f85440 0f8c505 
0f8eb47 003d3af 0f87583 0f7d2db 0f849ba 
0f96928 003b67c 0f8e7ec 0f8530e 0f8b36c 
0f92e27 003b64a 0f8bae6 0f813f3 0f89303 
0f9207b 003c451 0f8a191 0f80a55 0f86e8a 
0f9824b 0039df8 0f9079e 0f86999 0f8da74 
0f900f3 003be92 0f88aa3 0f7e841 0f85f60 
0f97e41 003a19e 0f8fc6d 0f867f0 0f8c89c 
0f941ce 003a1e9 0f8ce5f 0f82798 0f8a6b8 
0f9342c 003aff5 0f8b517 0f81dfa 0f8821d 
0f99578 0038973 0f91abf 0f87cc6 0f8eda7 
0f913b3 003aa69 0f89d8d 0f7fb20 0f87209 
0f99188 0038cf7 0f90ffd 0f87b77 0f8dbd2 
0f95550 0038d1e 0f8e225 0f83b50 0f8ba1a 
0f947a4 0039bc9 0f8c8cc 0f831b1 0f89575 
0f9a9b4 00374d1 0f92f3f 0f8912e 0f901cf 
0f92845 003960a 0f8b20b 0f80fb4 0f88687 
0f9a6d6 003781a 0f924f4 0f89097 0f8f114 
0f9690f 00379bc 0f8f586 0f84eda 0f8cdbf 
0f95cb8 0038783 0f8dd92 0f846a6 0f8aa80 
0f9bceb 00361c2 0f9425e 0f8a45f 0f91514 
0f93b33 0038350 0f8c52a 0f822e1 0f89956 
0f9b945 00365b0 0f937d3 0f8a34c 0f903ae 
0f97d2e 003657c 0f909f7 0f8632e 0f8e1ea 
0f97216 00372e5 0f8f346 0f85c1d 0f8bfb6 
0f9d26a 0034cec 0f95823 0f8b9e7 0f92a6d 
0f950b0 0036e6c 0f8da75 0f8383f 0f8ae8a 
0f9cfc8 0034fcd 0f94dd7 0f8b99f 0f919e1 
0f99100 0035152 0f91d61 0f876da 0f8f591 
0f985fa 0035ed4 0f9064a 0f86fc1 0f8d343 
0f9e4fc 0033960 0f96a21 0f8cc44 0f93ce6 
0f96465 00359de 0f8ede2 0f84be5 0f8c21b 
0f9e2bc 0033bed 0f960d8 0f8cc8f 0f92ced 
0f9a3df 0033d20 0f930ab 0f889ce 0f90884 
0f998d4 0034ace 0f91a40 0f882f6 0f8e67c 
0f9f6d6 00325fe 0f97d20 0f8de6b 0f94f63 
0f9756c 0034791 0f8ffd1 0f85d1a 0f8d3cf 
0f9f357 0032a1e 0f97240 0f8dd5c 0f93e42 
0f9b3f1 0032b6b 0f940f3 0f89a10 0f91983 
0f9a7ea 00339a6 0f928f2 0f89223 0f8f680 
0fa055a 00314f0 0f98b2f 0f8ed19 0f95f04 
0f98413 003369c 0f90e5f 0f86c18 0f8e35c 
0fa040f 003186d 0f98324 0f8ee59 0f94fca 
0f9c509 00319cb 0f952ec 0f8ab7d 0f92b69 
0f9bb42 0032790 0f93d58 0f8a5c4 0f90a12 
0fa1ac6 00301e5 0f9a1c5 0f90293 0f9740e 
0f9995a 00323d2 0f9245f 0f88160 0f8f7f5 
0fa17c0 00305fe 0f99749 0f9021d 0f9631a 
0f9d715 003080d 0f964bf 0f8bd88 0f93cc8 
0f9ccb9 00315a0 0f94e2d 0f8b727 0f91b49 
0fa28bc 002f166 0f9aeeb 0f910a9 0f98258 
0f9a6af 003134b 0f93136 0f88f04 0f905d3 
0fa265f 002f4e0 0f9a564 0f9109a 0f971dc 
0f9e5c4 002f74f 0f97329 0f8cbdc 0f94b1e 
0f9dc7d 003057e 0f95e74 0f8c709 0f92ad3 
0fa3aaf 002df86 0f9c102 0f9226c 0f993ed 
0f9b876 0030214 0f942ee 0f8a0c0 0f9176e 
0fa3890 002e399 0f9b7b2 0f92308 0f98445 
0f9f6a8 002e67f 0f983d0 0f8dcfc 0f95c97 
0f9ecfa 002f4f0 0f96e64 0f8d78b 0f93b86 
0fa4a27 002d00b 0f9d0a3 0f9320f 0f9a3cd 
0f9c81e 002f2a4 0f95222 0f8b00a 0f926c3 
0fa4887 002d3d6 0f9c808 0f932ef 0f993ca 
0fa089a 002d50b 0f9964c 0f8eefb 0f96e11 
0f9ff3d 002e313 0f980bf 0f8e997 0f94cee 
0fa5ab2 002bea5 0f9e15f 0f942ce 0f9b418 
0f9d8ae 002e05a 0f9625f 0f8c07a 0f936e4 
0fa5676 002c359 0f9d58d 0f94108 0f9a225 
0fa135a 002c717 0f9a0aa 0f8f9f9 0f9790c 
0fa0b21 002d4c3 0f98c78 0f8f5aa 0f958ff 
0fa6732 002b02e 0f9edad 0f94f2f 0f9c0c2 
0f9e727 002d201 0f97199 0f8cf63 0f945ec 
0fa674d 002b3d9 0f9e6a9 0f951cf 0f9b308 
0fa2538 002b6e8 0f9b32f 0f90be5 0f98af2 
0fa1df3 002c413 0f99fb3 0f908ad 0f96c3e 
0fa797e 0029fe6 0fa0064 0f96197 0f9d382 
0f9f76e 002c249 0f98159 0f8dfba 0f95699 
0fa777c 002a428 0f9f6db 0f961f6 0f9c2fb 
0fa34a8 002a710 0f9c20c 0f91b33 0f99a81 
0fa2c8f 002b4fb 0f9adf0 0f91753 0f97a91 
0fa874f 00290d3 0fa0e22 0f96f6d 0f9e0cd 
0fa0667 002b36c 0f990d9 0f8eeea 0f96502 
0fa86d9 002950c 0fa062c 0f97184 0f9d286 
0fa41fc 002990d 0f9cf9e 0f928d2 0f9a7cb 
0fa3bc4 002a621 0f9bd43 0f92699 0f98a3a 
0fa95fd 0028165 0fa1ca9 0f97e1d 0f9efc9 
0fa156f 002a379 0f99f97 0f8fdd5 0f973af 
0fa95e7 00284f2 0fa153f 0f98092 0f9e164 
0fa508c 002891a 0f9de09 0f9375a 0f9b654 
0fa49df 002963e 0f9cb3e 0f934c1 0f9981a 
0faa423 00271e9 0fa2ab6 0f98c5a 0f9fe14 
0fa22a6 00294f0 0f9ad1e 0f90b3f 0f9814c 
0faa2d6 00276aa 0fa222d 0f98da4 0f9ee7e 
0fa61c0 00279c8 0f9f152 0f948a1 0f9c771 
0fa5df7 00285fb 0f9dfc2 0f948cc 0f9ac95 
0fab90e 0021fb1 0fa3e2d 0f99f6a 0fa11a8 
0fa34f1 00284f0 0f9bf2c 0f91d72 0f99372 
0fab556 0026294 0fa346b 0f99fc1 0fa00e8 
0fa7038 002630a 0f9fdc6 0f956a9 0f9d603 
0fa69d9 00277fd 0f9eb60 0f954ed 0f9b815 
0fac4ba 0022839 0fa4a28 0f9ab65 0fa1d38 
0fa42ce 0027626 0f9cd71 0f92b82 0f9a0fd 
0fac346 0024e08 0fa4257 0f9ad9e 0fa0d29 
0fa7d9f 0024c15 0fa0ae1 0f963cb 0f9e140 
0fa7a32 00263ee 0f9fbac 0f9651b 0f9c579 
0fad2b4 001ba8a 0fa579e 0f9b91f 0fa2903 
0fa4e6b 002688f 0f9d895 0f93739 0f9ab64 
0facd9b 0024c23 0fa4cfb 0f9b865 0fa1892 
0fa86d7 0025252 0fa1405 0f96dae 0f9ebf9 
0fa827d 0025fec 0fa03bf 0f96dae 0f9d04f 
0fad8ae 0023cd6 0fa5ee4 0f9c132 0fa337e 
0fa58d1 0025fae 0f9e2ce 0f941ac 0f9b719 
0fadb06 00241d0 0fa5a54 0f9c60b 0fa2754 
0fa950a 00246e8 0fa22ba 0f97c39 0f9fbb8 
0fa926d 0025333 0fa13a2 0f97dab 0f9e185 
0fae9cf 0023116 0fa7052 0f9d227 0fa44ae 
0fa69d6 002550b 0f9f366 0f95238 0f9c770 
0faebbe 0023751 0fa6b66 0f9d63a 0fa375e 
0faa564 0023cf7 0fa33cf 0f98c71 0fa0b97 
0faa5a0 00231a3 0fa26f1 0f990b7 0f9f371 
0fafee4 000a476 0fa82db 0f9e52c 0fa573e 
0fa7f01 0018635 0fa0785 0f965db 0f9da15 
0faffc6 00003ba 0fa7d7a 0f9e832 0fa48dc 
0fab587 0002ca4 0fa420d 0f99a09 0fa1972 
0fab212 000acc9 0fa326f 0f99ad4 0f9fde3 
0fb07e7 0fed831 0fa8d1c 0f9ee52 0fa627e 
0fa8af4 0ff2080 0fa1323 0f97190 0f9e823 
0fb0cfa 0fdae08 0fa8c5b 0f9f7cd 0fa5a16 
0fac4cb 0fd88ba 0fa5253 0f9ac5d 0fa2c78 
0fac0b0 0fd882d 0fa417a 0f9ac68 0fa0ece 
0fb148a 0fd92e3 0fa9ab2 0f9fd82 0fa6eec 
0fa9312 0fd8b9d 0fa1c7c 0f97c89 0f9f268 
0fb1448 0fd91b5 0fa932c 0f9ffbe 0fa61b6 
0facb06 0fd8a15 0fa58db 0f9b2e4 0fa329d 
0facc05 0fd731c 0fa4e30 0f9b809 0fa19f7 
0fb1e53 0fd7d81 0faa4a3 0fa0737 0fa782f 
0fa9f6c 0fd69a5 0fa29a4 0f988c7 0f9fc76 
0fb229a 0fd6817 0faa1ea 0fa0dd5 0fa6d7e 
0fad845 0fd5ce6 0fa657e 0f9bf90 0fa3cdf 
0fad7d9 0fd54b2 0fa58fb 0f9c34b 0fa24c0 
0fb2c3d 0fd51d7 0fab3be 0fa1501 0fa8647 
0faac77 0fd4379 0fa36ee 0f995ae 0fa09da 
0fb2d90 0fd4c2c 0faad26 0fa18f5 0fa790d 
0fae019 0fd5656 0fa6dac 0f9c7b3 0fa453f 
0fade03 0fd6154 0fa5ef1 0f9c9e1 0fa2b2a 
0fb30d1 0fd7159 0fab7d8 0fa19c6 0fa8a87 
0fab063 0fd6c7a 0fa3ac5 0f999df 0fa0dd7 
0fb3279 0fd72d6 0fab2c7 0fa1e14 0fa7df2 
0fae817 0fd6f37 0fa76b9 0f9cfda 0fa4d2c 
0fae9b5 0fd66d9 0fa6b94 0f9d577 0fa3668 
0fb3d8e 0fd6a4d 0fac568 0fa2659 0fa9681 
0fabfdd 0fd5b8f 0fa4a60 0f9a92e 0fa1c95 
0fb41e5 0fd6096 0fac1dd 0fa2d51 0fa8d15 
0faf775 0fd60d0 0fa858e 0f9df1b 0fa5cff 
0faf964 0fd6230 0fa7abe 0f9e549 0fa46d0 
0fb4e5f 0fd6d57 0fad56f 0fa3764 0faa941 
0fad0f2 0fd660e 0fa5a2a 0f9ba8e 0fa2fae 
0fb55b2 0fd6d93 0fad40a 0fa411f 0faa347 
0fb0eb1 0fd6226 0fa9a83 0f9f62d 0fa778e 
0fb16c6 0fd5241 0fa963c 0fa022f 0fa66a3 
0fb6d5e 0fd5b27 0faf326 0fa5613 0fac901 
0faf219 0fd5581 0fa7a93 0f9db8e 0fa4f63 
0fb796b 0fd6256 0faf7ac 0fa64fa 0fac46f 
0fb3316 0fd615e 0fabf66 0fa1ac4 0fa976f 
0fb3c98 0fd5c71 0fabc34 0fa2854 0fa87ac 
0fb96ec 0fd5b2e 0fb1ce6 0fa7fa9 0faeec9 
0fb220a 0fd4441 0faab1b 0fa0b2f 0fa7c6c 
0fbb104 0fd3691 0fb3019 0fa9b33 0faf8a3 
0fb7039 0fd10cb 0fafebb 0fa5767 0fad2cb 
0fb7efe 0fcf7db 0fb004f 0fa6a3b 0fac921 
0fbdc97 0fceb3b 0fb63cc 0fac4d8 0fb33fd 
0fb677d 0fcdfaf 0faf0af 0fa508b 0fac177 
0fbf2fe 0fced02 0fb7160 0faddfe 0fb3bcd 
0fbae3c 0fcf267 0fb3a2b 0fa95b9 0fb1136 
0fbb9f4 0fcfedd 0fb3892 0faa5c5 0fb045b 
0fc1399 0fd1bc3 0fb9781 0fafc7f 0fb6b72 
0fb9ed7 0fd2c11 0fb24f0 0fa884d 0faf8d6 
0fc2e5e 0fd40e4 0fbaa7c 0fb19d8 0fb76e0 
0fbf119 0fd41a9 0fb7b6c 0fad8d9 0fb539a 
0fc096c 0fd3aa9 0fb8690 0faf4b4 0fb523c 
0fc6efe 0fd3f4e 0fbf2ae 0fb5767 0fbc463 
0fc09c8 0fd2e9e 0fb8f77 0faf28c 0fb6178 
0fcaa3c 0fd33a4 0fc2457 0fb9444 0fbef3b 
0fc7973 0fd3abf 0fc0159 0fb606c 0fbd8b7 
0fc9f7d 0fd49eb 0fc1ac6 0fb8b39 0fbe575 
0fd1816 0fd5dad 0fc9981 0fc007b 0fc6a6d 
0fcc832 0fd5bba 0fc4bf5 0fbb173 0fc1b1f 
0fd823a 0fd6211 0fcfc8a 0fc6d78 0fcc275 
0fd6d49 0fd5745 0fcf516 0fc5476 0fcc5f2 
0fdb43f 0fd48e5 0fd2e61 0fc9fd0 0fcf3df 
0fe49fc 0fd39a5 0fdc90a 0fd31bb 0fd9636 
0fe1826 0fd1c1d 0fd9962 0fd015a 0fd64f5 
0feeb78 0fd0b58 0fe6249 0fdd66d 0fe262a 
0feeadd 0fd0098 0fe6e51 0fdd292 0fe3e86 
0ff4816 0fcfb86 0febd6c 0fe33ca 0fe824c 
0ffea61 0fd04d0 0ff64dc 0fed134 0ff31c8 
0ffc503 0fd093d 0ff4304 0feb004 0ff0fd4 
0fffc75 0fd2a96 0ffefdf 0ff8c51 0ffd39e 
0fffc7e 0fd39fc 0fffd04 0ff8f8b 0fff3bd 
0fffc7f 0fd4d24 0fffd0c 0ffdf7d 0fffa02 
0fffc80 0fd6f4e 0fffd10 0fffc9b 0fffb97 
0fffc7f 0fd7c6d 0fffd10 0fffc9b 0fffb95 
0fffc80 0fd9914 0fffd11 0fffc9c 0fffb97 
0fffc7e 0fdc731 0fffd10 0fffc9d 0fffb99 
0fffc82 0fe0184 0fffd11 0fffc9c 0fffb95 
0fffc80 0fe50df 0fffd10 0fffc9b 0fffb97 
0fffc7f 0fe8c74 0fffd11 0fffc9c 0fffb97 
0fffc82 0fed35a 0fffd12 0fffc9d 0fffb9a 
0fffc85 0ff2cc7 0fffd10 0fffc9b 0fffb96 
0fffc85 0ff82ed 0fffd12 0fffc9c 0fffb99 
0fffc84 0ffe484 0fffd0f 0fffc9a 0fffb97 
0fffc91 0fffce7 0fffd13 0fffc9a 0fffb97 
0fffc91 0fffcf2 0fffd13 0fffc99 0fffb96 
0fffc91 0fffcf3 0fffd0f 0fffc99 0fffb98 
0fffc8f 0fffcf4 0fffd0e 0fffc82 0fffb99 
0fffc8f 0fffcf2 0fffd0c 0fff539 0fffb9a 
0fffc93 0fffcf2 0fffc2a 0ff62fe 0ffe38e 
0fffc91 0fffcf2 0fffd04 0ffa2c1 0fff9f1 
0fff4f6 0fffcf4 0ffb4d8 0ff0442 0ff9572 
0ffe6fb 0fffcf0 0ff7655 0fed4fc 0ff470f 
0ffea26 0fffcf1 0ff8aa2 0fedee3 0ff628b 
0ff4140 0fffcf3 0fed214 0fe283a 0fea963 
0ff9265 0fffcf0 0ff17fc 0fe7adc 0feea0d 
0ff0724 0fffcf0 0fe9bb1 0fdee4a 0fe7965 
0fee01f 0fffcee 0fe6840 0fdcc61 0fe3705 
0fefcad 0fffcef 0fe8e1d 0fde61d 0fe6192 
0fe5187 0fffcee 0fde5b4 0fd3c72 0fdb503 
0feabfa 0fffcee 0fe36c1 0fd9878 0fdfe41 
0fe2bb6 0fffcf2 0fdc5cc 0fd148c 0fd9747 
0fe0f10 0fffcf2 0fd9cfb 0fcfc34 0fd60cf 
0fe2fb2 0fffcef 0fdc2f8 0fd1958 0fd9099 
0fd89a5 0fffceb 0fd1f45 0fc7471 0fceb4b 
0fde829 0fffcec 0fd7477 0fcd4d8 0fd3b29 
0fd69b1 0fffcf0 0fd0432 0fc52fe 0fcd825 
0fd4c91 0fffcee 0fcda45 0fc3a3f 0fc9eeb 
0fd6c34 0fffcef 0fd0156 0fc571a 0fccafb 
0fcc550 0fffcee 0fc5b79 0fbb0ed 0fc240f 
0fd24b2 0fffcf3 0fcb18a 0fc11e3 0fc72a6 
0fca913 0fffced 0fc42b8 0fb9285 0fc1423 
0fc912d 0fffcef 0fc1c56 0fb7ebb 0fbe34f 
0fcb894 0fffd72 0fc4970 0fba2ce 0fc1c6c 
0fc20c3 00024fc 0fbafba 0fb0a4d 0fb8741 
0fc8cf9 0001b31 0fc130d 0fb78e8 0fbe3bf 
0fc2325 00038d0 0fbb675 0fb0aab 0fb935c 
0fc1d8f 00054ab 0fba500 0fb098f 0fb704a 
0fc563c 0004514 0fbe45f 0fb3f6a 0fbb636 
0fbce9d 0007962 0fb5d58 0fab8d0 0fb2df9 
0fc4dc6 00065d0 0fbd371 0fb3a05 0fb9aac 
0fbf75e 0007b3f 0fb89f2 0fadfc8 0fb5d43 
0fc0a8f 0008cc4 0fb8feb 0faf76b 0fb57bb 
0fc5a02 000734f 0fbe65f 0fb4450 0fbb6cc 
0fbe6bc 0009d09 0fb7449 0fad284 0fb439f 
0fc7ce7 0007d11 0fc0183 0fb6a81 0fbcb6f 
0fc39df 0008578 0fbccab 0fb23f6 0fb9f00 
0fc5bb5 0008aaf 0fbe062 0fb4a09 0fba72e 
0fcb9a0 00065b1 0fc45d5 0fba510 0fc1403 
0fc5450 0008436 0fbe1a9 0fb408e 0fbae2f 
0fcec63 0005b89 0fc6f1f 0fbda38 0fc3708 
0fca346 0006091 0fc322f 0fb8d64 0fc0762 
0fcbbc8 0006502 0fc3d03 0fbaa47 0fc0332 
0fd0ff5 0003f5f 0fc9835 0fbfb3d 0fc67ea 
0fca538 0005cf2 0fc2eac 0fb9181 0fbfc0c 
0fd397d 0003508 0fcb929 0fc275d 0fc8178 
0fcf21e 00038b3 0fc80ac 0fbdc50 0fc53e0 
0fd140d 0003965 0fc94fa 0fc0253 0fc5bb6 
0fd6cb5 00010db 0fcf4c2 0fc5805 0fcc4de 
0fd0090 0002c72 0fc88f7 0fbed5b 0fc5a40 
0f95b5a 003b3fb 0f8e238 0f84200 0f8b3f8 
0f8f246 003d4a6 0f87708 0f7daed 0f84518 
0f97d6b 003aca4 0f8fba6 0f866a7 0f8c5b7 
0f912ff 003bdc9 0f89e26 0f7f969 0f87260 
0f9434c 003bb05 0f8c065 0f82ddc 0f887f3 
0f9701a 0039eac 0f8f6fa 0f856c3 0f8c8b0 
0f90849 003bee2 0f88cfe 0f7f0f7 0f85ad6 
0f992b4 0039795 0f910e9 0f87bf9 0f8dafe 
0f929ac 003a744 0f8b4a2 0f80fff 0f888dc 
0f95a6c 003a44b 0f8d742 0f844e8 0f89eeb 
0f985ac 0038947 0f90c71 0f86c4e 0f8de50 
0f91e65 003a918 0f8a2f6 0f8070c 0f870f7 
0f9a861 0038229 0f92667 0f89192 0f8f08c 
0f93e65 00392b7 0f8c91f 0f824a0 0f89d69 
0f96e83 0039053 0f8eb3b 0f85901 0f8b2d9 
0f999ae 0037512 0f92069 0f8804b 0f8f22f 
0f932bc 0039506 0f8b76d 0f81b6e 0f88511 
0f9bcff 0036da1 0f93b61 0f8a659 0f90545 
0f9521a 0037ed4 0f8dd1e 0f8387e 0f8b136 
0f98291 0037c21 0f8ff7f 0f86d14 0f8c70d 
0f9abf5 0036162 0f932e7 0f892b2 0f904ce 
0f944eb 003813e 0f8c96f 0f82d9d 0f89773 
0f9cef0 00359bc 0f94d09 0f8b839 0f9175f 
0f96400 0036a87 0f8eec6 0f84a5d 0f8c326 
0f99515 003677b 0f911bc 0f87f9c 0f8d961 
0f9bee7 0034ca4 0f94595 0f8a5a8 0f9175f 
0f95737 0036d89 0f8db70 0f83ffb 0f8a982 
0f9e139 0034647 0f95ee5 0f8ca9d 0f929c5 
0f975bc 00357cf 0f90002 0f85c32 0f8d4db 
0f9a678 0035554 0f922ce 0f8911b 0f8eace 
0f9d030 0033a32 0f956c3 0f8b6f9 0f928dd 
0f968f2 0035aaa 0f8ed63 0f851ce 0f8bb72 
0f9f2e2 003331b 0f97154 0f8dc66 0f93bb6 
0f986fb 00344ea 0f91241 0f86da3 0f8e697 
0f9b8a1 0034209 0f93604 0f8a397 0f8fda0 
0f9e26c 00326bb 0f969f1 0f8c97f 0f93bb7 
0f97b5c 0034781 0f90067 0f86479 0f8ce56 
0fa0422 0032136 0f982cf 0f8eddc 0f94d88 
0f9969b 00333fe 0f921a5 0f87d83 0f8f6ee 
0f9c56c 0033396 0f94148 0f8af7c 0f90a50 
0f9ebd7 00319db 0f971e9 0f8d21d 0f94545 
0f98265 0033bf7 0f905d3 0f86ab2 0f8d52e 
0fa0ba9 003145e 0f988cf 0f8f47d 0f95529 
0f99e69 0032700 0f9283a 0f88452 0f8fe93 
0f9d2da 0032385 0f94e89 0f8bce9 0f9186e 
0f9fd48 00308ad 0f983ac 0f8e377 0f95704 
0f99906 0032932 0f91c77 0f88155 0f8ec41 
0fa2634 00300f5 0f9a3d7 0f90f02 0f96f73 
0f9bdb9 0031159 0f947ca 0f8a3a4 0f91cf3 
0f9f5f5 0030c61 0f971ed 0f8dff7 0f93a1b 
0fa24a9 002eebf 0f9aa1e 0f909f4 0f97bbe 
0f9c62a 0030ccc 0f94986 0f8ae42 0f91673 
0fa5b1b 002e118 0f9d7f0 0f9436b 0f9a0da 
0f9fcfc 002ed46 0f985f7 0f8e20b 0f9580e 
0fa4337 002e2e6 0f9bd8b 0f92c83 0f98386 
0fa8179 002bf23 0fa05d4 0f966ef 0f9d625 
0fa3779 002d33c 0f9b8c7 0f91ef3 0f984c8 
0fae216 0029c45 0fa5cbc 0f9ca0f 0fa249e 
0fa9b43 0029b0f 0fa22d5 0f9812f 0f9f3c0 
0faf93d 0025540 0fa70aa 0f9e2a9 0fa35d3 
0fb5173 0004448 0fad0a9 0fa354f 0faa022 
0fb21e3 0ffe2f8 0fa9d50 0fa080e 0fa6800 
0fbe481 0fdb8f2 0fb5a9e 0facdc5 0fb2195 
0fbb7eb 0fd9878 0fb3b0f 0fa9ef8 0fb0a35 
0fc39eb 0fd7cbb 0fbaf77 0fb253f 0fb6fe8 
0fcb3b2 0fd5823 0fc33a1 0fb9b47 0fbfcd6 
0fca305 0fd4b83 0fc1e84 0fb8d93 0fbe507 
0fd8585 0fd5866 0fcfa07 0fc7136 0fcbf5b 
0fd7778 0fd52b4 0fcf785 0fc6083 0fcc6e6 
0fe13bd 0fd5819 0fd8480 0fd0167 0fd477e 
0fe9f81 0fd6034 0fe1adc 0fd8970 0fde7ab 
0feaba9 0fd53ec 0fe2347 0fd980f 0fdeafd 
0ffa402 0fd5d25 0ff131e 0fe8e4f 0feda02 
0ffa0ea 0fd5c51 0ff1bcb 0fe88f4 0feec11 
0fff639 0fd5d9f 0ffae40 0ff326d 0ff7863 
0fffc80 0fd5a2a 0fffd04 0ffb389 0fffb0e 
0fffc7f 0fd400f 0fffd05 0ffb786 0fff7fa 
0fffc7b 0fd3a79 0fffd10 0fffc99 0fffb97 
0fffc7b 0fd3f35 0fffd10 0fffc9d 0fffb98 
0fffc7e 0fd573e 0fffd11 0fffc99 0fffb95 
0fffc7d 0fd8819 0fffd10 0fffc9a 0fffb97 
0fffc7e 0fda6f3 0fffd0f 0fffc9b 0fffb95 
0fffc7f 0fdd3e2 0fffd0e 0fffc9c 0fffb9a 
0fffc7e 0fe0d2d 0fffd10 0fffc9b 0fffb97 
0fffc80 0fe395b 0fffd10 0fffc99 0fffb96 
0fffc7e 0fe6641 0fffd0d 0fffc9b 0fffb95 
0fffc80 0fe82cb 0fffd0e 0fffc99 0fffb99 
0fffc81 0feb039 0fffd0e 0fffc98 0fffb95 
0fffc81 0fec1e1 0fffd0c 0fff814 0fffb96 
0fffc81 0fed57d 0fffd0e 0fff9e4 0fffb96 
0fffc83 0fee96f 0fffd07 0ffdcb9 0fffb6a 
0fffc80 0fede63 0ffeb7f 0ff491b 0ffc793 
0fffc82 0fee277 0fffc6c 0ff85e4 0fff617 
0ffd5c9 0fee897 0ff7123 0fec057 0ff4ef3 
0ffce60 0fefb01 0ff514b 0feb20c 0ff2156 
0ff9b87 0ff2438 0ff2a6e 0fe7bc9 0ff0491 
0feeebe 0ff35c2 0fe79fa 0fdd3c2 0fe52e1 
0ff2f44 0ff61a2 0feb5f5 0fe1479 0fe8a4a 
0fe761b 0ff7390 0fe0b11 0fd59c5 0fde6ae 
0fe6fff 0ff90bb 0fdf68d 0fd589e 0fdc4f7 
0fe5131 0ff9eec 0fde43e 0fd36ba 0fdbcf8 
0fdbbcb 0ff86e7 0fd4c26 0fca408 0fd1c5e 
0fe11fc 0ff85e9 0fd9cd2 0fcfaab 0fd69c2 
0fd6956 0ff7fbd 0fd00b0 0fc4f85 0fcd3c0 
