0fa4545 0fc479d 0f97ceb 0f9a7c8 0ff6a14 
0fb5b2b 0fcc21e 0fa9916 0fa91d7 0024a3a 
0faf764 0fcc8cd 0fa336d 0fa5fa5 0024035 
0fab6f8 0fcc098 0f9f523 0f9f62a 0026690 
0fb8ce5 0fce374 0fac9f8 0fadc7a 0022d97 
0fa7e18 0fcd95f 0f9ba5b 0f9daf2 0025de8 
0fb6950 0fcf10e 0faa4da 0fa9c8f 0024470 
0fb06de 0fd025f 0fa4060 0fa6b1b 0023a9c 
0fac291 0fcff02 0f9fe81 0f9fda4 00261dc 
0fb97a8 0fd2810 0fad26e 0fae328 0022a80 
0fa86df 0fd1e7e 0f9c1c5 0f9e090 0025c21 
0fb7055 0fd3385 0faac64 0faa243 0024193 
0fb1204 0fd3df9 0fa4bf8 0fa7490 00236c8 
0face36 0fd3709 0fa098a 0fa06e1 0025d0b 
0fba60f 0fd5204 0fae277 0faf05f 0022288 
0fa95e4 0fd411a 0f9d32e 0f9ef7c 0024ff5 
0fb7cf1 0fd55e9 0fabba1 0faaf20 00234e4 
0fb1edf 0fd656a 0fa5b74 0fa837c 0022a07 
0fad5cb 0fd5e58 0fa1459 0fa11ae 002510a 
0fbaecd 0fd86bc 0faec10 0faf9a1 00217f5 
0fa9d34 0fd7f40 0f9da59 0f9f74d 00247fd 
0fb8198 0fd9c07 0fac032 0fab2f7 0022e1b 
0fb271d 0fdd842 0fa6311 0fa8a4f 002216e 
0fae024 0feeb73 0fa1c54 0fa18be 0024789 
0fbbaee 0fdcc4f 0faf802 0fb0451 0020e69 
0fab004 0fdbeef 0f9ebd3 0fa0973 0023bc8 
0fb966c 0fd8fe7 0fad506 0fac7ea 0021fc8 
0fb41fa 0fd7d1a 0fa7e84 0faa4bd 00211f5 
0faf9f8 0fd578c 0fa38c4 0fa34f5 0023715 
0fbd6e3 0fd7061 0fb14c4 0fb2056 001fc1b 
0fac84b 0fd5c52 0fa062e 0fa2336 002296e 
0fbada3 0fd681d 0faed0d 0fadd92 0020dde 
0fb554a 0fd7505 0fa9253 0fab7db 00200fe 
0fafdd8 0fd7316 0fa3cdc 0fa3898 00229f4 
0fbd8bc 0fd9188 0fb16b6 0fb21c0 001f0ce 
0fac8bd 0fd6eff 0fa0692 0fa248c 0021d5f 
0fba572 0fd767e 0fae4ce 0fad736 002041b 
0fb4ec4 0fd8e59 0fa8c10 0fab3cb 001f747 
0fafe14 0fd800e 0fa3d4f 0fa39d5 00220cb 
0fbe144 0fd9b01 0fb1f5c 0fb2989 001e8e4 
0facd19 0fd9824 0fa0b1f 0fa2853 00218a8 
0fba555 0fdba42 0fae516 0fad5b1 002030e 
0fb5255 0fdc941 0fa8ff3 0fab685 001f53c 
0fafd2f 0fdc36b 0fa3b76 0fa3860 0021e1f 
0fbdfc2 0fdc3ac 0fb1e14 0fb28da 001e52a 
0facf54 0fda8ee 0fa0d40 0fa2bf6 0021383 
0fbaa70 0fdb663 0fae9d9 0fadb88 001fc6c 
0fb5b58 0fdc120 0fa9880 0fac0ac 001edaa 
0fafe99 0fdb06a 0fa3d94 0fa3c14 002186e 
0fbdf3b 0fdcdd8 0fb1d4a 0fb28e3 001e04a 
0facafb 0fdc299 0fa0879 0fa282b 0020fd1 
0fba204 0fdcfaf 0fae109 0fad241 001fb89 
0fb5506 0fddb80 0fa9218 0fab999 001ee16 
0faf8b2 0fe6f41 0fa35c0 0fa3367 002195a 
0fbdb77 0fde25d 0fb1994 0fb242d 001e1e1 
0facae8 0fde37d 0fa079c 0fa27a9 00210b9 
0fba16b 0fdcd3e 0fae046 0fad1b7 001fc8c 
0fb5841 0fdc37b 0fa952b 0fabdd8 001edc8 
0faf5f4 0fdaae2 0fa34ac 0fa33ed 00219e8 
0fbd939 0fdbfb5 0fb16f7 0fb2273 001e300 
0fac578 0fda740 0fa02cd 0fa2453 002121a 
0fb99a0 0fdad86 0fad863 0faca73 001feeb 
0fb5341 0fdb0a5 0fa8ff2 0fab90e 001f06d 
0faef62 0fd9a49 0fa2dcd 0fa2d60 0021c60 
0fbd63a 0fdaee7 0fb13c3 0fb1f0a 001e40e 
0fac2e9 0fd9703 0fa000f 0fa220e 0021311 
0fb955c 0fd9aeb 0fad3f6 0fac5ea 002007f 
0fb5172 0fd995f 0fa8dfe 0fab72a 001f171 
0faea74 0fd7f52 0fa28d6 0fa28db 0021e2e 
0fbd164 0fd9217 0fb0efa 0fb1a0e 001e77c 
0fabf71 0fd78c1 0f9fc8c 0fa1ee3 00215a4 
0fb91b2 0fd7a3d 0fad070 0fac247 00202e3 
0fb511f 0fd79f0 0fa8d9b 0fab6aa 001f2d8 
0fae7d0 0fd602b 0fa2640 0fa2657 0022020 
0fbd0a3 0fd745a 0fb0e38 0fb18e4 001e932 
0fabe64 0fd5e15 0f9fb68 0fa1dfe 002177b 
0fb8e22 0fd61a4 0faccc9 0fabec7 0020561 
0fb512d 0fd5f16 0fa8dae 0fab704 001f442 
0fae751 0fd3e6c 0fa2596 0fa26a4 00220c8 
0fbd585 0fd471e 0fb12ed 0fb1e00 001e7cf 
0fac362 0fd24d2 0fa005a 0fa23cf 0021609 
0fb8f03 0fd2426 0facdfe 0fac0e8 00204ee 
0fb50d5 0fd25d1 0fa8d8f 0fab771 001f531 
0fade41 0fd10e4 0fa1cc2 0fa1f26 00223cf 
0fbcace 0fd23ff 0fb083f 0fb1552 001ec30 
0fab3a5 0fd0b41 0f9f038 0fa15fe 0021c38 
0fb7837 0fd0d6d 0fab62e 0faaba1 0020def 
0fb3edd 0fcf9a1 0fa7ade 0faa70d 001fda2 
0fac96d 0fcd94e 0fa0727 0fa0b19 0022df5 
0fbb1dd 0fd0e2d 0faee74 0fafaef 001f8fb 
0fa9823 0fd10fa 0f9d46b 0f9f92c 0022b5a 
0fb6596 0fd0f5e 0faa3bc 0fa973b 0021dea 
0fb3718 0fd0498 0fa7299 0fa9e5b 0021079 
0fabfb6 0fcec75 0f9fda5 0fa0471 00240eb 
0fbaf0e 0fd0577 0faec65 0fafa27 00208ff 
0fa99b3 0fcedf8 0f9d69c 0f9fd39 0023689 
0fb5d4b 0fcfd2a 0fa9baa 0fa915b 00227f0 
0fb277c 0fd13d1 0fa639e 0fa8ec2 002154e 
0fab28d 0fd0449 0f9f09c 0f9f540 0024363 
0fbaf9c 0fd271c 0faec88 0faf836 0020936 
0fa9a74 0fd3b7b 0f9d68e 0f9fe7a 002359c 
0fb6908 0fd505f 0faa75c 0fa9a8a 0022483 
0fb3e9d 0fd6ac1 0fa7aa7 0faa726 0020e18 
0fabc59 0fd8267 0f9fa2a 0fa0031 0023f6b 
0fbbb78 0fdb249 0faf868 0fb0430 00204c2 
0faa71e 0fddef1 0f9e290 0fa0a42 0022fdb 
0fb76ab 0fdd383 0fab412 0faa731 0021f42 
0fb536e 0fdba10 0fa8f7f 0fabaa8 002063d 
0fad709 0fdab4f 0fa13bd 0fa17bf 0023379 
0fbe240 0fda4cd 0fb1f4b 0fb27f5 001f4af 
0facc29 0fd7c48 0fa0898 0fa2f31 0021d50 
0fb9ce9 0fd7098 0fadb34 0facb2f 0020a29 
0fb80ab 0fd74b5 0fabca7 0fae6ae 001ec3d 
0faf946 0fd5cc8 0fa36fa 0fa3a06 0021a78 
0fc0af0 0fd73c0 0fb47e5 0fb4f03 001d92e 
0faeef0 0fd6544 0fa2b05 0fa525c 002012e 
0fbb85a 0fd66dc 0faf663 0fae6e3 001f06d 
0fb966e 0fd6a0d 0fad1f2 0fafd66 001d528 
0fb02eb 0fd45d1 0fa401e 0fa45c4 002071d 
0fc0b7a 0fd52d7 0fb47eb 0fb511d 001c9ab 
0fae4e7 0fd2ef4 0fa203a 0fa4c5b 001f5af 
0fb9d8b 0fd3252 0fadad3 0face33 001ebb4 
0fb6f32 0fd4a0b 0faaa96 0fad991 001d7c9 
0fac5ee 0fd4bfe 0fa0353 0fa0b13 0021268 
0fbbc5a 0fd7573 0faf914 0fb0397 001de6d 
0fa8737 0fd74a8 0f9c338 0f9eeac 00214b0 
0fb31db 0fd8ae4 0fa6fd3 0fa631a 0021283 
0faf800 0fdaf60 0fa33e2 0fa62c7 00206ed 
0fa4fa1 0ff7826 0f98aff 0f99302 0024751 
0fb3b09 0ff8def 0fa75d1 0fa80c0 0021d0c 
0fa09ff 001cd20 0f944a4 0f97156 0025857 
0fab9cb 00116da 0f9f5cb 0f9e9f3 0025a45 
0fa9236 0feb26e 0f9cb77 0f9fa6a 0024ccb 
0f9f34e 0fecb16 0f92dd9 0f935cc 0028ce4 
0fae470 0fd645b 0fa20f8 0fa2950 0025db0 
0f9c06c 0fe83f0 0f8fa29 0f9223b 00295a2 
0fa74e7 000dbb0 0f9afd7 0f99f92 0029c1c 
0fa4ed1 0024db9 0f989b3 0f9b5f1 0029193 
0f9b9fe 002c4a3 0f8f78b 0f8fe6e 002ce53 
0fac1be 00293d7 0f9fe95 0fa08f2 0029dd4 
0f9c042 002bf7a 0f8fc61 0f92649 002c921 
0fa8ae0 000f7bf 0f9c6c6 0f9b7be 002bd1b 
0fa7912 0fd6d21 0f9b2b1 0f9db4f 002a3b9 
0f9e93a 0fd2d33 0f924d2 0f9292e 002d3cd 
0fae34e 0fcf5a3 0fa2009 0fa2706 0029ea2 
0f9d0da 0fcd9ec 0f90c62 0f93797 002c93a 
0fa7754 0fd1303 0f9b3ca 0f9a99a 002c390 
0fa4528 000ed25 0f97cfb 0f9af04 002b419 
0f99e20 002e54f 0f8d94c 0f8e300 002f0ec 
0fa9760 002b45f 0f9d359 0f9ddeb 002be57 
0f9813f 002e21b 0f8bc29 0f8e99f 002ec87 
0fa268c 002df84 0f962f7 0f95970 002eac1 
0fa0649 00288bc 0f93eb7 0f96e42 002db7d 
0f961db 002e6ea 0f89d9e 0f8a96e 00317ec 
0fa57e9 0ffda04 0f990cc 0f99e10 002e6a7 
0f93bf9 0ff3142 0f873f2 0f8a4f1 00318ec 
0f9da31 0fdcd1f 0f914b3 0f91163 00319d4 
0f9b4e5 0fcadf8 0f8eff0 0f922b8 0030b28 
0f91762 0fc6935 0f8547a 0f86328 00346a0 
0fa1180 0fc5f16 0f94e35 0f95967 00316ff 
0f8fec5 0fc31d1 0f83b0a 0f8688d 0034980 
0f9ad24 0fc1e17 0f8eb54 0f8df34 0034849 
0f9a684 0fc17bc 0f8e271 0f90e1c 0033246 
0f91cd0 0fbe61d 0f85a97 0f86231 00366ef 
0fa34f1 0fbe36c 0f9721d 0f97785 0032dac 
0f94378 0fbbc49 0f87fed 0f8a839 003516e 
0fa0e89 0fba696 0f94d14 0f93ad8 0034273 
0fa246d 0fb9915 0f960fe 0f985ea 0031ea1 
0f9aa70 0fb72af 0f8e8c4 0f8eb4c 00345fe 
0fad402 0fb77a8 0fa11fc 0fa1264 002ff5f 
0f9ed4c 0fb5025 0f92abe 0f94efe 0031695 
0faba9a 0fb4b3c 0f9f9f8 0f9e4e5 002fdfe 
0fad44f 0fb5ccd 0fa117a 0fa35d0 002d0a9 
0fa5a9f 0fb577a 0f9998b 0f99c72 002f266 
0fb844f 0fb86e8 0fac29d 0fac3c5 002a6ae 
0fa9c10 0fb8f1e 0f9d9ac 0f9fe6a 002b9b5 
0fb6c08 0fbb474 0faab7e 0fa9721 0029d80 
0fb8c59 0fbe8ed 0fac9b3 0faed4b 0026b96 
0fb0bb6 0fc0251 0fa4ab5 0fa4d21 002894c 
0fc2595 0fc490f 0fb63f0 0fb657a 0023dad 
0fb291c 0fc5783 0fa66a7 0fa8c3e 00253e4 
0fbe325 0fc6429 0fb228a 0fb0f42 0023b8d 
0fbeacd 0fc7156 0fb2816 0fb4dce 0012ab4 
0fb5167 0fc55bd 0fa90b5 0fa95ad 0017614 
0fc6928 0fc667b 0fba829 0fbab29 0fe27dd 
0fb6756 0fc53c7 0faa5aa 0facd7a 0fdc77a 
0fc1ffc 0fc5f3f 0fb6053 0fb4c9f 0fdbbd1 
0fc2c49 0fc9616 0fb6a2a 0fb918b 0fdb382 
0fb8ed4 0fcb48a 0face29 0fad449 0fda8de 
0fc9d6d 0fd09fd 0fbdc6e 0fbe0e8 0fdb884 
0fb89a4 0fd40e5 0fac72a 0faf272 0fda526 
0fc29be 0fd95c6 0fb67be 0fb5725 0fd9864 
0fc1fae 0fe0531 0fb5bfc 0fb8336 0fd8556 
0fb6fad 0007d5a 0faabbd 0fab114 0fd6555 
0fc84f8 0fefbb4 0fbc0db 0fbc2ed 0fd70e6 
0fb7421 0ff1b40 0faae71 0fad902 0fd70f3 
0fc14ed 0fe256e 0fb522f 0fb433d 0fd94c1 
0fc12d2 0fe16df 0fb4e1a 0fb7a36 0fdc386 
0fb4ada 00090ef 0fa858c 0fa9246 0fddcd8 
0fc4dbc 001a030 0fb8aa7 0fb91dd 0fe0aba 
0fb2cc7 001cc0b 0fa6a52 0fa9b2c 0ffa4a0 
0fbc09f 001cd06 0fb01d0 0faf4fd 0008c8b 
0fbcaa8 001af2d 0fb09e6 0fb33b6 0fee44e 
0fb0a14 001ea85 0fa4aad 0fa53b1 0012309 
0fc2f3b 001b118 0fb6f84 0fb700c 0fefe58 
0fb22bb 001d47d 0fa61bd 0fa8db8 0ffb915 
0fbbc0a 001d370 0fafcff 0faec74 0ffdb88 
0fbcd31 001b289 0fb0bd9 0fb34f1 0feea3f 
0fb04b5 001ed3a 0fa44ac 0fa5020 001d5a4 
0fc218b 001b4c1 0fb615b 0fb65c5 000dd28 
0fb08bb 001dadf 0fa479a 0fa787d 001c0df 
0fb9c14 001dbf7 0fadd30 0facf8e 001dfdb 
0fbacf8 001bd88 0faebbf 0fb14ee 0010c1e 
0fae9c9 001f9d3 0fa27b4 0fa310f 0020592 
0fc048d 001c499 0fb422b 0fb42f4 001b336 
0faf549 001eb0d 0fa31d8 0fa5d96 001f01d 
0fb8b87 001ec06 0faca78 0fab9ac 001e4ed 
0fba644 001ca64 0fae300 0fb09fc 00055f4 
0fae30a 00203f1 0fa214e 0fa2bbf 001dc1c 
0fbfcdf 001cc68 0fb3adc 0fb3cff 0fec4ae 
0faee04 001ef65 0fa2a32 0fa58e2 0fe3f0c 
0fb7dff 001f016 0fabc63 0faad74 0fddb8e 
0fb9774 001ce56 0fad36d 0fafa8e 0fd91ac 
0fad411 00206f2 0fa1143 0fa1982 0fd51a8 
0fbfc88 001cc64 0fb39d1 0fb34b6 0fd2624 
0fb0155 001eb69 0fa3d68 0fa611b 0fcd1fc 
0fba255 001e5bf 0fae03d 0fac5a5 0fc7280 
0fbcdbb 001bd52 0fb0957 0fb27b4 0fbdcea 
0fb086a 001f1c1 0fa44fe 0fa4ce5 0fada90 
0fc3593 001b2e1 0fb71d9 0fb7076 0fa538c 
0fb2b1e 001cf95 0fa6588 0fa9502 0fa2e10 
0fbb380 001cf06 0faf057 0fadf68 0fa35f4 
0fbdec7 001a62a 0fb195d 0fb401e 0fa43ed 
0fb0eea 001deb7 0fa4ab2 0fa56b3 0fa365c 
0fc3ba9 001a334 0fb7755 0fb7852 0fa5069 
0fb2ee4 001c18b 0fa68ad 0fa9bde 0fa5841 
0fbb686 001c31e 0faf22f 0fae3eb 0fa7122 
0fbe9f6 0019aab 0fb2406 0fb4b72 0fa8453 
0fb215a 001d117 0fa5c6f 0fa6a1b 0fa837b 
0fc5753 0019341 0fb92a8 0fb9397 0faa1e0 
0fb5c9d 001aca1 0fa9660 0fac4a0 0fabcf2 
0fbf42b 000baba 0fb2f4c 0fb1b47 0fafc52 
0fc2929 0fe2046 0fb639a 0fb8a76 0fb40c2 
0fb58f8 0fdc23c 0fa964a 0faa70f 0fb6cce 
0fc8447 0fda748 0fbc1be 0fbc33d 0fb9fe1 
0fb727a 0fda0ba 0faaeb1 0fae163 0fb9de1 
0fbe99f 0fdea0b 0fb2838 0fb1c27 0fb8e15 
0fc0c00 0ff13f5 0fb47ad 0fb7411 0fb7761 
0fb1c91 001c165 0fa5a72 0fa6bb6 0fb75c6 
0fc368c 00191f9 0fb7425 0fb760b 0fba8c3 
0fb1aef 001bb17 0fa5696 0fa8c74 0fbdda2 
0fb8fba 001c82a 0facdd2 0fac336 0fc2c82 
0fbc24d 001a2e8 0fafe93 0fb2c1d 0fc63a1 
0fae7bc 001dff0 0fa25ad 0fa391f 0fc6a3d 
0fc1cb6 001388e 0fb59c0 0fb5b71 0fc7c99 
0fb1998 0012802 0fa5436 0fa86d3 0fc5980 
0fb9d6d 0013f69 0fadb0f 0facd36 0fc38c5 
0fbde7d 0fee846 0fb1973 0fb423a 0fc2678 
0fafb04 0ffb74d 0fa36eb 0fa4924 0fc1fa9 
0fc1974 0fe50e4 0fb56a5 0fb58cb 0fc5b87 
0fb0228 0fefae9 0fa3cae 0fa723b 0fca147 
0fb6e48 0fe71d2 0faab89 0fa9fe5 0fd14eb 
0fb9aae 0fdf601 0fad714 0fb031a 0fd871f 
0faa83a 0ff182d 0f9e3a2 0f9f965 0ff2ed0 
0fbcca9 0fe1b26 0fb0a18 0fb0de6 001166f 
0fac1f1 0fdd475 0f9feb5 0fa355a 001fe13 
0fb3cfb 0fdbb7d 0fa7c2d 0fa70ba 00208c8 
0fb77fe 0fdc64a 0fab509 0fae0ab 001e265 
0fa8768 0fe23fb 0f9c42b 0f9d723 00225f8 
0fbaa21 0fdec91 0fae80e 0fae98f 001f484 
0fa96eb 0ff183a 0f9d1ce 0fa06cf 0021a58 
0fb05b0 0fed3b9 0fa432b 0fa3630 0022910 
0fb3e6b 0fdbceb 0fa7be2 0faa5e8 002055a 
0fa4cad 0fd95f3 0f98a83 0f99d33 0024b82 
0fb792a 0fd6593 0fab892 0fab73d 0021947 
0fa6e5a 0fd136b 0f9ac25 0f9df23 0023cfb 
0fad913 0fcce9e 0fa1972 0fa09fc 0024c77 
0fb0cf4 0fcb071 0fa490c 0fa7073 0022bcc 
0fa01b5 0fc85aa 0f93dde 0f94f74 00277c9 
0fb112e 0fc9da8 0fa4d8b 0fa4a10 0024fb6 
0f9e53c 0fc9c68 0f92038 0f95225 002812a 
0fa3ab6 0fc9dc4 0f977d3 0f966f0 0029c9b 
0fa7296 0fc9f51 0f9af26 0f9d5ca 002807d 
0f9782e 0fc580e 0f8b721 0f8c91e 002cd2c 
0faa2b3 0fc2c86 0f9e1a2 0f9de23 002a413 
0f994c8 0fbeada 0f8d1eb 0f904f7 002cde5 
0f9f65e 0fbc57f 0f935be 0f925ce 002e4e9 
0fa3128 0fbcad3 0f96e1b 0f993a4 002c789 
0f926d5 0fbb94f 0f864e1 0f8780f 0031640 
0fa3833 0fbe52c 0f9767e 0f974b8 002f28f 
0f91ac7 0fbe709 0f85777 0f88cf1 00322ee 
0f96c0d 0fbe5b6 0f8ab05 0f89dba 00340cf 
0f9a42a 0fbff0b 0f8e0ae 0f908aa 0032784 
0f8a02a 0fbe7d6 0f7de24 0f7f127 0037918 
0f9c41f 0fc0396 0f90241 0f9005f 0035168 
0f8b703 0fbfd20 0f7f37c 0f82a63 0037ab6 
0f91179 0fbe9f3 0f85049 0f84700 00391af 
0f955ad 0fbdd7f 0f89203 0f8c069 003705e 
0f844e2 0fba4a0 0f78216 0f7a02b 003be2e 
0f948eb 0fbdbbb 0f8859c 0f88f4a 0039aef 
0f8167d 000fd42 0f74e93 0f78f6b 003cfcf 
0f84221 003ef54 0f77ebd 0f77a28 003f9b3 
0f883a7 003d920 0f7bf5e 0f7eb0c 003e385 
0f78384 0042984 0f6c0a0 0f6da74 004340b 
0f8af92 004006c 0f7ed30 0f7eea2 0040ac3 
0f7b8af 004261a 0f6f4c5 0f72c58 00430a4 
0f81f27 0041e83 0f75d52 0f752f5 004487e 
0f87e9e 001b56e 0f7b76a 0f7e15c 004244a 
0f7872b 002121d 0f6c1d1 0f6d932 0046e55 
0f8ba8a 0ff4fdc 0f7f53a 0f7f39a 0044258 
0fb0524 0fa8105 0fa4473 0fa4c62 002b939 
0f9d688 0faa7f5 0f915b7 0f95b7a 002eea9 
0fabec7 0faf1f3 0f9ff99 0f9da28 002d30e 
0fa60bb 0fb2ff2 0f99f6a 0f9ec81 002c44b 
0fa0654 0fb3bdb 0f94738 0f9467f 002f266 
0fb006a 0fb577d 0fa4022 0fa469b 002b1c1 
0f9e4ae 0fb295d 0f92434 0f96af2 002e28f 
0fadd9c 0fb0705 0fa1e93 0f9fb82 002c61e 
0fa9424 0fad928 0f9d2b6 0fa20d0 002b30e 
0fa3fd8 0fa93a1 0f980c3 0f98573 002dbc5 
0fb3c81 0fa8136 0fa7c13 0fa89cf 002991f 
0fa1c55 0fa4ff0 0f95b59 0f9a63b 002c801 
0fb0a94 0fa4ab4 0fa4b16 0fa2abe 002aca7 
0fab75d 0fa50fa 0f9f567 0fa457d 0029c2e 
0fa539d 0fa5002 0f993e7 0f99973 002c8f9 
0fb43fd 0fa862b 0fa8310 0fa8e7a 0028b9b 
0fa1795 0fa9ec0 0f9564a 0f9a069 002c0d5 
0fafb51 0fadb88 0fa3baf 0fa1b01 002ac59 
0faa6b7 0fb1884 0f9e4d2 0fa3349 002a00c 
0fa3ccf 0fb334d 0f97d29 0f98383 002d1af 
0fb3019 0fb6ac8 0fa6f4c 0fa7b80 0029887 
0fa08a1 0fb6974 0f9475f 0f99234 002cd0e 
0faed47 0fb83f5 0fa2df9 0fa0e91 002b87d 
0fa9e20 0fb9a91 0f9dc5b 0fa2b6e 002a9a3 
0fa31e5 0fb9aea 0f97256 0f979e0 002d90c 
0fb2412 0fbc987 0fa635e 0fa701e 0029c6f 
0f9f8a3 0fbcffd 0f937af 0f9828a 002d03b 
0fad97a 0fbf976 0fa1a51 0f9fa09 002bb33 
0fa8d52 0fc1fb8 0f9cbd9 0fa196d 002abca 
0fa1f27 0fc2e45 0f95ffd 0f96655 002dc9f 
0fb170c 0fc643e 0fa56f9 0fa610a 002a0db 
0f9f09a 0fc67b4 0f93026 0f97ad2 002d461 
0fad623 0fc77e1 0fa175f 0f9f68f 002be63 
0fa94db 0fc7468 0f9d3af 0fa2051 002ab03 
0fa2cd0 0fc461c 0f96da3 0f97503 002d889 
0fb2f38 0fc3686 0fa6eec 0fa792d 0029849 
0fa10fc 0fbf98d 0f95049 0f99bf8 002c618 
0faf723 0fbdccb 0fa3824 0fa18ce 002ae55 
0fab79c 0fbccfc 0f9f34a 0fa405f 0029bab 
0fa4695 0fbb38e 0f9849a 0f98d21 002ca23 
0fb41e9 0fbd52e 0fa7f0d 0fa88a9 0028b70 
0fa1a63 0fbd311 0f9572f 0f9a1bb 002bd55 
0fafacb 0fbeb2f 0fa3961 0fa186d 002a7af 
0faba14 0fbfafd 0f9f630 0fa41a2 0029519 
0fa45ed 0fbe71b 0f983ed 0f98c9c 002c536 
0fb45a3 0fbf78b 0fa825f 0fa8c13 002862b 
0fa1da0 0fbd91a 0f959a8 0f9a5f8 002b713 
0fafbe8 0fbda88 0fa39b6 0fa1962 002a16a 
0fabce6 0fbe89d 0f9f81d 0fa44ad 0028c9e 
0fa4124 0fbe414 0f97e95 0f987f6 002bea3 
0fb4435 0fc1d0e 0fa80dd 0fa88df 00280a3 
0fa14f2 0fc33c7 0f9512e 0f99e8a 002b44b 
0faf3a4 0fc587a 0fa321b 0fa0ff9 002a272 
0faca90 0fc62fb 0fa066d 0fa4eeb 0028d23 
0fa5973 0fc3953 0f996f4 0f99f31 002c093 
0fb77a2 0fc3bb3 0fab41e 0fabc93 0028330 
0fa517a 0fc28d2 0f98dbe 0f9dc08 002b575 
0fb307e 0fc44d5 0fa6f37 0fa51f9 002a2ae 
0fb01f5 0fc7500 0fa3e5c 0fa89dd 00288b4 
0fa76f7 0fc9075 0f9b5e1 0f9c1b6 002b8d7 
0fb8916 0fcd18c 0fac6e1 0facd25 00272b4 
0fa570b 0fcddf9 0f99440 0f9e04f 002a167 
0fb2fbf 0fcf67a 0fa6f2b 0fa4e81 0028d72 
0fb0362 0fd098e 0fa4026 0fa897b 00272ac 
0fa7923 0fcf771 0f9b7f6 0f9c422 002a62e 
0fb95b8 0fd1006 0fad388 0fad92b 0026209 
0fa6fb0 0fcf90d 0f9acd6 0f9f821 0028f4c 
0fb55eb 0fcf5e8 0fa94c9 0fa727b 0027be5 
0fb3c03 0fcf13b 0fa785b 0fabf22 002604b 
0fab7e3 0fcd19d 0f9f65d 0f9fffb 0028fe5 
0fbd7a6 0fce4bc 0fb1532 0fb18f4 00246a6 
0faab9b 0fcdc48 0f9e879 0fa333b 0027106 
0fb85a4 0fd001a 0fac4d6 0faa228 0025b10 
0fb5fe0 0fd378b 0fa9bdb 0fae238 0023be1 
0facb1b 0fd54b4 0fa0a1b 0fa131f 0026e4c 
0fbe3bb 0fda358 0fb2216 0fb2457 0022911 
0fab596 000d802 0f9f358 0fa3d80 002526e 
0fb89e5 00237bf 0facc09 0faa76e 0024198 
0fb685e 0021b63 0faa815 0faed03 0022537 
0fad8a4 0024eae 0fa1a81 0fa2322 0025892 
0fbfca3 002088b 0fb3dc0 0fb3d84 0021236 
0fad494 00232b3 0fa149f 0fa5d79 0023c9c 
0fbb169 0021d82 0faf383 0facdf6 0022735 
0fb94ad 001fc30 0fad408 0fb1736 00205ef 
0fb000f 0022c4f 0fa4161 0fa49a3 0023628 
0fc1e55 001e591 0fb5edc 0fb5f27 001ef2a 
0faea42 00210d3 0fa29dc 0fa7487 0021aab 
0fbba3a 001fde5 0fafc07 0fad8fd 002078c 
0fb9900 001e0fe 0fad83d 0fb1e4a 001eaac 
0faf892 0021939 0fa39b7 0fa46ef 0022307 
0fc1804 001d64f 0fb588f 0fb5cd7 001dfdb 
0fae5ef 0020388 0fa2593 0fa7508 0020d53 
0fbb4de 001f529 0faf6bd 0fad86f 001fece 
0fb97a7 001d8ea 0fad6ec 0fb2142 001e299 
0faf5ff 0021196 0fa3750 0fa4953 0021b66 
0fc1371 001d026 0fb53f9 0fb5bca 001d9ba 
0fadd16 00200ee 0fa1cb6 0fa7098 0020ac4 
0fba252 001f6ad 0fae422 0fac8ba 0020059 
0fb80fd 001dd8d 0fac037 0fb0aaf 001e744 
0fad2d7 0021b89 0fa142c 0fa260c 0022564 
0fbe210 001e15d 0fb22cf 0fb2817 001eafe 
0faac91 0021454 0f9ec9b 0fa3c70 0021e3b 
0fb674c 0020c93 0faa984 0fa8dd3 002164a 
0fb3b4f 001f898 0fa7b00 0fac12e 0020261 
0fa98e9 00234d2 0f9da6e 0f9e6db 0023eb7 
0fb951e 0020022 0fad5f3 0fad8b9 00209d5 
0fa6bc6 00234ff 0f9ab84 0f9f522 0023ef4 
0fb256a 0022fac 0fa6732 0fa48ff 0023971 
0fb0028 0021bae 0fa3f73 0fa8295 0022589 
0fa653b 002553e 0f9a645 0f9b4b2 0025f31 
0fb60e1 002200a 0faa18c 0faa68b 00229d2 
0fa3112 0025872 0f97151 0f9becd 0026273 
0fae58c 00255de 0fa27ee 0fa0bb8 0025fbb 
0fabc7d 0024588 0f9fc56 0fa439a 0024f74 
0fa15cc 002848f 0f957a1 0f96ae9 0028e9f 
0fb1093 002518a 0fa5202 0fa5b0e 0025b6d 
0f9eafd 002862d 0f92b4b 0f97ea0 0029057 
0fa96e9 00284d2 0f9d8e8 0f9c815 0028ed3 
0fa673d 002782e 0f9a69d 0f9f592 0028246 
0f9b668 002bc45 0f8f7d4 0f90faf 002c672 
0faaa41 0028fc4 0f9eb27 0f9f2b8 00299c7 
0f977c4 002cbe9 0f8b7ad 0f90546 002d60b 
0fa1468 002d30f 0f95661 0f93b42 002dd1f 
0f9e63a 002cbac 0f925a3 0f96e92 002d5a2 
0f93ba2 003135c 0f87ced 0f89321 0031d9e 
0fa345e 002e787 0f974c7 0f97e4c 002f219 
0f8f70e 003263d 0f836b5 0f89261 003308e 
0f9894c 0033239 0f8ca63 0f8bc3e 0033c5a 
