0fc4527 0fe3b35 0fbbe91 0fb47bd 0fb7639 
0fc9933 0fcd5af 0fc0b89 0fb9fb9 0fbc21c 
0fc24a7 0fccd1c 0fb9707 0fb2caf 0fb4f03 
0fc99e0 0fccd08 0fc02d6 0fba3f6 0fbbab7 
0fc482e 0fcab4f 0fbbe63 0fb4eee 0fb7e25 
0fc52ad 0fc80fe 0fbbaa8 0fb5da0 0fb7360 
0fc8ff2 0fc5269 0fc00be 0fb96c7 0fbba25 
0fc198f 0fc0df4 0fb8b14 0fb208e 0fb4132 
0fc89c4 0fbf7f7 0fbf2fe 0fb924e 0fba5b3 
0fc2e9f 0fbf51c 0fba524 0fb3336 0fb5edc 
0fc2c4c 0fbff6c 0fb9510 0fb3565 0fb4869 
0fc6019 0fc15ac 0fbcebc 0fb656c 0fb89e5 
0fbdc30 0fc2c80 0fb49d6 0fae263 0fb06b6 
0fc42ce 0fc4de7 0fba5ed 0fb4ad4 0fb62f3 
0fbe145 0fc5652 0fb5241 0fae52a 0fb1358 
0fbd682 0fc68af 0fb3a06 0fadf0e 0faf589 
0fc0749 0fc6b9f 0fb74ee 0fb0c92 0fb32f9 
0fb83dd 0fc5197 0faf3cf 0fa8a01 0faac01 
0fbeb68 0fc4845 0fb53e8 0faf316 0fb0692 
0fb8aba 0fc2827 0fb01fe 0fa8ea3 0fab987 
0fb86ae 0fc0fe1 0faf0e9 0fa8ef8 0faa18f 
0fbbb8e 0fc0840 0fb2ebb 0fac086 0fae210 
0fb3943 0fbecd6 0faac38 0fa3f12 0fa5f2a 
0fba4ad 0fbdd66 0fb0f33 0faac11 0fabd37 
0fb4262 0fbd1dc 0faba24 0fa45ca 0fa7008 
0fb39b1 0fbc48e 0faa347 0fa41a7 0fa549b 
0fb6bac 0fbbd27 0fadd18 0fa7079 0fa95ed 
0fae5a1 0fbac96 0fa572a 0f9eb54 0fa111e 
0fb4dfc 0fbb781 0fab62a 0fa5550 0fa6d52 
0faeefd 0fbac86 0fa6531 0f9f293 0fa232e 
0fae843 0fbac9e 0fa5194 0f9f060 0fa0725 
0fb1c26 0fbb669 0fa8e5c 0fa20f8 0fa494d 
0fa97e4 0fbb7f5 0fa0b2b 0f99db7 0f9c427 
0fafe79 0fbd96c 0fa694b 0fa0621 0fa1f4c 
0fa974a 0fbf431 0fa112c 0f99b04 0f9cc6e 
0fa807c 0fc2f65 0f9ec0a 0f98866 0f9a10d 
0faab03 0fc90a6 0fa1e4f 0f9af78 0f9d474 
0fa1f41 0fcf325 0f99307 0f924e6 0f94a4e 
0fa82eb 0fd63e5 0f9ee14 0f98a72 0f9a137 
0fa1ec8 001344f 0f995e0 0f920c1 0f95070 
0fa1023 002801a 0f979c8 0f91839 0f932c5 
0fa44eb 0027045 0f9b65d 0f94969 0f9753a 
0f9c003 002a998 0f9309d 0f8c4c5 0f8f04d 
0fa2a23 0029450 0f991e8 0f930a3 0f94d2a 
0f9d32c 002ad24 0f94a3b 0f8d5fb 0f9078b 
0f9d37a 002c1d6 0f93dd9 0f8dadd 0f8f2a6 
0fa121b 002a9cf 0f9851b 0f91686 0f93cfb 
0f99505 002dd4e 0f90846 0f89a47 0f8c109 
0fa029a 002c5bd 0f96d95 0f90a05 0f92290 
0f9a696 002e02d 0f91f6b 0f8a9b3 0f8db12 
0f99ca2 002f858 0f906ff 0f8a467 0f8bd2d 
0f9d92e 002dff0 0f94b55 0f8ddff 0f9044c 
0f95fd2 00310e7 0f8d277 0f865c3 0f88c73 
0f9d2ec 002f45a 0f93bf1 0f8da05 0f8f220 
0f97d87 0030b67 0f8f5d8 0f8812d 0f8b159 
0f97779 0032117 0f8e3ea 0f87fcc 0f897dc 
0f9b1f7 0030a19 0f92795 0f8b6ed 0f8dd26 
0f93569 0033c97 0f8ac09 0f83afa 0f8604d 
0f9a647 00321cb 0f913d8 0f8adc7 0f8c540 
0f95817 00335ba 0f8d2c2 0f85bba 0f88ad8 
0f95cb9 0034678 0f8c8e1 0f864ac 0f87cd6 
0f9a219 0032916 0f91523 0f8a6e9 0f8cf6c 
0f92e27 00355ed 0f8a13a 0f833d8 0f85cf3 
0f9a6fb 003355c 0f910c5 0f8ae79 0f8c96c 
0f95f83 00343f3 0f8d788 0f86369 0f895ea 
0f967da 0035054 0f8d2f6 0f87032 0f88a56 
0f9b10e 0032f97 0f92480 0f8b634 0f8dd7c 
0f9420d 00358a3 0f8b663 0f84816 0f86da5 
0f9bccd 0033694 0f92877 0f8c4cf 0f8da7c 
0f9770c 00342d1 0f8f085 0f87b3e 0f8a75d 
0f97fdb 0034d3d 0f8ec3c 0f888a1 0f89c9a 
0f9ca85 0032a4e 0f93eab 0f8d056 0f8f2d3 
0f95b6f 00351e0 0f8cfb1 0f86206 0f885aa 
0f9d6e4 0032da7 0f94237 0f8df5f 0f8f528 
0f9926d 0033867 0f90ad5 0f896f7 0f8c442 
0f99a95 0034235 0f90577 0f8a383 0f8b952 
0f9e5f7 0031dfc 0f958bc 0f8ebbf 0f90fca 
0f97851 003434a 0f8eb9a 0f87ea5 0f8a262 
0f9f391 0031e67 0f95e02 0f8fbd0 0f91086 
0f9b091 0032792 0f92963 0f8b4f5 0f8dffe 
0f9badb 0032fdf 0f92633 0f8c393 0f8d6ea 
0fa0b01 0030925 0f97dd9 0f910bb 0f93252 
0f9a0c4 0032c1d 0f914b0 0f8a738 0f8c8f9 
0fa226b 0030320 0f98d55 0f92ac4 0f93dc0 
0f9e706 00306fe 0f95f66 0f8ebbc 0f916a4 
0f9f55c 0030b16 0f96070 0f8fe84 0f91147 
0fa4af1 002dfac 0f9bd41 0f950f6 0f97233 
0f9e462 002fe38 0f9583f 0f8eb7a 0f90e68 
0fa68f9 002d210 0f9d350 0f971f6 0f98620 
0fa31ab 002d323 0f9a9c0 0f936b3 0f962f2 
0fa43e4 002d37e 0f9ae5b 0f94d57 0f961a9 
0fa9bf5 002a615 0fa0d0c 0f9a2af 0f9c6a5 
0fa36a8 002c312 0f9a7e9 0f93e39 0f9637f 
0fabe6e 0028029 0fa24bc 0f9c781 0f9dde5 
0fa883d 0020ffe 0f9fac1 0f98bbb 0f9ba01 
0fa97a9 001531b 0f9fcf9 0f99f07 0f9b455 
0faee09 0ff24d1 0fa5bc3 0f9f1d3 0fa133b 
0fa82fc 00086b0 0f9f32f 0f98744 0f9a8ab 
0fb037b 0ff63b4 0fa6b1d 0fa09df 0fa1c60 
0fac48b 00045af 0fa3b3b 0f9c730 0f9f623 
0facfaa 000d41b 0fa38ac 0f9d712 0f9ef1e 
0fb27d2 0ff13a5 0fa9843 0fa2cbf 0fa5491 
0fabfb1 0ffbd58 0fa30ab 0f9c553 0f9ed9c 
0fb44f5 0fdd54f 0faacbb 0fa4e6c 0fa6551 
0fb1136 0fd8bc4 0fa87c5 0fa1787 0fa4431 
0fb21bb 0fd71e8 0fa8b47 0fa2c53 0fa419a 
0fb7b50 0fd6245 0faece7 0fa82af 0faa618 
0fb0d94 0fd485e 0fa8281 0fa1592 0fa3b1c 
0fb8afc 0fd4578 0faf7ce 0fa9510 0faa964 
0fb4939 0fd3634 0fac42c 0fa4e80 0fa7a2d 
0fb4b94 0fd1fee 0faba0f 0fa5601 0fa699f 
0fba148 0fd1172 0fb15be 0faa888 0faca90 
0fb3283 0fcf516 0faa8c2 0fa3a6b 0fa5df7 
0fbb2a8 0fce8f3 0fb1e1c 0fabc72 0face94 
0fb74a0 0fcd5b4 0faedf3 0fa7a1c 0faa39f 
0fb793e 0fcc265 0fae561 0fa8328 0fa959b 
0fbd2a6 0fcb47c 0fb4563 0fad95a 0faf93c 
0fb658e 0fc9f7e 0fadaee 0fa6ccc 0fa8c6d 
0fbe4e1 0fc9f1a 0fb50fb 0faee56 0fafe36 
0fba8f3 0fc9d2b 0fb238a 0faae4f 0fad617 
0fbafe6 0fc9dee 0fb1e00 0fab9de 0fac9a4 
0fc0964 0fca465 0fb7f5b 0fb1046 0fb2e8e 
0fb9b10 0fc9b99 0fb1346 0faa25d 0fac382 
0fc186f 0fca375 0fb8654 0fb21f5 0fb33e8 
0fbdc19 0fc9b1f 0fb5704 0fae152 0fb0e37 
0fbe00c 0fc89f5 0fb4d7d 0fae9ac 0fafde8 
0fc3a39 0fc838d 0fbad88 0fb405b 0fb607f 
0fbcaec 0fc75f2 0fb401d 0fad180 0faf4b7 
0fc49cd 0fc7c44 0fbb59b 0fb52d4 0fb65a1 
0fc14b6 0fc8e96 0fb9023 0fb19ae 0fb40b8 
0fc1eeb 0fc9b83 0fb8ba0 0fb2829 0fb38ba 
0fc7ff5 0fc9f80 0fbf33e 0fb86b4 0fba5ae 
0fc1cb9 0fc9283 0fb9230 0fb245d 0fb463f 
0fca770 0fc8fdc 0fc10cf 0fbb130 0fbc573 
0fc79c0 0fc8499 0fbf23b 0fb7fa7 0fbabde 
0fc8342 0fc8113 0fbef48 0fb8d7a 0fba30d 
0fcdf56 0fc8147 0fc5127 0fbe617 0fc069c 
0fc7363 0fc80a2 0fbe886 0fb7a57 0fb9acf 
0fceec0 0fc98cb 0fc5a80 0fbf7f6 0fc0727 
0fcb6bc 0fcae2b 0fc2ff8 0fbbbbe 0fbe2d9 
0fcb498 0fcc73b 0fc2085 0fbbdec 0fbcf58 
0fd05e8 0fcdfd6 0fc7766 0fc0b8f 0fc2a9f 
0fc8d8d 0fce752 0fc0183 0fb949b 0fbb7df 
0fcf696 0fcfbac 0fc60d1 0fbffda 0fc1515 
0fca5d1 0fd0263 0fc1e9f 0fbab5c 0fbda06 
0fc8d75 0fd0757 0fbf87b 0fb96f9 0fbafc6 
0fcd167 0fd0e76 0fc42a2 0fbd83a 0fbfe81 
0fc5643 0fd096b 0fbca05 0fb5dcb 0fb86a2 
0fccb8d 0fd1460 0fc3557 0fbd555 0fbe95c 
0fc95e3 0fd1ba4 0fc0c6f 0fb9b8a 0fbc53d 
0fc9aad 0fd26e1 0fc04f9 0fba445 0fbb55a 
0fcfabf 0fd367c 0fc6b23 0fc00ad 0fc1e5c 
0fc99bd 0fd3370 0fc09ef 0fb9e73 0fbbf3c 
0fd20f4 0fd3843 0fc87cf 0fc28ff 0fc388c 
0fcf5cd 0fd3844 0fc6b41 0fbf9ed 0fc2175 
0fcfb24 0fd3836 0fc64a8 0fc0374 0fc1505 
0fd52ce 0fd3f34 0fcc3c7 0fc58ab 0fc7692 
0fce066 0fd3c14 0fc5477 0fbe659 0fc0722 
0fd529c 0fd4550 0fcbd6a 0fc5aff 0fc6bea 
0fd16a5 0fd4839 0fc8ee6 0fc1a92 0fc43f4 
0fd0c91 0fd4916 0fc7849 0fc1507 0fc285b 
0fd5bbc 0fd4c05 0fccdcd 0fc61c0 0fc81ad 
0fce135 0fd44ca 0fc55d9 0fbe77e 0fc0928 
0fd4dd1 0fd4a1a 0fcb784 0fc5672 0fc68cc 
0fd0c1f 0fd3f74 0fc8366 0fc1097 0fc3c7a 
0fcff3e 0fd30a9 0fc6838 0fc0705 0fc1c3e 
0fd4913 0fd300d 0fcb977 0fc4f1c 0fc7095 
0fcc70c 0fd2789 0fc3ac0 0fbce35 0fbf241 
0fd2da8 0fd29ce 0fc97c9 0fc3744 0fc4a4f 
0fce508 0fd2afa 0fc5d9d 0fbea41 0fc1509 
0fccc43 0fd3849 0fc37e8 0fbd538 0fbe914 
0fd1102 0fd4bf4 0fc8294 0fc1712 0fc3638 
0fc8bb0 0fd52fd 0fc006f 0fb91e5 0fbb298 
0fcf1ea 0fd633d 0fc5b8d 0fbfa26 0fc099f 
0fca6a1 0fd6bef 0fc1ed7 0fbaaa5 0fbd263 
0fc8a86 0fd75e8 0fbf63e 0fb92d9 0fba396 
0fcce06 0fd871f 0fc404f 0fbd3a3 0fbf02e 
0fc4574 0fd8652 0fbba53 0fb4af4 0fb6a82 
0fcaa16 0fd89e5 0fc149f 0fbb1f7 0fbc40a 
0fc5dc0 0fd8d47 0fbd83e 0fb618d 0fb8acc 
0fc3ea6 0fd9a1e 0fba9bd 0fb464f 0fb5be6 
0fc82d7 0fda95d 0fbf4fe 0fb87ed 0fba784 
0fbf5d0 0fdb349 0fb6b14 0fafb61 0fb1f68 
0fc59fd 0fdc3d3 0fbc360 0fb6203 0fb752d 
0fc0e23 0fdd5e8 0fb84d6 0fb11be 0fb3f56 
0fbf2a4 0fdddcf 0fb5ced 0fafab5 0fb11e8 
0fc3c16 0fdea7a 0fbacfa 0fb4144 0fb64ab 
0fbb0a6 0fdec63 0fb252d 0fab5cd 0fadc68 
0fc1231 0fdfcf7 0fb7c8c 0fb1a0a 0fb2f27 
0fbc739 0fe0367 0fb4050 0facadd 0faf87d 
0fba956 0fe04e0 0fb1563 0fab139 0fac78b 
0fbf03a 0fe0bd1 0fb61d7 0faf544 0fb1843 
0fb64e9 0fe02f3 0fad923 0fa69ef 0fa910e 
0fbc8b1 0fe0277 0fb315f 0facff6 0fae614 
0fb7f07 0fdf827 0faf6c6 0fa81fa 0fab136 
0fb6073 0fdf78e 0facbd1 0fa6781 0fa7ffd 
0fba8c4 0fe08d6 0fb1a76 0faacfa 0fad0f3 
0fb1b85 0fe1879 0fa9170 0fa1ff4 0fa4771 
0fb7d01 0fe3b43 0fae7ea 0fa83dd 0fa9a5b 
0fb2f9f 0fe838b 0faa908 0fa31b9 0fa6148 
0fb102a 000c04d 0fa7ae9 0fa1536 0fa2e5b 
0fb588e 0009677 0fac891 0fa5b29 0fa7f7c 
0fac8f4 001b4a3 0fa3e17 0f9cd71 0f9f71b 
0fb22a9 001a7e4 0fa8dbb 0fa29db 0fa421d 
0facf2f 001c0cd 0fa48c0 0f9d222 0fa027c 
0faa833 001e4a0 0fa14d6 0f9af68 0f9ca59 
0fae8b4 001d183 0fa5bb0 0f9ed5d 0fa12b5 
0fa5cd0 0020ae0 0f9d1de 0f96176 0f98bf1 
0fabeab 001fb02 0fa28bf 0f9c5e9 0f9de02 
0fa743b 0020fc9 0f9ecbe 0f97765 0f9a740 
0fa4f4b 00231e7 0f9bb90 0f956d5 0f9703b 
0fa90be 0021d0e 0fa02c5 0f995f3 0f9bae5 
0fa01b8 0025660 0f97701 0f90706 0f93027 
0fa6120 0024852 0f9cb5d 0f9690f 0f97feb 
0fa19b6 0025d3a 0f99187 0f91d3b 0f94d24 
0f9f943 0027d63 0f964da 0f9010b 0f91ae8 
0fa3e8a 00266c1 0f9afd2 0f943c5 0f9691e 
0f9b2dc 0029e15 0f92769 0f8b807 0f8e192 
0fa0cd9 0029037 0f977fe 0f91497 0f92b91 
0f9c039 002a672 0f93a6c 0f8c409 0f8f222 
0f9a2e3 002c5dc 0f910a5 0f8ab12 0f8c2c2 
0f9ecac 002adbf 0f96022 0f8f233 0f914c9 
0f966f4 002e2d1 0f8dc33 0f86b97 0f89318 
0f9c64a 002d420 0f931ca 0f8ce36 0f8e4bd 
0f97f90 002e884 0f8f968 0f882f6 0f8b2a3 
0f960ae 00308e3 0f8cf4a 0f868a3 0f882b4 
0f9a9ef 002f041 0f91e1f 0f8ae59 0f8d4bb 
0f92121 0032857 0f8999e 0f826bf 0f856f9 
0f982cc 00317fe 0f8efb1 0f88aab 0f8ab55 
0f93fa4 0032bc1 0f8b84b 0f84323 0f87d13 
0f9243e 0034b75 0f89136 0f82be9 0f849df 
0f96f64 00333e9 0f8e2dd 0f87440 0f898e0 
0f8e93d 0036b0e 0f8614b 0f7edf3 0f81421 
0f9465b 0035dc3 0f8b488 0f84d9f 0f861b6 
0f8fec0 00373c2 0f87a71 0f801ff 0f830d1 
0f8e2dc 0039372 0f85134 0f7ea67 0f80727 
0f93363 00379fa 0f8a59a 0f83880 0f863fa 
0f8b998 003ab1d 0f82e6f 0f7bee9 0f7f048 
0f927ec 003946e 0f89249 0f83017 0f84ed0 
0f8f5d8 0039e08 0f86daa 0f7fa1c 0f82fb1 
0f8ecff 003b133 0f858b0 0f7f572 0f81224 
0f94d32 0038bb6 0f8beb7 0f85330 0f87724 
0f8dc10 003b37b 0f85149 0f7e236 0f80961 
0f950b9 0039532 0f8bb28 0f8595f 0f86e52 
0f920f7 0039995 0f89949 0f82554 0f8515e 
0f9135a 003ab59 0f87fe5 0f81bed 0f831fd 
0f9706d 0038372 0f8e28a 0f8768c 0f89664 
0f8fdcb 003a944 0f87374 0f8040a 0f82766 
0f971fd 003891d 0f8dc86 0f87ade 0f88c27 
0f94676 0038988 0f8be2c 0f84b18 0f873f3 
0f93d7d 0039702 0f8a8bb 0f84668 0f8592a 
0f9a01e 0036c1e 0f90fdc 0f8a665 0f8c3d8 
0f933d5 0038d13 0f8a70e 0f83a22 0f85bde 
0f9adbb 0036864 0f91644 0f8b6a4 0f8c683 
0f987af 00363ab 0f8feb6 0f88ca6 0f8b77d 
0f981cf 0036cde 0f8ed16 0f88ae1 0f89ff7 
0f9eac8 0033bdb 0f95aff 0f8f130 0f90fbc 
0f980e9 0035989 0f8f592 0f8873d 0f8a9e3 
0f9fb17 003320c 0f96522 0f90410 0f91582 
0f9d4ec 0032cc5 0f94bd0 0f8d9b9 0f9070c 
0f9cf27 00334f3 0f93988 0f8d820 0f8f128 
0fa3bf0 0030242 0f9aa89 0f94276 0f9682a 
0f9d830 0031c67 0f94a1f 0f8de72 0f90ab0 
0fa599e 002f111 0f9bfc8 0f96253 0f97c8e 
0fa3f59 002e436 0f9b313 0f943a7 0f97860 
0fa4268 002e611 0f9aab4 0f94b27 0f96a11 
0fab45e 002aebe 0fa21b3 0f9baf0 0f9e1de 
0fa5257 002c496 0f9c356 0f958d9 0f984e9 
0fad56a 0029518 0fa3baa 0f9ded2 0f9f787 
0fab731 002879f 0fa2bdd 0f9bc6c 0f9ed25 
0fab132 0028b58 0fa1ac9 0f9ba7d 0f9d548 
0fb1b11 002557c 0fa8a23 0fa21bb 0fa4686 
0faaa7d 00270be 0fa1e4c 0f9b0c2 0f9dafc 
0fb2401 000f2d3 0fa8aa5 0fa2ad4 0fa42f1 
0fafcf9 0ffe40c 0fa70c3 0f9ff03 0fa30a4 
0faed00 0ffe754 0fa554c 0f9f37d 0fa0d87 
0fb5006 0fdbe0d 0fabeda 0fa5659 0fa77fc 
0fadd15 0fdaa83 0fa4e9a 0f9e243 0fa09d5 
0fb4c8d 0fd8527 0fab3a4 0fa55f7 0fa6a77 
0fb1eb8 0fd6f80 0fa9449 0fa2409 0fa50d4 
0fb0c30 0fd580d 0fa75ea 0fa159c 0fa2bbb 
0fb7394 0fd4738 0fae22d 0fa7a83 0fa9967 
0fb0330 0fd24f6 0fa76ab 0fa09be 0fa2df1 
0fb7cc5 0fd10b4 0fae56f 0fa868b 0fa97b2 
0fb5c11 0fcff0c 0fad30b 0fa617e 0fa8c50 
0fb54b9 0fcdca8 0fabfa1 0fa5eaa 0fa72d1 
0fbca29 0fcb6bc 0fb3a53 0fad1e2 0faee6c 
0fb5efa 0fc84bf 0fad3f9 0fa662f 0fa8930 
0fbdc6f 0fc655d 0fb457b 0fae692 0faf60b 
0fbbff1 0fc4b26 0fb37ef 0fac60e 0faee54 
0fbb5bd 0fc373e 0fb2214 0fac044 0fad2fa 
0fc28c1 0fc30bb 0fb9a11 0fb310e 0fb4c01 
0fbbdc5 0fc194b 0fb33a3 0fac58e 0fae65a 
0fc3b41 0fc0b74 0fba554 0fb459d 0fb51e6 
0fc1c0c 0fbf884 0fb93a6 0fb21d9 0fb47f9 
0fc0ebd 0fbe17c 0fb79e6 0fb1886 0fb28bd 
0fc7f11 0fbd509 0fbeee7 0fb867a 0fb9edc 
0fc0bef 0fbbdf5 0fb8168 0fb12f5 0fb3241 
0fc7efe 0fbbd1d 0fbe9a3 0fb88c9 0fb9541 
0fc54ee 0fbc01d 0fbcf14 0fb5a3c 0fb80d0 
0fc3877 0fbc741 0fba6d4 0fb41e7 0fb53dd 
0fc99ad 0fbda32 0fc0cd0 0fba0d1 0fbbb05 
0fc1d77 0fbdc8e 0fb9405 0fb2424 0fb4677 
0fc8dd8 0fbed37 0fbf7a2 0fb9784 0fba7e6 
0fc67c3 0fbef1e 0fbdfc8 0fb6d19 0fb97b7 
0fc5218 0fbe7fa 0fbbe4d 0fb5b7a 0fb703d 
0fcbd17 0fbe703 0fc2ded 0fbc464 0fbe0da 
0fc48a3 0fbd65c 0fbbe97 0fb4f9f 0fb7403 
0fcbb73 0fbd3d2 0fc25a8 0fbc54b 0fbd477 
0fc9657 0fbcd1a 0fc0f37 0fb9bc4 0fbc486 
0fc7c83 0fbcab7 0fbe97b 0fb8611 0fb9b6e 
0fce34a 0fbd1b2 0fc54c1 0fbea80 0fc076f 
0fc6df1 0fbc92d 0fbe3b3 0fb7495 0fb94ff 
0fcdbbf 0fbd396 0fc4461 0fbe557 0fbf501 
0fcb732 0fbd768 0fc2ccd 0fbbc88 0fbe8dd 
0fca2c1 0fbcddc 0fc0bd4 0fbabd0 0fbc30b 
0fd1143 0fbcfff 0fc7d43 0fc1783 0fc3663 
0fca1c0 0fbc231 0fc1408 0fba878 0fbced9 
0fd1c49 0fbbb95 0fc8432 0fc25cb 0fc340c 
0fd023f 0fba540 0fc798d 0fc076a 0fc2d16 
0fcf20c 0fb89d1 0fc5e92 0fbfb5d 0fc0e33 
0fd5f8c 0fb8e52 0fcd07b 0fc66d2 0fc805e 
0fcec84 0fb9203 0fc61f6 0fbf335 0fc17a0 
0fd5a6e 0fb95e8 0fcc485 0fc63fd 0fc742a 
0fd32cc 0fb8d47 0fcaa73 0fc3806 0fc636c 
0fd132d 0fb8709 0fc7fc4 0fc1c7d 0fc329f 
0fd75d3 0fb8ff9 0fce617 0fc7d2e 0fc9c28 
0fcff63 0fb8f19 0fc7333 0fc05d5 0fc2c27 
0fd69d6 0fb951b 0fcd257 0fc7379 0fc8584 
0fc4aa4 0fd7802 0fbb974 0fb549e 0fb6cde 
0fcc2df 0fd791d 0fc2eda 0fbccbe 0fbe1ca 
0fc558a 0fd6fbe 0fbcc36 0fb5ccf 0fb8367 
0fc91bb 0fd6d89 0fbfa6a 0fb9d18 0fbaaf2 
0fca224 0fd6bcf 0fc1721 0fba972 0fbcd2b 
0fc4dd5 0fd6282 0fbbd16 0fb57ec 0fb70d4 
0fcc680 0fd6744 0fc32d3 0fbd070 0fbe555 
0fc5864 0fd5c9a 0fbcf0c 0fb5fd5 0fb867a 
0fc92f9 0fd5bdd 0fbfb45 0fb9e8c 0fbad37 
0fca3f1 0fd5ac6 0fc18d3 0fbab6b 0fbcf84 
0fc4ef0 0fd52bd 0fbbda8 0fb58d3 0fb71dc 
0fcc6f7 0fd5b35 0fc32d5 0fbd0f6 0fbe647 
0fc5974 0fd577a 0fbd01f 0fb60e8 0fb878c 
0fc936a 0fd5a05 0fbfbcc 0fb9ee8 0fbad57 
0fca494 0fd5cec 0fc1928 0fbac02 0fbd045 
0fc4f5c 0fd5766 0fbbe60 0fb5961 0fb7282 
0fcc7d9 0fd5eed 0fc33f4 0fbd1cb 0fbe6b3 
0fc59fb 0fd575a 0fbd0b7 0fb6160 0fb87ec 
0fc92f3 0fd5943 0fbfb71 0fb9e76 0fbac67 
0fca4fe 0fd5c93 0fc19df 0fbac69 0fbcfd7 
0fc4ef2 0fd5501 0fbbe06 0fb5904 0fb71d6 
0fcc6f3 0fd5c07 0fc32f6 0fbd110 0fbe54c 
0fc59aa 0fd54bc 0fbd03d 0fb615e 0fb8780 
0fc92e9 0fd5389 0fbfafe 0fb9eba 0fbacd8 
0fca636 0fd54c0 0fc1a8a 0fbade3 0fbd198 
0fc4ebf 0fd4b07 0fbbdc4 0fb5914 0fb71f0 
0fcc705 0fd5028 0fc3246 0fbd154 0fbe5ff 
0fc5965 0fd4b95 0fbcf23 0fb60f8 0fb874f 
0fc8fdc 0fd4f74 0fbf753 0fb9b94 0fba92f 
0fca2ec 0fd578d 0fc162b 0fbaa3f 0fbcd0e 
0fc4c13 0fd5aa4 0fbb9c3 0fb55d6 0fb6dd2 
0fcc550 0fd68e1 0fc2fec 0fbcf38 0fbe28a 
0fc5b3d 0fd669d 0fbd01c 0fb62ab 0fb87ca 
0fc9770 0fd62b2 0fbfd3a 0fba360 0fbb01b 
0fcb0a6 0fd5e7f 0fc2229 0fbb8a9 0fbda76 
0fc5e66 0fd4f81 0fbc9f4 0fb6912 0fb8136 
0fcda7c 0fd4fd8 0fc42e5 0fbe52f 0fbf7fe 
0fc6e71 0fd4ce7 0fbe1e1 0fb765b 0fb9b8a 
0fca1f0 0fd5300 0fc0861 0fbae39 0fbbc92 
0fcb1df 0fd5705 0fc252e 0fbb9fe 0fbde22 
0fc53ca 0fd4e4e 0fbc1ba 0fb5e2c 0fb7790 
0fcc862 0fd53e4 0fc3351 0fbd2f4 0fbe6fd 
0fc59d3 0fd4d41 0fbd0ca 0fb6200 0fb879e 
0fc8ed9 0fd49c3 0fbf736 0fb9b10 0fba7e0 
0fca35e 0fd4076 0fc179d 0fbab60 0fbcdc4 
0fc46d6 0fd2706 0fbb5b9 0fb5198 0fb6aac 
0fcbc72 0fd18b2 0fc2749 0fbc777 0fbdbda 
0fc4c6e 0fcf6e0 0fbc266 0fb5486 0fb7ae0 
0fc7dc0 0fcd3c2 0fbe598 0fb8a08 0fb97eb 
0fc8f0f 0fcc437 0fc0381 0fb974e 0fbb9ec 
0fc2ed6 0fcccad 0fb9e96 0fb39ab 0fb51b3 
0fca2bb 0fce14c 0fc0f79 0fbade4 0fbc02e 
0fc2e96 0fceaf8 0fba668 0fb3715 0fb5cbc 
0fc5c15 0fcf887 0fbc49b 0fb68fb 0fb76e1 
0fc6caf 0fd0391 0fbe078 0fb7579 0fb9967 
0fc08a1 0fd0f33 0fb7632 0fb1421 0fb2ef6 
0fc7976 0fd345b 0fbe114 0fb8497 0fb9c08 
0fc00a8 0fd46bf 0fb7415 0fb09a5 0fb3429 
0fc29fa 0fd5d1c 0fb8e45 0fb36ff 0fb49df 
0fc3741 0fd6976 0fba7ee 0fb3fe3 0fb6796 
0fbd103 0fd6480 0fb3d13 0fadc08 0faf7fc 
0fc4301 0fd69c9 0fbab37 0fb4ddb 0fb646c 
0fbcc76 0fd5ebb 0fb4057 0fad409 0fafb50 
0fbf5c1 0fd5644 0fb5b02 0fb0155 0fb0ee6 
0fc0541 0fd4a67 0fb77b6 0fb0c45 0fb2dbc 
0fb9fdc 0fd2a0c 0fb0d00 0faa895 0fabfad 
0fc10b2 0fd1a65 0fb7a65 0fb19da 0fb2b87 
0fb9840 0fd0225 0fb0e45 0fa9e8a 0fac443 
0fbc182 0fd0a92 0fb2916 0facbe9 0fad8ee 
0fbcdee 0fd17b8 0fb4203 0fad459 0faf75c 
0fb6478 0fd1d48 0fad390 0fa6d87 0fa87bc 
0fbd4ac 0fd2af6 0fb3ff4 0fade41 0faf302 
0fb5a99 0fd2a0c 0fad268 0fa61a5 0fa8af9 
0fb81ce 0fd2ce6 0faea5d 0fa8d26 0fa9d4f 
0fb9328 0fd2e5d 0fb069f 0fa99bb 0fac05d 
0fb2961 0fd1b74 0fa98b0 0fa332f 0fa4f71 
0fb99e6 0fd175f 0fb0482 0faa3d8 0faba83 
0fb1f43 0fd03ce 0fa9594 0fa263e 0fa4fe6 
0fb43f2 0fcfee8 0faab04 0fa4f20 0fa5fb9 
0fb4d46 0fd0a5a 0fac04d 0fa5426 0fa7a55 
0fadb2e 0fd1543 0fa4a1a 0f9e479 0fa011a 
0fb466a 0fd43a7 0fab0e2 0fa4fa2 0fa650c 
0facb80 0fd6aea 0fa416e 0f9d1a7 0f9fa3f 
0faf0a5 0fd9370 0fa5908 0f9fb64 0fa0976 
0fb01a2 0fdb947 0fa7594 0fa0851 0fa2c1b 
0fa991c 0fdcf75 0fa08c0 0f9a26a 0f9bd88 
0fb0df1 0fe208b 0fa775d 0fa1691 0fa2bb1 
