0faf825 0f98247 0f94dd2 00274a6 0026f1e 
0fd05e4 0fb530f 0fb43cc 0fc8827 000c82a 
0fc2931 0fb41bd 0fa65f3 0fc8d45 000ea49 
0fcf093 0fb4bab 0fb31d6 0fca224 000cf51 
0fcab69 0fb7504 0fae692 0fcb75f 000be12 
0fc6fc9 0fb5c08 0fab062 0fcc36a 000db85 
0fd2dd1 0fb9e6e 0fb6cbc 0fce1af 000a562 
0fc4b71 0fb95c8 0fa8925 0fce6bf 000c9c9 
0fd101c 0fba631 0fb5265 0fcf8e4 000b0fe 
0fccc1f 0fbd3e2 0fb085f 0fd1011 000a1b6 
0fc8afa 0fbb3b3 0faccb6 0fd228a 000c196 
0fd4f57 0fbebb1 0fb8efa 0fd38cb 0008ba5 
0fc6ef2 0fbd63c 0faad3f 0fd44a7 000ae77 
0fd36f7 0fbdf8c 0fb7a86 0fd50d4 00093ed 
0fcf4a7 0fbff47 0fb3177 0fd6b33 0008131 
0fcb27f 0fbd2af 0faf4a3 0fd7c90 0009e64 
0fd7214 0fc0e4b 0fbb22d 0fd92b4 000676a 
0fc8b58 0fbef2d 0faca31 0fd8f82 0008ae3 
0fd4db3 0fbf635 0fb9153 0fd9a92 0006eed 
0fd0681 0fc17bf 0fb441a 0fdac0e 00051a3 
0fcc16d 0fbe9f9 0fb0475 0fdb73e 0007dbc 
0fd8024 0fc1e5b 0fbc11e 0fdd646 0ffd7d2 
0fc94f7 0fc0910 0fad46c 0fde40c 0004f0c 
0fd5ae3 0fc0a20 0fb9e91 0fe00bf 0ffc17d 
0fd1a2e 0fc2501 0fb5790 0fe1b31 0ff86c4 
0fcd34d 0fbefe2 0fb161b 0fe2ee2 0ff6bef 
0fd8db0 0fc1ca0 0fbce64 0fe54f6 0ff6cc0 
0fc962a 0fbfd5f 0fad54a 0fe736f 0ff5548 
0fd43ca 0fbf290 0fb87ac 0fea0f4 0ff4f1a 
0fced71 0fc0be8 0fb2b08 0fec8ad 0ff450f 
0fc9670 0fbd281 0fad969 0fee529 0ff2506 
0fd4e03 0fbff90 0fb8e74 0ff12b8 0ff14a7 
0fc580a 0fbdda6 0fa9691 0ff33da 0feea8f 
0fd0cf3 0fbd0b5 0fb4fde 0ff64f4 0fecfd5 
0fcbf63 0fbea4b 0fafc35 0ffba31 0feb05d 
0fc705d 0fbb69f 0fab2bd 0007c00 0fe7e7a 
0fd338c 0fbe193 0fb7399 0004cb6 0fe6341 
0fc5157 0fbc09f 0fa904c 0007669 0fe34fd 
0fd196a 0fbc213 0fb5d7e 00063be 0fe245d 
0fcdbd2 0fbe798 0fb1a14 0005740 0fe168f 
0fc950f 0fbb591 0fad900 0007997 0fdf7db 
0fd58e9 0fbe56c 0fb9a8e 000450a 0fdf8a7 
0fc71a0 0fbc4c1 0fab1e6 0006b42 0fddb0d 
0fd384b 0fbb8c5 0fb7d17 0005481 0fdb10f 
0fcfd90 0fbcee3 0fb3bac 0004269 0fd7806 
0fcad78 0fb8d20 0faf095 000632d 0fd34b1 
0fd6405 0fbab4c 0fba4ac 00030ca 0fcfbe3 
0fc77d1 0fb7b86 0fab6af 0005726 0fca6fe 
0fd2fa2 0fb6b23 0fb72ae 0004307 0fc594f 
0fcf456 0fb94e2 0fb3117 0003426 0fc002f 
0fcb80f 0fb7809 0faf9f6 00051b3 0fb9442 
0fd8c9d 0fbc092 0fbcc00 000166d 0fb3beb 
0fcb538 0fbc3ab 0faf2dc 0003088 0fadef5 
0fd714e 0fbd5f8 0fbb364 00016ac 0faadb7 
0fd28db 0fc1b52 0fb63f4 0000690 0fa66c5 
0fcc769 0fc0681 0fb0857 00029bb 0f9e8d8 
0fd6a9f 0fc23c4 0fba802 0ffffc9 0f994b5 
0fc6a40 0fbf231 0faa728 000282c 0f94c7c 
0fd0bfb 0fbcc37 0fb4da6 0001d78 0f95c38 
0fcba64 0fbc62b 0faf5e5 00017c3 0f9a307 
0fc5591 0fb7d9b 0fa964f 0004506 0f9d276 
0fcffc0 0fba6dd 0fb3db8 00021b4 0fa0a22 
0fc05c3 0fb7c47 0fa4272 00055c2 0fa2d36 
0fca890 0fb6af7 0faea15 000525c 0fa6418 
0fc6337 0fb8c56 0fa9ede 00053c8 0fa95da 
0fc0e76 0fb5553 0fa4f4c 0008729 0fac42f 
0fccf2e 0fb822b 0fb0db8 00064b0 0fb1489 
0fbe988 0fb689f 0fa2660 000976c 0fb5531 
0fc99cc 0fb6096 0fadbbe 0ff6648 0fb9e23 
0fc5e2a 0fb749a 0fa99cb 0fef910 0fbdfd8 
0fc00de 0fb31c3 0fa419d 0feb70b 0fc084a 
0fcb7e8 0fb43e4 0faf6b0 0fe8b47 0fc542d 
0fbc27a 0fb0b5c 0f9ff07 0fe5873 0fc8b2c 
0fc5b0e 0faf425 0fa9c6d 0fe3e24 0fcc3e3 
0fc1245 0fb14b5 0fa4d8a 0fe23ba 0fce808 
0fba89b 0fae8e3 0f9e897 0fe1711 0fcdf89 
0fc58bc 0fb24ee 0fa96ac 0fe20b5 0fce362 
0fb60e6 0fb1cd6 0f99d01 0fe15fc 0fcd075 
0fc057f 0fb1a85 0fa46b1 0fe074f 0fccd87 
0fbcb80 0fb2e8b 0fa06ba 0fdf425 0fcd1a6 
0fb6554 0fae012 0f9a55f 0fddb57 0fcd5b1 
0fc1b2d 0faf0b1 0fa5979 0fdccc5 0fcf2a5 
0fb29fa 0fac9b7 0f966b8 0fdb521 0fce56c 
0fbda00 0fab676 0fa1c06 0fdaaf1 0fccece 
0fbb865 0facfbe 0f9f4a2 0fd993a 0fcaa7b 
0fb6b77 0fa88a8 0f9acdd 0fd7ad7 0fc968a 
0fc48d1 0faa3a7 0fa88e7 0fd6607 0fcb6ad 
0fb8534 0fa8b5f 0f9c38a 0fd30bd 0fcc59b 
0fc5516 0fa9524 0fa9885 0fd05e2 0fce21c 
0fc49a5 0fad282 0fa8725 0fcdf45 0fd0598 
0fc1101 0fabc72 0fa5379 0fcb4e9 0fd1e26 
0fd04fd 0fb0a18 0fb454f 0fca3d9 0fd4e4f 
0fc4cc0 0fb1544 0fa8bb6 0fc899a 0fd65ca 
0fd2744 0fb3708 0fb6b3b 0fc7b74 0fd90de 
0fd21e1 0fb8882 0fb5fb3 0fc6e6e 0fdbcd1 
0fcdc13 0fb7985 0fb1e7c 0fc566f 0fde492 
0fdb533 0fbc698 0fbf60f 0fc40f9 0fe2ebe 
0fce1a3 0fbcb67 0fb2006 0fc1452 0fe6789 
0fd9979 0fbe04e 0fbdd0f 0fbef91 0fea696 
0fd7df3 0fc0d05 0fbbbaf 0fbde8f 0fec8b6 
0fd24e7 0fbcd7d 0fb6771 0fbdd67 0fed6c9 
0fdf483 0fbef9c 0fc353d 0fbee95 0fefb4f 
0fd1472 0fbe4a0 0fb522b 0fbe6d5 0fef3f4 
0fdc529 0fc06b8 0fc0818 0fbdf6b 0fed9e1 
0fda20c 0fc56ee 0fbdeba 0fbd7e6 0feb33d 
0fd450b 0fc360a 0fb862f 0fbc51d 0fe7c09 
0fe1b04 0fc58d4 0fc5b13 0fbc4f2 0fe5bbe 
0fd3af4 0fc40b5 0fb7868 0fbbe20 0fe0efb 
0fde690 0fc5a23 0fc2a67 0fbcfbb 0fda7ff 
0fdc39b 0fc7351 0fc0116 0fbd679 0fda36e 
0fd5a41 0fc4427 0fb9ba7 0fbc34e 0fda534 
0fe272c 0fc5dc4 0fc6724 0fbbdba 0fdd5da 
0fd36e9 0fc46c3 0fb73fa 0fba34e 0fdf2c7 
0fdcdc7 0fc42e1 0fc1056 0fba549 0fe12b8 
0fd9a51 0fc6677 0fbd641 0fbaef3 0fe3b51 
0fd1b79 0fc3179 0fb5c30 0fba754 0fe5b92 
0fde1d9 0fc5ce8 0fc21d7 0fba018 0fe8baa 
0fceef2 0fc3bea 0fb2c5e 0fb8a99 0fe9bc9 
0fd83cd 0fc3025 0fbc6e2 0fb75a2 0feab41 
0fd5822 0fc45b0 0fb9505 0fb700b 0feac1c 
0fcdb79 0fbfe65 0fb1cd2 0fb61fc 0fe8ca1 
0fda236 0fc2dad 0fbe252 0fb5dfd 0fe6e21 
0fcadbb 0fc0ff0 0faeae2 0fb4c84 0fe3b72 
0fd3ebb 0fbf324 0fb816b 0fb3f97 0fe26f5 
0fd118e 0fc11de 0fb4dc2 0fb2b26 0fe1e94 
0fc84af 0fbd43e 0fac52d 0fb16fb 0fe0dbc 
0fd4245 0fbf1d4 0fb8171 0fb1093 0fe20c2 
0fc4042 0fbd19b 0fa7c96 0faf84b 0fe24f2 
0fcc4e5 0fbb3ec 0fb068e 0fae2ae 0fe46eb 
0fc9969 0fbc44d 0fad4e8 0fac7f0 0fe74a2 
0fc0f17 0fb6e94 0fa4f2e 0faa9a3 0fe9135 
0fcd79e 0fb780b 0fb16c4 0fa99d7 0fec264 
0fbe6b7 0fb47bc 0fa230b 0fa7745 0fed15f 
0fc7ad7 0fb255f 0fabcb5 0fa5dc9 0feda4c 
0fc6397 0fb4516 0fa9efb 0fa3f40 0fedebf 
0fbe5f4 0fafe7d 0fa25b7 0fa25b9 0feced0 
0fcc0a5 0fb1cff 0faff74 0fa297e 0fed0a1 
0fbe1a8 0fb0916 0fa1d74 0fa18c6 0feb5bc 
0fc81a2 0fafc7b 0fac2e2 0fa0f25 0feab75 
0fc779d 0fb3374 0fab2e5 0fa068d 0fea13e 
0fc0366 0fb0d34 0fa42f5 0f9fbb4 0fe7e8f 
0fce790 0fb441d 0fb2611 0fa003f 0fe7bb6 
0fc098a 0fb38d4 0fa452a 0f9f655 0fe7620 
0fc9f67 0fb2afb 0fae074 0f9f55a 0fe86cb 
0fc9236 0fb4e9a 0facd07 0f9f3dc 0fe95dd 
0fc12da 0fb1bbe 0fa51d5 0f9e920 0fe8774 
0fceb0d 0fb450c 0fb292c 0f9f047 0fe8aff 
0fc081e 0fb2dab 0fa42f0 0f9e86b 0fe70f5 
0fc97e0 0fb1dc1 0fad835 0f9eaa5 0fe6047 
0fc8976 0fb4118 0fac3a3 0f9ea89 0fe55f1 
0fc066d 0fb0447 0fa4486 0f9e174 0fe3fc8 
0fcdb7b 0fb29bb 0fb1890 0f9e580 0fe44c2 
0fbf911 0fb1680 0fa32fc 0f9dcec 0fe32aa 
0fc80e2 0fb0329 0fac03f 0f9e4c1 0fe2c8c 
0fc707d 0fb24c3 0faa989 0f9f4ca 0fe31ae 
0fbe666 0faea8d 0fa236c 0f9f020 0fe3023 
0fcb84a 0fb13bd 0faf48d 0f9f354 0fe48e1 
0fbd650 0fb04f7 0fa0f62 0f9eb42 0fe3c90 
0fc64df 0faf35a 0faa393 0f9ecc8 0fe3715 
0fc62cd 0fb1c34 0fa9aba 0f9f0c4 0fe2be7 
0fbe8e1 0fadfeb 0fa2526 0f9fa81 0fe13e7 
0fccca1 0fb0419 0fb08c6 0fa0c89 0fe1933 
0fbfe8d 0fafa60 0fa37bc 0fa081a 0fe08ab 
0fc9a95 0faf5a1 0fad979 0fa07fe 0fe064d 
0fca729 0fb29b7 0fae02c 0fa0b86 0fe1798 
0fc3153 0faff6b 0fa6e5e 0fa048d 0fe294f 
0fd1325 0fb4015 0fb4f20 0fa0271 0fe5f67 
0fc4333 0fb43db 0fa7c4f 0f9e879 0fe8b5f 
0fcd945 0fb4d62 0fb178d 0f9cf82 0fec119 
0fce595 0fb8a5f 0fb1da5 0f9baf7 0fef46a 
0fc7530 0fb6cf1 0fab0f6 0f9a529 0ff0c5d 
0fd60df 0fbb2e9 0fb9bfe 0f9ac83 0ff2bd4 
0fc9b66 0fbc035 0fad361 0f9b674 0ff317e 
0fd380f 0fbc267 0fb760f 0f9dd2f 0ff3932 
0fd4d6c 0fc08ab 0fb8631 0f9faaf 0ff32e6 
0fce0c1 0fbf3b2 0fb1d2d 0f9f5b2 0ff12e5 
0fdcbf9 0fc2a53 0fc0829 0fa09ba 0ff11c0 
0fcff0d 0fc219e 0fb37c2 0fa16dc 0fef9ff 
0fd917f 0fc1225 0fbd007 0fa2ea3 0fee018 
0fd9c3d 0fc3c55 0fbd4e5 0fa40d9 0fec5ba 
0fd1b1b 0fc0ca4 0fb5798 0fa4a58 0fe9222 
0fdf813 0fc3c47 0fc3478 0fa5bc6 0fe7f99 
0fd2233 0fc37bf 0fb5b50 0fa5505 0fe5954 
0fda603 0fc3b22 0fbe532 0fa56a6 0fe4850 
0fda7fe 0fc7fd5 0fbe177 0fa5607 0fe480e 
0fd1ed1 0fc5deb 0fb5c35 0fa4c1a 0fe3cef 
0fdfc4a 0fc8e9c 0fc39bb 0fa52bb 0fe503b 
0fd2763 0fc8973 0fb6147 0fa4b64 0fe4b77 
0fdb19e 0fc8419 0fbf189 0fa49fa 0fe4943 
0fdbb4a 0fcbff2 0fbf55f 0fa49b0 0fe4b79 
0fd35cb 0fc9176 0fb738a 0fa458b 0fe3dac 
0fe1424 0fcbc71 0fc5223 0fa4f32 0fe4e73 
0fd3d81 0fcb524 0fb77df 0fa4839 0fe4e9e 
0fdc20e 0fcaf18 0fc02c4 0fa4489 0fe55d0 
0fdc87e 0fce730 0fc0395 0fa4017 0fe63a2 
0fd3af6 0fcbeaa 0fb799e 0fa363d 0fe6141 
0fe1974 0fcebaf 0fc5896 0fa48f3 0fe6ea4 
0fd4194 0fce3a3 0fb7d21 0fa4c85 0fe6078 
0fdc76c 0fcd4e9 0fc0908 0fa5c91 0fe5835 
0fdd245 0fd0546 0fc0dfa 0fa779a 0fe4d80 
0fd45ea 0fcca69 0fb8505 0fa874b 0fe38c3 
0fe25da 0fcec93 0fc650a 0faa2e8 0fe47e8 
0fd4b08 0fcd8e0 0fb865e 0fab82a 0fe4174 
0fdd134 0fcbde2 0fc12ef 0face34 0fe40ce 
0fde14c 0fce4b3 0fc1d0b 0fae1b1 0fe4723 
0fd536f 0fca9e0 0fb92de 0fae65a 0fe3bfb 
0fe3381 0fccd46 0fc7317 0fb0661 0fe4c52 
0fd53f3 0fcc0b7 0fb8f9e 0fb1f55 0fe4dc6 
0fdd2ce 0fcb333 0fc14ec 0fb3d3a 0fe5ba1 
0fddb14 0fce78b 0fc173a 0fb5f49 0fe706c 
0fd45bf 0fcb4c6 0fb8560 0fb7d9c 0fe6c0f 
0fe1c80 0fcd8e3 0fc5c88 0fbb608 0fe7ae2 
0fd321c 0fccb90 0fb6e1c 0fbd901 0fe747d 
0fda0c4 0fcb53e 0fbe2b6 0fbfec8 0fe7560 
0fd9593 0fcdaa4 0fbd0ab 0fc244c 0fe7a95 
0fcf18f 0fc99e1 0fb305f 0fc4050 0fe6f6a 
0fdc820 0fcad91 0fc0740 0fc6ab5 0fe7977 
0fce9fc 0fc8d28 0fb25de 0fc8b07 0fe7123 
0fd696e 0fc6477 0fbab82 0fca9c3 0fe6cf2 
0fd72c1 0fc86e4 0fbaf48 0fcceeb 0fe6b7c 
0fcdae9 0fc402c 0fb1b47 0fcf019 0fe5539 
0fdbc63 0fc57ce 0fbfcd9 0fd2783 0fe56df 
0fcea40 0fc4542 0fb2758 0fd5658 0fe413f 
0fd691a 0fc3252 0fbabf2 0fd9779 0fe3151 
0fd756f 0fc6035 0fbb235 0fde4f4 0fe227b 
0fcdcbf 0fc2d7b 0fb1d1f 0fe1f5e 0fdff5b 
0fdb46e 0fc506f 0fbf4ae 0fe6ad2 0fdef3f 
0fcd674 0fc36d2 0fb1292 0fe9b20 0fdbd67 
0fd4f20 0fc11f8 0fb90e3 0fec982 0fd9130 
0fd5c2e 0fc2697 0fb97ad 0fef251 0fd65a1 
0fcc113 0fbdda8 0faffcf 0ff0e4c 0fd2309 
0fd94bf 0fbf20b 0fbd312 0ff4554 0fcf0e7 
0fca6bc 0fbd337 0fae0c3 0ff9d58 0fca88c 
0fd0179 0fbae09 0fb40eb 0003fe8 0fc6d31 
0fcf6bf 0fbc980 0fb3028 000311d 0fc3264 
0fc4737 0fb8675 0fa8460 0006ab9 0fbdffb 
0fd0c23 0fb9dcf 0fb48c3 000498f 0fbae02 
0fc21c9 0fb8678 0fa5b6d 00071e1 0fb60d0 
0fc863d 0fb55b5 0fac591 0007b55 0fb2902 
0fc85f1 0fb5b76 0fabf90 000691d 0faf241 
0fbdb52 0fb087b 0fa18be 000a1f8 0fa8d0b 
0fca4a8 0fb1857 0fae17e 0007f61 0fa2d29 
0fbb93f 0fb0314 0f9f2b8 000a73b 0f9c4b7 
0fc195f 0fae495 0fa589f 000b216 0f97925 
0fc1cc3 0fb09a5 0fa55cf 0009f87 0f94fe8 
0fb715f 0fad3ea 0f9addf 000d698 0f92f54 
0fc3de5 0faf87f 0fa7a3c 000b3b1 0f93ade 
0fb5dde 0faeb8e 0f996a8 000da10 0f93735 
0fbc5dd 0facc79 0fa0476 000e4ca 0f93cb4 
0fbd456 0faec80 0fa0d12 000d344 0f94711 
0fb3962 0faaaec 0f975e7 001092c 0f93733 
0fc1cb7 0facb63 0fa59a4 000e351 0f939a2 
0fb5703 0fac8d1 0f99084 0010533 0f926c9 
0fbd740 0fac319 0fa16a1 0010bc4 0f91a0f 
0fc003d 0fb0427 0fa39a6 000f4a6 0f90b74 
0fb779a 0fae2a3 0f9b469 0012468 0f8e658 
0fc66ed 0fb13c2 0faa3ab 000f814 0f8ddcd 
0fba743 0fb1cf7 0f9e060 001131c 0f8b6ff 
0fc26fe 0fb14a1 0fa65ee 0011359 0f89c1e 
0fc4e3e 0fb4889 0fa875c 000f5fa 0f895f2 
0fbbff5 0fb1c85 0f9fc80 00122f8 0f8809b 
0fcab66 0fb49bf 0fae7c8 000f551 0f8899b 
0fbe941 0fb4e12 0fa21ec 0010f55 0f88568 
0fc6531 0fb404f 0faa393 0010f4e 0f88e5f 
0fc8df5 0fb7079 0fac659 000ef84 0f8a4e9 
0fbfed4 0fb3c10 0fa3a74 00118a4 0f8aba6 
0fce986 0fb5e56 0fb252b 000e635 0f8d0a7 
0fc27ac 0fb517c 0fa5f6a 000fa25 0f8e64f 
0fc9e69 0fb3128 0fadb50 000bd6b 0f90967 
0fcc767 0fb5bcb 0fafe3f 0feeae2 0f94603 
0fc32e0 0fb20c9 0fa6da7 0fea5d4 0f97414 
0fd1bbd 0fb3c74 0fb5739 0fe7a36 0f9bc2b 
0fc5a3d 0fb3112 0fa9240 0fe5425 0f9e272 
0fcd0e8 0fb1daa 0fb0efb 0fe4063 0fa0165 
0fcfe0d 0fb554d 0fb36a9 0fe2f90 0fa287b 
0fc6dfb 0fb2fa8 0faaa28 0fe11cc 0fa35db 
0fd61d0 0fb69da 0fb9ee0 0fe0012 0fa5ce5 
0fcaa23 0fb7c4d 0fae385 0fddfb3 0fa7354 
0fd2ad2 0fb7a3d 0fb6a46 0fdc210 0fa92f2 
0fd653a 0fbc048 0fb9f26 0fdab69 0fac2c1 
0fcde1d 0fba49a 0fb1b51 0fd89c9 0fadc8d 
0fdd979 0fbde83 0fc1770 0fd7384 0fb0e76 
0fd2d0f 0fbec84 0fb66e6 0fd48f5 0fb38b8 
0fdb591 0fbe87e 0fbf55a 0fd141b 0fb6ba1 
0fdfbd1 0fc2fe0 0fc3628 0fce666 0fba112 
0fd784a 0fc13fc 0fbb58f 0fcb818 0fbb415 
0fe65a3 0fc4dff 0fca395 0fcadc4 0fbdc8a 
0fd987c 0fc5c28 0fbd1d6 0fc9612 0fbfafe 
0fdf4ee 0fc4ba3 0fc3422 0fc712b 0fc3e78 
0fe1238 0fc7c46 0fc4c29 0fc4335 0fc9c0b 
0fd6952 0fc496b 0fba62b 0fc1ec9 0fcba65 
0fe49a2 0fc68bd 0fc870f 0fc21d4 0fcd476 
0fd8105 0fc62d4 0fbb9ed 0fc1964 0fcedd3 
0fde907 0fc5d18 0fc27e2 0fc0dbd 0fd0522 
0fe1a88 0fca550 0fc539b 0fc01fc 0fd0ca0 
0fd7aff 0fc7231 0fbb64f 0fbf2e0 0fcf8b6 
0fe6056 0fc8f01 0fc9c48 0fbfa37 0fcec13 
0fd9a5e 0fc8075 0fbd1f1 0fbf653 0fcba2b 
0fdfc80 0fc6cd7 0fc3a74 0fbf5f0 0fc841a 
0fe2144 0fcaf85 0fc59f4 0fbf90f 0fc8385 
0fd74d2 0fc8b5e 0fbb03c 0fbdea8 0fc8b12 
0fe5bbb 0fc9f21 0fc9793 0fbddc5 0fcb433 
0fd8e14 0fc9373 0fbc5a6 0fbce46 0fcd5b5 
0fde543 0fc77c2 0fc22f4 0fbc9ec 0fd00c0 
0fe0a89 0fc9ec8 0fc42e3 0fbc135 0fd4863 
0fd52d6 0fc6b5a 0fb8dfe 0fbae98 0fd7369 
0fe3767 0fc8d8c 0fc73a3 0fbb4f4 0fda032 
0fd6e63 0fc8922 0fba5fd 0fba7d6 0fdb934 
0fdcd3c 0fc7035 0fc0b06 0fb9ff4 0fdd302 
0fe0153 0fca5e1 0fc39cc 0fb9857 0fdf4ee 
0fd517a 0fc7a1a 0fb8cbf 0fb874f 0fe0560 
0fe3d6e 0fc978b 0fc7a8f 0fb8945 0fe3079 
0fd78ec 0fc9d03 0fbb1a3 0fb69ab 0fe454f 
0fdd46d 0fc8df7 0fc1372 0fb4cc0 0fe4dd5 
0fe0aa6 0fcbb96 0fc445b 0fb421a 0fe5dbc 
0fd54b9 0fc756f 0fb90bb 0fb3287 0fe521f 
0fe328b 0fc898e 0fc6f6e 0fb2e7f 0fe610e 
0fd5f3b 0fc836f 0fb9725 0fb19ab 0fe5da0 
0fdabae 0fc5fde 0fbe999 0fb0053 0fe5c0d 
0fddabd 0fc8c03 0fc1306 0fae7e3 0fe6c2a 
0fd174c 0fc4f8e 0fb51d8 0fac33c 0fe6c3e 
0fdf078 0fc61c1 0fc2c56 0faabd6 0fe8b4a 
0fd2025 0fc4f03 0fb572b 0fa8d8a 0fe942f 
0fd689c 0fc1f63 0fba5d5 0fa7c6a 0fe95b4 
0fd9bad 0fc465a 0fbd387 0fa7607 0fe9e8a 
0fcd946 0fc0ea7 0fb136e 0fa64c9 0fe8dcc 
0fdb814 0fc2b28 0fbf39c 0fa65fb 0fe9465 
0fced3b 0fc2901 0fb2425 0fa5915 0fe9426 
0fd35ca 0fc0aff 0fb727d 0fa4ce6 0fe9923 
0fd6e7c 0fc429f 0fba5a3 0fa4691 0feac34 
0fd3583 0fc10f7 0fb6e01 0fbb47b 0fdcde7 
0fcee29 0fbde20 0fb2bf5 0fbaeeb 0fdc41f 
0fda5b0 0fc128b 0fbe156 0fbba51 0fdd19e 
0fcc277 0fbf5de 0fafcb1 0fbb6c6 0fdc694 
0fd79c1 0fbf670 0fbb895 0fbbfd7 0fdcb8a 
0fd34c7 0fc1789 0fb6da0 0fbc645 0fdcd02 
0fcec7a 0fbe4a8 0fb2a80 0fbc8bf 0fdc2d2 
0fda6c8 0fc14d5 0fbe289 0fbd44f 0fdccd7 
0fcc445 0fbf6c0 0fafe71 0fbcfbb 0fdbf87 
0fd7a79 0fbf67f 0fbb952 0fbd68c 0fdc200 
0fd382b 0fc1a09 0fb70e7 0fbd94c 0fdc3a1 
0fced13 0fbe7be 0fb2b01 0fbd578 0fdb9f9 
0fda82e 0fc1b7a 0fbe408 0fbe024 0fdc7eb 
0fcc64c 0fbfd59 0fb0080 0fbd9a8 0fdbd17 
0fd7c00 0fbf86c 0fbbadf 0fbdd30 0fdc165 
0fd3d08 0fc193e 0fb75d9 0fbde85 0fdc318 
0fcf069 0fbe44c 0fb2e55 0fbdc1e 0fdb704 
0fdab99 0fc171d 0fbe791 0fbe903 0fdc266 
0fcc8f0 0fbfb43 0fb0319 0fbe64a 0fdb694 
0fd7be7 0fbf9ae 0fbbae4 0fbef92 0fdbab7 
0fd3e9b 0fc1ca8 0fb7766 0fbf580 0fdbc74 
0fcf0f2 0fbe89c 0fb2ec2 0fbf452 0fdb072 
0fdad8e 0fc1b6e 0fbe967 0fbfed9 0fdbb53 
0fccacc 0fbfeaf 0fb04f2 0fbf98e 0fdaefd 
0fd7c2a 0fbfa99 0fbbae6 0fbffd1 0fdb376 
0fd40c6 0fc1d99 0fb7946 0fc0281 0fdb877 
0fcf022 0fbea28 0fb2d62 0fbfd41 0fdb01b 
0fdad30 0fc1e24 0fbe85f 0fc03f8 0fdc031 
0fccb7c 0fc046b 0fb04ed 0fbfa71 0fdb8d9 
0fd7df4 0fc032a 0fbbc3e 0fbfd9b 0fdc0be 
0fd458e 0fc2567 0fb7dbe 0fbff4f 0fdc67d 
0fcf462 0fbf159 0fb3185 0fbfd9e 0fdbc8b 
0fdb398 0fc26ff 0fbee8e 0fc07dd 0fdc54f 
0fcd45c 0fc0db6 0fb0d5f 0fc034e 0fdafd1 
0fd8732 0fc0ccb 0fbc52a 0fc137e 0fda281 
0fd5175 0fc3bba 0fb898e 0fc2443 0fd8eb8 
0fd021b 0fc06ce 0fb3f5a 0fc2168 0fd7716 
0fdc76e 0fc37d7 0fc02f3 0fc262b 0fd7b41 
0fce85b 0fc223f 0fb2231 0fc201c 0fd6844 
0fd99b3 0fc1c73 0fbd887 0fc259e 0fd69ae 
0fd63b0 0fc3e03 0fb9c5d 0fc2a56 0fd7226 
0fd0b06 0fc0963 0fb48b8 0fc2b6d 0fd70c0 
0fdc81f 0fc382a 0fc03f8 0fc3bd5 0fd8a9c 
0fce065 0fc1775 0fb1a4e 0fc4076 0fd91d7 
0fd87f1 0fc0b9f 0fbc6d8 0fc589d 0fda69c 
0fd510c 0fc298e 0fb8994 0fc74a6 0fdb2b8 
0fcf800 0fbf553 0fb3583 0fc838b 0fda4f2 
0fdbd78 0fc343f 0fbf945 0fc9cfc 0fda0bf 
0fcd926 0fc28e2 0fb12ea 0fca34e 0fd945b 
0fd81af 0fc3aed 0fbc0b3 0fcb79b 0fd98c9 
0fd4bfb 0fc764e 0fb8512 0fcc82d 0fd9dd4 
0fcf25f 0fc48df 0fb30c7 0fccdb7 0fd9337 
0fdb2b8 0fc84e4 0fbefbe 0fce78b 0fd9f46 
0fccfe6 0fc6fe6 0fb0b1d 0fcf1bb 0fd8d50 
0fd809e 0fc72b2 0fbc11f 0fd093b 0fd7ec9 
0fd52ca 0fc9cc7 0fb8d16 0fd1e43 0fd762f 
0fcfbae 0fc6cbc 0fb3b29 0fd294b 0fd6203 
0fdc96c 0fc9b97 0fc071a 0fd43e1 0fd65c6 
0fcea8f 0fc7a32 0fb272c 0fd54bb 0fd5209 
0fd9cf9 0fc70aa 0fbdd80 0fd6683 0fd4a96 
0fd7032 0fc95d6 0fbaa81 0fd79fb 0fd49da 
0fd1235 0fc6486 0fb51cd 0fd86ac 0fd4222 
0fddb44 0fc968a 0fc196e 0fda403 0fd5402 
0fcf676 0fc80a8 0fb32ae 0fdab76 0fd5010 
0fda31b 0fc74c8 0fbe490 0fdc677 0fd57f2 
0fd7267 0fc9691 0fbada6 0fde458 0fd5ffa 
0fd11a2 0fc6659 0fb521e 0fdec3f 0fd5b77 
0fddb4d 0fc955e 0fc1a16 0fe0f53 0fd667d 
0fcf552 0fc7e3b 0fb31cd 0fe2357 0fd5573 
0fda53a 0fc7a34 0fbe6cb 0fe3e21 0fd4d8b 
0fd77bd 0fca3a7 0fbb2f3 0fe5cf1 0fd4035 
0fd15ce 0fc72f7 0fb55fb 0fe7305 0fd22ca 
0fde06b 0fca012 0fc1edc 0fe8ff3 0fd1f65 
0fcf70f 0fc8199 0fb3338 0fe9b96 0fcfebd 
0fd9f64 0fc76f7 0fbe112 0feb90d 0fce3a1 
0fd6bf5 0fc9077 0fba75f 0fee072 0fcd384 
0fd01b3 0fc4dcd 0fb420a 0ff04cb 0fcb70f 
0fdc4c3 0fc7274 0fc0345 0ff3f6a 0fcaecb 
0fcd44e 0fc4f7a 0fb108b 0ff6198 0fc9051 
0fd77c3 0fc45d9 0fbb8f9 0ff860f 0fc8017 
