0fe347d 0fd6706 0fcf28e 0feb770 0fece13 
0fcd32c 0fbf50a 0fb95e8 0fd6e26 0f49bcf 
0fd5b80 0fc3d63 0fc20b9 0fd6ffd 0f4ad05 
0fd0314 0fc2ca6 0fbc381 0fd6fa3 0f4ae01 
0fd0457 0fbf7e6 0fbcc7a 0fd775f 0f4ab54 
0fd5957 0fc54d6 0fc1e49 0fd878f 0f4aa7d 
0fcd0e4 0fbef54 0fb971b 0fd9406 0f49ccb 
0fd5b3c 0fc38d9 0fc2410 0fda1be 0f4ad11 
0fd0740 0fc2ea7 0fbcb31 0fda114 0f4ba90 
0fd07f0 0fbfc29 0fbd18c 0fda748 0f4c064 
0fd5d01 0fc5c51 0fc229a 0fdb1bb 0f4d686 
0fcd2e1 0fbf5c9 0fb991b 0fda78b 0f4e3f1 
0fd5d6d 0fc3dac 0fc2605 0fda441 0f4f70c 
0fd08a6 0fc3142 0fbcc14 0fd98d6 0f4f503 
0fd0720 0fbfd14 0fbd047 0fd893a 0f4eb4c 
0fd5d9e 0fc5f8a 0fc2063 0fd75ce 0f4e538 
0fcd1de 0fbf5e6 0fb9561 0fd5ca5 0f4bbc2 
0fd5cae 0fc3c5f 0fc2307 0fd5a8b 0f49b7e 
0fd05f2 0fc2da4 0fbc7a9 0fd5313 0f47c1f 
0fd01ec 0fbf726 0fbc883 0fd4951 0f45b02 
0fd5097 0fc4fb2 0fc13d3 0fd5246 0f450e6 
0fcb150 0fbd4d4 0fb73d3 0fd5e73 0f44fc2 
0fd2910 0fc0d2e 0fbee7e 0fd7592 0f462df 
0fcc172 0fbeeb0 0fb81a8 0fd863f 0f46c99 
0fca8d7 0fba2a6 0fb6eeb 0fd9921 0f478d6 
0fcea40 0fbe91e 0fbac59 0fdbd51 0f49026 
0fc446b 0fb6f53 0fb074f 0fdc329 0f48f99 
0fcbe29 0fbaa2b 0fb83f6 0fdc2b9 0f498e8 
0fc5663 0fb8d76 0fb1713 0fdbefc 0f4954c 
0fc3ec6 0fb47cf 0fb053e 0fdb628 0f491f6 
0fc89a7 0fb9a7b 0fb4bc9 0fdac17 0f49123 
0fbe31b 0fb1862 0faa58a 0fd9d1a 0f483c3 
0fc5807 0fb4b0e 0fb1d16 0fd9327 0f498b2 
0fbecf9 0fb299f 0faacbf 0fd7c82 0f49ea0 
0fbd036 0fad85e 0fa959a 0fd6f6e 0f49b05 
0fc0f81 0fb217d 0fad098 0fd6baa 0f4b250 
0fb5fb8 0fa98e4 0fa20f8 0fd5ccc 0f4c146 
0fbc862 0fabc50 0fa8c4f 0fd5e08 0f4dcbd 
0fb4849 0fa87e1 0fa0697 0fd5afe 0f4f245 
0fb0f0b 0fa1cb1 0f9d300 0fd5c82 0f4fc2c 
0fb3413 0fa4aff 0f9f41c 0fd64d3 0f5098f 
0fa68f0 0f9a749 0f929b4 0fd6a2d 0f4ff78 
0fabf1c 0f9b845 0f98295 0fd75ae 0f519e6 
0fa3274 0f977bf 0f8f0fc 0fd8484 0f531ec 
0f9f142 0f90574 0f8b7c7 0ff7132 0f538c6 
0fa1378 0f93011 0f8d5c7 0004bc3 0f573fa 
0f94386 0f884be 0f80522 002ce5d 0f5b280 
0f99467 0f89041 0f8584d 002df76 0f5f3ab 
0f90871 0f84df2 0f7c6f1 0031697 0f62974 
0f8c799 0f7db2e 0f78c0d 0035a55 0f66501 
0f8f0b5 0f80b42 0f7b1a5 0036149 0f6b704 
0f83b05 0f77631 0f6fd6b 003b6b3 0f6f30e 
0f8b376 0f7a3b4 0f77911 003b739 0f73084 
0f85999 0f78fff 0f71a57 003d92c 0f75b4e 
0f85050 0f752a5 0f716b4 00400e3 0f74419 
0f8a676 0f7b4fc 0f76abb 003e9b1 0f6ece6 
0f7f838 0f732a5 0f6bd89 0042f65 0f6b535 
0f85d21 0f7520b 0f7251b 0042cd7 0f6c9a0 
0f7ebe4 0f727ea 0f6aed7 0045357 0f6d3f8 
0f7c760 0f6d222 0f69011 0048331 0f6bf77 
0f808d8 0f71954 0f6cdcf 0047762 0f6bef7 
0f75b80 0f693ca 0f6213b 004c05a 0f6c555 
0f7c450 0f6b951 0f68ce4 004bd4c 0f6e484 
0f74ec3 0f68cd7 0f6123c 004e47a 0f70668 
0f72239 0f62f4c 0f5eb71 00517cd 0f71a69 
0f7631a 0f67545 0f628c1 0050dcb 0f728cd 
0f6c33f 0f5f929 0f589bc 005524a 0f7086f 
0f740c2 0f630a3 0f60a0a 0054868 0f6f065 
0f6e62c 0f61d1a 0f5aa6e 0056476 0f6ef76 
0f6d345 0f5d890 0f59d43 0058983 0f6f3bd 
0f7267f 0f62fba 0f5ec95 005737c 0f70af6 
0f68f28 0f5bdc0 0f55601 005af1f 0f72a7d 
0f70d0d 0f5f7a5 0f5d6c7 0059f8e 0f77222 
0f6b840 0f5e88f 0f57d07 005b5bb 0f7c43d 
0f6ac22 0f5ab72 0f5769b 005d6bd 0f81a88 
0f710fb 0f6122b 0f5d7a5 005b75c 0f8764f 
0f69332 0f5b6df 0f55aaf 005e640 0f89787 
0f73651 0f6111f 0f600c9 005c34a 0f89480 
0f711e9 0f62f59 0f5d767 005bdf5 0f84e6a 
0f7268e 0f61625 0f5f172 005c545 0f81b52 
0f7a146 0f69433 0f66870 00590fc 0f80dce 
0f7326e 0f64b86 0f5fa49 005ad3b 0f7d53c 
0f7d568 0f6aae6 0f6a037 0057e5b 0f7b362 
0f7a602 0f6c1fc 0f66b9f 00574dd 0f79184 
0f7b056 0f69ed6 0f67b6c 0057b5a 0f7776c 
0f828c2 0f71a1b 0f6f038 00544db 0f76469 
0f7b23e 0f6cb62 0f67a1c 0055fe0 0f736ab 
0f8512a 0f7253b 0f71bd7 0052fc8 0f71391 
0f81fbb 0f73a40 0f6e516 00523d6 0f6ea7e 
0f82847 0f7146c 0f6f344 00527ff 0f6c0f2 
0f8a27f 0f7908b 0f769ec 004edc2 0f6a7fb 
0f82e78 0f7443e 0f6f663 0050560 0f682df 
0f8d245 0f7a232 0f79d67 004d331 0f66c2b 
0f8aa83 0f7bed5 0f7705c 004c336 0f64e72 
0f8baaf 0f7a150 0f7861b 004c35b 0f630d9 
0f93fc1 0f8283b 0f80787 00483f9 0f61bd4 
0f8d19e 0f7e3eb 0f799b3 004974b 0f5f6a8 
0f979e5 0f8486d 0f84514 0046017 0f5e201 
0f95431 0f8685a 0f81a15 0044b4a 0f5cf11 
0f96167 0f84762 0f82ceb 00448f0 0f5bfec 
0f9e583 0f8ca95 0f8ad49 0040807 0f5c7c8 
0f9749a 0f883cb 0f83c77 004197f 0f5bbaa 
0fa15f3 0f8e043 0f8de31 003e5ac 0f5b299 
0f9e835 0f8f9d3 0f8aad8 003d310 0f5a1aa 
0f9e8d5 0f8d01c 0f8b0e7 003d389 0f5834f 
0fa6295 0f949c6 0f92703 00395eb 0f57caa 
0f9e3d8 0f8f3c4 0f8a8d8 003ae11 0f56fb4 
0fa7e7b 0f94664 0f946e5 0037a31 0f5611a 
0fa496f 0f9554d 0f90c88 0036986 0f544c4 
0fa3cc0 0f91c48 0f905db 0036e69 0f523eb 
0faaf61 0f99165 0f97709 003344f 0f52a36 
0fa26f7 0f93b89 0f8eec7 003534f 0f51a59 
0fabaac 0f98bd8 0f98590 0032798 0f516a4 
0fa862f 0f99bb9 0f94beb 0031b92 0f50f31 
0fa7f2d 0f967d1 0f94a65 00322cb 0f5005c 
0fae4fd 0f9d089 0f9acb2 002f126 0f503a2 
0fa4c83 0f965f2 0f91471 003176f 0f500b1 
0fad06f 0f99f7e 0f99bb9 002f4ee 0f51176 
0faa0f7 0f9b4b4 0f966c8 002ecb4 0f51ad8 
0faa4b4 0f98c71 0f97039 002f424 0f52133 
0fb3c23 0fa1fb8 0fa044c 002b1cb 0f51f6f 
0fadb5d 0f9ed90 0f9a39b 002bd0c 0f4fe70 
0fb8fb9 0fa5732 0fa5d9d 0000fa4 0f4ec6d 
0fb7c9f 0fa87c9 0fa4508 0fe1f81 0f4e38a 
0fb8e81 0fa6cc0 0fa5c23 0fdc5fa 0f4d3d4 
0fc2c6f 0fb0346 0faf540 0fd6d35 0f4db72 
0fbc589 0facfff 0fa8e07 0fd62ef 0f4d30b 
0fc739b 0fb376a 0fb3f4b 0fd66f2 0f4d783 
0fc4b4f 0fb5b07 0fb10dc 0fd6b3b 0f4d4f7 
0fc358f 0fb2086 0fb0091 0fd6b52 0f4c55c 
0fcace6 0fb990c 0fb7452 0fd651e 0f4afea 
0fc2123 0fb3e91 0fae939 0fd4f8d 0f47fe2 
0fcaa6f 0fb7df1 0fb75ca 0fd47bb 0f46351 
0fc6b1f 0fb8850 0fb30be 0fd415e 0f45420 
0fc3e92 0fb38a0 0fb0995 0fd3a07 0f44c81 
0fc9d19 0fb951e 0fb6483 0fd3f79 0f45a7e 
0fbfa74 0fb2125 0fac1a6 0fd40a1 0f45606 
0fc720a 0fb4c18 0fb3d76 0fd532e 0f45c55 
0fc2bdb 0fb487d 0faf0d7 0fd5d53 0f455c3 
0fc0442 0fafa08 0facea8 0fd5c48 0f44515 
0fc7cc9 0fb6bea 0fb44f1 0fd50b9 0f43143 
0fbf656 0fb163b 0fabd8e 0fd2d22 0f404ac 
0fc80bd 0fb5955 0fb4c33 0fd1e20 0f3e97b 
0fc57eb 0fb7354 0fb1e7c 0fd103f 0f3ce19 
0fc4600 0fb3b05 0fb121e 0fcfaba 0f3be5c 
0fcc6a8 0fbb35b 0fb8fb7 0fcec5f 0f3c75d 
0fc3eee 0fb5c8c 0fb076d 0fce420 0f3cb33 
0fcbd56 0fb955c 0fb892b 0fcf13d 0f3d9af 
0fc868a 0fba493 0fb4a27 0fcf86e 0f3ddd0 
0fc61f4 0fb5da8 0fb2ab1 0fcf429 0f3cf98 
0fccde4 0fbc361 0fb93e1 0fcf567 0f3c677 
0fc343e 0fb583b 0fafa02 0fcfd58 0f3b564 
0fcaf19 0fb8a0f 0fb7943 0fd1365 0f3b03e 
0fc86e1 0fba1b4 0fb4bff 0fd16d5 0f39bfb 
0fc71ca 0fb67ba 0fb3c3f 0fd12ef 0f38a3d 
0fced3c 0fbda6c 0fbb52d 0fd1d06 0f398c8 
0fc695e 0fb8890 0fb30b0 0fd207c 0f39e2e 
0fcef04 0fbc8a2 0fbb9fa 0fd2458 0f3b9a6 
0fcc8ed 0fbe05d 0fb8e1d 0fd2667 0f3e08d 
0fcadc0 0fb9ffa 0fb77db 0fd2af4 0f40198 
0fd1a6e 0fc0a73 0fbe177 0fd3114 0f42aa6 
0fc80cf 0fba58d 0fb4782 0fd24e9 0f43981 
0fcf132 0fbd0bb 0fbbbc8 0fd1d6a 0f45288 
0fcbf5b 0fbdebc 0fb84f3 0fd110e 0f45b22 
0fca1c9 0fb9e97 0fb6c78 0fd01bb 0f4615e 
0fd200c 0fc1464 0fbe825 0fcfa5a 0f46ecf 
0fca6b8 0fbc6d6 0fb70c1 0fcf449 0f4726a 
0fd3a42 0fc10eb 0fc080f 0fcfb0c 0f480b1 
0fd2410 0fc398a 0fbec49 0fcfd61 0f48f8e 
0fd19d8 0fc0ab1 0fbe74a 0fcfae6 0f49cd9 
0fda5e6 0fc8d43 0fc709b 0fcff2b 0f4b3e4 
0fd2f4a 0fc47d3 0fbf8cf 0fcf71e 0f4baf9 
0fdb9c8 0fc8dd9 0fc8757 0fcf2f5 0f4cd69 
0fd9568 0fcabab 0fc5d36 0fced0b 0f4d68d 
0fd7321 0fc689b 0fc3fdc 0fceb66 0f4d3e0 
0fde30c 0fcd14d 0fcacf6 0fcf5e0 0f4db4a 
0fd4f87 0fc7165 0fc1883 0fcf3cd 0f4d552 
0fdc0e5 0fc9bcd 0fc8db2 0fcf785 0f4e200 
0fd87ce 0fca548 0fc4efb 0fcfd01 0f4ee77 
0fd5719 0fc5460 0fc235d 0fcfdbf 0f4f747 
0fdc2ab 0fcb61b 0fc8c02 0fd07fa 0f50da1 
0fd2efd 0fc54fd 0fbf481 0fd02d7 0f510c9 
0fda095 0fc7f43 0fc6ab8 0fd0ae4 0f521ba 
0fd6a37 0fc89e9 0fc2e6a 0fd124f 0f530ef 
0fd396b 0fc3846 0fc029e 0fd1505 0f53502 
0fda6cb 0fc9b4f 0fc6d84 0fd20af 0f543cf 
0fd0f38 0fc369e 0fbd472 0fd21e3 0f54202 
0fd7cea 0fc5ca7 0fc4677 0fd2dd0 0f54d1f 
0fd459a 0fc66bf 0fc0910 0fd33a9 0f554b4 
0fd1057 0fc10cd 0fbd887 0fd3560 0f55868 
0fd7a18 0fc6f33 0fc3f8f 0fd404d 0f56b2b 
0fcdd44 0fc03cc 0fba1ba 0fd45b4 0f56b54 
0fd4bac 0fc2b93 0fc14e5 0fd534f 0f5702b 
0fd105c 0fc32be 0fbd404 0fd524f 0f56c07 
0fcd747 0fbd807 0fba091 0fd4cba 0f566dc 
0fd44c9 0fc38d1 0fc0c54 0fd4e1b 0f5672c 
0fca500 0fbcd5f 0fb6be8 0fd485c 0f55414 
0fd0c16 0fbecb6 0fbd7b2 0fd54b9 0f55ec8 
0fcc7ba 0fbeb05 0fb8cb8 0fd5c37 0f57934 
0fc82c2 0fb8555 0fb4d06 0fd6272 0f592c9 
0fce152 0fbd82a 0fba8a0 0fd7327 0f5c5d6 
0fc3133 0fb5e1f 0faf783 0fd752d 0f5ec9b 
0fc95b5 0fb770e 0fb603e 0fd80e1 0f60574 
0fc580c 0fb7818 0fb1ccd 0fd88cd 0f60437 
0fc128b 0fb139d 0fadc67 0fd86c8 0f61643 
0fc74ab 0fb6980 0fb3beb 0fd87a2 0f6499d 
0fbc999 0faf5cd 0fa9005 0fd789a 0f66983 
0fc2b16 0fb0ebb 0faf584 0fd7388 0f69354 
0fbe854 0fb0d0c 0faad05 0fd6ef9 0f6bbf2 
0fb9b31 0faa09b 0fa653e 0fd659c 0f6f0a3 
0fc0158 0faf683 0fac921 0fd6910 0f71c3e 
0fb629a 0fa8f64 0fa2992 0fd63a3 0f6e89e 
0fbc685 0faa930 0fa9159 0fd683a 0f6ddeb 
0fb8215 0faa681 0fa4769 0fd767b 0f6daea 
0fb3a91 0fa40da 0fa055e 0fd8271 0f6dacd 
0fb9c30 0fa9719 0fa64a6 0fd97c3 0f70c97 
0faef69 0fa1d9b 0f9b728 0fda680 0f73a4f 
0fb59de 0fa37f1 0fa25c9 0fdc671 0f76b2d 
0fb2e3a 0fa4aae 0f9f48f 0fdd874 0f78103 
0fb0222 0f9fde1 0f9cd92 0fde2af 0f77c95 
0fb81f8 0fa705a 0fa4ac3 0fdf5bb 0f7633e 
0faf253 0fa171b 0f9bb31 0fe3be7 0f73ffc 
0fb6c21 0fa4751 0fa389e 0fe11a6 0f7332d 
0fb3baa 0fa5af6 0fa0235 0fe1bd5 0f72771 
0faf658 0f9fb95 0f9c3c3 0ff9fc8 0f72c19 
0fb5341 0fa4d58 0fa1dc4 0feb4dd 0f7423c 
0faa994 0f9d833 0f97315 0016326 0f7342f 
0fb0472 0f9ed3f 0f9d1b5 0015954 0f72497 
0faa7a4 0f9d91b 0f96e45 001c9b9 0f716ba 
0fa3180 0f94beb 0f8fbe1 0026611 0f71386 
0fa5b7e 0f96de5 0f92314 002676f 0f72f39 
0f96fbf 0f8bd2a 0f83693 002c473 0f7526d 
0f982a5 0f88bc5 0f84d1d 002eaa0 0f7a978 
0f8f97d 0f84400 0f7be58 0032538 0f8243d 
0f86c62 0f799c9 0f73695 0038369 0f8988e 
0f890c6 0f7afa0 0f75898 0039739 0f9037c 
0f7ad72 0f6ffc1 0f6747b 003fe21 0f93d29 
0f7d6e0 0f6e069 0f6a23a 0042558 0f956c3 
0f764ee 0f6ade1 0f62aad 0045d12 0f961b5 
0f6ea9a 0f616bb 0f5b58a 004b775 0f979c1 
0f7180a 0f63648 0f5e05f 004cb97 0f9c9e6 
0f6419a 0f593c1 0f506d7 0053260 0fa3e99 
0f677c5 0f58034 0f540a7 00555c7 0fe52d5 
0f61a3f 0f55efc 0f4de44 005870f 003e74c 
0f5be2f 0f4e023 0f487aa 005d5f3 005d054 
0f61cd5 0f529d5 0f4e3e7 005d37f 005cdce 
0f575a0 0f4b70b 0f43b7c 0061e75 00618db 
0f5cccb 0f4c691 0f496a8 0062c8a 00626de 
0f592d8 0f4c71d 0f45751 00647bf 0064227 
0f5538a 0f467f2 0f41d1b 0068248 0067cb7 
0f5c218 0f4c4ee 0f4893e 006708c 0066af2 
0f52a07 0f46103 0f3f00a 006ae2a 006a8ac 
0f5957d 0f48282 0f45fb2 006ae3b 006a8aa 
0f56ba7 0f494c3 0f4308a 006bb0b 006b57c 
0f536f5 0f44120 0f402d5 006e6ad 006e0fd 
0f5af20 0f4a971 0f478c3 006caa1 006c4f2 
0f5215f 0f4501a 0f3e9f9 006fe7b 006f8d7 
0f596de 0f47c3d 0f46390 006f436 006ee7d 
0f57a03 0f49b3b 0f44135 006f66b 006f0c1 
0f55082 0f453aa 0f41cd2 00719c4 0071416 
0f5dca9 0f4cd32 0f4a6ba 006ee91 006e8dc 
0f562ac 0f487ec 0f42bad 00712e4 0070d34 
0f5ec65 0f4c75a 0f4b989 006f906 006f32e 
0f5e647 0f4fce6 0f4ad9c 006e9ce 0068f59 
0f5c945 0f4c46c 0f49557 0070075 0051106 
0f65d54 0f546ff 0f5270a 006cbc6 000b6ca 
0f5e789 0f5068b 0f4aff9 006e6f5 0001652 
0f673f6 0f5496b 0f54081 006c63b 0fdbc29 
0f673ff 0f583d4 0f53b18 006b07b 0fb7447 
0f66426 0f5578a 0f53070 006be25 0f9ed0e 
0f70dde 0f5ee79 0f5d83b 0067c40 0f87f7f 
0f6a6c0 0f5bf1c 0f56fd3 0068a14 0f82a85 
0f73676 0f606dd 0f60384 0065d89 0f7fbc9 
0f733d6 0f64183 0f5fb47 0063ecd 0f7e193 
0f719a4 0f60b94 0f5e609 00646d0 0f7c741 
0f7bb45 0f698ae 0f68562 0060253 0f7c762 
0f746ca 0f65c4a 0f60f7d 0061248 0f7d482 
0f7d1cb 0f69ec5 0f69ecb 005e808 0f7ea90 
0f7cf58 0f6d922 0f6963f 005c915 0f7f634 
0f7ab15 0f69dfd 0f676a8 005d455 0f7f25d 
0f84327 0f7239d 0f70c94 005931b 0f7f63d 
0f7cd4b 0f6e45e 0f695a5 005a36e 0f7e3d8 
0f85ddd 0f7276f 0f72af8 0057788 0f7d2d9 
0f86ca6 0f76e49 0f73442 005511d 0f7c48b 
0f85a29 0f7409c 0f726d7 0055350 0f7b758 
0f90a3f 0f7d9e2 0f7d4e5 005069a 0f7bf6e 
0f8acfa 0f7b57a 0f7762c 0050997 0f7b35a 
0f9512c 0f8111f 0f81e9c 004d011 0f7ad81 
0f96dcf 0f868f8 0f83540 0049e46 0f79ff0 
0f961e0 0f8471e 0f82e38 004977a 0f785a0 
0fa19d8 0f8e7bf 0f8e476 004422c 0f785cb 
0f9c005 0f8c70d 0f8882f 0043d32 0f779c4 
0fa6727 0f921c0 0f93320 003fe2b 0f772dd 
0fa8d56 0f97fc6 0f95342 003c272 0f768cb 
0fa86d3 0f96115 0f9512c 003b3c0 0f75f07 
0fb4738 0fa0a55 0fa0f27 0035634 0f768c2 
0faed73 0f9ee3e 0f9b395 0034ccf 0f764ab 
0fb9438 0fa4a5a 0fa6004 0028a49 0f7617a 
0fbbf85 0fab28c 0fa86f9 0ff8ebe 0f75750 
0fbb90a 0fa9806 0fa84f7 0fe5e1b 0f744e1 
0fc7bbb 0fb4226 0fb4407 0fd18bb 0f73979 
0fc26d4 0fb2826 0faed27 0fd08da 0f725f3 
0fccae8 0fb8366 0fb95ef 0fcf77d 0f70f9b 
0fcec52 0fbe0c8 0fbb1d4 0fcdc8e 0f6ee96 
0fcda03 0fbbac6 0fba44f 0fcbddd 0f6c567 
0fd8438 0fc4e8b 0fc4cec 0fcba8a 0f6bf6c 
0fd1bec 0fc2447 0fbe20c 0fcb9ac 0f6b1b7 
0fd9df3 0fc627c 0fc6933 0fcc4ed 0f6abb6 
0fda0b1 0fc9fab 0fc65e3 0fcd055 0f69fe1 
0fd6c2a 0fc5990 0fc35a5 0fcd5cb 0f681b8 
0fdf4a0 0fcd027 0fcbc45 0fce377 0f67363 
0fd568f 0fc756e 0fc1bd0 0fcde22 0f65dcc 
0fda82c 0fc830e 0fc723e 0fccb07 0f656bf 
0fd85ba 0fc9c88 0fc4a67 0fcb4b1 0f64fba 
0fd3392 0fc3539 0fbfcb1 0fc9e2d 0f63c54 
0fdaccf 0fc93c2 0fc753a 0fca159 0f630f6 
0fd16d7 0fc38f6 0fbdca9 0fca506 0f61845 
0fd7a7c 0fc51b5 0fc45bc 0fcad24 0f60621 
0fd70aa 0fc7c53 0fc3619 0fcb409 0f5fb07 
0fd3693 0fc2b39 0fc004b 0fcbc19 0f5df66 
0fdcb12 0fca59f 0fc93b0 0fcd153 0f5d82d 
0fd505c 0fc6678 0fc16ea 0fcd319 0f5c3b3 
0fdcad4 0fc98c9 0fc969f 0fcd1eb 0f5b7d8 
0fdd6e9 0fcdc48 0fc9d58 0fcc8ad 0f5ada1 
0fdaa06 0fc9ec8 0fc74da 0fcbc0d 0f5a20c 
0fe4198 0fd1ed9 0fd0bb2 0fcc0e1 0f5aeb0 
0fdc3d3 0fcdee8 0fc8b07 0fcbbf8 0f5a9e2 
0fe2b37 0fd025e 0fcf724 0fcbc9e 0f5af27 
0fe1b1f 0fd2bfe 0fce0d9 0fcbb68 0f5b797 
0fdcb9a 0fccd89 0fc9583 0fcb3bd 0f5b523 
0fe4237 0fd2850 0fd0adf 0fcbd67 0f5bb14 
0fda80b 0fccbe1 0fc6e0f 0fcbc3a 0f5b295 
0fdfa8b 0fcd607 0fcc565 0fcc8a7 0f5b6b2 
0fde4bb 0fcf5bf 0fca9d9 0fcd501 0f5c32a 
0fd9158 0fc91e3 0fc5aa8 0fcde3f 0f5c66c 
0fe08b7 0fcef27 0fcd0e0 0fcf6ab 0f5d9d2 
0fd6edd 0fc930f 0fc3479 0fd0895 0f5de2a 
0fc5780 0fb63c7 0fb20b5 0fdb3d5 0f1b2ca 
0fce5d5 0fbba52 0fbb0b9 0fdbb3d 0f1b69d 
0fc7f23 0fb9990 0fb455a 0fdb9dd 0f1b089 
0fc98ba 0fb78fd 0fb64e2 0fdb957 0f1aa30 
0fcd9c8 0fbd0cd 0fba126 0fdbdc1 0f1adc9 
0fc5ac6 0fb6711 0fb23bc 0fdb88d 0f1a3d3 
0fcea30 0fbbdd8 0fbb4dd 0fdbe99 0f1a9c3 
0fc8430 0fb9e6c 0fb4a2b 0fdbba0 0f1a3b9 
0fc9c97 0fb7cdc 0fb688a 0fdb9ec 0f19ff8 
0fcdd9f 0fbd46b 0fba4e5 0fdbd8a 0f1a414 
0fc5dbd 0fb6a52 0fb26b9 0fdb801 0f199c3 
0fcebcd 0fbbf85 0fbb69d 0fdbda3 0f19f74 
0fc85d9 0fba037 0fb4bf6 0fdbb4d 0f19c4a 
0fc9d3f 0fb7db8 0fb6931 0fdba78 0f19a14 
0fcdeb9 0fbd517 0fba61e 0fdbfdf 0f1a1f4 
0fc5ed0 0fb6b72 0fb27b2 0fdb9ca 0f19aef 
0fced76 0fbc10a 0fbb857 0fdbbdf 0f1a08b 
0fc8906 0fba2fe 0fb4f41 0fdb916 0f19d48 
0fca028 0fb8090 0fb6c13 0fdb85c 0f19ae9 
0fce19b 0fbd749 0fba90a 0fdbbe7 0f1a09e 
0fc6087 0fb6c7b 0fb2992 0fdb877 0f198e7 
0fcef5a 0fbc25e 0fbba48 0fdbfcb 0f19ef8 
0fc8abf 0fba44b 0fb50ef 0fdbc6f 0f19915 
0fca194 0fb81c0 0fb6d90 0fdbd26 0f195c7 
0fce5f3 0fbdab2 0fbad6f 0fdc1ed 0f19804 
0fc66b0 0fb71bf 0fb2fdd 0fdbf65 0f18c99 
0fcf823 0fbc955 0fbc2e1 0fdc632 0f18c1e 
0fc9826 0fbaf48 0fb5e2f 0fdc64e 0f17f49 
0fcb32b 0fb908b 0fb7ee1 0fdc591 0f17045 
0fcfd5f 0fbeff0 0fbc416 0fdc924 0f16eda 
0fc8069 0fb893a 0fb4994 0fdc47b 0f15dad 
0fd1642 0fbe526 0fbe153 0fdce70 0f15d00 
0fcbb2e 0fbd05f 0fb8196 0fdca04 0f151d2 
0fcdbb8 0fbb762 0fba7c7 0fdc2cb 0f14406 
0fd2d38 0fc1ccc 0fbf47f 0fdc1ac 0f1427d 
0fcb656 0fbbccd 0fb7f36 0fdbb98 0f13580 
0fd5038 0fc1cb1 0fc1b14 0fdc209 0f13749 
0fcf6fb 0fc0a6f 0fbbd1b 0fdc0c8 0f12d8d 
0fd14f7 0fbf021 0fbe2bd 0fdc364 0f125b5 
0fd624a 0fc5201 0fc2c1d 0fdc56d 0f12966 
0fce47f 0fbecb1 0fbaffd 0fdc006 0f119df 
0fd758b 0fc45a4 0fc42ed 0fdc4e7 0f11bf4 
0fd121a 0fc2c35 0fbdabf 0fdc0c7 0f1171a 
0fd251f 0fc091b 0fbf374 0fdbc07 0f11589 
0fd6c7c 0fc6818 0fc3657 0fdb8dc 0f12019 
0fce9d2 0fc01b3 0fbb537 0fda920 0f11dbb 
0fd79ca 0fc5bac 0fc4717 0fd9c74 0f12953 
0fd1921 0fc4175 0fbe15b 0fd86d2 0f12883 
0fd2f82 0fc1ec1 0fbfd8f 0fd6d62 0f123ad 
0fd79b6 0fc7b69 0fc4327 0fd5b88 0f12d2c 
0fcf4a7 0fc0d2d 0fbbf25 0fd4962 0f12c5e 
0fd7fd5 0fc5cd9 0fc4c15 0fd4a6e 0f13b3e 
0fd1691 0fc393d 0fbddd2 0fd4bae 0f13860 
0fd2262 0fc0b1a 0fbf013 0fd4ec5 0f130f2 
0fd63b1 0fc5f1e 0fc2cc0 0fd594c 0f13033 
0fcd82c 0fbecc9 0fba2e9 0fd5857 0f11dc3 
0fd622b 0fc3b52 0fc2e65 0fd5e2f 0f11ba7 
0fcf6f9 0fc1915 0fbbe64 0fd5a0c 0f113bf 
0fcfa87 0fbe521 0fbc7d2 0fd5b82 0f10b25 
0fd3753 0fc3655 0fbff92 0fd6428 0f10fd1 
0fca120 0fbbb09 0fb6aeb 0fd6375 0f1119c 
0fd22f3 0fc00fd 0fbee65 0fd690e 0f12d42 
0fcb114 0fbd61d 0fb778b 0fd67ab 0f12f88 
0fcb221 0fb9ddb 0fb7e4b 0fd6de6 0f13099 
0fcee06 0fbebdb 0fbb571 0fd7934 0f149fb 
0fc5723 0fb7027 0fb2043 0fd763a 0f14a11 
0fce00b 0fbbab9 0fbab38 0fd7adf 0f15000 
0fc730c 0fb973d 0fb3772 0fd7c29 0f15a2a 
0fc7431 0fb5f5a 0fb3d8f 0fd7c53 0f169e6 
0fcb2db 0fbb0a4 0fb779f 0fd806e 0f17b56 
0fc1cd5 0fb35a8 0fae2fc 0fd79f5 0f17b6c 
0fca192 0fb7c90 0fb6a07 0fd815f 0f184f8 
0fc3053 0fb5495 0faf3cd 0fd853a 0f18627 
0fc328b 0fb1d5e 0fafbd9 0fd8beb 0f18c47 
0fc73d6 0fb6f79 0fb3895 0fd96fc 0f19db6 
0fbe194 0faf700 0faa7ca 0fd934f 0f1a34f 
0fc6dec 0fb4618 0fb364a 0fd97a5 0f1a1af 
0fc00ff 0fb20e7 0fac455 0fd94e7 0f1a050 
0fbfef9 0fae7a8 0fac81b 0fd9440 0f1a52e 
0fc3aef 0fb37d5 0faff60 0fd93cb 0f1afe5 
0fb9d63 0fab5c4 0fa6312 0fd887c 0f1afb7 
0fc1b19 0faf53d 0fae2ea 0fd8d43 0f1c21e 
0fba20e 0fac648 0fa6509 0fd8c57 0f1cd2b 
0fb97d5 0fa8507 0fa60bf 0fd8e04 0f1d9eb 
