0fc1d30 0fdc789 0fb620f 0fba65a 0fb412e 
0fc2567 0fdd1b0 0fb623a 0fbb93b 0fb3fd2 
0fc4457 0fdd56c 0fb8c65 0fbd45f 0fb6e0f 
0fbe9cc 0fdcf54 0fb2e22 0fb7be7 0fb0e0e 
0fc5d61 0fdd68b 0fb9d4e 0fbf012 0fb7bac 
0fbfbec 0fdd136 0fb4808 0fb8bcb 0fb29c6 
0fc23b7 0fdd292 0fb61dd 0fbb7f7 0fb3f26 
0fc4249 0fdd6a7 0fb8be8 0fbd2c8 0fb6bb4 
0fbe718 0fdd14f 0fb2ce1 0fb7999 0fb0af3 
0fc5aac 0fdd8e4 0fb9b5b 0fbedb1 0fb7849 
0fbfb3a 0fdd527 0fb4737 0fb8b47 0fb286c 
0fc23df 0fdd687 0fb612f 0fbb826 0fb3ea6 
0fc437d 0fdd911 0fb8bff 0fbd406 0fb6cc9 
0fbe83a 0fdd180 0fb2ccd 0fb7ada 0fb0cf9 
0fc5b22 0fdd638 0fb9ae6 0fbee5a 0fb7a21 
0fbfb32 0fdcef7 0fb46f8 0fb8b4b 0fb287c 
0fc2382 0fdcef1 0fb6106 0fbb7bc 0fb3df7 
0fc44c8 0fdd379 0fb8d9e 0fbd545 0fb6dbd 
0fbe927 0fdcda7 0fb2e0b 0fb7bae 0fb0d14 
0fc5cd0 0fdd51f 0fb9ca2 0fbefd2 0fb7a33 
0fbfcd4 0fdcf7e 0fb48b6 0fb8cdd 0fb2934 
0fc23eb 0fdcf8b 0fb6192 0fbb842 0fb3e09 
0fc4592 0fdd251 0fb8df0 0fbd613 0fb6e7b 
0fbea81 0fdcaa5 0fb2ede 0fb7cf2 0fb0e5c 
0fc5d7d 0fdcf4c 0fb9d37 0fbf0b1 0fb7b21 
0fbfe09 0fdc9b2 0fb4994 0fb8e57 0fb2bba 
0fc24a4 0fdcb33 0fb6202 0fbb942 0fb3fd2 
0fc462f 0fdd0cd 0fb8eb8 0fbd6d8 0fb6f18 
0fbe988 0fdcbc6 0fb2e66 0fb7c38 0fb0da3 
0fc5be2 0fdd362 0fb9bdf 0fbef55 0fb79a0 
0fbfd99 0fdd07f 0fb496c 0fb8e03 0fb2a83 
0fc23e0 0fdd1ff 0fb6163 0fbb87a 0fb3e5f 
0fc459e 0fdd56e 0fb8e34 0fbd68a 0fb6e5f 
0fbea43 0fdcfd7 0fb2f09 0fb7d0b 0fb0e25 
0fc5e76 0fdd735 0fb9e3b 0fbf1cb 0fb7b64 
0fc006c 0fdd21a 0fb4c2f 0fb90cb 0fb2d09 
0fc269d 0fdd24a 0fb642a 0fbbb4c 0fb414c 
0fc48a9 0fdd42c 0fb915b 0fbd9bb 0fb71f8 
0fbebc3 0fdcd35 0fb30cd 0fb7ec7 0fb10dc 
0fc600f 0fdd49f 0fb9faf 0fbf38a 0fb7e51 
0fc0165 0fdce81 0fb4cc5 0fb91b8 0fb2f01 
0fc26c0 0fdce9a 0fb63e4 0fbbb44 0fb41a0 
0fc49df 0fdd214 0fb9211 0fbda9e 0fb72cb 
0fbeca8 0fdcbb0 0fb3152 0fb7f40 0fb1104 
0fc5e72 0fdd183 0fb9e4d 0fbf1e8 0fb7c05 
0fc00ed 0fdcdfc 0fb4ccd 0fb9156 0fb2ded 
0fc2570 0fdcf87 0fb630c 0fbba12 0fb3fe6 
0fc4872 0fdd399 0fb90f3 0fbd946 0fb70d4 
0fbeb07 0fdcd56 0fb2fd4 0fb7dbc 0fb0ef0 
0fc5f69 0fdd4b6 0fb9eb4 0fbf2a4 0fb7c56 
0fc01b6 0fdcee8 0fb4d0a 0fb91e7 0fb2e3c 
0fc2596 0fdcd8d 0fb62a0 0fbba11 0fb3fd0 
0fc4a84 0fdd05f 0fb9255 0fbdb33 0fb728c 
0fbecae 0fdc819 0fb3109 0fb7f42 0fb1043 
0fc6070 0fdce41 0fb9f90 0fbf3b4 0fb7d0f 
0fc0354 0fdc8f1 0fb4eb5 0fb938a 0fb2f82 
0fc2627 0fdc8c9 0fb638b 0fbbac7 0fb4023 
0fc4a95 0fdccb7 0fb92d9 0fbdb69 0fb7278 
0fbec75 0fdc68d 0fb3121 0fb7f04 0fb101f 
0fc6052 0fdce64 0fb9f73 0fbf37e 0fb7d0d 
0fc0347 0fdc986 0fb4e63 0fb9358 0fb2fc2 
0fc269a 0fdca6d 0fb635c 0fbbae9 0fb40b5 
0fc4b7b 0fdcd83 0fb931b 0fbdc29 0fb738d 
0fbec2b 0fdc5b8 0fb30b9 0fb7ed6 0fb1035 
0fc6135 0fdcdbe 0fba018 0fbf46e 0fb7dc6 
0fc049c 0fdc90d 0fb4fb8 0fb94c3 0fb30fb 
0fc26b7 0fdc980 0fb63b4 0fbbb2c 0fb40a8 
0fc4d46 0fdce4b 0fb94f3 0fbddee 0fb74ef 
0fbee0b 0fdc758 0fb32a8 0fb80a8 0fb11a9 
0fc60b1 0fdcd7b 0fb9fd4 0fbf425 0fb7d20 
0fc043f 0fdc888 0fb4fac 0fb949e 0fb309a 
0fc26c2 0fdc94f 0fb63a8 0fbbb38 0fb4080 
0fc4d79 0fdccd2 0fb94f6 0fbde22 0fb74fe 
0fbee06 0fdc571 0fb324a 0fb8088 0fb11b3 
0fc613d 0fdcb4d 0fb9fed 0fbf495 0fb7d95 
0fc063a 0fdc688 0fb5153 0fb9681 0fb3290 
0fc2677 0fdc604 0fb6368 0fbbb19 0fb4072 
0fc4d1e 0fdc954 0fb94b2 0fbde13 0fb74c0 
0fbed69 0fdc310 0fb3217 0fb8037 0fb115e 
0fc610e 0fdca3f 0fb9fcf 0fbf47f 0fb7d52 
0fc0659 0fdc609 0fb514f 0fb9687 0fb326b 
0fc2687 0fdc610 0fb6339 0fbbaf8 0fb4030 
0fc4dbf 0fdc92c 0fb952e 0fbdea7 0fb750e 
0fbecda 0fdc1ae 0fb3169 0fb7f9f 0fb1086 
0fc6047 0fdc875 0fb9f11 0fbf3dd 0fb7c64 
0fc0658 0fdc4c5 0fb5162 0fb96a9 0fb3256 
0fc258b 0fdc4a4 0fb6278 0fbba34 0fb3f40 
0fc4dbd 0fdc88f 0fb9533 0fbdebd 0fb74ee 
0fbed16 0fdc194 0fb3191 0fb7fc7 0fb1096 
0fc60b8 0fdc8c6 0fb9f5e 0fbf448 0fb7ca0 
0fc06d4 0fdc408 0fb5199 0fb9717 0fb32af 
0fc269b 0fdc460 0fb6305 0fbbb01 0fb4020 
0fc4f0e 0fdc825 0fb961a 0fbdfcb 0fb7607 
0fbeddb 0fdc159 0fb3222 0fb803f 0fb113b 
0fc61cd 0fdc920 0fba038 0fbf527 0fb7da5 
0fc076c 0fdc3f4 0fb5254 0fb97be 0fb3386 
0fc269c 0fdc406 0fb633f 0fbbb22 0fb403c 
0fc5093 0fdc937 0fb97bf 0fbe15e 0fb7767 
0fbef7b 0fdc338 0fb33f6 0fb81f5 0fb12a3 
0fc6356 0fdcb31 0fba1b9 0fbf6b9 0fb7eeb 
0fc0abe 0fdc6e9 0fb5545 0fb9ade 0fb368d 
0fc295f 0fdc5d7 0fb6596 0fbbdeb 0fb42f4 
0fc529b 0fdc7b1 0fb98f6 0fbe3a5 0fb79db 
0fbf21d 0fdc004 0fb35aa 0fb84b0 0fb15eb 
0fc656b 0fdc583 0fba33b 0fbf8ee 0fb8175 
0fc0d39 0fdc1fa 0fb5792 0fb9d4e 0fb396d 
0fc2a42 0fdc20a 0fb66c5 0fbbe9f 0fb43d1 
0fc5497 0fdc6fd 0fb9b99 0fbe52e 0fb7b1c 
0fbf20b 0fdc07f 0fb36ae 0fb8459 0fb151d 
0fc6501 0fdc7ad 0fba3a3 0fbf849 0fb8001 
0fc0af8 0fdc266 0fb5636 0fb9b19 0fb3660 
0fc2774 0fdc25a 0fb64d6 0fbbc2c 0fb40ca 
0fc5354 0fdc8e0 0fb9a7c 0fbe429 0fb79d2 
0fbf0e3 0fdc345 0fb3598 0fb8385 0fb14c6 
0fc63e0 0fdca64 0fba265 0fbf774 0fb8026 
0fc0ab6 0fdc5b9 0fb55f5 0fb9b3f 0fb37bc 
0fc2789 0fdc5a9 0fb64cb 0fbbc59 0fb4273 
0fc527e 0fdc928 0fb9a32 0fbe395 0fb7acf 
0fbeef6 0fdc135 0fb3492 0fb81e1 0fb144c 
0fc6231 0fdc88d 0fba1a3 0fbf615 0fb7f59 
0fc092f 0fdc496 0fb553d 0fb99e2 0fb367a 
0fc2630 0fdc5e8 0fb6403 0fbbb2b 0fb40db 
0fc50c7 0fdc987 0fb98d0 0fbe23a 0fb7855 
0fbee87 0fdc385 0fb33d2 0fb819e 0fb12f2 
0fc628c 0fdcba1 0fba16e 0fbf6a9 0fb7f2a 
0fc096d 0fdc678 0fb54f9 0fb9a4d 0fb367c 
0fc2606 0fdc64a 0fb635e 0fbbb1f 0fb40d1 
0fc5166 0fdc950 0fb98f8 0fbe2d7 0fb793c 
0fbef04 0fdc13f 0fb3460 0fb8227 0fb13c2 
0fc6297 0fdc75d 0fba1df 0fbf6b6 0fb7f06 
0fc0ae6 0fdc4fa 0fb5916 0fb9e7c 0fb3a23 
0fc26e4 0fdc604 0fb66d7 0fbbedd 0fb43e5 
0fc53af 0fdc9d9 0fb9dde 0fbe807 0fb7d7e 
0fbf116 0fdc1f8 0fb3911 0fb8719 0fb17d6 
0fc64e1 0fdc851 0fba664 0fbfbdf 0fb8386 
0fc0e37 0fdc3a2 0fb5c1d 0fba1de 0fb3d62 
0fc29e7 0fdc1f0 0fb6981 0fbc1db 0fb46d7 
0fc5729 0fdc536 0fba0e2 0fbeb8e 0fb8139 
0fbf3e6 0fdbd56 0fb3b7e 0fb8a03 0fb1aff 
0fc6733 0fdc463 0fba85e 0fbfe49 0fb85e1 
0fc0fb4 0fdc1a5 0fb5dbc 0fba385 0fb3ee2 
0fc2a35 0fdc3bb 0fb6a40 0fbc24a 0fb46f8 
0fc5744 0fdca3b 0fba15f 0fbebb3 0fb80cc 
0fbf2cf 0fdc48b 0fb3add 0fb88f2 0fb1987 
0fc656f 0fdcc76 0fba705 0fbfc90 0fb83a6 
0fc0f7e 0fdca6d 0fb5dce 0fba365 0fb3e65 
0fc295b 0fdcab6 0fb6974 0fbc18d 0fb45ef 
0fc573e 0fdcf7b 0fba13b 0fbebce 0fb80bf 
0fbf386 0fdc831 0fb3b5c 0fb89ba 0fb1ab5 
0fc668e 0fdce40 0fba7e8 0fbfdce 0fb8587 
0fc1051 0fdc9eb 0fb5e81 0fba454 0fb4034 
0fc2a6e 0fdca0b 0fb6a70 0fbc2b6 0fb4823 
0fc5842 0fdcddb 0fba233 0fbecee 0fb82a6 
0fbf430 0fdc6ac 0fb3c15 0fb8a6f 0fb1bdd 
0fc6742 0fdcd26 0fba891 0fbfe8e 0fb8655 
0fc1205 0fdc987 0fb602a 0fba614 0fb418d 
0fc2a82 0fdc930 0fb6aae 0fbc2ca 0fb477f 
0fc58f5 0fdcdc8 0fba303 0fbed97 0fb827b 
0fbf3fb 0fdc6d3 0fb3c37 0fb8a29 0fb1aee 
0fc6670 0fdce0f 0fba7fc 0fbfda7 0fb848e 
0fc1110 0fdcaff 0fb5f47 0fba4e1 0fb3fcd 
0fc28ac 0fdca6e 0fb68d1 0fbc0bf 0fb4541 
0fc5883 0fdd01c 0fba26f 0fbed23 0fb81e7 
0fbf40e 0fdc8fc 0fb3c08 0fb8a42 0fb1b0d 
0fc6737 0fdcf98 0fba856 0fbfe76 0fb856e 
0fc1156 0fdc9d6 0fb5f3f 0fba53b 0fb4041 
0fc2854 0fdc74e 0fb6820 0fbc079 0fb450e 
0fc58d9 0fdcb3b 0fba252 0fbed61 0fb8212 
0fbf44f 0fdc360 0fb3c01 0fb8a56 0fb1b25 
0fc671a 0fdc996 0fba831 0fbfe4a 0fb84f7 
0fc11ff 0fdc586 0fb6025 0fba5e9 0fb40ca 
0fc28e8 0fdc52a 0fb68ef 0fbc11d 0fb455a 
0fc596e 0fdca57 0fba338 0fbee1f 0fb826f 
0fbf4c3 0fdc425 0fb3cbc 0fb8ae9 0fb1bac 
0fc678b 0fdcb44 0fba898 0fbfecf 0fb8581 
0fc1397 0fdc801 0fb6162 0fba77e 0fb426c 
0fc29e5 0fdc6e3 0fb6998 0fbc21c 0fb4690 
0fc5a9c 0fdca86 0fba419 0fbef59 0fb83cb 
0fbf620 0fdc3ac 0fb3df0 0fb8c57 0fb1d55 
0fc687a 0fdc8c5 0fba94d 0fbffc4 0fb86a5 
0fc132c 0fdc2a5 0fb5fd1 0fba5c7 0fb4110 
0fc2995 0fdc1e2 0fb669c 0fbbec6 0fb43d5 
0fc5ab9 0fdc630 0fba16c 0fbec70 0fb8169 
0fbf63a 0fdc034 0fb3b1c 0fb8934 0fb1a90 
0fc67f6 0fdc674 0fba672 0fbfc80 0fb8381 
0fc1361 0fdc1a6 0fb5ea8 0fba47d 0fb3fa8 
0fc2a38 0fdc263 0fb674d 0fbbf80 0fb4458 
0fc5c9c 0fdc74d 0fba33b 0fbee61 0fb8303 
0fbf73b 0fdc05c 0fb3c46 0fb8a69 0fb1ba3 
0fc68ce 0fdc622 0fba6e4 0fbfd43 0fb8433 
0fc157e 0fdc1f1 0fb6074 0fba683 0fb41d3 
0fc2a7e 0fdc0db 0fb6761 0fbbfc9 0fb449e 
0fc5c61 0fdc4c8 0fba2d4 0fbee2a 0fb82bc 
0fbf61c 0fdbd34 0fb3b25 0fb895b 0fb1a69 
0fc6818 0fdc301 0fba606 0fbfc97 0fb8380 
0fc1480 0fdbe5e 0fb5f85 0fba5a0 0fb40a8 
0fc29bb 0fdbdef 0fb66b0 0fbbf23 0fb4372 
0fc5c65 0fdc219 0fba2dc 0fbee5a 0fb826e 
0fbf64d 0fdbad0 0fb3b25 0fb898c 0fb1a37 
0fc68da 0fdc13d 0fba6a0 0fbfd5b 0fb83b9 
0fc15f6 0fdbd2a 0fb60ad 0fba70c 0fb41d3 
0fc2902 0fdbbc0 0fb660a 0fbbe83 0fb42e9 
0fc5b48 0fdc016 0fba1c5 0fbed43 0fb8143 
0fbf48a 0fdb90e 0fb39b5 0fb87da 0fb18a7 
0fc66fe 0fdbf77 0fba4db 0fbfb85 0fb81af 
0fc14cf 0fdbb95 0fb5f64 0fba5c9 0fb407e 
0fc2850 0fdbaa2 0fb64e7 0fbbd95 0fb41fd 
0fc5ba9 0fdbf1c 0fba207 0fbed8d 0fb8161 
0fbf4c0 0fdb843 0fb39be 0fb87ff 0fb18a0 
0fc6716 0fdbfa4 0fba4a0 0fbfb91 0fb8173 
0fc144b 0fdba56 0fb5ec8 0fba585 0fb3faa 
0fc284c 0fdb7b8 0fb64bf 0fbbe03 0fb41b7 
0fc5bca 0fdba88 0fba16e 0fbee1e 0fb818e 
0fbf5f1 0fdb3d7 0fb3a1f 0fb895a 0fb1a0f 
0fc673e 0fdbaa6 0fba490 0fbfbef 0fb8208 
0fc153d 0fdb708 0fb5fb7 0fba652 0fb4118 
0fc27bc 0fdb6ac 0fb6464 0fbbd13 0fb4150 
0fc5c68 0fdbc2d 0fba263 0fbee2e 0fb818f 
0fbf445 0fdb53f 0fb3923 0fb876c 0fb178d 
0fc64d0 0fdbc02 0fba293 0fbf97a 0fb7ebc 
0fc129e 0fdb83a 0fb5d8a 0fba3f5 0fb3da4 
0fc2517 0fdb8dc 0fb6272 0fbbb25 0fb3e87 
0fc5886 0fdbe60 0fba18f 0fbee06 0fb80c6 
0fbf16d 0fdb830 0fb3951 0fb883a 0fb1872 
0fc62d5 0fdbec1 0fba36d 0fbfb05 0fb806e 
0fc1115 0fdbab0 0fb5ee8 0fba5e7 0fb403d 
0fc22f4 0fdb9f2 0fb6311 0fbbc21 0fb406a 
0fc5820 0fdbdbb 0fba176 0fbedd3 0fb819e 
0fbefd4 0fdb56e 0fb3838 0fb86e1 0fb183c 
0fc6123 0fdbb5e 0fba234 0fbf999 0fb7fea 
0fc0fb2 0fdb6f0 0fb5e0b 0fba4c2 0fb3f8c 
0fc20fe 0fdb62b 0fb6160 0fbba70 0fb3ecf 
0fc569c 0fdba91 0fb9ff0 0fbecaa 0fb803a 
0fbee89 0fdb2fe 0fb36af 0fb85e4 0fb16c4 
0fc6072 0fdb9a5 0fba0dd 0fbf90d 0fb7f00 
0fc0fd4 0fdb61d 0fb5dc1 0fba506 0fb3f7f 
0fc2182 0fdb64b 0fb6189 0fbbafc 0fb3f15 
0fc577b 0fdbacf 0fba09a 0fbed86 0fb80e1 
0fbef7b 0fdb31e 0fb37c6 0fb86dd 0fb177e 
0fc61c3 0fdba12 0fba254 0fbfa73 0fb7fc0 
0fc10c5 0fdb68b 0fb5e61 0fba5f4 0fb3ffa 
0fc2172 0fdb671 0fb6120 0fbbae2 0fb3eaa 
0fc574c 0fdbab3 0fba03e 0fbed59 0fb8021 
0fbeef5 0fdb35c 0fb36db 0fb864a 0fb16c7 
0fc61a2 0fdba60 0fba1c8 0fbfa65 0fb7faa 
0fc11fa 0fdb632 0fb5f4e 0fba733 0fb410f 
0fc21d1 0fdb4a0 0fb612c 0fbbb5c 0fb3f31 
0fc582e 0fdb871 0fba0c0 0fbee69 0fb8165 
0fbef87 0fdb0b0 0fb3747 0fb8709 0fb17b4 
0fc6185 0fdb734 0fba1aa 0fbfa69 0fb7f94 
0fc1199 0fdb3af 0fb5f0b 0fba700 0fb40cd 
0fc2151 0fdb3c9 0fb60d5 0fbbaf3 0fb3e92 
0fc5927 0fdb9c1 0fba1b8 0fbef61 0fb81fa 
0fbf056 0fdb44d 0fb3828 0fb87cd 0fb1843 
0fc616c 0fdbc53 0fba184 0fbfa4a 0fb7f4a 
0fc1183 0fdb9e0 0fb5efc 0fba6d5 0fb40ca 
0fc2026 0fdbac7 0fb5fd0 0fbb9c2 0fb3d8f 
0fc5811 0fdc188 0fba0b6 0fbee49 0fb810a 
0fbee60 0fdbc24 0fb365f 0fb85cf 0fb16b0 
0fc6021 0fdc4ec 0fba044 0fbf8f9 0fb7e70 
0fc1163 0fdc318 0fb5ee7 0fba6be 0fb4115 
0fc1ed4 0fdc3d8 0fb5e81 0fbb888 0fb3ccf 
0fc568a 0fdc9d4 0fb9f24 0fbecf2 0fb7ffe 
0fbec93 0fdc3ae 0fb349c 0fb8424 0fb1546 
0fc5e7f 0fdcc0a 0fb9ea8 0fbf77e 0fb7ce7 
0fc0fee 0fdc910 0fb5d88 0fba565 0fb3f96 
0fc1dfb 0fdc986 0fb5dd3 0fbb7ba 0fb3bac 
0fc5702 0fdcf40 0fb9faf 0fbed5c 0fb7ff1 
0fbed34 0fdc8e5 0fb3573 0fb84c1 0fb1558 
0fc5e0b 0fdcfee 0fb9e5a 0fbf70c 0fb7bd3 
0fc1078 0fdcd98 0fb5e2e 0fba5e7 0fb3f96 
0fc1dfa 0fdce2d 0fb5dd3 0fbb7b3 0fb3b39 
0fc572d 0fdd3df 0fb9fbe 0fbed97 0fb7fb1 
0fbedac 0fdce2f 0fb35b6 0fb8538 0fb15a0 
0fc5e9b 0fdd5e0 0fb9eaf 0fbf7bb 0fb7c62 
0fc11da 0fdd372 0fb5f36 0fba757 0fb411c 
0fc1e17 0fdd263 0fb5dd2 0fbb7e3 0fb3b85 
0fc5762 0fdd6a2 0fb9fe5 0fbedd5 0fb7ff6 
0fbeda6 0fdd050 0fb35be 0fb8535 0fb15d2 
0fc5e80 0fdd75d 0fb9ea2 0fbf792 0fb7c28 
0fc1108 0fdd42f 0fb5eb3 0fba699 0fb4032 
0fc1ca8 0fdd48c 0fb5c8b 0fbb67f 0fb3a0c 
0fc566e 0fdd9e9 0fb9eee 0fbecf0 0fb7eca 
0fbec46 0fdd3f3 0fb3470 0fb83db 0fb1454 
0fc5ca5 0fddb0f 0fb9caa 0fbf5b9 0fb7a27 
0fc1010 0fdd7ed 0fb5d87 0fba58a 0fb3f25 
0fc1b5b 0fdd7db 0fb5b22 0fbb529 0fb38cb 
0fc55c3 0fddc8d 0fb9e24 0fbec55 0fb7e3a 
0fbeb66 0fdd5c5 0fb3396 0fb831c 0fb13d1 
0fc5bf7 0fddc91 0fb9bf7 0fbf535 0fb79b7 
0fc1007 0fdd9a4 0fb5d84 0fba59f 0fb3f3a 
0fc1a2a 0fdd8ce 0fb59eb 0fbb3fd 0fb3772 
0fc55b9 0fddebb 0fb9e1f 0fbec4b 0fb7db8 
0fbeb1d 0fdd874 0fb3366 0fb82c7 0fb12f2 
0fc5bcc 0fddfbf 0fb9bc7 0fbf4fd 0fb7914 
0fc0ffc 0fddca0 0fb5d69 0fba58b 0fb3ee7 
0fc1ac5 0fddca4 0fb5a6f 0fbb4a6 0fb3805 
0fc56c8 0fde299 0fb9eed 0fbed70 0fb7f0c 
0fbebc8 0fddbc9 0fb33cf 0fb8377 0fb13d4 
0fc5cf7 0fde2a5 0fb9c8e 0fbf63e 0fb7a27 
0fc1848 0fde00b 0fb6545 0fbae00 0fb4682 
0fc23dd 0fddf2c 0fb6367 0fbbdd1 0fb40e5 
0fc609a 0fde4bb 0fba8c3 0fbf758 0fb888f 
0fbf510 0fdddcb 0fb3d37 0fb8cc2 0fb1cec 
0fc65d1 0fde553 0fba5ab 0fbff24 0fb82e0 
0fc1a24 0fde1d4 0fb67a8 0fbafe2 0fb48b5 
0fc2373 0fde12c 0fb6327 0fbbd70 0fb4064 
0fc5f0c 0fde593 0fba715 0fbf5d0 0fb86e8 
0fbf397 0fddf0c 0fb3b9d 0fb8b55 0fb1bc4 
0fc639a 0fde65d 0fba365 0fbfcf3 0fb80f6 
0fc195a 0fde496 0fb669c 0fbaf25 0fb489d 
0fc2214 0fde396 0fb6193 0fbbc23 0fb3f8e 
0fc5df6 0fde737 0fba61b 0fbf4e6 0fb8603 
0fbf2b4 0fde0a1 0fb3b0f 0fb8a8d 0fb1aec 
0fc6280 0fde7e4 0fba2c9 0fbfc01 0fb7f39 
0fc17a5 0fde578 0fb6555 0fbad74 0fb4624 
0fc2035 0fde5c3 0fb5fe9 0fbba50 0fb3d85 
0fc5e01 0fdea49 0fba5c2 0fbf511 0fb8669 
0fbf2c5 0fde296 0fb3a51 0fb8ad2 0fb1bb7 
0fc6336 0fde895 0fba213 0fbfcd5 0fb80fc 
0fc1a04 0fde490 0fb66b3 0fbafe9 0fb4997 
0fc20ff 0fde24d 0fb602b 0fbbb1e 0fb3f64 
0fc5f42 0fde6d7 0fba70a 0fbf61f 0fb87b2 
0fbf349 0fde012 0fb3b82 0fb8af7 0fb1b82 
0fc6222 0fde620 0fba224 0fbfb8a 0fb7ede 
0fc1911 0fde2b9 0fb6700 0fbaec9 0fb4717 
0fc1fe6 0fde151 0fb6017 0fbb9e8 0fb3c7e 
0fc5e38 0fde66f 0fba666 0fbf538 0fb857e 
0fbf10c 0fde03d 0fb3974 0fb890c 0fb196b 
0fc5fe4 0fde7ad 0fb9fc9 0fbf9a8 0fb7d54 
0fc1736 0fde51b 0fb64d8 0fbad5a 0fb46d2 
0fc1d6c 0fde5bb 0fb5da7 0fbb7e1 0fb3bf0 
0fc5c67 0fdec8c 0fba4de 0fbf3c6 0fb8599 
0fbef7e 0fde60d 0fb38ac 0fb87c7 0fb1971 
0fc5e5e 0fdec31 0fb9cd7 0fbf5ca 0fb7aa9 
0fc148f 0fde8b6 0fb60da 0fba861 0fb429d 
0fc19e4 0fde93b 0fb5b0c 0fbb4a3 0fb387f 
0fc5a32 0fdeed5 0fba1ed 0fbf024 0fb80dd 
0fbeda6 0fde709 0fb345d 0fb832e 0fb141d 
0fc5cb5 0fdecf7 0fb9a69 0fbf420 0fb785b 
0fc15a4 0fde88b 0fb6085 0fba93e 0fb434c 
0fc2b5e 0fdeddc 0fb77ff 0fbc5c4 0fb59e8 
0fc0186 0fdea3c 0fb4390 0fb9fa4 0fb22d3 
0fc620b 0fdf0bf 0fba6b2 0fbfe54 0fb866b 
0fbeda1 0fde948 0fb3887 0fb890f 0fb1a0c 
0fc476b 0fdee22 0fb85c3 0fbe60e 0fb63aa 
0fc2a47 0fdee62 0fb76d7 0fbc4ad 0fb58db 
0fbffcc 0fdea6a 0fb41d5 0fb9df9 0fb20fc 
0fc6123 0fdf1bf 0fba5a5 0fbfd91 0fb8569 
0fbedac 0fdeb6d 0fb387d 0fb8928 0fb1a14 
0fc46aa 0fdf029 0fb84e8 0fbe566 0fb62b5 
0fc2a96 0fdf09c 0fb7700 0fbc508 0fb58e1 
0fbfe40 0fdebb8 0fb406f 0fb9c73 0fb1f38 
0fc6068 0fdf36f 0fba503 0fbfcec 0fb8478 
0fbed0e 0fded5e 0fb3803 0fb8891 0fb1958 
0fc447b 0fdf117 0fb82cb 0fbe33f 0fb606c 
0fc2984 0fdf225 0fb75eb 0fbc407 0fb57dd 
0fbff37 0fdef54 0fb414e 0fb9d73 0fb2066 
0fc6157 0fdf687 0fba5df 0fbfdfb 0fb8596 
0fbed42 0fdef0f 0fb381b 0fb88e0 0fb19f1 
0fc4650 0fdf3ec 0fb846b 0fbe524 0fb62a5 
0fc2ae7 0fdf36b 0fb7734 0fbc56e 0fb5987 
0fbfea5 0fdef2f 0fb40bc 0fb9ce2 0fb201b 
0fc6168 0fdf652 0fba5b9 0fbfdfa 0fb8582 
0fbed97 0fdef55 0fb386c 0fb8920 0fb1a1b 
0fc45b1 0fdf450 0fb83c9 0fbe484 0fb61bb 
0fc2b15 0fdf3e0 0fb7743 0fbc5a7 0fb5945 
0fbfd32 0fdeef1 0fb3f44 0fb9b7e 0fb1e66 
0fc6100 0fdf651 0fba53d 0fbfdb3 0fb84de 
0fbed8d 0fdeee0 0fb3870 0fb8932 0fb1a17 
0fc4495 0fdf2c7 0fb829f 0fbe37c 0fb6091 
0fc2b78 0fdf250 0fb778e 0fbc607 0fb5995 
0fbfd64 0fdedb4 0fb3f6c 0fb9b9c 0fb1e99 
0fc6126 0fdf4a4 0fba522 0fbfdd0 0fb850d 
0fbedc9 0fdedf4 0fb387f 0fb895b 0fb1a76 
0fc4410 0fdf207 0fb8213 0fbe2f8 0fb6019 
0fc2b0d 0fdf197 0fb7718 0fbc5aa 0fb5950 
0fbfc9d 0fdeca9 0fb3e90 0fb9aed 0fb1e06 
0fc6148 0fdf3a1 0fba533 0fbfe0a 0fb851b 
0fbee55 0fdec67 0fb3939 0fb89f9 0fb1adc 
0fc44ed 0fdf07e 0fb8329 0fbe3ec 0fb609d 
0fc2d0e 0fdf039 0fb7907 0fbc7a9 0fb5af4 
0fbfec6 0fdeb4f 0fb408c 0fb9d0e 0fb2015 
0fc63d3 0fdf130 0fba771 0fc00ac 0fb8783 
0fbf161 0fde9bd 0fb3b89 0fb8d27 0fb1e50 
0fc474f 0fdedbb 0fb8466 0fbe664 0fb63ca 
0fc30e8 0fdee44 0fb7c39 0fbcb9e 0fb5f7b 
0fc00c2 0fde976 0fb4291 0fb9f0c 0fb22c2 
0fc652c 0fdf083 0fba8f0 0fc01e8 0fb8918 
0fbf196 0fde961 0fb3c6a 0fb8d1a 0fb1e1d 
0fc4686 0fdee06 0fb84cc 0fbe566 0fb6215 
0fc2fe0 0fdedde 0fb7c68 0fbca86 0fb5d47 
0fbfea2 0fde851 0fb4165 0fb9cfb 0fb1f47 
0fc6376 0fdef5a 0fba7a9 0fc005d 0fb865e 
0fbf03f 0fde988 0fb3b66 0fb8c19 0fb1cb5 
0fc44c2 0fdeeb5 0fb8308 0fbe41e 0fb60e8 
0fc2dfc 0fdef08 0fb7a6f 0fbc934 0fb5cc4 
0fbfc79 0fdeae5 0fb3f49 0fb9b59 0fb1f26 
0fc61b5 0fdf1f9 0fba647 0fbff31 0fb8698 
0fbeed0 0fdeb4c 0fb3acc 0fb8b23 0fb1d19 
0fc436e 0fdef52 0fb8256 0fbe323 0fb60da 
0fc2ed3 0fdf015 0fb7bb7 0fbca28 0fb5e4b 
